"SiteID","Primary_Panel","Electrical_Panel_Label","Electrical_Panel_Type","Electrical_Panel_Brand","Electrical_Panel_Brand_Other","Electrical_Panel_Vintage","Electrical_Panel_Capacity"
"SITE_79","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_790","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_790","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_790","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_790","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_791","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_791","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_792","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_793","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_793","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_794","Primary",NA,"Breaker Panel","Unknown",NA,"2021","225"
"SITE_795","Primary",NA,"Breaker Panel","Square D",NA,"1998","Unknown"
"SITE_796","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_797","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_798","Primary",NA,"Breaker Panel","Siemens",NA,"1997","200"
"SITE_799","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_799","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_8","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2010","200"
"SITE_80","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_800","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_800","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_801","Primary",NA,"Breaker Panel","Other","Leviton","Unknown","200"
"SITE_801","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_802","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2010","Unknown"
"SITE_803","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_804","Primary",NA,"Breaker Panel","Siemens",NA,"1997","200"
"SITE_804","Secondary",NA,"Breaker Panel","Siemens",NA,"1997","150"
"SITE_804","Primary",NA,"Breaker Panel","Square D",NA,"2000","100"
"SITE_805","Primary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_806","Secondary",NA,"Breaker Panel","Siemens",NA,"1999","200"
"SITE_806","Primary",NA,"Breaker Panel","Siemens",NA,"1998","200"
"SITE_807","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1993","100"
"SITE_808","Primary",NA,"Breaker Panel","Square D",NA,"2010","200"
"SITE_808","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_809","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_81","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_810","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_812","Primary",NA,"Breaker Panel","Wadsworth Electric",NA,"Unknown","125"
"SITE_813","Primary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_814","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_814","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_815","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2015","125"
"SITE_817","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_817","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_818","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_819","Primary",NA,"Breaker Panel","General Electric",NA,"2002","200"
"SITE_82","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","200"
"SITE_820","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2017","200"
"SITE_821","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_822","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_823","Primary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_824","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_824","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_825","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_826","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_827","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_828","Primary",NA,"Breaker Panel","Square D",NA,"1999","200"
"SITE_829","Unknown","A","Breaker Panel","Eaton/Cutler Hammer",NA,"1996","200"
"SITE_829","Unknown","B","Breaker Panel","Unknown",NA,"1996","200"
"SITE_829","Unknown","C","Breaker Panel","Eaton/Cutler Hammer",NA,"1996","200"
"SITE_829","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_83","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_830","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_830","Secondary",NA,"Unknown","Siemens",NA,"Unknown","125"
"SITE_831","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1975","200"
"SITE_831","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2015","100"
"SITE_832","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","200"
"SITE_833","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1992","100"
"SITE_834","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","225"
"SITE_835","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_836","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_837","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_837","Secondary",NA,"Unknown","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_837","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_838","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_839","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_839","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_84","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_84","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_84","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","150"
"SITE_84","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_84","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2016","200"
"SITE_84","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2016","125"
"SITE_840","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_840","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_841","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_842","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","200"
"SITE_843","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_844","Secondary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_844","Primary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_845","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","200"
"SITE_845","Primary",NA,"Breaker Panel","Unknown",NA,"1977","200"
"SITE_846","Primary",NA,"Breaker Panel","Siemens",NA,"2017","200"
"SITE_846","Secondary",NA,"Breaker Panel","Siemens",NA,"2017","125"
"SITE_847","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_848","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_849","Primary",NA,"Breaker Panel","Gould",NA,"Unknown","200"
"SITE_85","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_850","Primary",NA,"Breaker Panel","General Electric",NA,"1998","200"
"SITE_851","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","200"
"SITE_852","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_853","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_854","Unknown","Panel 1","Breaker Panel","Square D",NA,"Unknown","200"
"SITE_854","Unknown","Panel 2","Breaker Panel","Square D",NA,"Unknown","200"
"SITE_855","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_855","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_856","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_857","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_858","Primary",NA,"Breaker Panel","Square D",NA,"2005","200"
"SITE_859","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2001","200"
"SITE_86","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_860","Primary",NA,"Breaker Panel","Murray",NA,"1986","200"
"SITE_860","Primary",NA,"Breaker Panel","Other","Myers","1986","200"
"SITE_860","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_861","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1990","100"
"SITE_862","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_863","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_864","Primary",NA,"Breaker Panel","Westinghouse",NA,"1994","200"
"SITE_865","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_865","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_865","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_866","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_866","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","260"
"SITE_866","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_867","Primary",NA,"Breaker Panel","General Electric",NA,"1984","200"
"SITE_868","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_869","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_87","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_87","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_870","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1985","Unknown"
"SITE_871","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","150"
"SITE_872","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_872","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_873","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","Unknown"
"SITE_874","Primary",NA,"Breaker Panel","Square D",NA,"2002","200"
"SITE_875","Primary",NA,"Breaker Panel","General Electric",NA,"2005","200"
"SITE_876","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_876","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_877","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_878","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_879","Unknown","Panel 1","Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_879","Unknown","Panel 2","Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_88","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2021","200"
"SITE_880","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","150"
"SITE_880","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1994","200"
"SITE_880","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_881","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_882","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_883","Primary",NA,"Breaker Panel","Square D",NA,"2005","100"
"SITE_884","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_885","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_886","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_886","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_886","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_887","Primary",NA,"Breaker Panel","Square D",NA,"2017","Unknown"
"SITE_888","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_889","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_89","Primary",NA,"Breaker Panel","Unknown",NA,"2019","Unknown"
"SITE_890","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_890","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_891","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_892","Primary",NA,"Breaker Panel","Square D",NA,"1996","200"
"SITE_893","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_894","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_895","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","150"
"SITE_896","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_897","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_897","Primary",NA,"Breaker Panel","Square D",NA,"2006","200"
"SITE_898","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_898","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_899","Primary",NA,"Unknown","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_9","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_90","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_900","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1990","200"
"SITE_900","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1990","Unknown"
"SITE_901","Primary",NA,"Breaker Panel","Siemens",NA,"2000","200"
"SITE_902","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_903","Unknown","Panel 1","Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_903","Unknown","Panel 2","Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_904","Unknown","1","Breaker Panel","Square D",NA,"1997","200"
"SITE_904","Unknown","2","Breaker Panel","Square D",NA,"1997","200"
"SITE_905","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_905","Primary",NA,"Breaker Panel","Square D",NA,"1997","200"
"SITE_906","Primary",NA,"Breaker Panel","Siemens",NA,"2002","200"
"SITE_907","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_908","Primary",NA,"Breaker Panel","General Electric",NA,"1992","200"
"SITE_909","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2019","Unknown"
"SITE_91","Primary",NA,"Unknown","Eaton/Cutler Hammer",NA,"2001","200"
"SITE_91","Secondary",NA,"Breaker Panel","Other","Reliance Controls","Unknown","Unknown"
"SITE_911","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_911","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_912","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_913","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_914","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_915","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_916","Primary",NA,"Breaker Panel","Square D",NA,"1995","200"
"SITE_917","Primary",NA,"Breaker Panel","Square D",NA,"2015","Unknown"
"SITE_918","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_918","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","125"
"SITE_92","Primary",NA,"Breaker Panel","Gould",NA,"1978","200"
"SITE_920","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_920","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_921","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_922","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_923","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_924","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_925","Primary",NA,"Breaker Panel","Siemens",NA,"2002","200"
"SITE_925","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2002","200"
"SITE_926","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_927","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_928","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_928","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_929","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_93","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_930","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_931","Primary",NA,"Unknown","Bryant",NA,"Unknown","Unknown"
"SITE_932","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_932","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_933","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1998","125"
"SITE_934","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_935","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","200"
"SITE_936","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_936","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_937","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_938","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_939","Primary",NA,"Breaker Panel","Siemens",NA,"2012","200"
"SITE_939","Secondary",NA,"Breaker Panel","Siemens",NA,"2012","Unknown"
"SITE_939","Primary",NA,"Breaker Panel","Unknown",NA,"2012","Unknown"
"SITE_94","Primary",NA,"Breaker Panel","Gould",NA,"1991","200"
"SITE_94","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_940","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","Unknown"
"SITE_941","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_942","Primary",NA,"Breaker Panel","Square D",NA,"1998","200"
"SITE_943","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_944","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_945","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_946","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_947","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_948","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","150"
"SITE_949","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_95","Primary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_950","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","75"
"SITE_950","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","150"
"SITE_951","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_952","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_953","Primary",NA,"Breaker Panel","Siemens",NA,"1995","200"
"SITE_953","Primary",NA,"Breaker Panel","Square D",NA,"1993","150"
"SITE_954","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_954","Primary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_954","Secondary",NA,"Breaker Panel","Square D",NA,"2017","200"
"SITE_955","Primary",NA,"Breaker Panel","Unknown",NA,"2016","200"
"SITE_956","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_956","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_956","Unknown","Unknown","Unknown","Bulldog Electric",NA,"Unknown","Unknown"
"SITE_956","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_956","Unknown","Unknown","Unknown","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_956","Unknown","Unknown","Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_956","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_956","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_956","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_957","Primary",NA,"Breaker Panel","Siemens",NA,"1996","200"
"SITE_959","Primary",NA,"Breaker Panel","Square D",NA,"2014","200"
"SITE_959","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_959","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","70"
"SITE_959","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_96","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_960","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_961","Primary",NA,"Breaker Panel","Square D",NA,"2019","200"
"SITE_962","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_963","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_964","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_965","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_966","Primary",NA,"Breaker Panel","Square D",NA,"1999","200"
"SITE_966","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_967","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_967","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","Unknown"
"SITE_968","Primary",NA,"Breaker Panel","Bryant",NA,"1984","200"
"SITE_969","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_969","Secondary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_97","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_970","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_971","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_972","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_972","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_973","Primary",NA,"Breaker Panel","Square D",NA,"2018","200"
"SITE_974","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_974","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_975","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_976","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_976","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_977","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_977","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_978","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","200"
"SITE_979","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1979","200"
"SITE_98","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_980","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","150"
"SITE_981","Secondary",NA,"Breaker Panel","Siemens",NA,"2012","200"
"SITE_981","Secondary",NA,"Breaker Panel","Siemens",NA,"2012","200"
"SITE_981","Primary",NA,"Breaker Panel","Siemens",NA,"2012","100"
"SITE_982","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_983","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_983","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_984","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_985","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_985","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_985","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_987","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_988","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_989","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_99","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","200"
"SITE_990","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1999","200"
"SITE_990","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_990","Secondary",NA,"Breaker Panel","Square D",NA,"2007","100"
"SITE_991","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_992","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_992","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_992","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_993","Primary",NA,"Breaker Panel","Pushmatic",NA,"Unknown","Unknown"
"SITE_994","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_994","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","150"
"SITE_995","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_995","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","100"
"SITE_995","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","250"
"SITE_996","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_998","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_999","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","Unknown"
"SITE_3045","Primary",NA,"Fuse Panel","Square D",NA,"Unknown","100"
"SITE_3048","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2004","125"
"SITE_3049","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
