SiteID,Mechanical_ID,System_Type,Ventilation_Controls
SITE_3047,MECH_130463,Recirculating Only,On/off
SITE_3048,MECH_119773,Recirculating Only,On/off
SITE_3049,MECH_136353,Recirculating Only,On/off
SITE_3050,MECH_76534,Recirculating Only,On/off
SITE_3051,MECH_130741,Small Capacity Exhaust,On/off
SITE_3052,MECH_49216,Recirculating Only,On/off
SITE_3053,MECH_112471,Small Capacity Exhaust,On/off
SITE_3054,MECH_111878,Unknown,On/off
SITE_3055,MECH_11643,Small Capacity Exhaust,On/off
SITE_3056,MECH_120913,Recirculating Only,On/off
SITE_3057,MECH_121747,High Capacity Exhaust,On/off
SITE_3059,MECH_118442,Unknown,On/off
SITE_3060,MECH_87815,Recirculating Only,On/off
SITE_3061,MECH_100051,Recirculating Only,On/off
SITE_3062,MECH_18789,Small Capacity Exhaust,On/off
SITE_3063,MECH_101987,Recirculating Only,On/off
SITE_3064,MECH_105136,Small Capacity Exhaust,On/off
SITE_3065,MECH_163418,Recirculating Only,On/off
SITE_3066,MECH_79491,Unknown,On/off
SITE_3067,MECH_84890,Small Capacity Exhaust,On/off
SITE_3068,MECH_102403,Recirculating Only,On/off
SITE_3069,MECH_163072,Recirculating Only,On/off
SITE_3070,MECH_144971,Unknown,On/off
SITE_3071,MECH_38409,Recirculating Only,On/off
SITE_3072,MECH_6537,Small Capacity Exhaust,On/off
SITE_3073,MECH_28585,Small Capacity Exhaust,On/off
SITE_3075,MECH_137920,High Capacity Exhaust,On/off
SITE_3076,MECH_139445,Small Capacity Exhaust,On/off
SITE_3077,MECH_87785,Small Capacity Exhaust,On/off
SITE_3078,MECH_68978,Recirculating Only,On/off
SITE_3079,MECH_62573,Small Capacity Exhaust,On/off
SITE_3081,MECH_113450,Small Capacity Exhaust,On/off
SITE_3082,MECH_35691,Recirculating Only,On/off
SITE_3083,MECH_73840,High Capacity Exhaust,On/off
SITE_3084,MECH_105088,Recirculating Only,On/off
SITE_3086,MECH_99285,Small Capacity Exhaust,On/off
SITE_3087,MECH_9298,Small Capacity Exhaust,On/off
SITE_3088,MECH_118563,Small Capacity Exhaust,On/off
SITE_3090,MECH_89295,Recirculating Only,On/off
SITE_3091,MECH_128457,High Capacity Exhaust,On/off
SITE_3092,MECH_93916,Recirculating Only,On/off
SITE_3093,MECH_150016,High Capacity Exhaust,None
SITE_3094,MECH_58417,Recirculating Only,On/off
SITE_3095,MECH_115992,Small Capacity Exhaust,On/off
SITE_3096,MECH_4601,Recirculating Only,On/off
SITE_3097,MECH_9057,Small Capacity Exhaust,On/off
SITE_3098,MECH_170999,Recirculating Only,On/off
SITE_3099,MECH_55768,Small Capacity Exhaust,On/off
SITE_3100,MECH_78225,Recirculating Only,On/off
SITE_3102,MECH_23328,Small Capacity Exhaust,On/off
SITE_3104,MECH_58266,Small Capacity Exhaust,On/off
SITE_3105,MECH_154096,Recirculating Only,On/off
SITE_3106,MECH_102648,Unknown,On/off
SITE_3107,MECH_130377,Recirculating Only,On/off
SITE_3107,MECH_130377,Unknown,On/off
SITE_3108,MECH_76389,Small Capacity Exhaust,On/off
SITE_3109,MECH_104484,Recirculating Only,On/off
SITE_3110,MECH_158822,Unknown,On/off
SITE_3111,MECH_42329,Small Capacity Exhaust,On/off
SITE_3113,MECH_102439,Small Capacity Exhaust,On/off
SITE_3115,MECH_123977,High Capacity Exhaust,On/off
SITE_3116,MECH_117054,Recirculating Only,On/off
SITE_3117,MECH_13599,Recirculating Only,On/off
SITE_3118,MECH_120893,Recirculating Only,On/off
SITE_3119,MECH_160164,Recirculating Only,On/off
SITE_3122,MECH_82307,High Capacity Exhaust,On/off
SITE_3123,MECH_12509,Recirculating Only,On/off
SITE_3124,MECH_159023,Small Capacity Exhaust,On/off
SITE_3125,MECH_22391,Recirculating Only,On/off
SITE_3126,MECH_165497,High Capacity Exhaust,On/off
SITE_3127,MECH_154509,Unknown,On/off
SITE_3128,MECH_111903,Unknown,On/off
SITE_3129,MECH_147457,Unknown,On/off
SITE_3130,MECH_92839,Small Capacity Exhaust,On/off
SITE_3131,MECH_84433,Recirculating Only,On/off
SITE_3132,MECH_38168,Recirculating Only,On/off
SITE_3133,MECH_174156,Recirculating Only,On/off
SITE_3134,MECH_33382,Recirculating Only,On/off
SITE_3135,MECH_25978,Small Capacity Exhaust,On/off
SITE_3137,MECH_124817,Recirculating Only,On/off
SITE_3138,MECH_127102,Recirculating Only,On/off
SITE_3139,MECH_127394,Recirculating Only,On/off
SITE_3140,MECH_83428,Recirculating Only,On/off
SITE_3141,MECH_62000,Recirculating Only,On/off
SITE_3142,MECH_94355,Small Capacity Exhaust,On/off
SITE_3144,MECH_30180,Recirculating Only,On/off
SITE_3145,MECH_91912,Recirculating Only,On/off
SITE_3146,MECH_18109,Recirculating Only,On/off
SITE_3147,MECH_90414,Recirculating Only,On/off
SITE_3148,MECH_20458,Small Capacity Exhaust,On/off
SITE_3150,MECH_80149,Recirculating Only,On/off
SITE_3151,MECH_23268,Small Capacity Exhaust,On/off
SITE_3152,MECH_149074,Small Capacity Exhaust,On/off
SITE_3153,MECH_172977,Small Capacity Exhaust,On/off
SITE_3154,MECH_144655,Small Capacity Exhaust,On/off
SITE_3155,MECH_15646,High Capacity Exhaust,On/off
SITE_3156,MECH_155275,Small Capacity Exhaust,On/off
SITE_3157,MECH_174775,Recirculating Only,On/off
SITE_3158,MECH_169862,Recirculating Only,On/off
SITE_3159,MECH_94757,Recirculating Only,On/off
SITE_3160,MECH_58010,Recirculating Only,On/off
SITE_3161,MECH_49653,Recirculating Only,On/off
SITE_3162,MECH_20527,Recirculating Only,On/off
SITE_3163,MECH_92792,Recirculating Only,On/off
SITE_3164,MECH_166976,Recirculating Only,On/off
SITE_3165,MECH_15731,Small Capacity Exhaust,On/off
SITE_3166,MECH_174138,Small Capacity Exhaust,On/off
SITE_3167,MECH_44704,Small Capacity Exhaust,On/off
SITE_3168,MECH_65646,Recirculating Only,On/off
SITE_3169,MECH_165319,Small Capacity Exhaust,On/off
SITE_3170,MECH_171881,Small Capacity Exhaust,On/off
SITE_3171,MECH_163272,Recirculating Only,On/off
SITE_3172,MECH_39364,Small Capacity Exhaust,On/off
SITE_3174,MECH_58519,Recirculating Only,On/off
SITE_3175,MECH_39228,Recirculating Only,On/off
SITE_3176,MECH_65984,High Capacity Exhaust,On/off
SITE_3177,MECH_123029,Recirculating Only,On/off
SITE_3178,MECH_50297,High Capacity Exhaust,On/off
SITE_3179,MECH_48189,Small Capacity Exhaust,On/off
SITE_3180,MECH_62944,Small Capacity Exhaust,On/off
SITE_3181,MECH_110834,Small Capacity Exhaust,On/off
SITE_3182,MECH_157050,Recirculating Only,On/off
SITE_3183,MECH_78513,Recirculating Only,On/off
SITE_3187,MECH_82585,Recirculating Only,On/off
SITE_3189,MECH_75960,Recirculating Only,On/off
SITE_3190,MECH_131311,Recirculating Only,On/off
SITE_3191,MECH_447,Small Capacity Exhaust,On/off
SITE_3193,MECH_138266,Small Capacity Exhaust,On/off
SITE_3194,MECH_103603,Recirculating Only,None
SITE_3195,MECH_28871,Small Capacity Exhaust,On/off
SITE_3198,MECH_46449,Unknown,On/off
SITE_3199,MECH_146933,Recirculating Only,On/off
SITE_3201,MECH_93268,Recirculating Only,On/off
SITE_3202,MECH_126014,Recirculating Only,On/off
SITE_3207,MECH_152322,Recirculating Only,On/off
SITE_3209,MECH_6234,Small Capacity Exhaust,On/off
SITE_3210,MECH_12122,Small Capacity Exhaust,On/off
SITE_3211,MECH_67903,Recirculating Only,On/off
SITE_3212,MECH_39615,Small Capacity Exhaust,On/off
SITE_3213,MECH_57765,Recirculating Only,On/off
SITE_3214,MECH_90529,Small Capacity Exhaust,On/off
SITE_3215,MECH_53863,Unknown,On/off
SITE_3216,MECH_108781,Recirculating Only,On/off
SITE_3217,MECH_160480,Small Capacity Exhaust,On/off
SITE_3218,MECH_39987,Small Capacity Exhaust,On/off
SITE_3219,MECH_4285,Small Capacity Exhaust,On/off
SITE_3221,MECH_105867,Small Capacity Exhaust,On/off
SITE_3222,MECH_171968,Recirculating Only,On/off
SITE_3224,MECH_29361,Small Capacity Exhaust,On/off
SITE_3225,MECH_169889,Recirculating Only,On/off
SITE_3226,MECH_174790,High Capacity Exhaust,On/off
SITE_3227,MECH_67001,Recirculating Only,On/off
SITE_3228,MECH_53854,Recirculating Only,Programmable thermostat
SITE_3229,MECH_70700,Recirculating Only,On/off
SITE_3232,MECH_152472,High Capacity Exhaust,On/off
SITE_3233,MECH_123358,Recirculating Only,Manual thermostat - Analog
SITE_3234,MECH_161205,High Capacity Exhaust,On/off
SITE_3235,MECH_171209,Small Capacity Exhaust,On/off
SITE_3236,MECH_35581,Recirculating Only,On/off
SITE_3237,MECH_56755,Small Capacity Exhaust,On/off
SITE_3238,MECH_89108,Recirculating Only,On/off
SITE_3239,MECH_120836,Recirculating Only,On/off
SITE_3240,MECH_75026,Recirculating Only,On/off
SITE_3243,MECH_76137,Recirculating Only,On/off
SITE_3244,MECH_71695,Small Capacity Exhaust,On/off
SITE_3245,MECH_75545,Unknown,On/off
SITE_3247,MECH_59681,Recirculating Only,On/off
SITE_3248,MECH_14510,High Capacity Exhaust,On/off
SITE_3249,MECH_50990,Small Capacity Exhaust,On/off
SITE_3251,MECH_91236,Recirculating Only,On/off
SITE_3253,MECH_53892,Recirculating Only,On/off
SITE_3254,MECH_34817,Recirculating Only,On/off
SITE_3255,MECH_90672,Small Capacity Exhaust,On/off
SITE_3256,MECH_74558,Small Capacity Exhaust,On/off
SITE_3257,MECH_23792,Small Capacity Exhaust,On/off
SITE_3258,MECH_120089,Small Capacity Exhaust,On/off
SITE_3259,MECH_143466,Unknown,On/off
SITE_3261,MECH_68676,Recirculating Only,On/off
SITE_3264,MECH_31091,Small Capacity Exhaust,On/off
SITE_3267,MECH_165478,High Capacity Exhaust,On/off
SITE_3268,MECH_82469,Recirculating Only,On/off
SITE_3269,MECH_160918,Small Capacity Exhaust,On/off
SITE_3270,MECH_37882,Small Capacity Exhaust,On/off
SITE_3271,MECH_34765,Recirculating Only,On/off
SITE_3272,MECH_112520,Small Capacity Exhaust,On/off
SITE_3273,MECH_111354,Recirculating Only,On/off
SITE_3274,MECH_118287,Small Capacity Exhaust,On/off
SITE_3277,MECH_145644,Small Capacity Exhaust,On/off
SITE_3278,MECH_113890,Recirculating Only,On/off
SITE_3279,MECH_99704,Recirculating Only,On/off
SITE_3280,MECH_5826,Small Capacity Exhaust,On/off
SITE_3282,MECH_103663,Small Capacity Exhaust,On/off
SITE_3283,MECH_154397,Recirculating Only,On/off
SITE_3284,MECH_166241,Small Capacity Exhaust,On/off
SITE_3286,MECH_143142,Small Capacity Exhaust,On/off
SITE_3287,MECH_166270,Small Capacity Exhaust,On/off
SITE_3289,MECH_134072,Small Capacity Exhaust,On/off
SITE_3290,MECH_106309,Small Capacity Exhaust,On/off
SITE_3291,MECH_131014,Small Capacity Exhaust,On/off
SITE_3292,MECH_39715,High Capacity Exhaust,On/off
SITE_3294,MECH_150852,High Capacity Exhaust,On/off
SITE_3296,MECH_79987,Small Capacity Exhaust,On/off
SITE_3298,MECH_121346,Recirculating Only,On/off
SITE_3299,MECH_44712,Small Capacity Exhaust,On/off
SITE_3300,MECH_122552,Unknown,On/off
SITE_3301,MECH_99724,Recirculating Only,On/off
SITE_3302,MECH_100577,Small Capacity Exhaust,On/off
SITE_3303,MECH_168336,Recirculating Only,On/off
SITE_3304,MECH_122151,Small Capacity Exhaust,On/off
SITE_3305,MECH_101109,Recirculating Only,On/off
SITE_3306,MECH_162356,Recirculating Only,On/off
SITE_3307,MECH_15178,Recirculating Only,On/off
SITE_3310,MECH_110564,Unknown,On/off
SITE_3311,MECH_27999,Small Capacity Exhaust,On/off
SITE_3313,MECH_13046,Recirculating Only,On/off
SITE_3314,MECH_151111,High Capacity Exhaust,On/off
SITE_3315,MECH_9497,Small Capacity Exhaust,On/off
SITE_3316,MECH_167563,Recirculating Only,On/off
SITE_3317,MECH_102262,Recirculating Only,On/off
SITE_3318,MECH_16397,Recirculating Only,On/off
SITE_3319,MECH_12514,Recirculating Only,On/off
SITE_3320,MECH_155419,Recirculating Only,On/off
SITE_3322,MECH_38618,Recirculating Only,On/off
SITE_3323,MECH_152112,Recirculating Only,On/off
SITE_3324,MECH_68365,Small Capacity Exhaust,On/off
SITE_3325,MECH_163438,Small Capacity Exhaust,On/off
SITE_3327,MECH_101173,Small Capacity Exhaust,On/off
SITE_3328,MECH_7554,Recirculating Only,On/off
SITE_3329,MECH_127200,Recirculating Only,On/off
SITE_3330,MECH_70466,Unknown,On/off
SITE_3331,MECH_131199,Small Capacity Exhaust,On/off
SITE_3332,MECH_49588,Recirculating Only,On/off
SITE_3334,MECH_30789,Unknown,On/off
SITE_3335,MECH_114012,Small Capacity Exhaust,On/off
SITE_3336,MECH_136865,Small Capacity Exhaust,On/off
SITE_3337,MECH_147117,Small Capacity Exhaust,On/off
SITE_3338,MECH_34755,Recirculating Only,On/off
SITE_3339,MECH_141505,Recirculating Only,Manual thermostat - Analog
SITE_3340,MECH_117557,Recirculating Only,On/off
SITE_3341,MECH_60863,Small Capacity Exhaust,On/off
SITE_3342,MECH_153739,High Capacity Exhaust,On/off
SITE_3343,MECH_27246,Small Capacity Exhaust,On/off
SITE_3344,MECH_43999,Small Capacity Exhaust,On/off
SITE_3345,MECH_55377,Small Capacity Exhaust,On/off
SITE_3346,MECH_74288,Recirculating Only,On/off
SITE_3347,MECH_129720,High Capacity Exhaust,On/off
SITE_3348,MECH_128268,Small Capacity Exhaust,On/off
SITE_3351,MECH_137879,Small Capacity Exhaust,On/off
SITE_3353,MECH_143533,Small Capacity Exhaust,On/off
SITE_3354,MECH_89920,Small Capacity Exhaust,On/off
SITE_3355,MECH_45867,Small Capacity Exhaust,On/off
SITE_3356,MECH_51134,Small Capacity Exhaust,On/off
SITE_3357,MECH_10527,Unknown,On/off
SITE_3358,MECH_117535,Small Capacity Exhaust,On/off
SITE_3359,MECH_113120,Small Capacity Exhaust,On/off
SITE_3360,MECH_50228,Recirculating Only,On/off
SITE_3361,MECH_36490,Small Capacity Exhaust,On/off
SITE_3362,MECH_40932,Small Capacity Exhaust,On/off
SITE_3363,MECH_21529,Recirculating Only,On/off
SITE_3364,MECH_33271,High Capacity Exhaust,On/off
SITE_3365,MECH_68112,Small Capacity Exhaust,On/off
SITE_3368,MECH_21325,Small Capacity Exhaust,On/off
SITE_3370,MECH_107893,Recirculating Only,On/off
SITE_3371,MECH_6233,Unknown,On/off
SITE_3372,MECH_26624,Recirculating Only,On/off
SITE_3373,MECH_133356,Small Capacity Exhaust,On/off
SITE_3374,MECH_66883,Small Capacity Exhaust,On/off
SITE_3375,MECH_14607,Recirculating Only,On/off
SITE_3377,MECH_28975,Recirculating Only,On/off
SITE_3379,MECH_145708,Small Capacity Exhaust,On/off
SITE_3380,MECH_21978,Small Capacity Exhaust,On/off
SITE_3381,MECH_160826,Recirculating Only,On/off
SITE_3382,MECH_147046,Recirculating Only,On/off
SITE_3384,MECH_48307,Recirculating Only,On/off
SITE_3385,MECH_48648,Recirculating Only,On/off
SITE_3386,MECH_1376,Small Capacity Exhaust,On/off
SITE_3388,MECH_111016,Small Capacity Exhaust,On/off
SITE_3389,MECH_126644,Small Capacity Exhaust,On/off
SITE_3390,MECH_75648,Unknown,On/off
SITE_3391,MECH_91746,Small Capacity Exhaust,On/off
SITE_3392,MECH_131962,Recirculating Only,On/off
SITE_3393,MECH_8777,Small Capacity Exhaust,On/off
SITE_3395,MECH_155478,Recirculating Only,On/off
SITE_3396,MECH_172512,Small Capacity Exhaust,On/off
SITE_3397,MECH_149799,Small Capacity Exhaust,On/off
SITE_3402,MECH_131276,High Capacity Exhaust,On/off
SITE_3403,MECH_159712,Recirculating Only,On/off
SITE_3404,MECH_147030,Small Capacity Exhaust,On/off
SITE_3405,MECH_136754,Recirculating Only,On/off
SITE_3407,MECH_161610,Recirculating Only,On/off
SITE_3408,MECH_62050,Unknown,On/off
SITE_3409,MECH_86127,Recirculating Only,On/off
SITE_3410,MECH_28899,Unknown,On/off
SITE_3411,MECH_163568,Small Capacity Exhaust,On/off
SITE_3412,MECH_101848,Recirculating Only,On/off
SITE_3413,MECH_81235,Recirculating Only,On/off
SITE_3414,MECH_130261,Recirculating Only,On/off
SITE_3416,MECH_85160,Recirculating Only,On/off
SITE_3417,MECH_134196,Recirculating Only,On/off
SITE_3418,MECH_121758,High Capacity Exhaust,On/off
SITE_3419,MECH_101153,Recirculating Only,On/off
SITE_3420,MECH_20439,Recirculating Only,On/off
SITE_3421,MECH_72217,Small Capacity Exhaust,On/off
SITE_3422,MECH_33824,Small Capacity Exhaust,On/off
SITE_3423,MECH_43678,Small Capacity Exhaust,On/off
SITE_3424,MECH_19299,Recirculating Only,On/off
SITE_3425,MECH_45067,Unknown,On/off
SITE_3426,MECH_172241,Small Capacity Exhaust,On/off
SITE_3427,MECH_85811,Small Capacity Exhaust,On/off
SITE_3429,MECH_13054,Small Capacity Exhaust,On/off
