"SiteID","System_Type","Evidence_of_Duct_Sealing","Duct_Sealing_Material","Duct_Sealing_Material_Other","Cavity_Used_for_Air_Transport","Duct_Location_Supply","Duct_Location_Return","Percentage_of_Supply_Ducts_in_Conditioned_Space","Percentage_of_Return_Ducts_in_Conditioned_Space","Percentage_of_Supply_Ducts_in_Unconditioned_and_Inaccessible_Sp","Percentage_Ducts_In_Good_Condition","Crossover_Present","Crossover_Condition","Flex_Run_Insulation_Type","Insulation_Present","Insulation_Type","Insulation_Thickness","Insulation_Condition","Ductboard_P_Thickness"
"SITE_636","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement, Garage","Attic","0","0","0","Unknown","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_637","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","25","25","75","75","No","Unknown","Unknown","Yes","Foil-faced fiberglass","Unknown","90",NA
"SITE_638","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_641","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","3","90",NA
"SITE_642","All Metal","Yes","Caulking",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","75","0","100","No","Unknown",NA,"Yes","Foil-faced fiberglass","1","90",NA
"SITE_643","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, Attic, In Walls and Ceilings, Garage","Attic, Garage","0","0","Unknown","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_644","90 Flex (spider system)","Unknown",NA,NA,"No","Attic, In Walls and Ceilings","Attic","50","0","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_645","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown","R8","Yes","Fiberglass batts","3","100",NA
"SITE_646","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic, In Walls and Ceilings","In Walls and Ceilings, Attic","50","Unknown","0","Unknown","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_648","All Metal","No",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_65","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","50","No","Unknown",NA,"Yes","Foil-faced fiberglass","2.5","100",NA
"SITE_650","Metal Plenum, Flex Runs","No",NA,NA,"No","Outside, Crawlspace / Basement","In Walls and Ceilings, Outside, Crawlspace / Basement","0","50","0","100","No","Unknown","R8","Yes","Fiberglass batts","3","90",NA
"SITE_651","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Attic, Crawlspace / Basement, In Walls and Ceilings, Garage","Crawlspace / Basement, In Walls and Ceilings, Garage","25","50","75","100","No","Unknown","Unknown","Yes","Fiberglass batts","3","50",NA
"SITE_652","90 Flex (spider system)","No",NA,NA,"No","Attic, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","50","50","50","90","No","Unknown","Unknown","Yes",NA,NA,"90",NA
"SITE_653","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","100","50","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_654","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings","100","Unknown","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_656","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","25","25","75","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_657","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","25","100","0","90","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA
"SITE_658","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","0","0","25","100","No","Unknown","Unknown","Unknown",NA,NA,"Unknown",NA
"SITE_659","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_66","All Metal","Yes","Duct or Foil tape",NA,"No","Attic, Crawlspace","Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","4","75",NA
"SITE_662","All Metal","No",NA,NA,"No","In Walls and Ceilings","Crawlspace / Basement","75","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_663","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_665","All Metal","Unknown",NA,NA,"No","Attic","Attic","0","0","Unknown","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","3","Unknown",NA
"SITE_667","All Metal","Unknown",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_668","All Metal","Yes","Duct or Foil tape",NA,"Unknown","Garage, Crawlspace / Basement","Attic","0","0","100","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","Unknown","90",NA
"SITE_669","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_670","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","Unknown","No","Unknown",NA,"Yes","Unknown","Unknown","100",NA
"SITE_672","90 Flex (spider system)","Yes","Other","Silicon like transparent polymer","No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","Unknown","No","Unknown","Unknown","Unknown",NA,NA,"Unknown",NA
"SITE_674","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","25","25","75","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_675","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","0","No","Unknown",NA,"Yes","Foil-faced fiberglass","Unknown","100",NA
"SITE_676","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement, Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","25","25","0","90","No","Unknown","R6","Yes",NA,NA,"90",NA
"SITE_677","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","Unknown","Yes","Connected",NA,"Yes","Unknown","Unknown","Unknown",NA
"SITE_678","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Attic","Attic, In Walls and Ceilings","25","25","75","100","No","Unknown","R8","Yes","Foil-faced fiberglass","0.25","100",NA
"SITE_68","Metal Plenum, Flex Runs","Yes","Mastic",NA,"No","Garage, Crawlspace / Basement, In Walls and Ceilings","Attic, In Walls and Ceilings","50","25","0","Unknown","No","Unknown","Unknown","Yes","Fiberglass batts","Unknown","100",NA
"SITE_680","All Metal","No",NA,NA,"Unknown","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_681","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement","Attic","0","100","0","50","No","Unknown","R8","Yes","Fiberglass batts","1","25",NA
"SITE_682","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","25","0","0","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_683","All Metal","Unknown",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Attic","0","25","100","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_684","90 Flex (spider system)","No",NA,NA,"No","Crawlspace / Basement","Attic, In Walls and Ceilings","0","0","0","100","No","Unknown","Unknown","Yes",NA,NA,"75",NA
"SITE_685","Metal Plenum, Flex Runs","No",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown","R8","Yes","Fiberglass batts","2","100",NA
"SITE_686","Metal Plenum, Flex Runs","Unknown",NA,NA,"No","Attic","In Walls and Ceilings","25","100","75","Unknown","No","Unknown","Unknown","Yes","Fiberglass batts","2","100",NA
"SITE_687","Unknown","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_691","All Metal","Yes","Duct or Foil tape, Mastic",NA,"Unknown","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings","0","90","Unknown","90","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_692","Metal Plenum, Flex Runs","No",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","75","90","25","90","No","Unknown","Unknown","Yes","Foil-faced fiberglass","Unknown","90",NA
"SITE_693","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic, Garage","0","0","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_694","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","0","90","100","100","No","Unknown",NA,"Yes","Fiberglass batts","2","90",NA
"SITE_695","All Metal","Unknown",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"Yes","Fiberglass batts","1","25",NA
"SITE_696","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Caulking",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","0","75","No","Unknown","Unknown","Yes","Unknown","2","75",NA
"SITE_697","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_698","Metal Plenum, Flex Runs","No",NA,NA,"No","In Walls and Ceilings, Attic","In Walls and Ceilings, Attic","50","75","0","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_699","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","0","No","Unknown",NA,"Yes","Fiberglass batts","4","90",NA
"SITE_7","90 Flex (spider system)","Unknown",NA,NA,"No","In Walls, Crawlspace","Attic","35","0","20","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_70","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","100","100","No","Unknown","Unknown","No",NA,NA,"Unknown",NA
"SITE_700","All Metal","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","90","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_701","All Metal","Yes","Duct or Foil tape, Mastic",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_703","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, Garage, In Walls and Ceilings, Attic","In Walls and Ceilings, Garage, Attic","25","50","25","100","No","Unknown","R8","Yes","Foil-faced fiberglass","2","100",NA
"SITE_705","Metal Plenum, Flex Runs","Unknown",NA,NA,"Unknown","Crawlspace / Basement","Attic","0","0","0","90","No","Unknown","Unknown","Yes","Foil-faced fiberglass","Unknown","90",NA
"SITE_706","All Metal","No",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_707","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Attic","In Walls and Ceilings, Attic","25","50","0","100","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_708","All Metal","Unknown",NA,NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_709","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_71","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Attic, Crawlspace / Basement, In Walls and Ceilings","100","50","Unknown","90","No","Unknown","R8","Yes","Unknown","0","90",NA
"SITE_710","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","0","0","90","No","Unknown","Unknown","Yes","Foil-faced fiberglass","2","100",NA
"SITE_711","All Metal","No",NA,NA,"Unknown","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","0","0","100","Unknown","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_713","90 Flex (spider system)","Yes","Duct or Foil tape",NA,"No","Attic","Attic","0","0","100","75","No","Unknown","Unknown","Yes",NA,NA,"75",NA
"SITE_716","Unknown","Unknown",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","Unknown","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_717","Metal Plenum, Flex Runs","No",NA,NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","0","0","0","90","No","Unknown","R8","Yes","Foil-faced fiberglass","1","25",NA
"SITE_719","Unknown","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_72","All Metal","Unknown",NA,NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","Unknown","Unknown","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_721","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_722","Metal Plenum, Flex Runs","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings, Attic","0","50","0","Unknown","Unknown","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_724","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_726","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","25","25","75","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_729","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_73","90 Flex (spider system)","No",NA,NA,"No","Attic, In Walls","In Walls","75","100","0","95","No","Unknown","R8","Yes",NA,NA,"90",NA
"SITE_730","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_733","Unknown","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings","0","100","75","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_734","Unknown","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_735","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic, Garage","0","0","0","100","No","Unknown","R6","Yes","Unknown","Unknown","Unknown",NA
"SITE_736","All Metal","No",NA,NA,"No","Garage, In Walls and Ceilings","In Walls and Ceilings","90","90","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_737","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement, In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_738","All Metal","No",NA,NA,"No","In Walls and Ceilings, Attic","Crawlspace / Basement, In Walls and Ceilings","50","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_739","Unknown","No",NA,NA,"Yes","Crawlspace / Basement","In Walls and Ceilings","0","100","0","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_74","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","90","90","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_740","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","In Walls and Ceilings, Attic","0","25","100","100","No","Unknown","R8","Yes","Foil-faced bubble wrap","0","90",NA
"SITE_741","All Metal","No",NA,NA,"Unknown","In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_742","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_744","All Metal","Unknown",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement, Attic","In Walls and Ceilings","25","100","Unknown","100","No","Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA
"SITE_745","All Metal","No",NA,NA,"No","In Walls and Ceilings, Attic","In Walls and Ceilings, Attic","25","75","75","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_746","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","50","50","0","90","No","Unknown","R8","Yes","Fiberglass batts","Unknown","90",NA
"SITE_748","Metal Plenum, Flex Runs","Yes","Mastic",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","50","50","50","100","No","Unknown","R8","Yes","Unknown","Unknown","Unknown",NA
"SITE_749","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_75","All Metal","No",NA,NA,"Unknown","In Walls","In Walls, Crawlspace","75","31","Unknown","100","No","Unknown",NA,"Yes","Unknown","Unknown","0",NA
"SITE_750","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings, Garage","Crawlspace / Basement, In Walls and Ceilings","90","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_751","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_752","90 Flex (spider system)","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","R8","Yes",NA,NA,"100",NA
"SITE_753","Metal Plenum, Flex Runs","Unknown",NA,NA,"Unknown","Crawlspace / Basement","Crawlspace / Basement","0","0","0","75","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_754","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","R6","Yes","Foil-faced fiberglass","3","90",NA
"SITE_755","90 Flex (spider system)","Unknown",NA,NA,"No","Crawlspace / Basement","Attic","0","25","100","Unknown","No","Unknown","Unknown","Yes",NA,NA,"90",NA
"SITE_756","Unknown","No",NA,NA,"No","Outside, In Walls and Ceilings","Outside, In Walls and Ceilings","0","0","90","90","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_757","All Metal","No",NA,NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_758","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","0","0","90","No","Unknown","Unknown","Yes","Foil-faced bubble wrap","Unknown","100",NA
"SITE_759","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","25","50","25","100","No","Unknown","Unknown","Yes","Fiberglass batts","6","100",NA
"SITE_76","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Attic, In Walls and Ceilings","Attic, In Walls and Ceilings","50","25","0","100","No","Unknown","R8","Yes","Fiberglass batts","0.25","100",NA
"SITE_76","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,NA,NA
"SITE_760","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings","25","100","75","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_761","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement, Attic, Garage","Attic, Garage","0","0","0","100","No","Unknown","R8","Yes","Foil-faced fiberglass","1","90",NA
"SITE_764","All Metal","No",NA,NA,"No","Attic","Attic","0","0","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","90",NA
"SITE_765","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_766","Metal Plenum, Flex Runs","Yes","Duct or Foil tape, Mastic",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","50","50","0","100","No","Unknown","Unknown","Yes","Foil-faced fiberglass","0","90",NA
"SITE_767","All Metal","Yes","Mastic",NA,"No","Crawlspace / Basement, Garage","Crawlspace / Basement, In Walls and Ceilings, Garage","90","90","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_768","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"Unknown","In Walls and Ceilings, Attic","Crawlspace / Basement, In Walls and Ceilings","0","0","0","0","No","Unknown","R6","Yes","Foil-faced fiberglass","1","90",NA
"SITE_769","Duct Board Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","In Walls and Ceilings","100","25","0","100","No","Unknown","Unknown","Yes","Unknown","Unknown","Unknown",NA
"SITE_77","All Metal","No",NA,NA,"No","In Walls and Ceilings, Crawlspace / Basement, Attic","Attic, In Walls and Ceilings","50","50","0","90","No","Unknown",NA,"Yes","Fiberglass batts","2","25",NA
"SITE_770","90 Flex (spider system)","Unknown",NA,NA,"Yes","In Walls and Ceilings","In Walls and Ceilings","100","100","0","90","No","Unknown","R4","Yes",NA,NA,"90",NA
"SITE_771","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","In Walls and Ceilings, Crawlspace / Basement","50","50","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_772","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings, Crawlspace / Basement","In Walls and Ceilings, Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_773","All Metal","No",NA,NA,"No","Crawlspace / Basement, Attic","Crawlspace / Basement, Attic","0","0","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_774","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Attic, In Walls and Ceilings","Attic","0","0","50","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_775","Metal Plenum, Flex Runs","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Attic","0","0","0","100","No","Unknown","R8","Yes","Foil-faced fiberglass","Unknown","100",NA
"SITE_776","90 Flex (spider system)","No",NA,NA,"No","Attic","Attic","0","25","0","100","No","Unknown","R6","Yes",NA,NA,"100",NA
"SITE_778","Unknown","Unknown",NA,NA,"No","Crawlspace / Basement","Crawlspace / Basement","0","100","100","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_78","All Metal","Yes","Duct or Foil tape, Mortite",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_780","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, Garage","Attic, Garage","0","0","0","75","No","Unknown",NA,"Yes","Foil-faced fiberglass","1.5","90",NA
"SITE_781","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement","Crawlspace / Basement","100","100","0","100","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_782","All Metal","Yes","Duct or Foil tape, Mastic",NA,"Unknown","In Walls and Ceilings, Outside, Attic","In Walls and Ceilings, Outside, Attic","75","75","0","Unknown","No","Unknown",NA,"Yes","Foil-faced fiberglass","2","90",NA
"SITE_784","All Metal","No",NA,NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","0","0","75","25","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_787","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","90","0","100","No","Unknown",NA,"Yes","Fiberglass batts","2","100",NA
"SITE_788","All Metal","Yes","Duct or Foil tape",NA,"No","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","25","0","0","90","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_789","Metal Plenum, Flex Runs","No",NA,NA,"No","Crawlspace / Basement","Attic, Garage","0","0","0","100","No","Unknown","Unknown","Yes","Fiberglass batts","2","75",NA
"SITE_790","All Metal","Yes","Mastic",NA,"Unknown","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement, In Walls and Ceilings","100","100","0","100","Unknown","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_791","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement, In Walls and Ceilings","Crawlspace / Basement","100","100","0","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_792","All Metal","Yes","Duct or Foil tape",NA,"Yes","Crawlspace / Basement","Crawlspace / Basement","0","0","Unknown","75","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
"SITE_795","All Metal","Yes","Duct or Foil tape",NA,"No","In Walls and Ceilings","In Walls and Ceilings","100","100","0","Unknown","No","Unknown",NA,"No","Unknown","Unknown","Unknown",NA
