"SiteID","RoomID","ApplianceID","Make","Model","Vintage","Energy_Star","Audio_Wifi_Enabled","Audio_Voice_Assistant","Audio_Connected_to_TV","Contains_Subwoofer","Does_Subwoofer_have_indicator_light_or_warm_to_touch"
"SITE_758","ROOM_29547","APPL_133891","Bose","#418775","Unknown","No","No","No","Yes","No",NA
"SITE_759","ROOM_41725","APPL_19605","Bedini","Q SERIES","Unknown","No","No","No","Yes","Yes","No"
"SITE_759","ROOM_14627","APPL_16495","Amazon","Unknown","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_759","ROOM_29182","APPL_87573","Bedini","Q SERIES","Unknown","No","No","No","Yes","Yes","No"
"SITE_761","ROOM_30966","APPL_62669","Samsung","HW-MM45C","Unknown","Yes","Yes","No","Yes","Yes","Yes"
"SITE_763","ROOM_43600","APPL_103630","Miller and Kreisel","K17TTGM","Unknown","No","No","No","No","Yes","Yes"
"SITE_766","ROOM_30090","APPL_94749","Unknown","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_769","ROOM_10952","APPL_7195","Vizio","SB36512-F6","Unknown","Yes","Unknown","No","Yes","No",NA
"SITE_77","ROOM_40667","APPL_39378","JBL","BAR31","Unknown","No","No","No","Yes","Yes","No"
"SITE_77","ROOM_20665","APPL_142486","Fosi Audio","BT20A","Unknown","No","No","No","No","No",NA
"SITE_772","ROOM_28834","APPL_69618","Sony","SA-CT780","Unknown","No","Yes","Unknown","Yes","No",NA
"SITE_773","ROOM_46366","APPL_92349","Elegant","SKU-288928","Unknown","No","No","No","No","No",NA
"SITE_773","ROOM_27772","APPL_161152","Vizio","#SB3621N-E8","Unknown","Unknown","No","No","Yes","No",NA
"SITE_773","ROOM_46366","APPL_63762","Google","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_773","ROOM_27772","APPL_44362","Google","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_775","ROOM_15525","APPL_141090","Toshiba","SBX4250KN","Unknown","No","Yes","No","Yes","Yes","No"
"SITE_776","ROOM_40763","APPL_61640","Polk Audio","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown"
"SITE_778","ROOM_5632","APPL_19703","Bose","MUSIC SYSTEM II","Unknown","No","No","No","No","No",NA
"SITE_780","ROOM_41348","APPL_129450","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_781","ROOM_41091","APPL_146333","Vizio","V51-H6","Unknown","No","No","No","Yes","Yes","No"
"SITE_784","ROOM_34313","APPL_169756","Sony","SA-CT60","Unknown","No","No","No","Yes","Yes","No"
"SITE_786","ROOM_18205","APPL_167791","RCA","RTS7010B","Unknown","Unknown","No","No","Yes","No",NA
"SITE_786","ROOM_30983","APPL_39496","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_788","ROOM_27818","APPL_36464","Google","NEST","Unknown","No","Yes","No","No","No",NA
"SITE_79","ROOM_28060","APPL_134022","Vizio","STM257B","Unknown","No","No","No","Yes","No",NA
"SITE_791","ROOM_24461","APPL_156416","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_795","ROOM_6415","APPL_118808","Bose","#418775","Unknown","No","No","No","Yes","Unknown","Unknown"
"SITE_796","ROOM_16524","APPL_68718","Sonos","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_796","ROOM_41164","APPL_152407","Vizio","SB36512-F6","Unknown","Yes","No","No","Yes","Unknown","Unknown"
"SITE_801","ROOM_43040","APPL_174884","Amazon","D9N29T","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_801","ROOM_3159","APPL_123595","Sonos","Unknown","Unknown","No","Unknown","Unknown","Yes","No",NA
"SITE_803","ROOM_4735","APPL_84508","Yamaha","ATS-2090","Unknown","No","Unknown","No","Yes","No",NA
"SITE_804","ROOM_22943","APPL_33586","Sonos","Unknown","Unknown","No","Yes","No","Yes","No",NA
"SITE_806","ROOM_20325","APPL_26711","Sonos","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Yes"
"SITE_81","ROOM_20356","APPL_153764","Sony","CMT-BX20I","Unknown","No","No","No","Yes","No",NA
"SITE_812","ROOM_1063","APPL_56029","Amazon","ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_813","ROOM_29417","APPL_49881","LG","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown"
"SITE_815","ROOM_9578","APPL_26102","Yamaha","ATS-1070","Unknown","No","No","No","Yes","No",NA
"SITE_817","ROOM_32107","APPL_24779","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_820","ROOM_3910","APPL_91138","Vizio","#SB3651-E6","Unknown","No","Yes","No","Yes","Yes","No"
"SITE_823","ROOM_19646","APPL_108106","Amazon","RS03QR","Unknown","No","Yes","Yes","No","No",NA
"SITE_828","ROOM_29150","APPL_7304","Bose","Unknown","Unknown","No","No","No","Yes","Unknown","Unknown"
"SITE_833","ROOM_14129","APPL_2162","Kenwood","LR30707SKE","Unknown","No","No","No","No","Yes","No"
"SITE_84","ROOM_5462","APPL_96967","Apple","HOME","Unknown","No","Yes","Yes","No","No",NA
"SITE_84","ROOM_15042","APPL_43713","Apple","HOME","Unknown","No","Yes","Yes","No","No",NA
"SITE_84","ROOM_5943","APPL_38449","Polk Audio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_84","ROOM_40945","APPL_112880","Apple","HOME","Unknown","No","Yes","Yes","No","No",NA
"SITE_84","ROOM_45932","APPL_30096","Sony","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_842","ROOM_25915","APPL_94829","Sony","Unknown","Unknown","No","No","No","No","Yes","Yes"
"SITE_848","ROOM_6956","APPL_60797","Vizio","SB2920-C6","Unknown","Yes","No","No","Yes","No",NA
"SITE_85","ROOM_30868","APPL_131367","Polk Audio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_851","ROOM_10591","APPL_33743","LG","Unknown","Unknown","Unknown","Yes","Yes","Yes","No",NA
"SITE_852","ROOM_46004","APPL_172879","Vizio","S3821W-CO","Unknown","Yes","Unknown","No","Yes","Yes","No"
"SITE_856","ROOM_14498","APPL_131607","LG","SN5A","Unknown","Unknown","No","No","Yes","Yes","No"
"SITE_858","ROOM_21834","APPL_164270","Vizio","Unknown","Unknown","No","Unknown","No","Yes","No",NA
"SITE_859","ROOM_45244","APPL_161091","Vizio","SB362AN-F6","Unknown","Yes","Unknown","No","Yes","Yes","Yes"
"SITE_86","ROOM_24595","APPL_83261","Samsung","HW-MM55C","2018","No","No","Yes","Yes","Yes","No"
"SITE_861","ROOM_3387","APPL_155374","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_865","ROOM_28870","APPL_8242","Vizio","V51-H6","Unknown","No","Yes","No","Yes","No",NA
"SITE_866","ROOM_28624","APPL_1748","Bose","MUSIC SYSTEM II","Unknown","No","No","No","No","No",NA
"SITE_872","ROOM_15835","APPL_41893","Amazon","RSO3QR","Unknown","No","Yes","Yes","No","No",NA
"SITE_872","ROOM_10668","APPL_173400","Samsung","Unknown","Unknown","No","Unknown","No","Yes","Yes","Yes"
"SITE_872","ROOM_20017","APPL_16744","Vizio","SB2920-C6","Unknown","Yes","No","No","Yes","No",NA
"SITE_872","ROOM_24729","APPL_103921","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_876","ROOM_29221","APPL_100968","Klipsch","Unknown","Unknown","No","Unknown","No","Yes","Yes","No"
"SITE_877","ROOM_27219","APPL_46162","Yamaha","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_878","ROOM_36619","APPL_116890","Unknown","PAK MAGNIFIMAX","Unknown","No","No","No","Yes","Yes","No"
"SITE_879","ROOM_32421","APPL_7442","TCL","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_879","ROOM_2125","APPL_6149","TCL","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_881","ROOM_1210","APPL_43167","Vizio","SB202N-G6M","Unknown","No","Unknown","No","Yes","No",NA
"SITE_882","ROOM_258","APPL_47200","Amazon","C7H6N3","Unknown","No","Yes","Yes","No","No",NA
"SITE_882","ROOM_41262","APPL_106663","Amazon","ECHO DOT","Unknown","No","Yes","Yes","No","No",NA
"SITE_882","ROOM_24825","APPL_102112","Amazon","PW3840KL","Unknown","No","Yes","Yes","No","No",NA
"SITE_884","ROOM_4258","APPL_107152","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_884","ROOM_4258","APPL_67712","Sonos","Unknown","Unknown","Unknown","Unknown","Yes","No","No",NA
"SITE_884","ROOM_8099","APPL_152831","Amazon","RS03QR","Unknown","No","Yes","Yes","No","No",NA
"SITE_884","ROOM_21757","APPL_166120","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_884","ROOM_34815","APPL_147974","Sonos","Unknown","Unknown","Unknown","Unknown","Yes","No","No",NA
"SITE_886","ROOM_19325","APPL_78071","Onkyo","C-7030","Unknown","No","No","No","No","Yes","No"
"SITE_886","ROOM_12891","APPL_170326","Denon","TU-460","Unknown","No","No","No","Yes","Yes","No"
"SITE_888","ROOM_12387","APPL_42281","Audio Vizio","#10612050248","Unknown","No","Unknown","Unknown","Yes","Unknown","Unknown"
"SITE_894","ROOM_14941","APPL_115273","Samsung","HW-T400","Unknown","No","No","No","Yes","No",NA
"SITE_897","ROOM_43084","APPL_117643","Klipsch","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes"
"SITE_897","ROOM_2971","APPL_37399","Polk Audio","MAGNIFIMAXBAR","Unknown","No","Yes","Yes","Yes","Yes","No"
"SITE_899","ROOM_21716","APPL_152567","JVC","TH-L1","Unknown","No","No","No","Yes","Yes","No"
"SITE_901","ROOM_20910","APPL_96769","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_905","ROOM_12573","APPL_22670","Samsung","HW-FM45C","2013","No","Unknown","Unknown","No","No",NA
"SITE_906","ROOM_12478","APPL_10627","Polk Audio","Unknown","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_908","ROOM_9377","APPL_142413","Vizio","SB2020N-G6","Unknown","Yes","No","No","Yes","No",NA
"SITE_909","ROOM_11682","APPL_91831","Vizio","V51-H6","Unknown","No","No","Yes","Yes","Yes","No"
"SITE_909","ROOM_33693","APPL_112697","Vizio","SB3821-C6 SOUNDBAR","Unknown","Yes","No","No","Yes","Yes","No"
"SITE_91","ROOM_34165","APPL_61145","Panasonic","RX-DS620","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_91","ROOM_295","APPL_68821","Crate Acoustic","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_910","ROOM_4734","APPL_127750","Samsung","HW-FM55C","Unknown","No","Yes","No","Yes","Yes","Yes"
"SITE_912","ROOM_39978","APPL_62122","Amazon","B7W64E","Unknown","No","Yes","Yes","No","No",NA
"SITE_912","ROOM_27538","APPL_117347","Samsung","Unknown","Unknown","Unknown","No","No","Yes","Yes","No"
"SITE_912","ROOM_27538","APPL_35723","Amazon","C78MP8","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_912","ROOM_43162","APPL_58567","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_913","ROOM_20092","APPL_30372","Sonos","S14","Unknown","No","Yes","Unknown","Yes","No",NA
"SITE_915","ROOM_32931","APPL_144271","Aiwa","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_916","ROOM_27464","APPL_85053","Amazon","ECHO DOT","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_916","ROOM_13319","APPL_145405","Sony","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_918","ROOM_22586","APPL_16626","Philips","CSS2133B/F7","Unknown","Unknown","No","No","No","Yes","No"
"SITE_920","ROOM_45943","APPL_99225","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_921","ROOM_3624","APPL_101817","Sonos","941-06-962","Unknown","Unknown","Yes","Unknown","Yes","No",NA
"SITE_923","ROOM_11001","APPL_66609","Audio Vizio","VSB211-V","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown"
"SITE_923","ROOM_11001","APPL_94369","Amazon","ECHO","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_924","ROOM_42879","APPL_170198","Vizio","#SB3621N—E8","Unknown","Yes","Yes","No","Yes","Yes","No"
"SITE_925","ROOM_46545","APPL_62730","Harman/Kardon","HW-Q60R","Unknown","No","Unknown","No","Yes","Yes","No"
"SITE_927","ROOM_37184","APPL_913","Samsung","HW-MM45","Unknown","Yes","Unknown","No","Yes","Yes","No"
"SITE_928","ROOM_39949","APPL_121713","Sonos","PLAYBAR®","Unknown","No","Unknown","No","Yes","No",NA
"SITE_929","ROOM_35943","APPL_85414","LG","SLM3D","2020","No","No","No","Yes","Yes","No"
"SITE_930","ROOM_8983","APPL_2710","Onkyo","DX-C390","Unknown","No","No","No","No","Yes","No"
"SITE_930","ROOM_9750","APPL_81782","Yamaha","RX-V675","Unknown","No","No","No","No","Yes","No"
"SITE_930","ROOM_14780","APPL_99138","Adcom","GTP-500II","Unknown","No","No","No","No","Yes","No"
"SITE_931","ROOM_46646","APPL_150781","Bose","#418775","Unknown","No","No","No","Yes","No",NA
"SITE_932","ROOM_41398","APPL_6743","ZVOX","Unknown","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_932","ROOM_41269","APPL_157348","Amazon","C78MP8","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_940","ROOM_46331","APPL_111664","RCA","RTS7010B","Unknown","No","No","No","Yes","No",NA
"SITE_95","ROOM_25050","APPL_139020","Samsung","HW-KM45C","Unknown","No","Yes","No","Yes","No",NA
"SITE_950","ROOM_18641","APPL_147593","Samsung","HW-E450/ZA","Unknown","No","Unknown","Unknown","Yes","Yes","No"
"SITE_956","ROOM_8691","APPL_123039","JBL","Unknown","Unknown","No","Unknown","No","Yes","No",NA
"SITE_956","ROOM_8691","APPL_61314","Amazon","ALEXA","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_96","ROOM_43855","APPL_125021","Sonos","S18","Unknown","No","Yes","No","No","No",NA
"SITE_96","ROOM_15647","APPL_167876","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_96","ROOM_12221","APPL_121223","Vizio","S3851W-D4","Unknown","No","No","No","Yes","Yes","No"
"SITE_96","ROOM_39667","APPL_123798","Udreamer","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_964","ROOM_2768","APPL_69796","Realistic","LAB-400","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_967","ROOM_41064","APPL_82481","ONN","Unknown","Unknown","Unknown","Yes","Yes","Yes","No",NA
"SITE_967","ROOM_24495","APPL_30971","Polk Audio","SIGNA S1","Unknown","Yes","Yes","Yes","Yes","Yes","No"
"SITE_979","ROOM_46524","APPL_18857","Samsung","HWK470","2016","No","No","No","Yes","Yes","No"
"SITE_98","ROOM_33428","APPL_116638","Vizio","#10615070241","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_984","ROOM_22195","APPL_122554","Apple","A2374","Unknown","Yes","Yes","Yes","Yes","No",NA
"SITE_987","ROOM_13336","APPL_89334","LG","FL5Y","2019","No","No","No","Yes","Yes","No"
"SITE_987","ROOM_4662","APPL_1614","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_991","ROOM_42298","APPL_128004","Polk Audio","SURROUNDBAR 3000 SPEAKER","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_992","ROOM_20979","APPL_148101","Amazon","Unknown","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_994","ROOM_17966","APPL_130400","Sonos","Unknown","Unknown","Unknown","Yes","Yes","Yes","No",NA
"SITE_994","ROOM_5957","APPL_156557","Sonos","Unknown","Unknown","Unknown","Yes","Yes","Yes","No",NA
"SITE_995","ROOM_559","APPL_40467","Sony","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_997","ROOM_12988","APPL_115603","Vizio","VSB200","Unknown","No","No","No","Yes","No",NA
"SITE_3048","ROOM_15137","APPL_40996","JBL","Unknown","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_3049","ROOM_9601","APPL_104181","Amazon","RS03QR","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3053","ROOM_43740","APPL_25760","Google","GUIK2","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3057","ROOM_43581","APPL_144782","Yamaha","ATS-1080","Unknown","Unknown","Yes","Unknown","Yes","No",NA
"SITE_3075","ROOM_45901","APPL_15389","Super sonic","Unknown","Unknown","Unknown","Unknown","No","No","No",NA
"SITE_3083","ROOM_18375","APPL_18336","Unknown","Unknown","Unknown","No","No","No","Yes","Unknown","Unknown"
"SITE_3093","ROOM_37408","APPL_74184","Bose","Unknown","Unknown","No","Unknown","Unknown","Yes","No",NA
"SITE_3101","ROOM_28721","APPL_33513","Yamaha","HTR5630","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_3101","ROOM_28721","APPL_158202","Technics","SL220","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_3108","ROOM_41439","APPL_171564","LG","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_3114","ROOM_21781","APPL_77543","Sonos","Unknown","Unknown","Unknown","Yes","No","No","Unknown","Unknown"
"SITE_3114","ROOM_30727","APPL_169905","Sonos","S13","Unknown","No","Yes","Yes","No","No",NA
"SITE_3114","ROOM_31170","APPL_40894","Apple","HOME MINI","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3123","ROOM_21348","APPL_49050","Vizio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_3123","ROOM_16117","APPL_35326","IIIP","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Unknown"
"SITE_3125","ROOM_44430","APPL_152594","JBL","Unknown","Unknown","No","Yes","No","Yes","No",NA
"SITE_3132","ROOM_7622","APPL_102374","Unknown","Unknown","Unknown","No","Unknown","No","Yes","No",NA
"SITE_3133","ROOM_37118","APPL_154370","Sonos","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_3135","ROOM_12017","APPL_32769","LG","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_3141","ROOM_13423","APPL_168825","RCA","RT2870","Unknown","Unknown","No","No","Yes","No",NA
"SITE_3150","ROOM_6435","APPL_55348","Google","H0A","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3151","ROOM_40560","APPL_151397","Sony","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Unknown"
"SITE_3159","ROOM_22115","APPL_2806","Other","#SE02","Unknown","No","No","No","No","No",NA
"SITE_3166","ROOM_22020","APPL_110966","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_3171","ROOM_42575","APPL_74672","Amazon","B7W64E","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3182","ROOM_43415","APPL_134","DIGITAL PRODUCTS INT","ITB259B","2021","No","Unknown","No","Yes","No",NA
"SITE_3190","ROOM_32946","APPL_39440","Bose","SOLO SOUND BAR 2","Unknown","Unknown","No","No","Yes","No",NA
"SITE_3201","ROOM_27428","APPL_52671","LG","LAS350B","2015","No","Unknown","Unknown","Yes","Yes","No"
"SITE_3229","ROOM_611","APPL_84853","Vizio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_3230","ROOM_30381","APPL_11353","Audio Vizio","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_3237","ROOM_24847","APPL_49282","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","No",NA
"SITE_3242","ROOM_6906","APPL_156490","Amazon","A","Unknown","Unknown","Yes","Yes","No","Unknown","Unknown"
"SITE_3243","ROOM_12172","APPL_28679","Yamaha","ATS-1060","Unknown","No","No","No","Yes","No",NA
"SITE_3245","ROOM_16090","APPL_121557","Google","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3247","ROOM_25973","APPL_81544","Amazon","C78MP8","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3247","ROOM_24442","APPL_144639","Amazon","C78MP8","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3252","ROOM_23210","APPL_95868","Amazon","Unknown","Unknown","Unknown","Yes","Yes","No","Unknown","Unknown"
"SITE_3259","ROOM_7957","APPL_4691","JBL","ND0005-DF0013787","Unknown","Unknown","No","No","Yes","Yes","No"
"SITE_3267","ROOM_43808","APPL_67565","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_3272","ROOM_19831","APPL_154191","Samsung","HOW-FM45C/ZA","2013","Yes","No","No","Yes","No",NA
"SITE_3274","ROOM_28476","APPL_50079","Vizio","Unknown","Unknown","No","No","No","No","No",NA
"SITE_3279","ROOM_28425","APPL_113934","Unknown","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_3294","ROOM_43836","APPL_55606","Google","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3300","ROOM_45830","APPL_135029","Amazon","Unknown","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3301","ROOM_18447","APPL_158700","Sony","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Yes"
"SITE_3305","ROOM_28460","APPL_9686","Vizio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_3305","ROOM_28460","APPL_63372","Amazon","C2N6L4","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3305","ROOM_14671","APPL_163760","Amazon","C2N6L4","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3318","ROOM_28603","APPL_84624","Google","H0A","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3318","ROOM_37811","APPL_132893","Amazon","B7W64E","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3319","ROOM_34017","APPL_104229","Amazon","C76N8S","Unknown","No","No","Yes","No","No",NA
"SITE_3319","ROOM_29839","APPL_107411","Amazon","C78MP8","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3319","ROOM_7295","APPL_107835","Unknown","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_3320","ROOM_41831","APPL_1230","Amazon","D9N29T","Unknown","Unknown","Yes","No","Yes","No",NA
"SITE_3320","ROOM_41831","APPL_164449","Amazon","D9N29T","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_3334","ROOM_18536","APPL_94943","Bose","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_3338","ROOM_45799","APPL_4943","Yamaha","SR-C20A","Unknown","No","Unknown","No","Yes","No",NA
"SITE_3342","ROOM_27943","APPL_173649","Vizio","M SERIES 51","Unknown","No","No","No","Yes","Yes","Unknown"
"SITE_3347","ROOM_2366","APPL_29011","Sony","Unknown","Unknown","No","No","No","Yes","Yes","Unknown"
"SITE_3358","ROOM_36682","APPL_23872","Amazon","DOT 4","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_3358","ROOM_19468","APPL_104461","Amazon","B7W644","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_3361","ROOM_39901","APPL_62711","Vizio","#SB2820N-E0","Unknown","Yes","Unknown","No","Yes","Unknown","Unknown"
"SITE_3362","ROOM_37552","APPL_58592","Amazon","Unknown","Unknown","No","Yes","Yes","No","No",NA
"SITE_3366","ROOM_19990","APPL_21876","Amazon","ECHO SHOW","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3366","ROOM_24559","APPL_97654","Amazon","ECHO DOT","Unknown","Unknown","Yes","No","No","No",NA
"SITE_3372","ROOM_18875","APPL_4646","Samsung","HW-A550","2021","Yes","Unknown","No","Yes","Yes","No"
"SITE_3386","ROOM_38115","APPL_134965","Amazon","RS03QR","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3386","ROOM_39997","APPL_152279","Amazon","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_3407","ROOM_16912","APPL_114636","Samsung","HW-N450","Unknown","No","Unknown","No","Yes","No",NA
"SITE_3420","ROOM_34788","APPL_102719","Bose","SOLO SOUNDBAR II","Unknown","No","No","No","Yes","No",NA
"SITE_3421","ROOM_5071","APPL_111791","Polk Audio","Unknown","Unknown","No","No","No","Yes","Yes","Unknown"
"SITE_3421","ROOM_38510","APPL_74993","Audio Vizio","Unknown","Unknown","No","Unknown","No","Yes","No",NA
"SITE_3421","ROOM_38510","APPL_65966","Vizio","SB4051-D5","Unknown","Unknown","No","No","No","No",NA
