"SiteID","Outbuilding_Description","Outbuilding_Type","Is_Outbuilding_Occupied","Outbuilding_Occupants","Outbuilding_Sq_Ft","Outbuilding_Sq_Ft_is_Estimated","Outbuilding_Heating_Fuel_Type","Outbuilding_Heating_Fuel_Type_-_Other","Is_Outbuilding_Attached","Outbuilding_Meter_Shared_with_Home","Outbuilding_Meter_Shared_Type","Outbuilding_Meter_Shared_Type_-_Other"
"SITE_44","Shed","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_440","Tack room","Other","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_440","Barn","Barn","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_440","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_441","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_442","Shed with electricity","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_442","Shed without electricity","Shed","No",NA,"Unknown",NA,"None",NA,"No","No meter/No power",NA,NA
"SITE_446","Barn","Barn","No",NA,"870","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_446","Power","Other","No",NA,"350","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_447","Shop","Shop","No",NA,"240","Estimated","Electric",NA,"No","No meter/No power",NA,NA
"SITE_447","Shed","Shed","No",NA,"60","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_448","Shed","Shed","No",NA,"60","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_45","Potting shed","Shed","No",NA,"900","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_450","Shed","Shed","No",NA,"120","Measured or Known","Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_452","Shop","Shop","No",NA,"900","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_453","Shipping container","Other","No",NA,"320","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_456","Shed","Shed","No",NA,"183","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_459","Telescope observatory","Other","No",NA,"49","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_460","Shop","Shop","No",NA,"712.5","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_460","Abandoned house","Other House","No",NA,"1800","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_461","Shed","Shed","No",NA,"240","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_463","Storage shed","Shed","No",NA,"38","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric, Propane, Water",NA
"SITE_464","Shed 1","Shed","No",NA,"200","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_464","Shed 2","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_464","Shed 3","Shed","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_465","Shed","Shed","No",NA,"96","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_47","Pump house","Pump Room","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_47","Shop building","Shop","No",NA,"3500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_47","Small outbuilding shed","Shed","No",NA,"150","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_470","Garage","Garage","No",NA,"543","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_470","Shed 1","Shed","No",NA,"120","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_470","Shed 2","Shed","No",NA,"300","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_470","Shed 3","Shed","No",NA,"160","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_470","Pump house","Pump Room","No",NA,"32","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_473","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_474","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_475","Yard shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_477","Pump house","Pump Room","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_477","Shop/garage","Mixed Use","No",NA,"864","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_477","Wood shed","Shed","No",NA,"98","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_478","Shed","Shed","No",NA,"70","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_478","Playhouse","Other","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_480","Shed","Shed","No",NA,"96","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_481","Unknown","Other","Unknown","Unknown","Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_481","Big red","Other","No",NA,"Unknown",NA,"Propane",NA,"No","Meter shared with main residence","Electric",NA
"SITE_481","Little red","Other","No",NA,"Unknown",NA,"Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_481","Brown","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_483","Shed","Shed","No",NA,"480","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_483","Shop","Shop","No",NA,"864","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_483","Rv storage","Other","No",NA,"782","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_483","Old garage","Garage","No",NA,"480","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_483","Storage","Other","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_485","Shop","Shop","No",NA,"150","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_488","Shed","Shed","No",NA,"80","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_49","Garage","Garage","No",NA,"368","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_490","Shop","Shop","No",NA,"1000","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_494","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_494","Well house","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_495","Barn","Barn","No",NA,"660","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_495","Shed","Shed","No",NA,"84","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_500","Unknown","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_501","Shop","Shop","No",NA,"3250","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_501","Greenhouse","Greenhouse","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_507","Storage","Other","No",NA,"50","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_509","Shed","Shed","No",NA,"100","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_51","Shop","Shop","No",NA,"1500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_511","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_514","Garage/shop","Mixed Use","No",NA,"576","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_516","Shop","Shop","No",NA,"2500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_519","Shop","Shop","No",NA,"850","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_52","Shed","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_520","Shop","Shop","No",NA,"700","Measured or Known","Electric",NA,"No","Unknown",NA,NA
"SITE_520","Shed","Shed","No",NA,"252","Measured or Known","Electric",NA,"No","Unknown",NA,NA
"SITE_521","Original garage","Garage","No",NA,"640","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_521","Pump house","Pump Room","No",NA,"144","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_521","Horse barn","Barn","No",NA,"144","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_522","Pool house","Pool house","No",NA,"40","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_524","Greenhouse","Greenhouse","No",NA,"3000","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_524","Shed","Shed","No",NA,"1200","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_524","Barn","Barn","No",NA,"5600","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_524","Barn 2","Barn","No",NA,"7000","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_524","Guest house","Other House","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_525","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_527","Shed","Shed","No",NA,"84","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_527","Greenhouse","Greenhouse","No",NA,"48","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_529","Garage","Garage","No",NA,"900","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_533","Pump","Pump Room","No",NA,"81","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_533","Storage","Other","No",NA,"1283","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_533","Shop","Shop","No",NA,"504","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_535","Garge","Garage","No",NA,"336","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_539","Shop","Shop","No",NA,"Unknown","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_54","Shed","Shed","No",NA,"120","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_541","Garage","Garage","No",NA,"823","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_542","Garage","Garage","No",NA,"720","Measured or Known","Other","Hydronic floor heat","No","Meter shared with main residence","Electric, Gas",NA
"SITE_542","Shed","Shed","No",NA,"320","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_542","Garden shed","Shed","No",NA,"64","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_543","Studio","Other","Yes","1","300","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_543","Pump","Pump Room","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_544","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_544","Extra storage","Other","No",NA,"64","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_546","Garage","Garage","No",NA,"525","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_549","Barn","Barn","No",NA,"1500","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_549","Garage","Garage","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_549","Shed","Shed","No",NA,"40","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_549","Shed 2","Shed","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_550","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_554","Shop","Shop","No",NA,"1369","Measured or Known","Propane",NA,"No","Own meter",NA,NA
"SITE_559","Garage","Garage","Yes","Unknown","Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_559","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_560","Garage","Garage","No",NA,"300","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_561","Shed/water pump","Mixed Use","No",NA,"77","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_563","Shop","Shop","No",NA,"5000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_564","Unknown","Other","No",NA,"120","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_565","Shop","Shop","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_565","Garage","Garage","No",NA,"572","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_566","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_568","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_57","Pool shed","Shed","No",NA,"300","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_570","Shop","Shop","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_571","Shed","Shed","No",NA,"300","Estimated","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_572","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_574","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_575","Shop","Shop","No",NA,"Unknown",NA,"Wood",NA,"No","Own meter",NA,NA
"SITE_575","Mower shed","Shed","No",NA,"180","Measured or Known","None",NA,"Yes","Unknown",NA,NA
"SITE_575","Garden shed","Shed","No",NA,"100","Measured or Known","None",NA,"No","Unknown",NA,NA
"SITE_579","Shed","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_58","Carport","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_580","Storage","Other","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_582","Barn","Barn","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_582","Lawn shed","Shed","No",NA,"260","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_582","Pump house","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_583","Shop","Shop","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_584","Garage","Garage","No",NA,"400","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_584","Cabin","Cabin","No",NA,"Unknown",NA,"Electric",NA,"No","Own meter",NA,NA
"SITE_584","Barn","Barn","No",NA,"Unknown",NA,"None",NA,"No","No meter/No power",NA,NA
"SITE_588","Shop","Shop","No",NA,"1080","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_588","Garage","Garage","No",NA,"192","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_589","Shop","Shop","No",NA,"960","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_590","Shed 1","Shed","No",NA,"100","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_590","Shed 2","Shed","No",NA,"192","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_592","Garage","Garage","No",NA,"1650","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_599","Unknown","Other","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_606","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_608","Shed","Shed","No",NA,"150","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_611","Shop","Shop","No",NA,"5600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_611","Pool house","Pool house","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_614","Shop","Shop","No",NA,"806","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_614","Barn","Barn","No",NA,"1660","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Garage","Garage","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Chicken house","Coop","No",NA,"144","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Pump house","Pump Room","No",NA,"64","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Bunk house","Other House","No",NA,"740","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Propane, Water",NA
"SITE_615","Shed 1","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Shed 2","Shed","No",NA,"64","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_615","Shed 3","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_617","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_62","Garage","Garage","No",NA,"500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_620","Garage","Garage","No",NA,"294","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_623","Shed","Shed","No",NA,"200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_623","Reiki room","Other","No",NA,"150","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_624","Cabin","Cabin","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_624","Garage/shop","Mixed Use","No",NA,"658","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_624","Pump house","Pump Room","No",NA,"54","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_626","Unknown","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_628","Garage","Garage","No",NA,"80","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_629","Shop","Shop","No",NA,"800","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_63","Shed","Shed","No",NA,"160","Measured or Known","Unknown",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_630","Shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_632","Storage shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_633","Shed","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_634","Shop","Shop","No",NA,"1554","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_634","Barn","Barn","No",NA,"1525","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_634","Pump house","Pump Room","No",NA,"46","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_637","Garage","Garage","No",NA,"250","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_638","Shed","Shed","No",NA,"144","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_638","Small shed","Shed","No",NA,"80","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_639","Generator shed","Shed","No",NA,"50","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_64","Garage","Garage","No",NA,"290","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_644","Unknown","Other","No",NA,"Unknown",NA,"Unknown",NA,"No","Unknown",NA,NA
"SITE_645","Shed 1","Shed","No",NA,"90","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_645","Shed","Shed","No",NA,"110","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_647","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_648","Bike storage shed","Shed","No",NA,"73","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_650","Garage","Garage","No",NA,"1378","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_651","Garden shed","Shed","No",NA,"180","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_652","Shed","Shed","No",NA,"38","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_653","Shed","Shed","No",NA,"200","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_656","Shed","Shed","No",NA,"36","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_657","Shed","Shed","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_658","Pool house","Pool house","No",NA,"1368","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_658","Barn","Barn","No",NA,"500","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_658","Shop","Shop","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_658","Pump house","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_659","Second house","Other House","No",NA,"877","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_660","West","Other","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_660","East","Other","No",NA,"192","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_661","Shop","Shop","No",NA,"900","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_662","Shed","Shed","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_665","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_667","Shop","Shop","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_667","Barn","Barn","No",NA,"800","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_667","Barn 2","Barn","No",NA,"808","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_667","Outbuilding","Other","No",NA,"800","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_668","Barn","Barn","No",NA,"2000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_67","Office space","Other","No",NA,"350","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_67","Garage","Garage","No",NA,"300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_672","Workshop","Shop","No",NA,"400","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_680","Shop","Shop","No",NA,"700","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_681","Shed","Shed","No",NA,"80","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_686","Garage","Garage","No",NA,"192","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_687","Garage","Garage","No",NA,"2400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Other",NA
"SITE_687","Chicken coop","Coop","No",NA,"24","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_688","Shop","Shop","No",NA,"1500","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_688","Barn","Barn","No",NA,"1500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_688","Shed 1","Shed","No",NA,"96","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_688","Shed 2","Shed","No",NA,"300","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_688","Shed 3","Shed","No",NA,"600","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_692","Garage","Garage","No",NA,"72.5","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_694","Greenhouse","Greenhouse","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_695","Garage","Garage","No",NA,"1200","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_697","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_700","Shop","Shop","No",NA,"1000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_700","Shed","Shed","No",NA,"180","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_701","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_703","Shed","Shed","No",NA,"114","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_704","Shop/garage","Mixed Use","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_704","Shed","Shed","No",NA,"200","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_707","Shed","Shed","No",NA,"48","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_707","Chicken shed","Shed","No",NA,"288","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_710","Garage","Garage","No",NA,"601","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_710","Shop","Shop","No",NA,"2800","Measured or Known","Wood",NA,"No","Own meter",NA,NA
"SITE_713","Quanset","Other","No",NA,"320","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_716","Garage","Garage","No",NA,"439.3","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_717","Shed","Shed","No",NA,"170","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_719","Shop","Shop","No",NA,"900","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_72","Unknown","Other","No",NA,"550","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_721","Storage","Other","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_722","Shop","Shop","No",NA,"1024","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_722","Shed","Shed","No",NA,"320","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_725","Detached garage","Garage","No",NA,"400","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_726","Shop","Shop","No",NA,"1457","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_73","Garage","Garage","No",NA,"200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_732","Guest house","Other House","No",NA,"195","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_733","Garage built in 1938","Garage","No",NA,"450","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_733","Ceramic shop","Shop","No",NA,"800","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_733","Trailer","Other","No",NA,"400","Estimated","Unknown",NA,"No","Own meter",NA,NA
