"SiteID","Mechanical_ID","Ventilation_Grade","Ventilation_Working","Ventilation_Controls","Ventilation_Use"
"SITE_837","MECH_25631","Builder Grade","Yes","On/off","0"
"SITE_838","MECH_88711","Builder Grade","Yes","On/off","4"
"SITE_839","MECH_82345","Builder Grade","No","On/off","0"
"SITE_839","MECH_1346","Builder Grade","Yes","On/off","0"
"SITE_84","MECH_126795","Builder Grade","Yes","On/off","0.16"
"SITE_84","MECH_13597","Builder Grade","Yes","On/off","0.5"
"SITE_840","MECH_99489","Builder Grade","Yes","Timer","0.25"
"SITE_841","MECH_22010","Builder Grade","Yes","On/off","0"
"SITE_841","MECH_137883","Builder Grade","Yes","On/off","0"
"SITE_842","MECH_138008","Builder Grade","Yes","On/off","1"
"SITE_842","MECH_3431","Builder Grade","No","On/off","0"
"SITE_843","MECH_2636","Builder Grade","Yes","On/off","0.75"
"SITE_844","MECH_113469","Builder Grade","Yes","On/off","0"
"SITE_844","MECH_42537","Builder Grade","Yes","On/off","0"
"SITE_844","MECH_84541","Builder Grade","Yes","On/off","0"
"SITE_844","MECH_144788","Builder Grade","Yes","On/off","0"
"SITE_844","MECH_108801","Builder Grade","Yes","On/off","0"
"SITE_845","MECH_105871","Builder Grade","Yes","On/off","0.5"
"SITE_845","MECH_126511","Builder Grade","Yes","On/off","0"
"SITE_846","MECH_93812","Panasonic or equivalent","Yes","On/off","0"
"SITE_846","MECH_44436","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_846","MECH_44436","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_847","MECH_131698","Builder Grade","Yes","On/off","0.1"
"SITE_847","MECH_147659","Builder Grade","Yes","On/off","0.25"
"SITE_847","MECH_95975","Builder Grade","Yes","On/off","0.25"
"SITE_847","MECH_126089","Builder Grade","Yes","Timer","0"
"SITE_848","MECH_115426","Builder Grade","Yes","On/off","0"
"SITE_848","MECH_157567","Builder Grade","Yes","On/off","0.08"
"SITE_849","MECH_125846","Builder Grade","Yes","On/off","0.17"
"SITE_849","MECH_131712","Builder Grade","Yes","On/off","0.25"
"SITE_850","MECH_520","Builder Grade","Yes","On/off","0"
"SITE_850","MECH_22457","Builder Grade","Yes","On/off","0"
"SITE_850","MECH_36259","Builder Grade","Yes","On/off","0"
"SITE_851","MECH_74744","Panasonic or equivalent","Yes","Timer","0.75"
"SITE_851","MECH_74744","Panasonic or equivalent","Yes","Timer","0"
"SITE_851","MECH_26325","Panasonic or equivalent","Yes","Timer","0"
"SITE_851","MECH_146927","Panasonic or equivalent","Yes","Timer","0"
"SITE_852","MECH_7169","Builder Grade","Yes","On/off","0.5"
"SITE_853","MECH_98356","Builder Grade","Yes","Timer","0"
"SITE_853","MECH_112584","Builder Grade","Yes","On/off","0.5"
"SITE_853","MECH_170482","Builder Grade","Yes","On/off","0.25"
"SITE_854","MECH_144685","Builder Grade","Yes","On/off","0.1"
"SITE_854","MECH_7317","Builder Grade","Yes","On/off","0.25"
"SITE_854","MECH_7317","Builder Grade","Yes","On/off","0.25"
"SITE_854","MECH_21226","Builder Grade","Yes","On/off","0.25"
"SITE_855","MECH_163387","Builder Grade","Yes","On/off","0.5"
"SITE_855","MECH_146761","Builder Grade","Yes","On/off","0"
"SITE_856","MECH_135799","Builder Grade","Yes","Timer","0"
"SITE_856","MECH_51342","Builder Grade","Yes","On/off","0"
"SITE_857","MECH_7942","Builder Grade","Yes","On/off","0.1"
"SITE_857","MECH_47043","Builder Grade","Yes","On/off","0.2"
"SITE_857","MECH_106467","Builder Grade","Yes","On/off","0.1"
"SITE_857","MECH_107311","Builder Grade","Yes","On/off","1"
"SITE_858","MECH_133279","Builder Grade","Yes","On/off","1"
"SITE_858","MECH_13848","Builder Grade","Yes","On/off","0.5"
"SITE_859","MECH_12362","Builder Grade","Yes","On/off","0.1"
"SITE_859","MECH_127844","Builder Grade","Yes","On/off","0"
"SITE_859","MECH_84952","Builder Grade","Yes","On/off","0.1"
"SITE_859","MECH_27702","Builder Grade","Yes","On/off","0"
"SITE_86","MECH_153999","Builder Grade","Yes","On/off","0.5"
"SITE_86","MECH_157384","Builder Grade","Yes","On/off","0"
"SITE_860","MECH_83056","Builder Grade","Yes","On/off","0.33"
"SITE_860","MECH_142867","Builder Grade","Yes","On/off","0.17"
"SITE_861","MECH_157175","Builder Grade","Yes","Timer","0.5"
"SITE_861","MECH_42853","Builder Grade","Yes","On/off","0"
"SITE_862","MECH_70352","Builder Grade","Yes","On/off","0"
"SITE_862","MECH_73903","Builder Grade","Yes","On/off","0.17"
"SITE_862","MECH_83503","Builder Grade","Yes","On/off","0.25"
"SITE_862","MECH_24281","Builder Grade","Yes","On/off","0.17"
"SITE_862","MECH_24281","Builder Grade","Yes","On/off","0.17"
"SITE_863","MECH_15885","Builder Grade","Yes","Timer","1"
"SITE_864","MECH_174014","Builder Grade","Yes","Timer","0"
"SITE_865","MECH_7262","Builder Grade","Yes","On/off","0"
"SITE_865","MECH_105462","Builder Grade","Yes","On/off","0.25"
"SITE_865","MECH_4123","Builder Grade","Yes","On/off","0.5"
"SITE_865","MECH_57551","Builder Grade","Yes","On/off","0.5"
"SITE_866","MECH_169379","Unknown","No","On/off","0.01"
"SITE_866","MECH_148888","Builder Grade","Yes","On/off","0.1"
"SITE_866","MECH_1694","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_867","MECH_102","Builder Grade","Yes","On/off","0"
"SITE_868","MECH_1007","Builder Grade","Yes","On/off","0.5"
"SITE_868","MECH_111588","Builder Grade","Yes","On/off","0"
"SITE_868","MECH_144515","Builder Grade","Yes","On/off","0"
"SITE_868","MECH_98410","Builder Grade","Yes","On/off","0.25"
"SITE_869","MECH_68036","Builder Grade","Yes","On/off","0.5"
"SITE_869","MECH_112088","Builder Grade","Yes","On/off","0.5"
"SITE_87","MECH_1284","Builder Grade","Yes","On/off","1"
"SITE_870","MECH_22413","Builder Grade","Yes","On/off","0"
"SITE_870","MECH_58460","Builder Grade","Yes","On/off","0"
"SITE_871","MECH_23649","Builder Grade","Yes","Manual thermostat - Analog","24"
"SITE_871","MECH_87707","Builder Grade","Yes","Timer","0"
"SITE_871","MECH_136716","Panasonic or equivalent","Yes","Timer","0.25"
"SITE_871","MECH_136716","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_871","MECH_92962","Builder Grade","Yes","Timer","2"
"SITE_872","MECH_144418","Builder Grade","Yes","On/off","0.25"
"SITE_872","MECH_39127","Builder Grade","Yes","On/off","0.5"
"SITE_872","MECH_26356","Builder Grade","Yes","On/off","0"
"SITE_873","MECH_111175","Builder Grade","Yes","On/off","0.033"
"SITE_874","MECH_138208","Panasonic or equivalent","Yes","On/off","0"
"SITE_874","MECH_154289","Builder Grade","Yes","On/off","0.2"
"SITE_874","MECH_22331","Builder Grade","Yes","On/off","0"
"SITE_875","MECH_18735","Builder Grade","Yes","On/off","0.33"
"SITE_875","MECH_81689","Builder Grade","Yes","On/off","0.15"
"SITE_875","MECH_105797","Builder Grade","Yes","On/off","0"
"SITE_876","MECH_136245","Builder Grade","Yes","On/off","1"
"SITE_877","MECH_43506","Builder Grade","Yes","On/off","0.1"
"SITE_877","MECH_109048","Builder Grade","Yes","On/off","1"
"SITE_878","MECH_35542","Builder Grade","Yes","On/off","2"
"SITE_878","MECH_87329","Builder Grade","Yes","On/off","1"
"SITE_878","MECH_60251","Builder Grade","Yes","On/off","0.5"
"SITE_879","MECH_143095","Builder Grade","Yes","On/off","0"
"SITE_879","MECH_143095","Builder Grade","No","On/off","0"
"SITE_879","MECH_57273","Builder Grade","Yes","On/off","0"
"SITE_879","MECH_28410","Builder Grade","No","On/off","0"
"SITE_879","MECH_73204","Builder Grade","Yes","On/off","0"
"SITE_879","MECH_28155","Builder Grade","Yes","On/off","Unknown"
"SITE_88","MECH_165136","Builder Grade","Yes","Timer","Unknown"
"SITE_88","MECH_84164","Builder Grade","Yes","Timer","Unknown"
"SITE_88","MECH_110002","Builder Grade","Yes","On/off","Unknown"
"SITE_880","MECH_81103","Builder Grade","Yes","On/off","0"
"SITE_880","MECH_129222","Panasonic or equivalent","Yes","Timer","1"
"SITE_880","MECH_119052","Panasonic or equivalent","Yes","Timer","1.5"
"SITE_880","MECH_119052","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_881","MECH_132420","Builder Grade","Yes","On/off","0"
"SITE_882","MECH_100995","Panasonic or equivalent","Yes","On/off","1"
"SITE_882","MECH_51492","Builder Grade","Yes","On/off","0.5"
"SITE_882","MECH_167968","Builder Grade","Yes","On/off","0.5"
"SITE_883","MECH_158832","Builder Grade","Yes","On/off","0"
"SITE_883","MECH_124666","Builder Grade","Yes","On/off","0"
"SITE_883","MECH_138722","Builder Grade","Yes","On/off","0"
"SITE_883","MECH_34839","Builder Grade","Yes","On/off","0"
"SITE_884","MECH_114831","Builder Grade","Yes","On/off","0"
"SITE_884","MECH_42601","Builder Grade","Unknown","On/off","0.5"
"SITE_884","MECH_136279","Builder Grade","Unknown","On/off","1"
"SITE_886","MECH_9913","Builder Grade","Yes","On/off","0.05"
"SITE_886","MECH_49686","Builder Grade","Yes","Manual thermostat - Analog","0.25"
"SITE_886","MECH_5133","Builder Grade","Yes","On/off","0.25"
"SITE_887","MECH_68599","Builder Grade","Yes","On/off","1"
"SITE_888","MECH_67901","Builder Grade","Yes","On/off","0.25"
"SITE_888","MECH_20094","Builder Grade","Yes","On/off","1"
"SITE_888","MECH_121174","Builder Grade","Yes","On/off","0.25"
"SITE_889","MECH_120509","Builder Grade","Yes","On/off","2"
"SITE_89","MECH_34341","Builder Grade","Yes","On/off","Unknown"
"SITE_890","MECH_43486","Builder Grade","Yes","Timer","0.5"
"SITE_890","MECH_68088","Builder Grade","Yes","Timer","0.25"
"SITE_890","MECH_58772","Builder Grade","Yes","Timer","0.25"
"SITE_891","MECH_119319","Builder Grade","Yes","On/off","0"
"SITE_892","MECH_48041","Builder Grade","Yes","Timer","0.05"
"SITE_892","MECH_50929","Builder Grade","Yes","On/off","0.75"
"SITE_893","MECH_130324","Builder Grade","Yes","On/off","0.75"
"SITE_894","MECH_41983","Builder Grade","Yes","On/off","Unknown"
"SITE_895","MECH_48865","Builder Grade","Yes","On/off","0.5"
"SITE_895","MECH_56261","Builder Grade","Yes","On/off","0"
"SITE_896","MECH_2591","Panasonic or equivalent","Yes","On/off","0.1"
"SITE_896","MECH_30677","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_896","MECH_67735","Builder Grade","Yes","On/off","0.01"
"SITE_897","MECH_1485","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_897","MECH_83562","Builder Grade","Yes","On/off","0.5"
"SITE_897","MECH_83562","Panasonic or equivalent","Yes","On/off","0"
"SITE_897","MECH_127513","Builder Grade","Yes","On/off","0"
"SITE_898","MECH_19213","Builder Grade","Yes","On/off","0"
"SITE_898","MECH_88131","Builder Grade","Yes","On/off","0.5"
"SITE_899","MECH_82129","Builder Grade","Yes","On/off","0.25"
"SITE_899","MECH_13115","Builder Grade","Yes","On/off","0"
"SITE_9","MECH_3690","Builder Grade","Yes","On/off","1"
"SITE_90","MECH_10935","Builder Grade","Yes","On/off","0.5"
"SITE_900","MECH_129438","Builder Grade","Yes","On/off","0.25"
"SITE_901","MECH_19542","Builder Grade","Yes","On/off","0.5"
"SITE_901","MECH_97361","Builder Grade","Yes","On/off","0.33"
"SITE_901","MECH_64396","Builder Grade","Yes","On/off","0.08"
"SITE_902","MECH_143232","Panasonic or equivalent","Yes","On/off","0"
"SITE_902","MECH_159062","Builder Grade","Yes","On/off","0"
"SITE_903","MECH_90991","Builder Grade","Yes","On/off","0.25"
"SITE_903","MECH_11679","Builder Grade","Yes","On/off","0.5"
"SITE_903","MECH_14560","Builder Grade","Yes","On/off","0.75"
"SITE_904","MECH_66461","Builder Grade","Yes","On/off","0.5"
"SITE_904","MECH_161268","Panasonic or equivalent","Yes","On/off","0"
"SITE_904","MECH_126661","Builder Grade","Yes","On/off","0"
"SITE_904","MECH_147125","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_905","MECH_140264","Builder Grade","Yes","On/off","0.5"
"SITE_905","MECH_31899","Builder Grade","Yes","On/off","0.1"
"SITE_905","MECH_153500","Builder Grade","Yes","On/off","0.1"
"SITE_905","MECH_25662","Builder Grade","Yes","On/off","0.1"
"SITE_905","MECH_105219","Builder Grade","Yes","On/off","0.1"
"SITE_906","MECH_50775","Builder Grade","Yes","On/off","0.17"
"SITE_907","MECH_90468","Builder Grade","Yes","On/off","0.5"
"SITE_908","MECH_77303","Unknown","No","On/off","0"
"SITE_908","MECH_167820","Builder Grade","Yes","On/off","0.07"
"SITE_909","MECH_13502","Panasonic or equivalent","Yes","On/off","0.08"
"SITE_909","MECH_161486","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_91","MECH_126033","Builder Grade","Yes","Timer","0.1"
"SITE_91","MECH_84228","Builder Grade","No","Timer","0.25"
"SITE_91","MECH_130936","Builder Grade","Yes","Timer","2"
"SITE_910","MECH_127648","Builder Grade","Yes","On/off","0.5"
"SITE_910","MECH_128754","Builder Grade","Yes","On/off","1"
"SITE_911","MECH_165623","Builder Grade","Yes","On/off","0.5"
"SITE_911","MECH_20933","Builder Grade","Yes","On/off","0.25"
"SITE_911","MECH_155947","Builder Grade","Yes","On/off","0"
"SITE_912","MECH_119637","Builder Grade","Yes","On/off","0"
"SITE_912","MECH_32510","Builder Grade","Yes","On/off","Unknown"
"SITE_913","MECH_120844","Builder Grade","Yes","On/off","0.1"
"SITE_913","MECH_135857","Builder Grade","Yes","On/off","12"
"SITE_913","MECH_65223","Builder Grade","Yes","On/off","0"
"SITE_914","MECH_168266","Builder Grade","Yes","On/off","0.5"
"SITE_914","MECH_38044","Builder Grade","Yes","Timer","0.5"
"SITE_915","MECH_50323","Builder Grade","Yes","On/off","1"
"SITE_915","MECH_123599","Builder Grade","Yes","On/off","0.5"
"SITE_916","MECH_21619","Builder Grade","Yes","On/off","0.75"
"SITE_917","MECH_11752","Panasonic or equivalent","Yes","On/off","0"
"SITE_917","MECH_65782","Panasonic or equivalent","Yes","On/off","0"
"SITE_917","MECH_30919","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_918","MECH_124827","Builder Grade","Yes","On/off","3"
"SITE_919","MECH_42398","Builder Grade","No","On/off","0"
"SITE_92","MECH_69803","Builder Grade","Yes","On/off","Unknown"
"SITE_92","MECH_23861","Builder Grade","Yes","On/off","Unknown"
"SITE_920","MECH_160584","Builder Grade","Unknown","Timer","0.5"
"SITE_920","MECH_13582","Builder Grade","Unknown","Timer","0.75"
"SITE_920","MECH_35207","Builder Grade","Unknown","Timer","0.5"
"SITE_921","MECH_29054","Builder Grade","Yes","On/off","1"
"SITE_921","MECH_133571","Builder Grade","Yes","On/off","0.5"
"SITE_923","MECH_156067","Builder Grade","Yes","On/off","1"
"SITE_923","MECH_114874","Builder Grade","Yes","On/off","0.25"
"SITE_924","MECH_141212","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_924","MECH_46860","Builder Grade","Yes","On/off","1"
"SITE_924","MECH_80022","Builder Grade","Yes","On/off","1"
"SITE_925","MECH_137083","Builder Grade","Yes","On/off","0"
"SITE_925","MECH_82303","Builder Grade","Yes","On/off","0.66"
"SITE_926","MECH_39666","Builder Grade","No","On/off","0"
"SITE_926","MECH_148226","Builder Grade","Yes","On/off","0"
"SITE_926","MECH_47980","Builder Grade","Yes","On/off","0"
"SITE_927","MECH_162181","Builder Grade","Yes","On/off","0"
"SITE_928","MECH_114099","Builder Grade","Yes","Timer","1"
"SITE_928","MECH_114099","Builder Grade","Yes","Timer","0.5"
"SITE_928","MECH_167962","Builder Grade","Yes","On/off","0.5"
"SITE_93","MECH_20336","Builder Grade","Yes","On/off","1"
"SITE_930","MECH_83107","Builder Grade","Yes","On/off","0.5"
"SITE_932","MECH_1564","Builder Grade","Yes","On/off","Unknown"
"SITE_932","MECH_1564","Builder Grade","Yes","On/off","Unknown"
"SITE_932","MECH_159149","Builder Grade","Yes","On/off","Unknown"
"SITE_932","MECH_159149","Builder Grade","Unknown","Timer","Unknown"
"SITE_933","MECH_23662","Builder Grade","Yes","On/off","1"
"SITE_933","MECH_122856","Builder Grade","Yes","On/off","1"
"SITE_934","MECH_172287","Builder Grade","Yes","On/off","0"
"SITE_934","MECH_92783","Builder Grade","Yes","On/off","0.17"
"SITE_935","MECH_111154","Builder Grade","Yes","On/off","0"
"SITE_935","MECH_153056","Builder Grade","Yes","On/off","0.25"
"SITE_937","MECH_74333","Builder Grade","Yes","On/off","0.5"
"SITE_938","MECH_163054","Builder Grade","Yes","Timer","1"
"SITE_939","MECH_137473","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_939","MECH_146950","Panasonic or equivalent","Yes","On/off","0.16"
"SITE_94","MECH_73191","Builder Grade","Yes","On/off","Unknown"
"SITE_94","MECH_126890","Builder Grade","Yes","On/off","Unknown"
"SITE_940","MECH_102875","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_941","MECH_20691","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_941","MECH_87298","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_942","MECH_84978","Builder Grade","Yes","On/off","0"
"SITE_942","MECH_77721","Builder Grade","Yes","On/off","0"
"SITE_942","MECH_131555","Builder Grade","Yes","On/off","0"
"SITE_942","MECH_32683","Builder Grade","Yes","On/off","0"
"SITE_943","MECH_97301","Builder Grade","Yes","On/off","0.5"
"SITE_943","MECH_117769","Builder Grade","Yes","On/off","1"
"SITE_944","MECH_4948","Builder Grade","Yes","On/off","0.5"
"SITE_944","MECH_18621","Builder Grade","Yes","On/off","0.25"
"SITE_946","MECH_6684","Builder Grade","Yes","On/off","0.08"
"SITE_947","MECH_71051","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_947","MECH_58120","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_948","MECH_23704","Builder Grade","Yes","On/off","1"
"SITE_948","MECH_81305","Builder Grade","Yes","On/off","Unknown"
"SITE_949","MECH_13301","Builder Grade","Yes","Timer","1"
"SITE_95","MECH_132950","Builder Grade","Yes","On/off","1"
"SITE_95","MECH_113477","Builder Grade","Yes","On/off","0"
"SITE_95","MECH_142677","Builder Grade","Yes","On/off","1"
"SITE_95","MECH_60598","Builder Grade","Yes","On/off","1"
"SITE_950","MECH_74893","Builder Grade","Yes","On/off","1"
"SITE_951","MECH_61052","Builder Grade","Yes","On/off","0.33"
"SITE_951","MECH_110995","Builder Grade","Yes","On/off","Unknown"
"SITE_952","MECH_136487","Builder Grade","Yes","On/off","2"
"SITE_952","MECH_1155","Builder Grade","Yes","On/off","0.5"
"SITE_953","MECH_93579","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_953","MECH_22479","Panasonic or equivalent","Yes","On/off","1"
"SITE_954","MECH_60012","Builder Grade","Yes","Timer","0.2"
"SITE_954","MECH_166607","Builder Grade","Yes","On/off","0.232"
"SITE_954","MECH_161478","Builder Grade","Yes","On/off","0.2"
"SITE_955","MECH_134012","Panasonic or equivalent","Yes","On/off","24"
"SITE_955","MECH_109740","Builder Grade","Yes","On/off","2"
"SITE_955","MECH_83059","Panasonic or equivalent","Yes","On/off","0"
"SITE_955","MECH_83059","Builder Grade","Yes","On/off","0"
"SITE_956","MECH_48619","Builder Grade","Yes","Timer","0"
"SITE_956","MECH_33738","Builder Grade","Yes","Timer","0"
"SITE_956","MECH_28823","Builder Grade","Yes","Timer","0"
"SITE_957","MECH_150553","Panasonic or equivalent","Yes","Timer","2"
"SITE_957","MECH_25146","Builder Grade","Yes","On/off","1"
"SITE_957","MECH_26635","Builder Grade","Yes","Timer","2"
"SITE_959","MECH_158764","Panasonic or equivalent","Yes","On/off","0"
"SITE_959","MECH_89983","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_959","MECH_89983","Panasonic or equivalent","Yes","Timer","1"
"SITE_96","MECH_53086","Builder Grade","Yes","On/off","0.25"
"SITE_96","MECH_168953","Builder Grade","Yes","On/off","Unknown"
"SITE_96","MECH_113141","Builder Grade","Yes","On/off","Unknown"
"SITE_960","MECH_9936","Builder Grade","Yes","On/off","0"
"SITE_960","MECH_125808","Builder Grade","Yes","On/off","0"
"SITE_960","MECH_35005","Builder Grade","Yes","On/off","0"
"SITE_960","MECH_2828","Builder Grade","Yes","On/off","0"
"SITE_961","MECH_8418","Builder Grade","Yes","On/off","0"
"SITE_961","MECH_6632","Builder Grade","Yes","On/off","0"
"SITE_961","MECH_21168","Builder Grade","Yes","On/off","0"
"SITE_961","MECH_21168","Builder Grade","Yes","On/off","0"
"SITE_963","MECH_160593","Builder Grade","Yes","On/off","0.75"
"SITE_964","MECH_3809","Builder Grade","Yes","On/off","0.167"
"SITE_964","MECH_112423","Builder Grade","Yes","On/off","0"
"SITE_965","MECH_171816","Builder Grade","Yes","On/off","0.25"
"SITE_965","MECH_51648","Builder Grade","Yes","On/off","0.25"
"SITE_966","MECH_137870","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_966","MECH_113363","Panasonic or equivalent","Yes","On/off","0"
"SITE_967","MECH_153542","Builder Grade","Yes","Timer","0.5"
"SITE_968","MECH_3420","Builder Grade","Yes","Timer","1.5"
"SITE_968","MECH_147668","Builder Grade","Yes","On/off","1.5"
"SITE_969","MECH_8877","Builder Grade","Yes","On/off","1"
"SITE_969","MECH_30058","Builder Grade","Yes","On/off","1"
"SITE_969","MECH_6435","Builder Grade","Yes","On/off","0"
"SITE_97","MECH_153508","Builder Grade","Yes","None","1"
"SITE_97","MECH_26267","Builder Grade","Yes","On/off","1"
"SITE_970","MECH_26743","Builder Grade","Yes","On/off","0"
"SITE_971","MECH_12543","Builder Grade","Yes","On/off","1.5"
"SITE_971","MECH_61977","Builder Grade","Yes","On/off","1"
"SITE_971","MECH_102179","Builder Grade","Yes","On/off","1.5"
"SITE_971","MECH_18632","Builder Grade","Yes","On/off","0"
"SITE_972","MECH_44667","Builder Grade","Unknown","Timer","0.5"
"SITE_972","MECH_4366","Builder Grade","Unknown","Timer","0.5"
"SITE_972","MECH_155754","Builder Grade","Yes","Unknown","4"
"SITE_973","MECH_27693","Builder Grade","Yes","On/off","1"
"SITE_973","MECH_103522","Builder Grade","Yes","On/off","0.2"
"SITE_974","MECH_105183","Unknown","No","On/off","0"
"SITE_974","MECH_50560","Builder Grade","Yes","On/off","0.17"
"SITE_975","MECH_85112","Panasonic or equivalent","Yes","On/off","0"
"SITE_975","MECH_60822","Builder Grade","Yes","On/off","0.5"
"SITE_976","MECH_33407","Builder Grade","Yes","On/off","0.5"
"SITE_976","MECH_12743","Builder Grade","Yes","On/off","1"
"SITE_977","MECH_59120","Builder Grade","Yes","On/off","0"
"SITE_977","MECH_132375","Builder Grade","Yes","On/off","0"
"SITE_978","MECH_6056","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_98","MECH_49098","Builder Grade","Yes","On/off","1"
"SITE_981","MECH_99042","Builder Grade","Yes","Timer","0.3"
"SITE_982","MECH_163179","Builder Grade","Yes","On/off","0.75"
"SITE_982","MECH_13775","Builder Grade","Yes","On/off","1"
"SITE_982","MECH_125664","Builder Grade","Yes","On/off","0.1"
"SITE_982","MECH_26439","Builder Grade","Yes","On/off","0.5"
"SITE_983","MECH_16835","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_983","MECH_116385","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_984","MECH_19412","Builder Grade","Yes","On/off","0"
"SITE_984","MECH_171372","Builder Grade","Yes","On/off","0"
"SITE_984","MECH_29424","Builder Grade","Yes","On/off","0.33"
"SITE_984","MECH_29424","Builder Grade","Yes","On/off","0.5"
"SITE_985","MECH_123182","Builder Grade","Yes","On/off","0"
"SITE_985","MECH_78204","Builder Grade","Yes","Timer","1"
"SITE_985","MECH_120616","Builder Grade","Yes","On/off","0"
"SITE_986","MECH_77567","Panasonic or equivalent","Yes","On/off","0"
"SITE_986","MECH_152613","Builder Grade","Yes","On/off","0"
"SITE_987","MECH_58105","Builder Grade","Yes","On/off","0.25"
"SITE_987","MECH_48004","Builder Grade","Yes","On/off","0.25"
"SITE_987","MECH_35172","Builder Grade","Yes","On/off","0.1"
"SITE_988","MECH_39051","Builder Grade","Yes","On/off","0.25"
"SITE_988","MECH_112612","Builder Grade","Yes","On/off","0"
"SITE_99","MECH_8238","Builder Grade","No","On/off","0"
"SITE_99","MECH_64893","Builder Grade","Yes","On/off","2"
"SITE_99","MECH_163713","Builder Grade","Yes","On/off","0"
"SITE_99","MECH_80838","Builder Grade","Yes","On/off","0"
"SITE_990","MECH_46180","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_990","MECH_48085","Builder Grade","Yes","On/off","0.25"
"SITE_990","MECH_114407","Builder Grade","Yes","On/off","0.5"
"SITE_991","MECH_116228","Builder Grade","Yes","On/off","0"
"SITE_991","MECH_55298","Builder Grade","Yes","On/off","0.5"
"SITE_991","MECH_22627","Builder Grade","Yes","On/off","0.5"
"SITE_992","MECH_78846","Builder Grade","Yes","On/off","0"
"SITE_992","MECH_11158","Builder Grade","Yes","On/off","1"
"SITE_992","MECH_138398","Builder Grade","Yes","On/off","0"
"SITE_994","MECH_121324","Builder Grade","Yes","Timer","1"
"SITE_994","MECH_36770","Builder Grade","Yes","On/off","0.2"
"SITE_995","MECH_124503","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_996","MECH_113310","Builder Grade","Yes","On/off","0.5"
"SITE_996","MECH_51554","Builder Grade","Yes","On/off","0.1"
"SITE_999","MECH_149769","Builder Grade","Yes","On/off","1"
"SITE_999","MECH_133728","Builder Grade","Yes","On/off","0.5"
"SITE_999","MECH_47757","Builder Grade","Yes","On/off","0"
"SITE_3045","MECH_171366","Panasonic or equivalent","Yes","None","24"
"SITE_3047","MECH_106964","Builder Grade","Yes","On/off","0.33"
"SITE_3048","MECH_4852","Builder Grade","Yes","On/off","0.25"
"SITE_3048","MECH_135724","Builder Grade","Yes","On/off","0.75"
"SITE_3049","MECH_38549","Builder Grade","Yes","On/off","0"
"SITE_3050","MECH_38267","Builder Grade","Yes","Timer","24"
"SITE_3050","MECH_3943","Builder Grade","Yes","Unknown","12"
"SITE_3051","MECH_16866","Builder Grade","Yes","On/off","24"
"SITE_3052","MECH_142353","Builder Grade","Yes","On/off","0"
"SITE_3052","MECH_49266","Builder Grade","Yes","On/off","0"
"SITE_3053","MECH_155314","Builder Grade","Yes","Unknown",NA
"SITE_3055","MECH_145566","Builder Grade","Yes","On/off","Unknown"
"SITE_3056","MECH_100140","Builder Grade","Yes","On/off","24"
"SITE_3057","MECH_77761","Builder Grade","Yes","On/off","0.25"
"SITE_3058","MECH_37302","Unknown","Yes","Unknown","Unknown"
"SITE_3060","MECH_145981","Builder Grade","Yes","On/off","0"
"SITE_3061","MECH_97557","Unknown","Yes","On/off","0.5"
"SITE_3062","MECH_141744","Builder Grade","Yes","On/off","3"
"SITE_3064","MECH_4137","Panasonic or equivalent","Yes","None","24"
"SITE_3064","MECH_131176","Panasonic or equivalent","Yes","None","24"
"SITE_3065","MECH_138022","Builder Grade","Yes","On/off","1"
"SITE_3066","MECH_56279","Builder Grade","Yes","On/off","0.2"
"SITE_3067","MECH_163186","Builder Grade","Yes","On/off","1"
"SITE_3068","MECH_98106","Builder Grade","Yes","On/off","0.2"
"SITE_3068","MECH_151100","Builder Grade","Yes","On/off","0.2"
"SITE_3069","MECH_70012","Builder Grade","Yes","On/off","Unknown"
"SITE_3070","MECH_19928","Builder Grade","Yes","On/off","0.1"
"SITE_3070","MECH_91475","Builder Grade","Yes","On/off","0.1"
"SITE_3071","MECH_29746","Unknown","Yes","Unknown","3"
"SITE_3072","MECH_142691","Builder Grade","Yes","On/off","0.25"
