SiteID,RoomID,Mechanical_ID,System_Type,Known_to_be_Variable_Speed,Provides_Heating,Provides_Cooling,Primary_Heating_System_SelfReport,Primary_Heating_System_Prescribed,Primary_Cooling_System_SelfReport,Primary_Cooling_System_Prescribed,Central_System_Number,Mini_Split_System_Number,Fuel,Distribution_Type,Mini_Split_Has_Ducts,Ducted_Mini_Split_Rooms_Served,Mini_Split_is_Multihead,Control_Type,Zones_Served,Zones_Served_Other,Make,Model,Model_Missing,Year_of_Manufacture,Serial_Number,Energy_Star_Label_Present,Cooling_Capacity_BTUh,SEER,SEER_is_Estimated,EER,EER_is_Estimated,Ignition_Type,Fuel_Valve_Type,Venting_Type,Heating_Size_kW,Heating_Size_kW_is_Est,Heating_Size_BTUh,Heating_Size_BTUh_is_Est,Baseboard_Length,Baseboard_Length_is_Est,HSPF,HSPF_is_Est,Single_Stage_Input_Heating_Capacity_BTUh,Single_Stage_Input_Heating_Capacity_BTUh_is_Est,Single_Stage_Output_Heating_Capacity_BTUh,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,COP_or_AFUE,COP_or_AFUE_is_Est,High_Input_Heating_Capacity_BTUh,High_Input_Heating_Capacity_BTUh_is_Est,High_Output_Heating_Capacity_BTUh,High_Output_Heating_Capacity_BTUh_is_Est,High_Heating_Efficiency,High_Heating_Efficiency_is_Est,Low_Input_Heating_Capacity_BTUh,Low_Input_Heating_Capacity_BTUh_is_Est,Low_Output_Heating_Capacity_BTUh,Low_Output_Heating_Capacity_BTUh_is_Est,Low_Heating_Efficiency,Low_Heating_Efficiency_is_Est,Heat_Pump_Compressor_Works_in_Heating_Mode,Lockout_HeatPump_Heating_Temp_Determined,Lockout_HeatPump_Heating_Temp,Desuperheater_Present,System_on_same_Tstat_as_Heat_Pump,System_is_Backup_for_Heatpump,Fan_Type,Filter_Type,Dehumidifer_or_Economizer_Part_of_System,Economizer,Humidifier_Present,Equipment_Use,Equipment_Use_Frequency,Days_of_Use_Per_Year,WiFi_Capable,Fireplace_Type
SITE_1270,ROOM_6230,MECH_59832,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Unknown,Unknown,Nameplate is inaccessible,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_16823,MECH_24968,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Cadet,Cs1521,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Measured or Known,NA,NA,1,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_4723,MECH_48368,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Cadet,Cs1521,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Measured or Known,NA,NA,1,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_23505,MECH_13855,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Cadet,Cs1521,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Measured or Known,NA,NA,1,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_45252,MECH_52928,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,1,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_5707,MECH_144026,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,1,Measured or Known,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_9290,MECH_123796,Portable AC,No,No,Yes,NA,No,Yes,Yes,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,LG,LP1111WXR,NA,Unknown,106TAEJ00612,No,11000,Unknown,Unknown,9.2,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,No,NA
SITE_1271,ROOM_45424,MECH_70314,Unit Heater,No,Yes,No,Yes,No,NA,No,NA,NA,Kerosene,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Toyostove,Laser 73,NA,Unknown,"16571
SOSFF73J",NA,NA,NA,NA,NA,NA,Intermittent ignition,Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,All the time (daily / almost daily),NA,No,NA
SITE_1271,ROOM_15313,MECH_168391,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1271,ROOM_36049,MECH_159138,Baseboard,No,Yes,No,Yes,Yes,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1272,ROOM_40257,MECH_6506,Fireplace or Stove,No,Yes,No,Yes,No,NA,No,NA,NA,Propane,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Avalon Cedar,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Standing pilot,Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For Heat,All the time (daily / almost daily),NA,No,Stove
SITE_1272,ROOM_37903,MECH_35081,Wall Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1,Estimated,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1272,ROOM_41633,MECH_46717,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Honeywell,Hhf360wwmv1,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1272,ROOM_34553,MECH_172993,Furnace,No,Yes,No,No,Yes,NA,No,Central System #1,NA,Propane,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Other,Whole home besides above garage,Ducane,Cmpe100u4b,NA,Unknown,3434600527,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,90000,Known or from Nameplate,83700,Known or from Nameplate,0.93,Estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1273,ROOM_32591,MECH_163684,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,Lennox,13ACXN024-230A25,NA,Unknown,1917F53957,NA,23200,13,Model number lookup,11,Model number lookup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1273,ROOM_22425,MECH_16621,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Propane,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Heat & Glo,at-supreme-c,NA,Unknown,atscl,NA,NA,NA,NA,NA,NA,Standing pilot,Modulating,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,31000,Known or from Nameplate,21000,Unknown,Unknown,Unknown,19500,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,A little (1-2x per week),NA,No,Glass Open Hearth
SITE_1273,ROOM_18934,MECH_38651,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Propane,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Analog,Whole Home,NA,Consolidated Industries,mda 100 nh3rh,NA,Unknown,980212037,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,90000,Known or from Nameplate,73200,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,ECM,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1274,ROOM_41113,MECH_142223,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Amana,RCB30C2C,NA,Unknown,0508021376,NA,30000,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1274,ROOM_13385,MECH_19101,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Sunbeam,SFH8111,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
