"SiteID","Construction_Type","Framing_Type","Framing_Type_Other","Foundation_Type","Foundation_Type_Other","Total_Building_Levels","Area","Average_Height","Volume"
"SITE_1121","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","1300","7.80919023136247","10151.9473007712"
"SITE_1122","Frame","Wood",NA,"Other","Mixed unconditioned basement and crawlspace","2","3000","8.2669192137748","24800.7576413244"
"SITE_1123","Frame","Wood",NA,">90% Crawlspace",NA,"2","2230","7.29872782627606","16276.1630525956"
"SITE_1124","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1500","7.40170576989333","11102.55865484"
"SITE_1125","Frame","Wood",NA,">90% Crawlspace",NA,"1","1400","8.77505751144132","12285.0805160179"
"SITE_1126","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","5500","10.4282135203282","57355.174361805"
"SITE_1127","Frame","Wood",NA,">90% Crawlspace",NA,"1","1578","7.6","11992.8"
"SITE_1128","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2880","8.7191000259456","25111.0080747233"
"SITE_1129","Frame","Wood",NA,">90% Crawlspace",NA,"2","1700","10.4118998725123","17700.2297832709"
"SITE_113","Frame over concrete slab","Wood",NA,">90% Conditioned Basement",NA,"2","1500","8.59552583251847","12893.2887487777"
"SITE_1130","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","6000","9.38489104371426","56309.3462622856"
"SITE_1131","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"2","3500","10.0983743100853","35344.3100852985"
"SITE_1132","Frame","Wood",NA,">90% Crawlspace",NA,"2","1900","8.63328165747317","16403.235149199"
"SITE_1133","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","8.44422958788494","16888.4591757699"
"SITE_1134","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2000","9.14384630179728","18287.6926035946"
"SITE_1135","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2306","7.67234885209915","17692.4364529406"
"SITE_1136","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","1382","7.87292239955971","10880.3787561915"
"SITE_1137","Frame","Wood",NA,">90% Crawlspace",NA,"1","1660","9.88643634037108","16411.484325016"
"SITE_1138","Frame","Wood",NA,">90% Crawlspace",NA,"1","1647","8.49048318553043","13983.8258065686"
"SITE_1139","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1736","7.83845525318323","13607.5583195261"
"SITE_114","Frame","Wood",NA,">90% Crawlspace",NA,"1","672","7.19543617254488","4835.33310795016"
"SITE_1140","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","2494","8.17557389010496","20389.8812819218"
"SITE_1141","Frame","Wood",NA,">90% Crawlspace",NA,"1","1300","7.88454947728435","10249.9143204697"
"SITE_1142","Frame","Wood",NA,">90% Crawlspace",NA,"2","2600","9.35863116031601","24332.4410168216"
"SITE_1143","Frame","Wood",NA,">90% Crawlspace",NA,"1","1450","7.25","10512.5"
"SITE_1144","Frame","Wood",NA,">90% Crawlspace",NA,"1","1568","8.45415870098542","13256.1208431451"
"SITE_1145","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1232","7.59214604010533","9353.52392140976"
"SITE_1146","Frame","Wood",NA,">90% Crawlspace",NA,"2","2800","7.62552270712759","21351.4635799572"
"SITE_1147","Frame","Wood",NA,"Other","Mixed effectively unconditioned basement and crawlspace","1","1500","7.80615053248773","11709.2257987316"
"SITE_1148","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","8.14936716764449","19558.4812023468"
"SITE_1149","Rigid frame (concrete or steel)","Steel",NA,">90% Crawlspace",NA,"1","900","7.67130229348057","6904.17206413251"
"SITE_115","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","1800","7.22104007321697","12997.8721317905"
"SITE_1150","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2296","7.41219729038906","17018.4049787333"
"SITE_1151","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1976","8.02605900861765","15859.4926010285"
"SITE_1152","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1900","7.7352207189947","14696.9193660899"
"SITE_1153","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1700","7.23380585459372","12297.4699528093"
"SITE_1154","Frame","Wood",NA,">90% Crawlspace",NA,"2","4120","10.502223003457","43269.1587742427"
"SITE_1155","Unknown","Wood",NA,">90% Conditioned Basement",NA,"1.5","2800","8.16628387689481","22865.5948553055"
"SITE_1156","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2740","7.96426673751328","21822.0908607864"
"SITE_1157","Unknown","Unknown",NA,"Unknown",NA,"Unknown","975","8","7800"
"SITE_1158","Frame","Wood",NA,"Other","Garage and basement on slab","2.5","2688","9.99015969864735","26853.5492699641"
"SITE_1159","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1500","8.23379562572422","12350.6934385863"
"SITE_116","Frame","Wood",NA,">90% Crawlspace",NA,"1","980","7.30703478089998","7160.89408528198"
"SITE_1160","Frame","Wood",NA,">90% Crawlspace",NA,"2","1220","9.77871358218291","11930.0305702632"
"SITE_1161","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","3716","9.61026260484194","35711.7358395926"
"SITE_1162","Frame","Wood",NA,"Other","Mixed crawl space,  unconditioned basement,  and slab","1.5","1400","8.53500145276795","11949.0020338751"
"SITE_1163","Frame","Wood",NA,"Other","10% unfinished basement; 90% crawlspace","1.5","1768","8","14144"
"SITE_1164","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3666","7.9802318096646","29255.5298142304"
"SITE_1165","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2600","7.65162231815865","19894.2180272125"
"SITE_1166","Frame","Wood",NA,">90% Crawlspace",NA,"1","1340","8","10720"
"SITE_1167","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1064","7.85959925442684","8362.61360671016"
"SITE_1168","Frame","Other","Log cabin",">90% Conditioned Basement",NA,"2","2000","10.1590409320628","20318.0818641256"
"SITE_1169","Rigid frame (concrete or steel)","Concrete",NA,">90% Conditioned Basement",NA,"1","1568","7.90145269663457","12389.477828323"
"SITE_117","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","8","12000"
"SITE_1170","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2100","9.19997242792775","19319.9420986483"
"SITE_1171","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2400","8.19763700433391","19674.3288104014"
"SITE_1172","Frame","Wood",NA,">90% Slab",NA,"2","1871","10.895541427185","20385.5580102631"
"SITE_1173","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","1800","11.2351590805298","20223.2863449536"
"SITE_1174","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1600","7.84975924886867","12559.6147981899"
"SITE_1175","Frame","Wood",NA,">90% Crawlspace",NA,"1","2550","9.30846948236724","23736.5971800364"
"SITE_1176","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1200","7.72714776395526","9272.57731674631"
"SITE_1177","Frame","Wood",NA,">90% Slab",NA,"1.5","1872","8.12978852178866","15218.9641127884"
"SITE_1178","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3160","8","25280"
"SITE_1179","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","3000","7.45323254304136","22359.6976291241"
"SITE_118","Frame over concrete slab","Wood",NA,">90% Slab",NA,"2","1300","9.53234485232572","12392.0483080234"
"SITE_1180","Frame","Wood",NA,">90% Crawlspace",NA,"1","1100","7.67286610533267","8440.15271586594"
"SITE_1181","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","4100","9.86353327202157","40440.4864152885"
"SITE_1182","Frame","Wood",NA,">90% Crawlspace",NA,"2","2200","9.29293126913916","20444.4487921062"
"SITE_1183","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","8","12000"
"SITE_1184","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.88579091598158","9462.94909917789"
"SITE_1185","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2265","7.82026111182244","17712.8914182778"
"SITE_1186","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2200","8.16953359914788","17972.9739181253"
"SITE_1187","Frame","Wood",NA,">90% Crawlspace",NA,"2","1600","9.2803329658487","14848.5327453579"
"SITE_1188","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","7.96215993969712","11943.2399095457"
"SITE_1189","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.85076795974314","9420.92155169176"
"SITE_119","Frame","Wood",NA,"Other","Mixed basement and garage","1","2100","7.8271082966783","16436.9274230244"
"SITE_1190","Frame","Wood",NA,">90% Slab",NA,"3+","2400","8.39625710269998","20151.01704648"
"SITE_1191","Frame","Wood",NA,">90% Crawlspace",NA,"1","1250","8","10000"
"SITE_1192","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2000","7.39151265056222","14783.0253011244"
"SITE_1193","Frame","Wood",NA,">90% Crawlspace",NA,"1","1600","7.5","12000"
"SITE_1194","Frame","Wood",NA,">90% Crawlspace",NA,"2","1400","8","11200"
"SITE_1195","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3572","8.51618035066017","30419.7962125581"
"SITE_1196","Frame","Wood",NA,">90% Slab",NA,"1","992","7.96290304585518","7899.19982148834"
"SITE_1197","Frame","Wood",NA,">90% Crawlspace",NA,"1","1568","8.1965335603501","12852.164622629"
"SITE_1198","Frame","Other","Logs",">90% Conditioned Basement",NA,"2","2900","8.84076410925199","25638.2159168308"
"SITE_1199","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2300","7.66472461844725","17628.8666224287"
"SITE_12","Frame","Wood",NA,">90% Crawlspace",NA,"2","3180","8.72776375686959","27754.2887468453"
"SITE_120","Frame","Wood",NA,">90% Crawlspace",NA,"2","775","7.5","5812.5"
"SITE_1200","Frame","Wood",NA,">90% Crawlspace",NA,"2","2500","8.3976030304728","20994.007576182"
"SITE_1201","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1792","7.67605524632243","13755.4910014098"
"SITE_1202","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3015","8.19831986006032","24717.9343780819"
"SITE_1203","Unknown","Wood",NA,">90% Crawlspace",NA,"1.5","1156","10.1884781139091","11777.8806996789"
"SITE_1204","Frame","Wood",NA,">90% Crawlspace",NA,"1","750","7.0909980005216","5318.2485003912"
"SITE_1205","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2532","7.46445740438722","18900.0061479084"
"SITE_1206","Unknown","Unknown",NA,"Unknown",NA,"Unknown","2270","9.21786690975388","20924.5578851413"
"SITE_1207","Frame","Wood",NA,">90% Slab",NA,"3+","1796","8.53609230011849","15330.8217710128"
"SITE_1208","Frame","Wood",NA,">90% Crawlspace",NA,"1","2150","8","17200"
"SITE_1209","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","3000","7.67492270153479","23024.7681046044"
"SITE_121","Frame","Wood",NA,">90% Crawlspace",NA,"1","1435","8","11480"
"SITE_1210","Frame","Wood",NA,">90% Crawlspace",NA,"2","2354","11.1020549589714","26134.2373734188"
"SITE_1211","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","9.47136312175302","17048.4536191554"
"SITE_1212","Frame","Wood",NA,">90% Crawlspace",NA,"1","2225","9.35647451315075","20818.1557917604"
"SITE_1213","Frame","Wood",NA,">90% Crawlspace",NA,"2","2600","7.5","19500"
"SITE_1214","Frame","Wood",NA,">90% Crawlspace",NA,"1","800","8","6400"
"SITE_1215","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2800","8.33499953174752","23337.9986888931"
"SITE_1216","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","4500","9.53831956192246","42922.4380286511"
"SITE_1217","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1.5","1769","7.37287500098462","13042.6158767418"
"SITE_1218","Frame","Wood",NA,">90% Crawlspace",NA,"2","2092","11.1050385228931","23231.7405898924"
