"SiteID","Floor_Type","Floor_Area","Is_Space_Conditioned","Floor_Area_Is_Estimated","Perimeter","Perimeter_Is_Estimated","Type_of_Area_Below","Area_Below_Heated","Framing_Type","Framing_Size","Framing_Spacing","Framing_Spacing_Other","Crawlspace_Vents_Present","Crawlspace_Vents_Blocked","Basement_Percent_Below_Grade","Central_Heating_Equipment_in_Basement","Ducting_in_Basement","Slab_Heated","Slab_Insulated","Slab_Insulation_Position","Slab_Insulation_Type","Slab_Insulation_Thickness","Slab_Insulation_Condition","Slab_Insulation_Source","Slab_Insulation_Source_Other","Floor_Insulated","Floor_Insulation_Type","Floor_Insulation_Thickness","Floor_Insulation_Condition","Crawlspace_Walls_Insulated","Crawlspace_Wall_Insulation_Type","Crawlspace_Wall_Insulation_Condition","Crawlspace_Wall_Insulation_Thickness","Crawlspace_Wall_Insulation_Source","Crawlspace_Wall_Insulation_Source_Other","Crawlspace_Wall_Exteriors_Insulated","Crawlspace_Wall_Exterior_Insulation_Type","Crawlspace_Wall_Exterior_Insulation_Thickness","Crawlspace_Wall_Exterior_Insulation_Condition","Crawlspace_Wall_Exterior_Insulation_Source","Crawlspace_Wall_Exterior_Insulation_Source_Other","Basement_Floor_Above_Insulated","Basement_Floor_Above_Insulation_Type","Basement_Floor_Above_Insulation_Thickness","Basement_Floor_Above_Insulation_Condition","Floor_Above_Insulation_Source","Floor_Above_Insulation_Source_Other","Basement_Floor_Above_Insulation_Source","Basement_Floor_Above_Insulation_Source_Other","Floor_Insulation_U-Value","Floor_Insulation_R-Value","Floor_U-Value_for_Heat_Loss","Slab_F-Value_for_Heat_Loss","Floor_Heat_Loss_Rate_UA"
"SITE_880","Basement","1370","Yes","Measured or Known","162","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","74.52"
"SITE_881","Crawlspace","954","No","Estimated","123","Estimated",NA,NA,"Unknown","Unknown","Unknown",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_882","Basement","900","Yes","Estimated","130","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0","0.73","59.8"
"SITE_883","Slab","797",NA,"Measured or Known","121","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","88.33"
"SITE_883","Crawlspace","658","No","Measured or Known","106","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","24 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0487459383800359","30.69","0.0487459383800359",NA,"32.0748274540636"
"SITE_883","Floor over other - Frame","797",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_883","Floor over other - Frame","627",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_884","Basement","1400","Yes","Estimated","166","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"70","Yes","Insulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.222544266692187",NA,"0","0.73","87.98"
"SITE_885","Basement","1490","Yes","Measured or Known","168","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"0","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.320177066768749",NA,"0","0.73","99.12"
"SITE_886","Slab","1013",NA,"Estimated","128","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","93.44"
"SITE_886","Basement","1040","Yes","Measured or Known","142","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","65.32"
"SITE_887","Floor over other - Frame","420",NA,"Estimated",NA,NA,"Storage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_887","Basement","1200","Yes","Unknown","270","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","124.2"
"SITE_888","Basement","950","Yes","Estimated","195","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","89.7"
"SITE_889","Crawlspace","2160","No","Measured or Known","207","Unknown",NA,NA,"Post and Beam","2x6 or 4x6","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_89","Crawlspace","1290","No","Measured or Known","172","Measured or Known",NA,NA,NA,"2x8 or 4x8","Other","60 inches","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR Camera",NA,NA,NA,"0.0545769273487783","17.05","0.0545769273487783",NA,"70.404236279924"
"SITE_890","Floor over other - Frame","490",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_890","Basement","1100","Yes","Measured or Known","149","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"30","Yes","Uninsulated","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.62632296781233",NA,"0","0.73","87.91"
"SITE_890","Crawlspace","235","Yes","Measured or Known","77","Measured or Known",NA,NA,"Joist","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Mineral wool batts","0.9","4","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0771604938271605","12.96","0.0771604938271605",NA,"18.1327160493827"
"SITE_891","Basement","1028","Yes","Measured or Known","128.5","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0626222737206204",NA,"0","0.73","59.11"
"SITE_892","Floor over other - Frame","476",NA,"Measured or Known",NA,NA,"Garage","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_892","Basement","810","Yes","Measured or Known","115","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,"0.21603541335375",NA,"0","0.73","60.95"
"SITE_893","Slab","1250",NA,"Estimated","156","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","113.88"
"SITE_894","Basement","Unknown","No",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9",NA,NA,"Visual inspection",NA,"0.0543065059194091","18.414","Unknown","0.73","Unknown"
"SITE_895","Basement","900","Yes","Measured or Known","122","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0585614386748227",NA,"0","0.73","56.12"
"SITE_896","Crawlspace","565.4","No","Measured or Known","106","Measured or Known",NA,NA,"Post and Beam","2x6 or 4x6","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5.5","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0506209474951379","18.755","0.0506209474951379",NA,"28.621083713751"
"SITE_896","Basement","950","Yes","Measured or Known","126","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","Yes","No","Yes","Yes","Complete","Extruded polystyrene foam board (pink or blue)","2",NA,"Other","Homeowner knowledge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5.5","1",NA,NA,"Visual inspection",NA,"0.0533191149026926","18.755","0","0.36","66.78"
"SITE_897","Slab","533",NA,"Measured or Known","92","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Complete","Unknown",NA,NA,"Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.36","33.12"
"SITE_897","Basement","1823","Yes","Measured or Known","199","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"40","Yes","Insulated","No","Yes","Complete","Unknown",NA,NA,"Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5.5","0.9",NA,NA,"Visual inspection",NA,"0.0592434610029918","16.8795","0","0.36","105.47"
"SITE_898","Basement","918","Yes","Measured or Known","120","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"80","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.293843971631206",NA,"0","0.73","55.2"
"SITE_898","Crawlspace","300","No","Estimated","76","Estimated",NA,NA,"Joist","2x8 or 4x8","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Homeowner discussion from being in there recently. Crawlspace not accessible during visit",NA,NA,"0.0543065059194091","18.414","0.0572706364137587",NA,"17.1811909241276"
"SITE_899","Slab","1080",NA,"Unknown","133","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","97.09"
"SITE_9","Slab","660",NA,"Measured or Known","104","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","75.92"
"SITE_90","Crawlspace","455","No","Measured or Known","87","Unknown",NA,NA,"Post and Beam","2x8 or 4x8","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_900","Crawlspace","1408","No","Measured or Known","152","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","10","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0307134988497675","34.1","0.0307134988497675",NA,"43.2446063804726"
"SITE_900","Slab","576",NA,"Measured or Known","96","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","70.08"
"SITE_901","Basement","564","Yes","Measured or Known","95","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","No","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","43.7"
"SITE_901","Crawlspace","511","No","Measured or Known","90.5","Measured or Known",NA,NA,"Post and Beam","2x12 or 4x12","24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","16","1","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0183284457478006","54.56","0.0191888669213168",NA,"9.80551099679287"
"SITE_902","Crawlspace","1646","No","Measured or Known","162","Measured or Known",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_902","Slab","785",NA,"Measured or Known","112","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","81.76"
"SITE_903","Slab","285","No","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"Unknown"
"SITE_903","Cantilever","200",NA,"Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_903","Basement","1335","Yes","Measured or Known","175","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"75","No","No","No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.203017706676875",NA,"0","0.73","80.5"
"SITE_904","Slab","468",NA,"Measured or Known","94.5","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","68.985"
"SITE_904","Basement","1872","Yes","Measured or Known","162","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"60","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","85.86"
"SITE_905","Basement","2001","Yes","Unknown","186","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Insulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","85.56"
"SITE_906","Basement","547","Yes","Measured or Known","80","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"95","Yes","Uninsulated","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","36.8"
"SITE_907","Crawlspace","1050","No","Unknown","140","Unknown",NA,NA,"Post and Beam","2x8 or 4x8","16 inches on center",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8","0.9","Yes","Fiberglass batts","0.9","5.5","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0546980683920504","24.552","0.0546980683920504",NA,"57.4329718116529"
"SITE_908","Slab","456",NA,"Measured or Known","86","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","62.78"
"SITE_908","Basement","510","Yes","Measured or Known","91","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","3.5","0.75",NA,NA,"Visual inspection",NA,"0.0615455506424852","8.95125","0","0.73","41.86"
"SITE_908","Basement","497","Yes","Measured or Known","90","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"50","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.0615455506424852",NA,"0","0.73","47.7"
"SITE_909","Slab","464",NA,"Measured or Known","95","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Unknown","Unknown",NA,NA,"Other","Unable to determine because below grade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA
"SITE_909","Floor over other - Frame","382",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_91","Floor over other - Frame","1014",NA,"Estimated",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_91","Basement","1014","Yes","Estimated","128","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"90","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.73","58.88"
"SITE_910","Crawlspace","1500","No","Estimated","220","Estimated",NA,NA,"Post and Beam","2x10 or 4x10","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.75","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.391006842619746","2.5575","0.391006842619746",NA,"586.510263929619"
"SITE_911","Slab","600",NA,"Measured or Known","98","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","71.54"
"SITE_911","Floor over other - Frame","98",NA,"Measured or Known",NA,NA,"Garage","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_911","Crawlspace","1820","No","Measured or Known","266","Measured or Known",NA,NA,"Joist","2x12 or 4x12","16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9","Yes","Extruded polystyrene foam board (pink or blue)","1","2","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visual inspection",NA,NA,NA,"0.0543065059194091","18.414","0.0446341032825328",NA,"81.2340679742098"
"SITE_912","Crawlspace","395","No","Measured or Known","90","Measured or Known",NA,NA,"Joist","2x10 or 4x10","16 inches on center",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Yes","Fiberglass batts","0.9","4","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0814597588791137","12.276","0.0814597588791137",NA,"32.1766047572499"
"SITE_912","Basement","525","Yes","Measured or Known","92","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"50","No",NA,"No","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"0.285022133346094",NA,"0","0.73","48.76"
"SITE_913","Slab","1461.3",NA,"Measured or Known","181","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0.73","132.13"
"SITE_913","Floor over other - Frame","993.3",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"SITE_914","Basement","250","No","Measured or Known","66","Measured or Known",NA,NA,NA,NA,NA,NA,NA,NA,"100","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","5","0.75",NA,NA,"Visual inspection",NA,"0.0782013685239492","12.7875","0.19272","0.73","48.18"
"SITE_915","Basement","1600","No","Estimated","180","Estimated",NA,NA,NA,NA,NA,NA,NA,NA,"90","No","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.082125","0.73","131.4"
"SITE_916","Basement","1024","Yes","Measured or Known","128","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"75","Yes","Uninsulated","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","6","0.9",NA,NA,"Visual inspection",NA,"0.319804964539007","18.414","0","0.73","58.88"
"SITE_917","Floor over other - Frame","742",NA,"Measured or Known",NA,NA,"Residential Occupancy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IR Camera",NA,NA,NA,NA,NA,"0",NA,NA
