"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_1875","ROOM_10398","APPL_157349","LCD – LED",NA,"LG",NA,"55LB5900-UV","2014","No","Primary","Flat","High Definition (720p)","55","Measured or Known","200","Estimated","Unknown","0","1","No","No","Kitchen"
"SITE_1875","ROOM_29970","APPL_109623","LCD – LED",NA,"Apex",NA,"LE32D5","Unknown","Yes","Secondary","Flat","Unknown","32","Measured or Known","70","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1877","ROOM_31669","APPL_117250","OLED",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Basement"
"SITE_1878","ROOM_26110","APPL_20947","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","All used about the same","Flat","FHD (1080p)","55","Measured or Known","185","Estimated","No","0","3","Yes","No","Family Room"
"SITE_188","ROOM_35204","APPL_124065","LCD – LED",NA,"TCL",NA,"65S435","Unknown","No","Primary","Flat","Unknown","65","Measured or Known","145","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_188","ROOM_33223","APPL_93512","LCD – LED",NA,"TCL",NA,"43S517","Unknown","No","Secondary","Flat","Unknown","43","Measured or Known","100","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_188","ROOM_20456","APPL_43876","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","52","Measured or Known","Unknown","Unknown","Unknown","0","1","No","No","Family Room"
"SITE_1880","ROOM_30190","APPL_32839","LCD – LED",NA,"Phillips",NA,"Unknown","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","No","No","Family Room"
"SITE_1880","ROOM_18896","APPL_48892","LCD – LED",NA,"TCL",NA,"50S435","Unknown","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","95","Measured or Known","Yes","Unknown","Unknown","No","No","Living Room"
"SITE_1880","ROOM_7860","APPL_134849","LCD – LED",NA,"TCL",NA,"Unknown","Unknown","No","All used about the same","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","Yes","Unknown","1","No","No","Bedroom"
"SITE_1880","ROOM_16521","APPL_92626","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","All used about the same","Flat","FHD (1080p)","50","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","No","No","Bedroom"
"SITE_1882","ROOM_22112","APPL_81889","LCD – LED",NA,"Samsung",NA,"UN40J5200AFXZA","2016","No","Primary","Flat","FHD (1080p)","40","Measured or Known","85","Measured or Known","No","1","0","No","No","Living Room"
"SITE_1884","ROOM_10539","APPL_55573","LCD – LED",NA,"Samsung",NA,"UN65RU8000","2019","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","170","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_1884","ROOM_7474","APPL_102402","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Secondary","Flat","FHD (1080p)","42","Estimated","100","Estimated","Yes","1","0","No","No","Bedroom"
"SITE_1885","ROOM_31193","APPL_36717","LCD – LED",NA,"Vizio",NA,"M55-D0","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","Yes","0","1","No","No","Living Room"
"SITE_1885","ROOM_35436","APPL_57139","LCD – LED",NA,"Phillips",NA,"43PFL5766 F7","Unknown","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1886","ROOM_1153","APPL_48615","LCD – LED",NA,"Spectre",NA,"F3TG53DA","Unknown","No","Primary","Flat","FHD (1080p)","32","Measured or Known","65","Measured or Known","No","0","1","No","No","Kitchen"
"SITE_1887","ROOM_24689","APPL_18887","LCD – LED",NA,"Proscan",NA,"PLDED5068A-S","2015","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","120","Unknown","No","Unknown","1","No","No","Basement"
"SITE_1887","ROOM_45965","APPL_69102","LCD – LED",NA,"Samsung",NA,"UN40J520DAFXZA","2016","No","Primary","Flat","FHD (1080p)","40","Unknown","36","Measured or Known","No","1","1","No","No","Family Room"
"SITE_1888","ROOM_4455","APPL_104417","Projector (Non-CRT)",NA,"Sanyo",NA,"PROXTRAX","Unknown","No","Primary","None (Projector)","FHD (1080p)",NA,NA,"Unknown","Unknown","No","1","2","No","No","Living Room"
"SITE_1888","ROOM_35701","APPL_28603","LCD – LED",NA,"Vizio",NA,"D40F-G9","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","115","Estimated","Yes","0","0","No","No","Bedroom"
"SITE_1889","ROOM_44405","APPL_84761","LCD – LED",NA,"Vizio",NA,"E65-C3","Unknown","Unknown","Primary","Flat","FHD (1080p)","60","Measured or Known","Unknown","Unknown","Yes","1","0","Yes","No","Living Room"
"SITE_1889","ROOM_9673","APPL_125537","Unknown",NA,"Panasonic",NA,"TC-L37U3","2012","No","Secondary","Flat","High Definition (720p)","36","Measured or Known","Unknown","Unknown","No","1","0","No","No","Family Room"
"SITE_189","ROOM_35298","APPL_174523","LCD – LED",NA,"Samsung",NA,"UN43NU7100F","2018","Yes","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","105","Measured or Known","Yes","0","0","Yes","No","Office"
"SITE_189","ROOM_46592","APPL_99727","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Secondary","Flat","UHD (4080p) – 4K","75","Measured or Known","140","Estimated","Yes","0","2","Yes","No","Living Room"
"SITE_189","ROOM_41762","APPL_135553","LCD – LED",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Used less","Flat","UHD (4080p) – 4K","55","Measured or Known","115","Estimated","Yes","0","0","Yes","No","Bedroom"
"SITE_189","ROOM_19930","APPL_8977","LCD – LED",NA,"Vizio",NA,"E600I-B3","Unknown","Yes","Secondary","Flat","UHD (4080p) – 4K","60","Measured or Known","120","Estimated","Yes","0","0","Yes","No","Bedroom"
"SITE_1890","ROOM_39540","APPL_50556","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","53","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1890","ROOM_37700","APPL_140081","LCD – LED",NA,"Samsung",NA,"PN50C450B1D","2011","No","Used less","Flat","FHD (1080p)","50","Measured or Known","290","Measured or Known","No","0","1","No","No","Kitchen"
"SITE_1891","ROOM_38946","APPL_31107","LCD – LED",NA,"Samsung",NA,"UN48J520DAF","2016","No","Secondary","Flat","FHD (1080p)","48","Measured or Known","105","Measured or Known","Yes","0","0","Yes","No","Bedroom"
"SITE_1891","ROOM_7591","APPL_129828","QLED",NA,"Samsung",NA,"QN75Q80TAF","2020","No","Primary","Flat","UHD (4080p) – 4K","75","Measured or Known","330","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1891","ROOM_4239","APPL_151683","OLED",NA,"LG",NA,"OLED65B7P-U","2018","No","All used about the same","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Outbuilding / Addition"
"SITE_1892","ROOM_28724","APPL_87041","LCD – LED",NA,"Vizio",NA,"V655-H9","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","145","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1892","ROOM_32714","APPL_24758","LCD – LED",NA,"Sharp",NA,"LC-50LE650U","Unknown","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","120","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1892","ROOM_24316","APPL_77552","LCD – LED",NA,"Other","onn","#100012589","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","48","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1892","ROOM_20128","APPL_42721","LCD – LED",NA,"Samsung",NA,"UN40J5200AF","Unknown","No","Used less","Flat","FHD (1080p)","40","Measured or Known","85","Measured or Known","Yes","0","0","No","No","Other"
"SITE_1893","ROOM_18842","APPL_130244","LCD – LED",NA,"Phillips",NA,"Unknown","Unknown","Yes","Secondary","Flat","Unknown","45","Measured or Known","Unknown","Unknown","Unknown","1","0","No","No","Garage"
"SITE_1893","ROOM_35554","APPL_30914","LCD – LED",NA,"HiSense",NA,"55R609565","2021","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","120","Measured or Known","Unknown","0","0","No","No","Living Room"
"SITE_1894","ROOM_43255","APPL_143418","LCD – Fluorescent",NA,"Samsung",NA,"LN40A650A1F","2008","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","230","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1894","ROOM_43255","APPL_60719","LCD – LED",NA,"Element",NA,"ELEFW328","Unknown","Yes","Primary","Flat","High Definition (720p)","32","Measured or Known","50","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1895","ROOM_30612","APPL_147580","LCD – LED",NA,"Vizio",NA,"E601I-A3E","Unknown","No","Secondary","Flat","High Definition (720p)","60","Measured or Known","80","Estimated","Yes","1","1","No","No","Family Room"
"SITE_1895","ROOM_38473","APPL_134015","LCD – LED",NA,"Vizio",NA,"VW32L HDTV40A","Unknown","Yes","Used less","Flat","High Definition (720p)","32","Measured or Known","75","Estimated","Yes","0","0","No","No","Other"
"SITE_1895","ROOM_7995","APPL_160717","LCD – LED",NA,"Samsung",NA,"UN55NU6900BXZA","2019","No","Primary","Flat","High Definition (720p)","55","Measured or Known","75","Estimated","Yes","0","1","No","No","Living Room"
"SITE_1896","ROOM_16682","APPL_59939","LCD – LED",NA,"Samsung",NA,"UN50NU6900FXZA","Unknown","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","125","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1896","ROOM_42560","APPL_13986","LCD – LED",NA,"Insignia",NA,"NS-39DF310NA21","2021","Unknown","Secondary","Flat","High Definition (720p)","40","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1896","ROOM_24617","APPL_103091","LCD – Fluorescent",NA,"Westinghouse",NA,"SK-32H640G","Unknown","Yes","Used less","Flat","High Definition (720p)","32","Measured or Known","163","Measured or Known","Unknown","1","0","No","No","Bedroom"
"SITE_1897","ROOM_24537","APPL_3652","LCD – LED",NA,"Vizio",NA,"M656-H4","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","200","Estimated","Yes","1","1","Yes","No","Living Room"
"SITE_1897","ROOM_40202","APPL_124112","LCD – LED",NA,"RCA",NA,"L32HD32D","2008","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","160","Measured or Known","No","0","0","Yes","No","Bedroom"
"SITE_1897","ROOM_44465","APPL_151571","LCD – LED",NA,"Magnavox",NA,"39MF412B/F7","2012","No","Secondary","Flat","High Definition (720p)","42","Measured or Known","153","Measured or Known","No","0","0","Yes","No","Bedroom"
"SITE_1898","ROOM_21082","APPL_59940","LCD – LED",NA,"RCA",NA,"RLDEDV4001-A-C","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","60","Measured or Known","No","0","0","No","No","Living Room"
"SITE_1898","ROOM_7475","APPL_50045","LCD – LED",NA,"Sanyo",NA,"FW32D08F","2018","No","Primary","Flat","FHD (1080p)","32","Measured or Known","50","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1898","ROOM_3024","APPL_61192","LCD – LED",NA,"Emerson",NA,"LF320EM4","2013","No","Used less","Flat","High Definition (720p)","32","Measured or Known","52","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1899","ROOM_3357","APPL_117284","Plasma",NA,"Panasonic",NA,"TC-P50ST30","2011","Unknown","Primary","Flat","High Definition (720p)","50","Measured or Known","Unknown","Measured or Known","No","0","1","Yes","No","Bedroom"
"SITE_1899","ROOM_22303","APPL_135877","Unknown",NA,"HiSense",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","Unknown","1","0","Yes","No","Bedroom"
"SITE_19","ROOM_46360","APPL_116476","LCD – LED",NA,"Westinghouse",NA,"Unknown","Unknown","Unknown","Used less","Flat","High Definition (720p)","32","Measured or Known","140","Estimated","No","0","0","No","No","Garage"
"SITE_19","ROOM_5529","APPL_155444","LCD – LED",NA,"TCL",NA,"32S325","2019","No","Used less","Flat","FHD (1080p)","32","Measured or Known","45","Measured or Known","Yes","0","0","No","No","Basement"
"SITE_19","ROOM_18298","APPL_78466","LCD – LED",NA,"Sony",NA,"KDL-32L4000","2008","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","165","Measured or Known","No","0","1","No","No","Living Room"
"SITE_19","ROOM_7418","APPL_12821","LCD – LED",NA,"LG",NA,"32LK450-UH","2012","Yes","Primary","Flat","FHD (1080p)","32","Measured or Known","75","Measured or Known","Unknown","1","0","No","No","Bedroom"
"SITE_190","ROOM_22811","APPL_88495","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","42","Estimated","Unknown","Unknown","Unknown","0","1","Yes","No","Living Room"
"SITE_190","ROOM_24452","APPL_147050","LCD – LED",NA,"Sony",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","60","Estimated","Unknown","Unknown","Unknown","0","1","No","No","Family Room"
"SITE_190","ROOM_3777","APPL_89694","LCD – LED",NA,"LG",NA,"55UK6500AUA","2018","No","Secondary","Flat","Unknown","55","Measured or Known","140","Measured or Known","No","0","1","Yes","No","Bedroom"
"SITE_1900","ROOM_21646","APPL_29858","LCD – LED",NA,"RCA",NA,"J43LV840","Unknown","No","Primary","Flat","High Definition (720p)","43","Measured or Known","85","Measured or Known","No","1","0","No","No","Living Room"
"SITE_1901","ROOM_29853","APPL_108596","LCD – LED",NA,"Vizio",NA,"E55U-D2","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Living Room"
"SITE_1901","ROOM_10546","APPL_76334","LCD – LED",NA,"Magnavox",NA,"32ME303V/7F","2013","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","Unknown","1","No","No","Bedroom"
"SITE_1901","ROOM_42429","APPL_18266","LCD – LED",NA,"Sony",NA,"BRAVIA","Unknown","Yes","All used about the same","Flat","High Definition (720p)","32","Unknown","Unknown","Unknown","No","Unknown","1","No","No","Bedroom"
"SITE_1902","ROOM_11654","APPL_50666","Unknown",NA,"LG",NA,"55UJ6540-UB","2017","No","Primary","Flat","Unknown","55","Measured or Known","Unknown","Unknown","Unknown","0","1","Yes","No","Living Room"
"SITE_1903","ROOM_17799","APPL_34267","LCD – LED",NA,"LG",NA,"43UN7880PUB","2020","No","Primary","Flat","UHD (4080p) – 4K","42","Measured or Known","95","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_1904","ROOM_1976","APPL_14973","LCD – LED",NA,"Vizio",NA,"D85-F1","2016","Yes","Primary","Flat","FHD (1080p)","65","Measured or Known","185","Estimated","Yes","0","0","No","No","Kitchen"
"SITE_1905","ROOM_7852","APPL_133514","Tube (CRT and internal or rear projector)",NA,"Zenith",NA,"A25B33W","Unknown","No","Secondary","Flat","Standard Definition","24","Measured or Known","113","Measured or Known","No","0","0","No","No","Kitchen"
"SITE_1905","ROOM_4094","APPL_57437","Plasma",NA,"Panasonic",NA,"TH-46PZ80U","2008","Yes","Primary","Flat","FHD (1080p)","46","Measured or Known","Unknown","Measured or Known","No","0","2","Yes","No","Basement"
"SITE_1906","ROOM_18334","APPL_164450","LCD – LED",NA,"Samsung",NA,"UN50TU700DF","2020","No","Primary","Flat","Unknown","50","Measured or Known","125","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_1907","ROOM_2187","APPL_71861","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","All used about the same","Flat","Unknown","55","Measured or Known","Unknown","Unknown","No","0","0","No","No","Kitchen"
"SITE_1907","ROOM_14453","APPL_25302","LCD – LED",NA,"LG",NA,"75NAN090UNA","2021","No","All used about the same","Flat","UHD (4080p) – 4K","65","Measured or Known","270","Measured or Known","Unknown","0","0","No","No","Living Room"
"SITE_1908","ROOM_11504","APPL_89217","LCD – LED",NA,"HiSense",NA,"40N4030FL","2019","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","70","Measured or Known","Yes","0","4","No","No","Basement"
"SITE_1908","ROOM_43903","APPL_1629","Unknown",NA,"Phillips",NA,"Unknown","Unknown","Unknown","Primary","Flat","High Definition (720p)","60","Estimated","Unknown","Unknown","No","Unknown","1","No","No","Living Room"
"SITE_1909","ROOM_18229","APPL_150177","LCD – LED",NA,"Vizio",NA,"#E55-E2","Unknown","No","Secondary","Flat","UHD (4080p) – 4K","55","Measured or Known","95.76","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1909","ROOM_3346","APPL_50169","LCD – LED",NA,"Samsung",NA,"UN55NU710DFXZA","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_191","ROOM_44114","APPL_94796","LCD – LED",NA,"Samsung",NA,"UN40EH5050F","2012","Yes","Primary","Flat","FHD (1080p)","40","Measured or Known","86","Measured or Known","No","0","1","No","No","Living Room"
"SITE_191","ROOM_38583","APPL_107571","LCD – LED",NA,"Samsung",NA,"UN40EH5050F","2012","Yes","Secondary","Flat","FHD (1080p)","40","Unknown","86","Measured or Known","No","0","1","No","No","Living Room"
"SITE_191","ROOM_4754","APPL_166932","LCD – LED",NA,"Samsung",NA,"LN32A540P2D","2008","No","Used less","Flat","High Definition (720p)","32","Measured or Known","180","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_1910","ROOM_3497","APPL_20632","LCD – LED",NA,"Insignia",NA,"NS-55D510NA19","Unknown","Unknown","Primary","Flat","High Definition (720p)","55","Measured or Known","100","Estimated","Unknown","1","0","No","No","Family Room"
"SITE_1910","ROOM_38910","APPL_1990","LCD – LED",NA,"Samsung",NA,"UN65J6200AF","2018","No","Secondary","Flat","UHD (4080p) – 4K","65","Measured or Known","65","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1911","ROOM_4961","APPL_133293","LCD – LED",NA,"RCA",NA,"Unknown","Unknown","No","Secondary","Curved","High Definition (720p)","27","Measured or Known","Unknown","Unknown","No","1","1","Yes","No","Bedroom"
"SITE_1911","ROOM_24562","APPL_40746","LCD – LED",NA,"Element",NA,"Unknown","Unknown","Unknown","Primary","Flat","High Definition (720p)","42","Measured or Known","Unknown","Unknown","No","1","1","Yes","No","Family Room"
"SITE_1912","ROOM_4708","APPL_151082","LCD – Fluorescent",NA,"Panasonic",NA,"TC-32LX44S","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","175","Estimated","No","1","Unknown","No","No","Bedroom"
"SITE_1912","ROOM_652","APPL_22454","LCD – Fluorescent",NA,"Sony",NA,"KDL-40SL130","Unknown","No","Used less","Flat","High Definition (720p)","40","Measured or Known","180","Measured or Known","No","Unknown","Unknown","No","No","Bedroom"
"SITE_1912","ROOM_15143","APPL_131145","LCD – LED",NA,"Vizio",NA,"#E65-E0","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","125","Estimated","Yes","1","1","No","No","Living Room"
"SITE_1914","ROOM_20570","APPL_43141","LCD – LED",NA,"Samsung",NA,"LN40C500","2010","No","Primary","Flat","FHD (1080p)","40","Measured or Known","190","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1915","ROOM_25958","APPL_23067","LCD – LED",NA,"Vizio",NA,"E601L-A3","Unknown","Unknown","Primary","Flat","FHD (1080p)","60","Measured or Known","90.8","Measured or Known","Unknown","0","1","Yes","No","Living Room"
"SITE_1915","ROOM_9113","APPL_115535","Unknown",NA,"Samsung",NA,"UN5OES6150F","Unknown","No","Secondary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","Unknown","0","0","Yes","No","Basement"
"SITE_1915","ROOM_44988","APPL_18319","LCD – LED",NA,"Samsung",NA,"UN50F6350AF","Unknown","No","Used less","Flat","FHD (1080p)","50","Measured or Known","62","Measured or Known","Unknown","0","0","Yes","No","Living Room"
"SITE_1918","ROOM_631","APPL_129673","LCD – Fluorescent",NA,"Other","Best Buy","43LF421U19","2019","Yes","Primary","Flat","FHD (1080p)","42","Measured or Known","40","Estimated","Yes","0","0","No","No","Living Room"
"SITE_1919","ROOM_7914","APPL_37159","LCD – LED",NA,"HiSense",NA,"50R7G5","2021","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","110","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_192","ROOM_46175","APPL_54995","LCD – LED",NA,"Sony",NA,"KDL-60EX701","Unknown","Yes","Secondary","Flat","FHD (1080p)","60","Measured or Known","150","Estimated","Unknown","1","0","No","No","Living Room"
"SITE_192","ROOM_1655","APPL_78409","LCD – LED",NA,"Samsung",NA,"UN32EH5300FXZA","Unknown","No","Used less","Flat","FHD (1080p)","32","Measured or Known","75","Estimated","No","1","0","No","No","Bedroom"
"SITE_192","ROOM_21755","APPL_71127","LCD – LED",NA,"Samsung",NA,"UN32EH5300FXZA","2013","No","Used less","Flat","FHD (1080p)","32","Measured or Known","69","Measured or Known","No","1","0","No","No","Garage"
"SITE_192","ROOM_35465","APPL_22584","Unknown",NA,"HiSense",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","42","Measured or Known","125","Estimated","Unknown","0","1","No","No","Bedroom"
"SITE_1920","ROOM_44007","APPL_112007","LCD – LED",NA,"LG",NA,"75UK6190PUB","2018","No","Primary","Flat","UHD (4080p) – 4K","75","Measured or Known","245","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_1920","ROOM_20472","APPL_9206","LCD – LED",NA,"Samsung",NA,"UN60KU6300F","2016","No","Primary","Flat","UHD (4080p) – 4K","60","Measured or Known","240","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_1921","ROOM_29400","APPL_55643","LCD – Fluorescent",NA,"RCA",NA,"46LA46RQ","2010","No","Primary","Flat","FHD (1080p)","46","Measured or Known","240","Measured or Known","No","1","1","No","No","Living Room"
