"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_859","ROOM_45244","APPL_56046","LCD – LED",NA,"Vizio",NA,"V435-G0","Unknown","No","Primary","Flat","Unknown","43","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_86","ROOM_2694","APPL_47231","LCD – Fluorescent",NA,"Sylvania",NA,"SRT2420P","2004","No","Secondary","Flat","Standard Definition","20","Measured or Known","75","Measured or Known","No","0","1","Yes","No","Bedroom"
"SITE_86","ROOM_24595","APPL_21980","QLED",NA,"Samsung",NA,"QN55Q65FNFXZA","2018","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","145","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_860","ROOM_23103","APPL_41978","LCD – LED",NA,"Haier",NA,"HL32R1","Unknown","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","90","Measured or Known","No","0","1","Yes","No","Bedroom"
"SITE_860","ROOM_19460","APPL_168732","LCD – LED",NA,"Vizio",NA,"E550I-B2","Unknown","Yes","Primary","Flat","FHD (1080p)","55","Measured or Known","155","Estimated","Yes","0","1","Yes","No","Living Room"
"SITE_861","ROOM_3387","APPL_120770","LCD – LED",NA,"Samsung",NA,"UN40H5500AF","Unknown","No","Primary","Flat","FHD (1080p)","40","Measured or Known","98","Measured or Known","Unknown","1","1","Yes","No","Living Room"
"SITE_862","ROOM_20267","APPL_134094","LCD – LED",NA,"Sharp",NA,"LC-55Q7530U","2018","No","Secondary","Flat","UHD (4080p) – 4K","55","Measured or Known","160","Measured or Known","Yes","0","3","No","No","Family Room"
"SITE_862","ROOM_41009","APPL_60671","LCD – LED",NA,"Sony",NA,"Unknown","Unknown","Yes","Primary","Flat","Unknown","48","Measured or Known","Unknown","Unknown","No","0","1","Yes","No","Living Room"
"SITE_864","ROOM_6645","APPL_24052","LCD – LED",NA,"Samsung",NA,"UN32EH4003V","2012","No","Used less","Flat","FHD (1080p)","32","Measured or Known","48","Measured or Known","No","0","Unknown","No","No","Bedroom"
"SITE_864","ROOM_20516","APPL_145799","LCD – LED",NA,"RCA",NA,"Unknown","Unknown","No","Used less","Flat","FHD (1080p)","40","Measured or Known","125","Estimated","No","Unknown","Unknown","No","No","Bedroom"
"SITE_864","ROOM_40174","APPL_81620","LCD – LED",NA,"Emerson",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","Unknown","Measured or Known","Yes","Unknown","Unknown","Yes","No","Bedroom"
"SITE_865","ROOM_8816","APPL_151635","LCD – Fluorescent",NA,"Toshiba",NA,"40FT1U","2010","No","Secondary","Flat","Unknown","40","Measured or Known","Unknown","Unknown","No","0","1","No","No","Office"
"SITE_865","ROOM_28870","APPL_13306","QLED",NA,"Samsung",NA,"QN65Q6DTAF","2010","No","Primary","Flat","Unknown","65","Measured or Known","155","Measured or Known","Yes","1","3","No","No","Living Room"
"SITE_865","ROOM_30370","APPL_135293","LCD – LED",NA,"Samsung",NA,"T24C550ND","Unknown","Yes","Secondary","Flat","Unknown","24","Measured or Known","Unknown","Unknown","Yes","0","1","No","No","Bedroom"
"SITE_866","ROOM_28624","APPL_72311","LCD – LED",NA,"Sony",NA,"KDL-40W4100","2007","Yes","Primary","Flat","FHD (1080p)","40","Measured or Known","230","Measured or Known","No","1","1","No","No","Living Room"
"SITE_866","ROOM_11747","APPL_1542","LCD – LED",NA,"Sony",NA,"KDL-48R510C","Unknown","Yes","Secondary","Flat","FHD (1080p)","48","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_867","ROOM_26913","APPL_122528","LCD – LED",NA,"Panasonic",NA,"TC-32LX20","2004","Yes","Primary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Bedroom"
"SITE_868","ROOM_34771","APPL_97012","LCD – LED",NA,"LG",NA,"49UM7300PUA","2019","No","Primary","Flat","Unknown","49","Measured or Known","Unknown","Unknown","Yes","1","1","No","No","Living Room"
"SITE_868","ROOM_21652","APPL_155939","LCD – LED",NA,"Samsung",NA,"UN32M530DAF","Unknown","No","Primary","Flat","Unknown","32","Measured or Known","66","Measured or Known","Yes","0","1","No","No","Bedroom"
"SITE_869","ROOM_8701","APPL_27765","LCD – LED",NA,"Sceptre",NA,"X409BV-FHD8HJ1L01","Unknown","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Measured or Known","No","1","Unknown","Yes","No","Family Room"
"SITE_869","ROOM_20469","APPL_167332","LCD – LED",NA,"LG",NA,"32LK330-UB","2011","No","Primary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_87","ROOM_16668","APPL_60947","OLED",NA,"Vizio",NA,"M43-C1","Unknown","No","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","58","Measured or Known","Yes","1","Unknown","No","No","Bedroom"
"SITE_870","ROOM_37484","APPL_31389","LCD – LED",NA,"Samsung",NA,"UN32EH5300F","Unknown","Yes","Primary","Flat","FHD (1080p)","32","Measured or Known","69","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_871","ROOM_16844","APPL_97745","LCD – LED",NA,"Vizio",NA,"M420KD","Unknown","Yes","Primary","Flat","Unknown","42","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Living Room"
"SITE_871","ROOM_39646","APPL_85684","LCD – LED",NA,"Samsung",NA,"T24D310NH","Unknown","No","Secondary","Flat","Unknown","24","Measured or Known","33","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_872","ROOM_10668","APPL_76936","LCD – LED",NA,"Sharp",NA,"LC-60LE650U","Unknown","Yes","Primary","Flat","Unknown","60","Measured or Known","85","Measured or Known","Yes","0","1","No","No","Bedroom"
"SITE_872","ROOM_20017","APPL_148238","LCD – LED",NA,"LG",NA,"42LB5800","2014","No","Primary","Flat","Unknown","42","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Living Room"
"SITE_874","ROOM_5277","APPL_65369","LCD – LED",NA,"Vizio",NA,"E600I-B3","Unknown","Yes","Primary","Flat","FHD (1080p)","60","Measured or Known","Unknown","Unknown","Yes","0","1","Yes","No","Living Room"
"SITE_875","ROOM_36224","APPL_120209","LCD – LED",NA,"TCL",NA,"40F83800","2016","No","Primary","Flat","FHD (1080p)","40","Measured or Known","80","Measured or Known","Yes","0","Unknown","No","No","Living Room"
"SITE_876","ROOM_29221","APPL_64648","LCD – LED",NA,"Samsung",NA,"UN55TU700DFXZA","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","100","Estimated","Yes","0","1","Yes","No","Family Room"
"SITE_877","ROOM_34189","APPL_119906","LCD – LED",NA,"Insignia",NA,"NS-32F202NA22","2022","No","Secondary","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Office"
"SITE_877","ROOM_27219","APPL_166959","LCD – LED",NA,"LG",NA,"65UM7300PUA","2019","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","195","Measured or Known","Unknown","0","1","Yes","No","Living Room"
"SITE_878","ROOM_34714","APPL_48515","LCD – LED",NA,"Toshiba",NA,"43LF421U19","Unknown","No","Secondary","Flat","FHD (1080p)","43","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_878","ROOM_40668","APPL_141716","LCD – LED",NA,"Sony",NA,"KD-43X720E","2017","No","Secondary","Flat","FHD (1080p)","43","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_878","ROOM_36619","APPL_110686","LCD – LED",NA,"Sony",NA,"KDL-52W4100","Unknown","No","Primary","Flat","FHD (1080p)","42","Estimated","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_879","ROOM_2125","APPL_146312","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","42","Estimated","Unknown","Unknown","Unknown","1","0","No","No","Bedroom"
"SITE_879","ROOM_5446","APPL_10538","LCD – LED",NA,"LG",NA,"Unknown","Unknown","No","Used less","Flat","Unknown","23","Measured or Known","Unknown","Unknown","No","1","0","No","No","Kitchen"
"SITE_879","ROOM_32421","APPL_52003","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","55","Measured or Known","Unknown","Unknown","Unknown","1","0","No","No","Family Room"
"SITE_88","ROOM_19064","APPL_74307","LCD – LED",NA,"Panasonic",NA,"TC-55AS530U","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","159","Measured or Known","No","0","0","No","No","Living Room"
"SITE_88","ROOM_33101","APPL_130348","LCD – LED",NA,"HiSense",NA,"#43R6E3","Unknown","No","Secondary","Flat","Unknown","43","Measured or Known","100","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_880","ROOM_10733","APPL_23636","Plasma",NA,"Sony",NA,"KDL-46XBR8","2008","No","Secondary","Flat","High Definition (720p)","46","Measured or Known","350","Measured or Known","No","1","2","Yes","No","Bedroom"
"SITE_880","ROOM_23893","APPL_76941","QLED",NA,"Sony",NA,"Unknown","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","185","Estimated","Yes","0","2","Yes","No","Living Room"
"SITE_881","ROOM_1210","APPL_65107","LCD – LED",NA,"Vizio",NA,"M58Q7-J01","Unknown","No","Primary","Flat","UHD (4080p) – 4K","58","Estimated","Unknown","Unknown","Yes","1","1","No","No","Living Room"
"SITE_882","ROOM_24825","APPL_164965","LCD – Fluorescent",NA,"LG",NA,"32LD350","Unknown","No","Secondary","Flat","Standard Definition","32","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Family Room"
"SITE_882","ROOM_10858","APPL_115473","LCD – Fluorescent",NA,"Toshiba",NA,"50L420U","Unknown","No","Primary","Flat","High Definition (720p)","50","Measured or Known","Unknown","Unknown","No","1","Unknown","No","No","Living Room"
"SITE_883","ROOM_5261","APPL_169957","LCD – LED",NA,"Vizio",NA,"E43U-D2","Unknown","No","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_884","ROOM_21757","APPL_22710","Projector (Non-CRT)",NA,"Epson",NA,"Unknown","Unknown","No","Primary","None (Projector)","Unknown",NA,NA,"Unknown","Unknown","No","1","0","No","No","Family Room"
"SITE_885","ROOM_36119","APPL_113746","LCD – LED",NA,"Insignia",NA,"NS-39E480A13","Unknown","No","Secondary","Flat","FHD (1080p)","38","Measured or Known","Unknown","Unknown","No","1","1","No","No","Family Room"
"SITE_885","ROOM_7250","APPL_71306","LCD – LED",NA,"Samsung",NA,"UN55TU700DF","2020","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","140","Measured or Known","Yes","1","0","Yes","No","Living Room"
"SITE_886","ROOM_35292","APPL_49950","LCD – LED",NA,"RCA",NA,"LED40G45RQD","2015","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","59","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_886","ROOM_12891","APPL_160958","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","UHD (4080p) – 4K","56","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Family Room"
"SITE_887","ROOM_3207","APPL_53800","LCD – LED",NA,"TCL",NA,"#505435","2020","Unknown","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","96","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_887","ROOM_2347","APPL_128226","LCD – LED",NA,"LG",NA,"42CS570-UD-AUSYLJR","2012","Unknown","Used less","Flat","FHD (1080p)","43","Measured or Known","80","Estimated","Unknown","0","1","No","No","Family Room"
"SITE_887","ROOM_32054","APPL_69331","LCD – LED",NA,"TCL",NA,"49S305","Unknown","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","75","Measured or Known","No","1","2","No","No","Bedroom"
"SITE_888","ROOM_33083","APPL_152110","LCD – LED",NA,"Vizio",NA,"E550VL","Unknown","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","80","Estimated","Yes","1","0","No","No","Living Room"
"SITE_888","ROOM_12387","APPL_103598","LCD – LED",NA,"Vizio",NA,"V655-H9","Unknown","Unknown","Primary","Flat","FHD (1080p)","55","Estimated","90","Estimated","Yes","0","1","No","No","Family Room"
"SITE_888","ROOM_22211","APPL_16638","LCD – LED",NA,"Vizio",NA,"E321VL","Unknown","No","Secondary","Flat","FHD (1080p)","32","Measured or Known","100","Estimated","Yes","0","1","No","No","Bedroom"
"SITE_889","ROOM_3312","APPL_155217","Unknown",NA,"Roku",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","40","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_889","ROOM_39868","APPL_168609","Unknown",NA,"LG",NA,"32PF500B","2015","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_889","ROOM_24489","APPL_110981","Unknown",NA,"Roku",NA,"#100012589","Unknown","Unknown","Used less","Flat","Unknown","32","Measured or Known","Unknown","Unknown","Yes","0","1","No","No","Living Room"
"SITE_889","ROOM_31964","APPL_173927","LCD – LED",NA,"Sanyo",NA,"Unknown","Unknown","Yes","Primary","Flat","UHD (4080p) – 4K","52","Measured or Known","Unknown","Unknown","Unknown","0","1","No","No","Bedroom"
"SITE_89","ROOM_21543","APPL_22731","LCD – Fluorescent",NA,"Insignia",NA,"NS-50L260A13","Unknown","No","Primary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_890","ROOM_27327","APPL_47253","LCD – LED",NA,"Vizio",NA,"D40F-G9","Unknown","No","Unknown","Flat","Unknown","43","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_890","ROOM_11935","APPL_76379","LCD – Fluorescent",NA,"Samsung",NA,"UN39FH5000FXZA","Unknown","No","Unknown","Flat","Unknown","39","Measured or Known","41","Measured or Known","No","1","0","No","No","Living Room"
"SITE_890","ROOM_2226","APPL_147953","LCD – Fluorescent",NA,"Vizio",NA,"E422AR","Unknown","No","Unknown","Flat","Unknown","42","Measured or Known","Unknown","Unknown","No","1","0","No","No","Family Room"
"SITE_891","ROOM_1844","APPL_101794","LCD – LED",NA,"Samsung",NA,"QN65Q6DTAF","2020","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","63","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_891","ROOM_19720","APPL_143512","LCD – LED",NA,"Samsung",NA,"LN46A540P2F S","Unknown","No","Secondary","Flat","FHD (1080p)","54","Measured or Known","240","Measured or Known","Yes","0","1","Yes","No","Bedroom"
"SITE_891","ROOM_40155","APPL_67066","LCD – LED",NA,"Samsung",NA,"UN46EH5300F","2014","No","All used about the same","Flat","FHD (1080p)","46","Measured or Known","99","Measured or Known","Yes","0","1","Yes","No","Bedroom"
"SITE_891","ROOM_23075","APPL_27222","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Secondary","Flat","Unknown","65","Measured or Known","225","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_891","ROOM_42491","APPL_80974","LCD – Fluorescent",NA,"Samsung",NA,"Unknown","Unknown","Unknown","All used about the same","Flat","Unknown","32","Measured or Known","100","Estimated","Unknown","0","1","Yes","No","Living Room"
"SITE_892","ROOM_3682","APPL_141589","LCD – LED",NA,"TCL",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","60","Estimated","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_892","ROOM_3682","APPL_73936","LCD – Fluorescent",NA,"Phillips",NA,"Unknown","Unknown","No","Secondary","Flat","Unknown","32","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_892","ROOM_27360","APPL_110439","LCD – Fluorescent",NA,"Sharp",NA,"LC-26AD22U S","2007","Yes","Used less","Flat","Unknown","26","Measured or Known","145","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_893","ROOM_25399","APPL_122573","LCD – LED",NA,"Sanyo",NA,"DP50843","2013","No","Primary","Flat","High Definition (720p)","50","Measured or Known","180","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_894","ROOM_14941","APPL_65063","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","42","Measured or Known","Unknown","Unknown","No","Unknown","1","No","No","Living Room"
"SITE_895","ROOM_46181","APPL_161737","LCD – LED",NA,"Vizio",NA,"V455-H1","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","150","Estimated","Yes","0","1","Yes","No","Living Room"
"SITE_896","ROOM_22626","APPL_50027","LCD – LED",NA,"Vizio",NA,"V405-09","Unknown","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","300","Measured or Known","No","1","1","Yes","No","Living Room"
"SITE_896","ROOM_7963","APPL_95843","LCD – LED",NA,"Vizio",NA,"E552VLE","Unknown","No","Primary","Flat","FHD (1080p)","62","Measured or Known","384","Measured or Known","No","3","0","Yes","No","Living Room"
"SITE_897","ROOM_20404","APPL_30236","LCD – Fluorescent",NA,"Magnavox",NA,"40MF401B/F7","2011","No","Used less","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","0","No","No","Family Room"
"SITE_897","ROOM_43084","APPL_26973","LCD – Fluorescent",NA,"Phillips",NA,"52PFL7422D/37","2007","No","Used less","Flat","FHD (1080p)","52","Measured or Known","310","Measured or Known","No","0","2","No","No","Family Room"
"SITE_897","ROOM_31131","APPL_29358","LCD – LED",NA,"TCL",NA,"32S305","Unknown","No","Primary","Flat","FHD (1080p)","32","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_897","ROOM_40648","APPL_64629","LCD – LED",NA,"Samsung",NA,"UN50TU700DF","2021","Yes","Used less","Flat","UHD (4080p) – 4K","50","Measured or Known","125","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_897","ROOM_2971","APPL_113474","LCD – LED",NA,"LG",NA,"75NANO91ANA","2020","No","Primary","Flat","UHD (4080p) – 4K","75","Measured or Known","270","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_898","ROOM_19061","APPL_167670","LCD – Fluorescent",NA,"Samsung",NA,"UN46H6201AF","Unknown","No","Secondary","Flat","FHD (1080p)","46","Measured or Known","107","Measured or Known","Yes","0","2","No","No","Living Room"
"SITE_898","ROOM_43517","APPL_48234","LCD – Fluorescent",NA,"Sony",NA,"KDL-37L4000","2008","Yes","Primary","Flat","High Definition (720p)","37","Measured or Known","190","Measured or Known","No","0","1","No","No","Living Room"
"SITE_899","ROOM_21716","APPL_54888","LCD – LED",NA,"Samsung",NA,"QN49Q6FAMFXZA","2017","No","Primary","Flat","FHD (1080p)","50","Measured or Known","59","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_9","ROOM_1929","APPL_140184","OLED",NA,"LG",NA,"#50","2018","Yes","Primary","Flat","UHD (4080p) – 4K","60","Measured or Known","140","Estimated","Yes","1","0","No","No","Bedroom"
"SITE_9","ROOM_13200","APPL_110739","LCD – LED",NA,"Sony",NA,"KDL-40HX800","2010","Yes","Secondary","Flat","FHD (1080p)","40","Measured or Known","132","Measured or Known","Unknown","1","0","No","No","Bedroom"
"SITE_9","ROOM_17905","APPL_87671","LCD – LED",NA,"Samsung",NA,"UN37EH5000FXZA","2012","Yes","Secondary","Flat","FHD (1080p)","46","Measured or Known","36","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_90","ROOM_46166","APPL_83515","LCD – LED",NA,"LG",NA,"47LM6700-UA","2012","No","Primary","Flat","FHD (1080p)","47","Measured or Known","165","Estimated","No","1","0","No","No","Living Room"
"SITE_900","ROOM_9061","APPL_135614","LCD – Fluorescent",NA,"LG",NA,"42LB5D","2008","No","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Living Room"
"SITE_900","ROOM_20495","APPL_87288","LCD – LED",NA,"Insignia",NA,"NS-24DF310NA21","2020","No","Secondary","Flat","FHD (1080p)","24","Measured or Known","Unknown","Unknown","Yes","0","0","Yes","No","Bedroom"
"SITE_901","ROOM_20910","APPL_153856","LCD – LED",NA,"Samsung",NA,"UN65TU7000F","2021","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","190","Measured or Known","Yes","1","Unknown","No","No","Living Room"
"SITE_901","ROOM_9768","APPL_90973","LCD – LED",NA,"Vizio",NA,"E55-F1","Unknown","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","175","Estimated","Yes","0","4","No","No","Bedroom"
"SITE_902","ROOM_22466","APPL_125023","LCD – Fluorescent",NA,"Sony",NA,"#KDL-40VE5","2009","Yes","Primary","Flat","High Definition (720p)","40","Measured or Known","140","Measured or Known","Unknown","0","0","No","No","Family Room"
"SITE_903","ROOM_16812","APPL_124912","LCD – LED",NA,"Sony",NA,"KDL-40EX640","Unknown","Yes","Primary","Flat","Unknown","40","Measured or Known","Unknown","Unknown","No","1","3","No","No","Family Room"
"SITE_904","ROOM_43678","APPL_57704","LCD – LED",NA,"Vizio",NA,"E370VL","Unknown","No","Primary","Flat","FHD (1080p)","37","Measured or Known","140","Estimated","No","0","1","No","No","Living Room"
"SITE_905","ROOM_11774","APPL_125612","LCD – LED",NA,"Dynex",NA,"DX-26L 150A11","2010","Yes","Primary","Flat","High Definition (720p)","26","Measured or Known","85","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_905","ROOM_35822","APPL_69570","LCD – LED",NA,"Vizio",NA,"M65Q6-J09","Unknown","Unknown","Used less","Flat","FHD (1080p)","65","Measured or Known","100","Estimated","Yes","0","0","No","No","Living Room"
"SITE_905","ROOM_14178","APPL_66918","Plasma",NA,"Panasonic",NA,"TC-P50VT25","Unknown","Yes","Secondary","Flat","Standard Definition","50","Measured or Known","Unknown","Measured or Known","Unknown","1","0","No","No","Living Room"
"SITE_906","ROOM_12478","APPL_125693","LCD – LED",NA,"Samsung",NA,"T278350ND","2013","No","Primary","Flat","High Definition (720p)","27","Measured or Known","55","Measured or Known","No","1","1","Yes","No","Living Room"
"SITE_907","ROOM_40106","APPL_102353","LCD – LED",NA,"Magnavox",NA,"50MF412B/F7","2012","No","Primary","Flat","FHD (1080p)","50","Measured or Known","250","Estimated","Unknown","0","1","Yes","No","Family Room"
"SITE_907","ROOM_2863","APPL_100719","Unknown",NA,"Sanyo",NA,"Unknown","Unknown","No","Secondary","Curved","Standard Definition","Unknown","Measured or Known","100","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_907","ROOM_41293","APPL_39356","Tube (CRT and internal or rear projector)",NA,"Zenith",NA,"TVBR1342Z","2000","No","Used less","Flat","Standard Definition","Unknown","Measured or Known","70","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_908","ROOM_2113","APPL_103472","LCD – LED",NA,"Sansui",NA,"SLED1949","2012","No","Secondary","Flat","High Definition (720p)","19","Measured or Known","25","Measured or Known","No","1","0","No","No","Office"
"SITE_908","ROOM_9377","APPL_151738","LCD – LED",NA,"Element",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","40","Measured or Known","Unknown","Unknown","No","1","3","No","No","Family Room"
"SITE_909","ROOM_11682","APPL_25002","LCD – LED",NA,"TCL",NA,"65R635","2021","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","0","1","Yes","No","Living Room"
"SITE_909","ROOM_33693","APPL_133067","LCD – LED",NA,"Vizio",NA,"D40F-G9","Unknown","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Bedroom"
"SITE_91","ROOM_34165","APPL_23799","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","55","Measured or Known","Unknown","Unknown","Unknown","0","2","No","No","Family Room"
"SITE_91","ROOM_30575","APPL_9916","LCD – LED",NA,"Vizio",NA,"M422I-B1","Unknown","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_910","ROOM_4734","APPL_162858","LCD – LED",NA,"Samsung",NA,"UN55ES6150F","Unknown","Yes","Primary","Flat","FHD (1080p)","55","Measured or Known","153","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_911","ROOM_31623","APPL_130002","LCD – LED",NA,"TCL",NA,"55C803TERA","2017","No","Primary","Flat","Unknown","55","Measured or Known","Unknown","Unknown","Yes","0","3","No","No","Bedroom"
"SITE_911","ROOM_6196","APPL_136537","LCD – LED",NA,"Sony",NA,"KDL-V40XBR1","Unknown","No","Primary","Flat","Unknown","40","Measured or Known","240","Measured or Known","Yes","0","1","Yes","No","Family Room"
"SITE_912","ROOM_27538","APPL_48993","Unknown",NA,"Insignia",NA,"NS-43DF710NA21","2021","No","Primary","Flat","Unknown","43","Measured or Known","Unknown","Unknown","No","0","1","No","No","Family Room"
"SITE_913","ROOM_20092","APPL_171446","LCD – LED",NA,"Samsung",NA,"UN55TU700DF","2021","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","60","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_914","ROOM_39570","APPL_155179","LCD – Fluorescent",NA,"Samsung",NA,"T28D310NH","Unknown","No","Primary","Flat","High Definition (720p)","28","Measured or Known","50","Measured or Known","No","1","2","No","No","Family Room"
"SITE_915","ROOM_31619","APPL_143297","LCD – LED",NA,"Nexus",NA,"Unknown","2007","Unknown","Secondary","Flat","FHD (1080p)","47","Estimated","80","Estimated","Unknown","0","0","No","No","Bedroom"
"SITE_915","ROOM_31619","APPL_144890","LCD – LED",NA,"Polaroid",NA,"TLA-04011C","2007","No","Used less","Flat","High Definition (720p)","45","Measured or Known","300","Estimated","Unknown","0","0","Yes","No","Bedroom"
"SITE_915","ROOM_43572","APPL_12578","Plasma",NA,"Panasonic",NA,"Unknown","Unknown","Yes","Secondary","Flat","Unknown","58","Measured or Known","300","Estimated","Unknown","0","Unknown","No","No","Family Room"
"SITE_915","ROOM_7985","APPL_95342","Plasma",NA,"Samsung",NA,"PN50C-450B1D","Unknown","No","Used less","Flat","Unknown","52","Measured or Known","290","Measured or Known","No","0","0","No","No","Basement"
"SITE_915","ROOM_32931","APPL_16872","Unknown",NA,"Samsung",NA,"UN65KU6500F","2016","No","Primary","Curved","Unknown","62","Measured or Known","Unknown","Estimated","Unknown","Unknown","0","No","No","Bedroom"
"SITE_916","ROOM_13319","APPL_8369","Plasma",NA,"LG",NA,"60PC1DC","2008","No","Primary","Flat","Standard Definition","60","Measured or Known","Unknown","Unknown","No","Unknown","1","No","No","Living Room"
"SITE_916","ROOM_27464","APPL_40814","LCD – Fluorescent",NA,"Roku",NA,"#100021258","2020","No","Secondary","Flat","Unknown","50","Measured or Known","105","Measured or Known","Yes","0","Unknown","No","No","Living Room"
"SITE_916","ROOM_1097","APPL_151514","LCD – LED",NA,"Roku",NA,"#100018254","Unknown","No","Used less","Flat","High Definition (720p)","40","Measured or Known","68","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_917","ROOM_8587","APPL_174516","LCD – LED",NA,"Insignia",NA,"NS-43DF710NA21","2020","No","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
