"SiteID","Performed_Conservation_Measures_on_Their_Own_in_Last_2_Years","Participated_in_Utility_Conservation_Program_in_Last_2_Years","Received_Tax_Credit_for_Conservation","Federal_Tax_Credit","State_Tax_Credit","Other_Tax_Credit","Conservation_Air_Sealing","Conservation_Energy_Audit","Conservation_Cooling_Equipment","Conservation_Door_Replacement","Conservation_Heating_Equipment","Conservation_Lighting","Conservation_Major_Appliance","Conservation_Major_Appliance_Type","Conservation_Replacement_Windows","Conservation_Showerhead","Conservation_Water_Heating","Conservation_Weatherization","Conservation_Ceiling_Insulation","Conservation_Duct_Insulation","Conservation_Duct_Sealing","Conservation_Floor_Insulation","Conservation_Wall_Insulation"
"SITE_749","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher","Yes","No","No","No","No","No","No","No","No"
"SITE_75","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_750","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_751","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_752","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_753","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Clothes Washer, Dryer","No","No","No","No","No","No","No","No","No"
"SITE_754","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_755","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_756","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_757","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_758","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_759","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_76","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_760","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer","Yes","No","No","No","No","No","No","No","No"
"SITE_761","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_762","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","Yes"
"SITE_763","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dryer, Clothes Washer","No","No","No","No","No","No","No","No","No"
"SITE_764","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_765","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Stove / Oven, Refrigerator / Freezer, Dishwasher, Clothes Washer, Dryer","Yes","Yes","No","No","No","No","No","No","No"
"SITE_766","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_767","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_768","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_769","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_77","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_770","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_771","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_772","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","Yes","Yes"
"SITE_773","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_774","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_775","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_776","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_777","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Refrigerator / Freezer","Yes","No","Yes","No","No","No","No","No","No"
"SITE_778","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_779","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_78","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_780","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_781","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Stove / Oven, Refrigerator / Freezer, Dishwasher, Clothes Washer, Dryer","No","No","Yes","No","No","No","No","No","No"
"SITE_782","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_783","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_784","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_785","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_786","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_787","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_788","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Stove / Oven","No","No","Yes","No","No","No","No","No","No"
"SITE_789","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_79","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_790","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_791","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_792","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","Yes","No","No","No","No"
"SITE_793","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","Yes","Yes","Clothes Washer, Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_794","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_795","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven, Clothes Washer","Yes","No","No","No","No","No","No","No","No"
"SITE_796","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_797","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_798","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_799","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_8","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","Yes","No","No","No","No","No","No","Yes"
"SITE_80","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","Yes","No","No","No","Yes"
"SITE_800","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_801","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_802","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_803","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_804","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Stove / Oven, Refrigerator / Freezer, Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_805","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_806","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_807","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Refrigerator / Freezer, Dishwasher","No","No","Yes","No","No","No","No","No","No"
"SITE_808","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven","No","No","No","No","Yes","No","No","No","No"
"SITE_809","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_81","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_810","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_811","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_812","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_813","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_814","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Clothes Washer","No","No","Yes","No","No","No","No","No","No"
"SITE_815","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_816","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_817","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_818","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_819","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_82","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_820","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_821","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_822","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_823","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_824","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_825","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven","No","No","No","No","No","No","No","No","No"
"SITE_826","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_827","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,"No","Yes","No","No","No","No","No","No","No"
"SITE_828","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_829","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer, Dishwasher, Clothes Washer, Dryer, Stove / Oven","No","No","No","No","No","No","No","No","No"
"SITE_83","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_830","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_831","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_832","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_833","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_834","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_835","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_836","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Refrigerator / Freezer","No","No","Yes","No","No","No","No","No","No"
"SITE_837","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_838","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Stove / Oven, Refrigerator / Freezer, Dryer","No","No","No","No","No","No","No","No","Yes"
"SITE_839","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Refrigerator / Freezer, Dishwasher, Dryer","Yes","No","No","No","No","No","No","No","No"
"SITE_84","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_840","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_841","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_842","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_843","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_844","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_845","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No",NA,"Yes","No","No","No","No","No","No","Yes","No"
"SITE_846","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_847","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_848","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_849","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_85","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_850","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_851","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_852","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_853","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer, Dishwasher, Stove / Oven","No","No","No","No","No","No","No","No","No"
"SITE_854","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_855","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_856","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_857","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_858","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_859","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_86","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_860","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_861","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_862","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_863","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_864","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_865","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_866","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_867","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_868","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_869","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_87","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_870","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_871","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_872","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher","No","No","No","No","No","No","No","No","No"
"SITE_873","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_874","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_875","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_876","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_877","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_878","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_879","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Refrigerator / Freezer","No","No","No","No","No","No","No","No","No"
"SITE_88","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_880","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_881","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_882","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","Yes","No","No","No",NA,"No","No","No","No","No","No","No","No","Yes"
"SITE_883","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_884","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Refrigerator / Freezer, Clothes Washer, Dryer, Stove / Oven","Yes","No","No","No","No","No","No","No","No"
"SITE_885","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_886","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_887","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_888","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_889","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_89","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","No","No","No","No","No",NA,"No","No","No","No","Yes","No","No","Yes","No"
"SITE_890","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_891","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_892","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_893","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_894","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_895","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Dishwasher, Refrigerator / Freezer, Stove / Oven, Clothes Washer, Dryer","No","No","No","No","No","No","No","No","No"
"SITE_896","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_897","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_898","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_899","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_9","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Clothes Washer, Dishwasher, Refrigerator / Freezer, Dryer, TV","Yes","No","Yes","No","No","No","No","No","Yes"
"SITE_90","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_900","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_901","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_902","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","Yes","No","No","No","No"
"SITE_903","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Clothes Washer","No","No","No","No","No","No","No","No","Yes"
"SITE_904","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_905","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_906","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_907","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_908","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_909","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_91","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_910","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_911","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Stove / Oven","No","No","No","No","No","No","No","No","No"
"SITE_912","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"No","No","Yes","No","No","No","No","No","No"
"SITE_913","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_914","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SITE_915","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No",NA,"No","No","No","No","No","No","No","No","No"
"SITE_916","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No",NA,"Yes","No","No","No","No","No","No","No","No"
"SITE_917","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
