"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_829","ROOM_41454","APPL_105742","Laptop","Unknown",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","13","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","Unknown","Unknown"
"SITE_829","ROOM_37576","APPL_147487","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","Unknown","Unknown","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Unknown","0","Unknown","Unknown","No","No","Unknown","Living Room","4","No"
"SITE_829","ROOM_37576","APPL_815","Laptop","Apple",NA,"Unknown","IPAD","No","No","Yes","Yes","1","No","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","0","0",NA,"Unknown","No","Unknown","Living Room","2","No"
"SITE_83","ROOM_43492","APPL_85933","Desktop","Apple",NA,"Unknown","IMAC","No","Yes","Yes","Yes","1","Yes","26","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","2","Unknown","Yes","No","Unknown","Bedroom","8","Yes"
"SITE_83","ROOM_43492","APPL_8122","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","No","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","0",NA,"No","No","Unknown","Bedroom","4","No"
"SITE_830","ROOM_24990","APPL_134740","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","17","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Office","1","No"
"SITE_830","ROOM_41964","APPL_172686","Desktop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","1","Yes"
"SITE_830","ROOM_38540","APPL_124281","Desktop","Dell",NA,"Unknown","#DIMENSION E310","No","No","Yes","Yes","1","Yes","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Garage","0","No"
"SITE_831","ROOM_42783","APPL_145882","Laptop","Acer",NA,"Unknown","CHROMEBOOK","No","Yes","Yes","Yes","2","Yes","34","Measured or Known","LCD – LED","No","13","Measured or Known","LCD – LED",NA,NA,"Unknown","No","2","0",NA,"Yes","No","Unknown","Bedroom","9","Yes"
"SITE_832","ROOM_15760","APPL_66874","Laptop","Apple",NA,"Unknown","A1342","Unknown","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","1","Mouse","No","No","Unknown","Bedroom","0","No"
"SITE_833","ROOM_29837","APPL_90709","Desktop","HP",NA,"Unknown","400-434","No","Unknown","Unknown","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Keyboard,  mouse","No","No","Unknown","Office","2","No"
"SITE_833","ROOM_29837","APPL_165219","Laptop","Dell",NA,"2018","P60F","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","18","Measured or Known","LCD – LED",NA,NA,"Yes","No","2","1","Mouse","No","No","Unknown","Office","8","No"
"SITE_834","ROOM_1883","APPL_80741","Desktop","Dell",NA,"Unknown","PRECISION TOWER 3620","No","No","Yes","Yes","2","Yes","24","Measured or Known","LCD – Fluorescent","Yes","24","Measured or Known","LCD – Fluorescent",NA,NA,"Yes","No","0","2","Mouse,  keyboard","Yes","Yes","0.85","Bedroom","7","Yes"
"SITE_834","ROOM_1883","APPL_75070","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Bedroom","15","Yes"
"SITE_834","ROOM_15665","APPL_148029","Laptop","Lenovo",NA,"2021","IDEAPAD FLEX5 14ALC05","No","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","1","Yes"
"SITE_834","ROOM_21746","APPL_134432","Laptop","Lenovo",NA,"Unknown","THINKPAD","No","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","2","Yes"
"SITE_835","ROOM_31116","APPL_110704","Laptop","Lenovo",NA,"2017","MENXB7B0102Z","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","1","No"
"SITE_836","ROOM_9845","APPL_121617","Laptop","Dell",NA,"Unknown","P08F","Yes","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","0","No"
"SITE_838","ROOM_29470","APPL_90121","Desktop","Other","Intel","Unknown","Unknown","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Mouse,  keyboard,  headphones","Yes","No","Unknown","Living Room","0","Yes"
"SITE_838","ROOM_29470","APPL_172650","Desktop","Other","Intel","Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","35","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Yes","No","0","3","Mouse,  keyboard,  headphones","Yes","No","Unknown","Living Room","10","Yes"
"SITE_838","ROOM_29470","APPL_26300","Desktop","Other","Intel","Unknown","Unknown","No","No","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","19","Measured or Known","Yes","No","1","3","Mouse,  keyboard,  headphones","Yes","No","Unknown","Living Room","12","Yes"
"SITE_838","ROOM_29470","APPL_78217","Laptop","Microsoft",NA,"Unknown","#1866","Unknown","No","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_838","ROOM_29470","APPL_107557","Laptop","Google",NA,"Unknown","9560NGW/","No","No","Yes","Yes","1","No","12","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","4","Yes"
"SITE_839","ROOM_32355","APPL_84876","Laptop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","12","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","4","Yes"
"SITE_839","ROOM_28665","APPL_110930","Laptop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","16","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Family Room","4","Yes"
"SITE_84","ROOM_5943","APPL_155669","Laptop","Apple",NA,"Unknown","MACBOOK AIR","No","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","2","0",NA,"No","No","Unknown","Living Room","12","Yes"
"SITE_840","ROOM_19475","APPL_127518","Desktop","Custom",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Office","0","No"
"SITE_840","ROOM_19475","APPL_159212","Laptop","Nobilis",NA,"Unknown","A17HC","No","No","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","Yes","No","Unknown","Office","0","No"
"SITE_840","ROOM_19475","APPL_137199","Laptop","Microsoft",NA,"Unknown","SURFACE LAPTOP","No","Yes","Yes","Yes","3","Yes","27","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED","15","Measured or Known","Yes","No","1","2","Mouse,  keyboard","Yes","Yes","1.3","Office","2","Yes"
"SITE_841","ROOM_17295","APPL_143218","Laptop","HP",NA,"Unknown","HP 15","No","Yes","Yes","Yes","1","No","16","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Bedroom","Unknown","No"
"SITE_842","ROOM_11857","APPL_152271","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","24","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","7","No"
"SITE_843","ROOM_15583","APPL_154221","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","LCD – Fluorescent","Yes","24","Measured or Known","LCD – Fluorescent",NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Office","9","Yes"
"SITE_844","ROOM_1262","APPL_131589","Laptop","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","4","Yes"
"SITE_844","ROOM_22016","APPL_35645","Laptop","HP",NA,"Unknown","14A-G5","No","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Hallway","4","Yes"
"SITE_845","ROOM_26135","APPL_53879","Laptop","Dell",NA,"2020","LATITUDE 5400","No","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED","14","Measured or Known","Yes","No","2","0",NA,"Yes","No","Unknown","Bedroom","8","Yes"
"SITE_846","ROOM_45276","APPL_101574","Laptop","Lenovo",NA,"2020","YOGA","No","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","4","No"
"SITE_847","ROOM_34009","APPL_42062","Laptop","HP",NA,"Unknown","#PAVILION ZE2000","No","No","No","Yes","1","No","16","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","1","Speakers","No","No","Unknown","Family Room","1","No"
"SITE_847","ROOM_2847","APPL_125984","Desktop","Dell",NA,"Unknown","INSPIRON","No","Yes","Yes","Yes","1","Yes","28","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","3","Mouse,  keyboard,  speakers","No","No","Unknown","Office","5","No"
"SITE_847","ROOM_39202","APPL_65023","Desktop","HP",NA,"Unknown","PAVILION P6000 SERIES","No","No","Unknown","Unknown","1","Yes","22","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","2","Keyboard,  mouse","No","No","Unknown","Bedroom","0","No"
"SITE_848","ROOM_18427","APPL_161919","Laptop","HP",NA,"Unknown","15-BS134WM","No","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","Yes","No","Unknown","Bedroom","1","Yes"
"SITE_849","ROOM_736","APPL_174285","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Living Room","1","No"
"SITE_85","ROOM_30868","APPL_17871","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","1","No"
"SITE_850","ROOM_39626","APPL_28123","Laptop","Dell",NA,"Unknown","#LATITUDE E5520","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","1","Mouse","No","No","Unknown","Bedroom","2","No"
"SITE_851","ROOM_10656","APPL_168101","Integrated","Apple",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","22","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","2","Mouse,  keyboard","No","No","Unknown","Kitchen","2","Yes"
"SITE_851","ROOM_29936","APPL_166382","Laptop","Lenovo",NA,"2018","81AX","No","Yes","Yes","Yes","2","Yes","27","Estimated","Unknown","Yes","27","Estimated","Unknown",NA,NA,"Yes","No","0","2","Mouse,  keyboard","No","No","Unknown","Bedroom","6","No"
"SITE_852","ROOM_994","APPL_40321","Integrated","Apple",NA,"Unknown","MACBOOK","Unknown","Yes","Yes","Yes","1","No","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","2","0",NA,"Yes","No","Unknown","Bedroom","5","No"
"SITE_853","ROOM_45345","APPL_151025","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","13","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","No","No","Unknown","Bedroom","Unknown","No"
"SITE_855","ROOM_32619","APPL_74380","Desktop","Other","AST","Unknown","BRAVO MS-T 5133","No","Yes","No","No","1","Yes","14","Measured or Known","CRT/Tube",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Mouse,  keyboard","Yes","No","Unknown","Family Room","0","No"
"SITE_856","ROOM_10523","APPL_86272","Integrated","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","27","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","No","No","Unknown","Basement","12","Yes"
"SITE_856","ROOM_10523","APPL_137263","Desktop","HP",NA,"Unknown","P6110F","No","Yes","No","Yes","1","Yes","18","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Mouse, keyboard","No","No","Unknown","Basement","12","Yes"
"SITE_857","ROOM_18803","APPL_42005","Desktop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","32","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","3","Unknown","No","No","Unknown","Office","2","No"
"SITE_857","ROOM_29510","APPL_36787","Desktop","Dell",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","3","Mouse,  keyboard,  speakers","Yes","No","Unknown","Office","2","No"
"SITE_858","ROOM_2762","APPL_41405","Laptop","HP",NA,"Unknown","INSPIRON","Unknown","No","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Bedroom","2","No"
"SITE_859","ROOM_44754","APPL_166662","Laptop","HP",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Family Room","Unknown","Unknown"
"SITE_859","ROOM_21400","APPL_167899","Desktop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","18","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","No","No","Unknown","Bedroom","5","Yes"
"SITE_860","ROOM_697","APPL_67080","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","11","Yes"
"SITE_860","ROOM_697","APPL_130189","Laptop","HP",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","19","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_862","ROOM_15210","APPL_116254","Laptop","HP",NA,"Unknown","15-N037CL","No","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Dining Room","1","Yes"
"SITE_863","ROOM_34654","APPL_82531","Laptop","Dell",NA,"Unknown","Unknown","Yes","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Unknown","Yes","No","Unknown","Bedroom","3","No"
"SITE_864","ROOM_20516","APPL_145149","Integrated","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"No","No","Unknown","Bedroom","6","No"
"SITE_865","ROOM_8816","APPL_33224","Desktop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown",NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Office","2","Yes"
"SITE_865","ROOM_8816","APPL_7737","Laptop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","No","16","Estimated","Unknown","Yes","24","Measured or Known","Unknown",NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Office","1","No"
"SITE_866","ROOM_10570","APPL_32342","Integrated","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","25","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse,  keyboard","Yes","No","Unknown","Office","4","Yes"
"SITE_867","ROOM_26913","APPL_148073","Desktop","Dell",NA,"2012","OPTIPLEX 390","No","No","Yes","Yes","1","Yes","23","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","1","Yes"
"SITE_867","ROOM_8497","APPL_66729","Laptop","Microsoft",NA,"Unknown","SURFACE LAPTOP","No","No","Yes","Yes","1","No","12","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","5","Yes"
"SITE_868","ROOM_21652","APPL_37035","Desktop","Corsair",NA,"Unknown","ONE","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Drawing tablet","Yes","Yes","1","Bedroom","6","No"
"SITE_868","ROOM_46527","APPL_44410","Laptop","Microsoft",NA,"Unknown","SURFACE LAPTOP","Unknown","No","Yes","Yes","2","Yes","30","Estimated","LCD – LED","No","12","Estimated","LCD – LED",NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","2","No"
"SITE_87","ROOM_36810","APPL_42732","Desktop","Custom",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","25","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","3","Unknown","Yes","No","Unknown","Bedroom","1","No"
"SITE_870","ROOM_20558","APPL_116179","Laptop","Apple",NA,"Unknown","A1278","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","3","Yes"
"SITE_870","ROOM_16246","APPL_120030","Laptop","Apple",NA,"Unknown","A1534","Yes","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Office","3","Yes"
"SITE_870","ROOM_20558","APPL_72827","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","4","Yes"
"SITE_871","ROOM_42487","APPL_105295","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","13","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","2","No"
"SITE_872","ROOM_15835","APPL_57319","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","No","Yes","Yes","1","No","16","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_872","ROOM_41124","APPL_112899","Laptop","Apple",NA,"Unknown","MACBOOK AIR","No","Yes","Yes","Yes","1","No","13","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Kitchen","2","No"
"SITE_873","ROOM_41203","APPL_214","Laptop","HP",NA,"Unknown","15T-CS200","Unknown","No","Yes","Yes","1","No","16","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","2","No"
"SITE_873","ROOM_41203","APPL_92077","Laptop","Dell",NA,"Unknown","LATITUDE 5510","Unknown","Yes","Yes","Yes","2","Yes","25","Measured or Known","Unknown","No","16","Estimated","Unknown",NA,NA,"No","No","0","2","Mouse,  keyboard","No","No","Unknown","Living Room","7","Yes"
"SITE_874","ROOM_33687","APPL_20329","Desktop","HP",NA,"Unknown","P6750Z","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse,  keyboard,  webcam","Yes","No","Unknown","Office","5","No"
"SITE_875","ROOM_8886","APPL_51371","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","2","Yes","30","Measured or Known","LCD – LED","No","14","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","2","0",NA,"Yes","No","Unknown","Bedroom","9","Yes"
"SITE_876","ROOM_29221","APPL_122311","Integrated","Lenovo",NA,"2014","PN90S47310GZ","Yes","Yes","Yes","Yes","1","Unknown","21","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Family Room","0","No"
"SITE_877","ROOM_34189","APPL_130727","Laptop","Dell",NA,"2016","9W0LQD2","No","No","Unknown","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","Yes","1","2","Mouse,  keyboard","Yes","No","Unknown","Office","2","No"
"SITE_877","ROOM_27219","APPL_91065","Desktop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Keyboard,  mouse,  speakers","Yes","No","Unknown","Living Room","5","Yes"
"SITE_877","ROOM_27219","APPL_103117","Desktop","Lenovo",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Keyboard,  mouse,  speakers","Yes","No","Unknown","Living Room","5","Yes"
"SITE_878","ROOM_40668","APPL_95781","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","27","Estimated","LCD – LED","Yes","25","Estimated","LCD – LED",NA,NA,"Yes","No","0","4","Mouse,  keyboard,  headset,  microphone","Yes","No","Unknown","Bedroom","4","No"
"SITE_879","ROOM_9078","APPL_60296","Laptop","Lenovo",NA,"Unknown","FLEX 3","Yes","Unknown","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","2","Yes"
"SITE_879","ROOM_9078","APPL_85458","Laptop","Lenovo",NA,"Unknown","FLEX 4","No","Unknown","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","2","Yes"
"SITE_879","ROOM_9078","APPL_97694","Laptop","Other",NA,"Unknown","Unknown","No","Unknown","Yes","Yes","2","No","14","Unknown","LCD – LED","Yes","22","Estimated","LCD – LED",NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","3","Yes"
"SITE_879","ROOM_4837","APPL_131924","Laptop","Acer",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","10","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","Unknown","Unknown","Unknown","No","No","Unknown","Mechanical","Unknown","Unknown"
