"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_1880","ROOM_8130","APPL_23436","Desktop","Apple",NA,"Unknown","MAC","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","2","Unknown","Yes","No","Unknown","Office","9","No"
"SITE_1884","ROOM_7474","APPL_46906","Laptop","HP",NA,"2019","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","1","0",NA,"Unknown","No","Unknown","Bedroom","4","No"
"SITE_1888","ROOM_14879","APPL_141316","Desktop","Lenovo",NA,"Unknown","Unknown","No","Yes","No","Yes","3","Yes","23","Measured or Known","LCD – LED","Yes","23","Measured or Known","LCD – LED","23","Measured or Known","Yes","Yes","2","0",NA,"Yes","No","Unknown","Office","7","Yes"
"SITE_1889","ROOM_28177","APPL_91116","Integrated","HP",NA,"Unknown","TOY-0071-27","No","Yes","Yes","Yes","1","No","28","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","2","Unknown","No","No","Unknown","Office","3","No"
"SITE_189","ROOM_35298","APPL_131963","Integrated","Dell",NA,"Unknown","INSPIRON 3475 W21C","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Office","8","Yes"
"SITE_1890","ROOM_39540","APPL_12694","Laptop","Samsung",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_1891","ROOM_25292","APPL_115831","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Dining Room","6","Yes"
"SITE_1891","ROOM_25292","APPL_140429","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","No","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Dining Room","5","Yes"
"SITE_1892","ROOM_20128","APPL_115907","Laptop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Other","1","No"
"SITE_1893","ROOM_7022","APPL_70212","Desktop","Lenovo",NA,"2013","H430","No","Yes","Yes","Yes","1","Yes","18","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Bedroom","1","No"
"SITE_1894","ROOM_6711","APPL_87344","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","8","Yes"
"SITE_1895","ROOM_36111","APPL_89857","Integrated","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","24","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Unknown","Unknown","Unknown","Bedroom","1","Yes"
"SITE_1896","ROOM_16682","APPL_114691","Desktop","Dell",NA,"Unknown","INSPIRON 3646","No","Yes","No","Yes","1","Yes","50","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse, keyboard","Yes","No","Unknown","Living Room","1","No"
"SITE_1897","ROOM_5779","APPL_110682","Desktop","Dell",NA,"Unknown","OPTIPLEX 7010","No","Yes","Yes","Yes","1","Yes","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Unknown","Yes","No","Unknown","Bedroom","1","Yes"
"SITE_1899","ROOM_32364","APPL_24493","Desktop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","26","Measured or Known","LCD – LED","Yes","22","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Office","5","No"
"SITE_19","ROOM_33280","APPL_16373","Laptop","Apple",NA,"2018","MACBOOK PRO","Unknown","Yes","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Kitchen","11","No"
"SITE_19","ROOM_30783","APPL_89218","Laptop","Microsoft",NA,"2019","SURFACE LAPTOP","Unknown","Yes","Yes","Yes","2","No","13","Measured or Known","LCD – LED","Yes","22","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Bedroom","8","No"
"SITE_190","ROOM_22811","APPL_117114","Integrated","Apple",NA,"Unknown","IMAC","Unknown","Unknown","Yes","Yes","1","No","28","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Unknown","1","0",NA,"Yes","No","Unknown","Living Room","Unknown","Unknown"
"SITE_1900","ROOM_21646","APPL_95344","Laptop","Lenovo",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Living Room","2","No"
"SITE_1902","ROOM_44301","APPL_131751","Laptop","HP",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","16","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","2","Yes"
"SITE_1902","ROOM_42170","APPL_3050","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","8","Yes"
"SITE_1903","ROOM_4824","APPL_90634","Laptop","Acer",NA,"Unknown","ASPIRE 3","No","Yes","Yes","Yes","1","Unknown","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","No","No","Unknown","Dining Room","3","No"
"SITE_1905","ROOM_25245","APPL_27158","Desktop","Dell",NA,"Unknown","OPTIONED 9010","No","Yes","No","Yes","2","Yes","22","Measured or Known","LCD – LED","Yes","21","Measured or Known","LCD – LED",NA,NA,"Yes","No","2","4","Keyboard,  mouse,  speakers,  web cam","Yes","Yes","1.5","Office","4","Yes"
"SITE_1905","ROOM_45438","APPL_97559","Desktop","Dell",NA,"Unknown","Unknown","No","No","No","Yes","1","Yes","32","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"No","No","0","4","Keyboard,  mouse,  webcam,  headset","Yes","Yes","1.5","Basement","4","Yes"
"SITE_1906","ROOM_18334","APPL_3821","Laptop","Lenovo",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","13","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Living Room","2","No"
"SITE_1906","ROOM_35030","APPL_38642","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","3","Yes","24","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","24","Measured or Known","Yes","No","0","1","Wired controller","No","No","Unknown","Bedroom","8","Yes"
"SITE_1907","ROOM_31915","APPL_115161","Laptop","Apple",NA,"Unknown","A2337","No","Yes","Yes","Yes","2","Yes","21","Measured or Known","LCD – LED","No","13","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","1","Headset","Yes","No","Unknown","Office","10","No"
"SITE_1907","ROOM_31915","APPL_161520","Laptop","Apple",NA,"Unknown","A1502","No","No","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","2","No"
"SITE_1908","ROOM_11504","APPL_143302","Laptop","MSI",NA,"Unknown","MS1795","Unknown","Yes","Yes","Yes","2","Yes","42","Measured or Known","LCD – LED","No","17","Measured or Known","Unknown",NA,NA,"No","No","0","Unknown","Unknown","Yes","No","Unknown","Basement","1","Yes"
"SITE_1909","ROOM_13177","APPL_9306","Laptop","Dell",NA,"Unknown","INSPIRON P83G","No","Yes","Yes","Yes","2","Yes","24","Measured or Known","Unknown","No","14","Measured or Known","Unknown",NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","10","No"
"SITE_1909","ROOM_13177","APPL_79889","Desktop","HP",NA,"Unknown","PAVILLION P6774Y","No","No","Yes","Yes","1","Yes","24","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","0","No"
"SITE_1909","ROOM_11283","APPL_131073","Laptop","HP",NA,"Unknown","17-AK061NR","No","Yes","Yes","Yes","1","No","18","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","No","No","Unknown","Dining Room","2","No"
"SITE_191","ROOM_6718","APPL_161973","Integrated","HP",NA,"2011","TOUCHSMART","Yes","Yes","Yes","Yes","1","No","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_1910","ROOM_29805","APPL_36693","Desktop","HP",NA,"Unknown","COMPAQ 8200 ELITE","No","Yes","Yes","Yes","2","Yes","17","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","2","3","Mouse,  keyboard,  paper shredder","Yes","No","Unknown","Entry/Entryway","1","No"
"SITE_1911","ROOM_42381","APPL_12285","Desktop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","32","Measured or Known","Unknown","Yes","32","Measured or Known","Unknown",NA,NA,"Yes","Yes","1","3","Unknown","Yes","No","Unknown","Bedroom","6","No"
"SITE_1914","ROOM_1490","APPL_13515","Laptop","ASUS",NA,"2018","J6N0CX131710268","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Bedroom","2","Yes"
"SITE_1915","ROOM_39837","APPL_133832","Desktop","HP",NA,"Unknown","HP 700-04","No","Yes","Yes","Yes","1","Yes","20","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Unknown","Yes","No","Unknown","Office","4","Yes"
"SITE_1916","ROOM_28087","APPL_161440","Laptop","Apple",NA,"Unknown","MACBOOK PRO","Yes","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","3","No"
"SITE_1916","ROOM_28087","APPL_55769","Laptop","Apple",NA,"Unknown","MACBOOK PRO","Yes","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","3","No"
"SITE_1917","ROOM_20247","APPL_71978","Desktop","Dell",NA,"Unknown","OPTIPLEX 790","Unknown","No","Yes","Yes","1","Yes","19","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","No","No","Unknown","Office","1","Yes"
"SITE_1918","ROOM_23468","APPL_134089","Laptop","Dell",NA,"2020","P93G","Unknown","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_1919","ROOM_21215","APPL_103932","Desktop","HP",NA,"Unknown","MXL94609DL","No","Yes","Yes","Yes","1","Yes","18","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Bedroom","0","No"
"SITE_192","ROOM_8234","APPL_56906","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","49","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"Yes","No","2","2","Unknown","Unknown","No","Unknown","Bedroom","10","Yes"
"SITE_192","ROOM_45632","APPL_54192","Laptop","Lenovo",NA,"Unknown","THINKPAD T490","No","Yes","Yes","Yes","2","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Office","8","No"
"SITE_1920","ROOM_8641","APPL_133684","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","No","Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","1","0",NA,"Yes","No","Unknown","Bedroom","24","Yes"
"SITE_1920","ROOM_20472","APPL_86836","Laptop","HP",NA,"Unknown","15M-EE0023DX","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","0",NA,"No","No","Unknown","Living Room","3","No"
"SITE_1921","ROOM_17782","APPL_157848","Desktop","Dell",NA,"Unknown","TX650","No","Yes","Yes","Yes","1","Yes","26","Measured or Known",NA,NA,NA,NA,NA,NA,NA,"No","No","1","Unknown","Unknown","Yes","No","Unknown","Bedroom","8","No"
"SITE_1921","ROOM_11562","APPL_82205","Desktop","Custom",NA,"Unknown","CUSTOM","No","Yes","Yes","Yes","2","Yes","30","Measured or Known","LCD – LED","Yes","26","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","3","Speakers,  camera flash card readers","Yes","No","Unknown","Bedroom","8","Yes"
"SITE_1924","ROOM_7871","APPL_52635","Laptop","ASUS",NA,"2013","RALINK/RT3290","Yes","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Speakers","No","No","Unknown","Office","1","No"
"SITE_1926","ROOM_2776","APPL_145665","Desktop","HP",NA,"Unknown","TOUCH SMART 310","Yes","Yes","Yes","Yes","1","Yes","21","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","2","Yes"
"SITE_1928","ROOM_13130","APPL_27506","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","3","Yes","23","Measured or Known","LCD – LED","Yes","27","Measured or Known","LCD – LED","15","Measured or Known","Yes","No","2","0",NA,"Yes","No","Unknown","Office","7","No"
"SITE_1928","ROOM_5900","APPL_15866","Integrated","HP",NA,"Unknown","2009M","No","No","Unknown","Yes","1","No","22","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Bedroom","4","No"
"SITE_193","ROOM_2067","APPL_2366","Desktop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","21","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Unknown","1","Unknown","Unknown","Unknown","No","Unknown","Kitchen","3","Yes"
"SITE_193","ROOM_2067","APPL_55369","Laptop","Microsoft",NA,"Unknown","SURFACE LAPTOP","Unknown","Yes","Yes","Yes","1","No","12","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","1","Unknown","Unknown","No","No","Unknown","Kitchen","3","No"
"SITE_1932","ROOM_11726","APPL_24076","Desktop","ASUS",NA,"Unknown","AS M11BB 1A A106700/8G/1B/3","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Yes","No","Unknown","Living Room","1","No"
"SITE_1933","ROOM_28356","APPL_69503","Laptop","Apple",NA,"Unknown","A1425","No","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse, keyboard","No","No","Unknown","Dining Room","8","Yes"
"SITE_1933","ROOM_37262","APPL_52494","Laptop","Apple",NA,"Unknown","A1466","No","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Living Room","8","Yes"
"SITE_1933","ROOM_37590","APPL_104645","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","Unknown","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","8","Yes"
"SITE_1934","ROOM_13427","APPL_91108","Laptop","Apple",NA,"Unknown","A1502","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1934","ROOM_3469","APPL_129119","Laptop","Apple",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Hallway","1","Yes"
"SITE_1935","ROOM_6144","APPL_92261","Laptop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","20","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","Yes","1","2","Unknown","Yes","No","Unknown","Bedroom","2","No"
"SITE_1936","ROOM_2092","APPL_53280","Desktop","Apple",NA,"Unknown","MAC","Unknown","Yes","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","2","Mouse,  keyboard","Yes","No","Unknown","Office","1","No"
"SITE_1936","ROOM_41661","APPL_110526","Desktop","Apple",NA,"Unknown","MAC","Unknown","No","Yes","Yes","3","Yes","32","Measured or Known","LCD – LED","Yes","32","Measured or Known","LCD – LED","32","Measured or Known","Yes","Yes","1","2","Unknown","No","No","Unknown","Mechanical","2","No"
"SITE_1937","ROOM_7098","APPL_80971","Integrated","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Kitchen","10","Yes"
"SITE_1937","ROOM_15729","APPL_14635","Laptop","Dell",NA,"Unknown","Unknown","No","No","Yes","Yes","2","No","13","Measured or Known","LCD – Fluorescent","Yes","22","Measured or Known","LCD – LED",NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_1938","ROOM_6338","APPL_127415","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Living Room","2","No"
"SITE_1939","ROOM_16269","APPL_77812","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Living Room","3","Yes"
"SITE_194","ROOM_12647","APPL_144320","Laptop","HP",NA,"Unknown","PAVILLION 9560NGW","No","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Office","4","No"
"SITE_1940","ROOM_6000","APPL_39908","Desktop","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","3","Yes","21","Measured or Known","Unknown","Yes","29","Measured or Known","Unknown","17","Measured or Known","Yes","Yes","1","3","2 keyboard one mouse","Yes","No","Unknown","Living Room","1","No"
"SITE_1940","ROOM_7555","APPL_140144","Desktop","Apple",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","2","Yes","21","Measured or Known","Unknown","Yes","26","Measured or Known","Unknown",NA,NA,"Yes","No","0","2","Mouse, keyboard","Yes","No","Unknown","Bedroom","1","No"
"SITE_1940","ROOM_7555","APPL_27464","Desktop","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","26","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Mouse, keyboard, disk drive","No","No","Unknown","Bedroom","1","No"
"SITE_1940","ROOM_25686","APPL_42882","Laptop","Apple",NA,"Unknown","MACBOOKPRO","Unknown","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_1942","ROOM_4157","APPL_27833","Laptop","Dell",NA,"Unknown","LATITUDE 5420","Unknown","No","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Office","1","No"
"SITE_1942","ROOM_4157","APPL_89932","Desktop","Other","custom","Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","28","Measured or Known","LCD – LED","Yes","28","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","Unknown","Unknown","Yes","No","Unknown","Office","1","No"
"SITE_1942","ROOM_4157","APPL_14580","Laptop","Dell",NA,"Unknown","LATITUDE 7480","No","No","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","Unknown","Unknown","Yes","No","Unknown","Office","1","No"
"SITE_1942","ROOM_4157","APPL_62321","Laptop","Acer",NA,"Unknown","CHROMEBOOK","Unknown","No","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","Unknown","Unknown","Unknown","Yes","No","Unknown","Office","2","No"
"SITE_1945","ROOM_21973","APPL_99126","Laptop","Apple",NA,"Unknown","A1278","No","Yes","Yes","Yes","1","No","12","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Office","1","Yes"
"SITE_1946","ROOM_15467","APPL_40163","Laptop","Lenovo",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Unknown","No","Unknown","Office","2","Yes"
"SITE_1947","ROOM_9410","APPL_28298","Laptop","Microsoft",NA,"Unknown","THINKPAD X18 GEN1","Unknown","Unknown","Yes","Yes","2","Yes","23","Measured or Known","LCD – LED","Yes","23","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","5","Unknown","No","No","Unknown","Office","1","Unknown"
"SITE_1947","ROOM_3231","APPL_75355","Laptop","HP",NA,"Unknown","11-AK0012DX","No","No","Yes","Yes","1","Unknown","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","1","Unknown","No","No","Unknown","Bedroom","1","No"
"SITE_1947","ROOM_41652","APPL_86912","Desktop","Dell",NA,"Unknown","INTEL CORE 17 XPS","Unknown","No","Yes","Yes","1","Yes","32","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse,  headphones","No","No","Unknown","Hallway","1","Yes"
"SITE_1947","ROOM_2011","APPL_7368","Desktop","Custom",NA,"Unknown","Unknown","No","Unknown","Yes","Yes","1","Yes","27","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","3","Mouse,  headphones,  mic","No","No","Unknown","Bedroom","1","No"
"SITE_1948","ROOM_16839","APPL_86182","Desktop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","4","Keyboard, mouse,  speakers,  storage device","Yes","No","Unknown","Family Room","1","No"
"SITE_1949","ROOM_16846","APPL_78311","Desktop","HP",NA,"Unknown","PAVILION TP-01","Unknown","Yes","Yes","Yes","1","Yes","20","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Keyboard, mouse, speakers","No","No","Unknown","Family Room","1","No"
"SITE_1949","ROOM_21118","APPL_173769","Desktop","Compaq",NA,"Unknown","PRESARIO 6000","Unknown","Unknown","Yes","Yes","1","Yes","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Keyboard, mouse, speakers","Yes","No","Unknown","Hallway","1","Yes"
"SITE_195","ROOM_16427","APPL_105487","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","Unknown","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","Unknown","Unknown","Unknown","No","No","Unknown","Bedroom","2","Yes"
"SITE_195","ROOM_8957","APPL_52908","Desktop","Dell",NA,"Unknown","OPTIPLEX 390 MT","No","No","Yes","Yes","1","Yes","19","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Unknown","No","Unknown","Living Room","0","Yes"
"SITE_1951","ROOM_4117","APPL_73203","Laptop","Microsoft",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"Yes","No","Unknown","Kitchen","8","No"
"SITE_1952","ROOM_11249","APPL_167942","Laptop","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Other","1","No"
"SITE_1954","ROOM_39086","APPL_171602","Desktop","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","20","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","1","Yes"
"SITE_1955","ROOM_22648","APPL_171817","Laptop","ASUS",NA,"Unknown","X515J","Unknown","Unknown","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","4","No"
"SITE_1955","ROOM_22648","APPL_105410","Laptop","Acer",NA,"Unknown","CHROMEBOOK","Unknown","Unknown","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","4","No"
"SITE_1956","ROOM_43409","APPL_115762","Desktop","Unknown",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","29","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Unknown","No","1","0",NA,"Yes","No","Unknown","Bedroom","Unknown","Yes"
"SITE_1956","ROOM_21283","APPL_42938","Laptop","HP",NA,"Unknown","ELITEBOOK","Unknown","Yes","Yes","Yes","2","Yes","24","Estimated","LCD – LED","No","19","Estimated","LCD – LED",NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Outside","7","Yes"
"SITE_1957","ROOM_22190","APPL_151707","Laptop","HP",NA,"Unknown","ELITEBOOK","Unknown","No","Yes","Yes","1","No","14","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","Yes","Unknown","Bedroom","1","Yes"
