"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_979","Primary","2013","No","No","No","No","0","0","0","1","2","0","0","3","3","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_98","Primary","2012","No","Yes","No","No","1","1","2","1","2","0","0","0","7","2","Rent","Occupant","Unknown",NA,"1",NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","Hispanic, Latino or Spanish"
"SITE_980","Primary","1988","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_981","Primary","2012","Other","No","No","No","0","0","3","0","2","0","0","2","5","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_982","Primary","2021","Yes","No","No","No","0","2","1","0","2","0","0","2","5","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish, Native American or Alaska Native"
"SITE_983","Primary","2015","No","No","No","No","0","0","1","1","0","1","1","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_984","Primary","2018","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_985","Primary","1996","Yes","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_986","Primary","2020","No","No","No","No","0","1","0","0","1","0","1","0","3","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_987","Primary","1986","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_988","Primary","2016","Yes","No","No","No","0","0","0","0","0","1","0","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_989","Primary","2000","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_99","Primary","2020","No","Yes","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Occupant",NA,"1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian, Chinese"
"SITE_990","Primary","2016","No","No","No","No","0","0","0","0","1","2","0","3","3","3","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_991","Primary","2011","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_992","Secondary","1985","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,"Home where I live ALL/MOST of the time","Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$200,000 and over","White or Caucasian"
"SITE_993","Primary","2022","No","No","No","No","0","0","1","0","2","0","0","2","3","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_994","Secondary","2004","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,"Second home where I live PART of the time","Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_995","Primary","1985","No","No","Yes","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_996","Primary","2015","No","No","No","Unknown","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_997","Primary","2007","No","No","No","No","0","0","0","0","1","1","0","1","2","2","Rent","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_998","Primary","2014","No","No","Yes","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant","1",NA,NA,"High School graduate/GED",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_999","Primary","2015","No","No","Yes","No","0","0","0","2","2","0","0","0","4","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3045","Primary","2021","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","White or Caucasian"
"SITE_3046","Primary","2021","No","Yes","Yes","Yes","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Landlord","Unknown","2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3047","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3048","Primary","2018","No","No","Yes","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3049","Primary","2012","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3050","Primary","2019","No","No","No","No","0","1","0","0","2","0","0","1","3","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3051","Primary","2014","No","Yes","Yes","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Occupant","1","1",NA,"Some college, no degree",NA,"Less than $15,000 per year","Black or African American"
"SITE_3052","Primary","2012","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3053","Primary","2022","No","No","No","Yes","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","Asian Indian"
"SITE_3054","Primary","2021","No","No","No","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","Chinese"
"SITE_3055","Primary","2021","No","Yes","Yes","Yes","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","Hispanic, Latino or Spanish"
"SITE_3056","Primary","2010","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Don’t know","Black or African American"
"SITE_3057","Primary","2022","Other","Unknown","Unknown","No","0","1","0","0","2","0","Unknown","1","3","Unknown","Rent","Occupant","Unknown","0","0",NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3058","Primary","2021","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","Other Asian"
"SITE_3059","Primary","2022","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian, Hispanic, Latino or Spanish, Middle Eastern or North African"
"SITE_3060","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","Asian Indian"
"SITE_3061","Primary","Unknown","No","Yes","Unknown","Unknown","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,"2",NA,"Unknown",NA,"Unknown","Asian Indian"
"SITE_3062","Primary","2007","No","No","No","Unknown","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3063","Primary","2020","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Landlord","Landlord",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian, Black or African American"
"SITE_3064","Primary","Unknown","No","Yes","Unknown","Yes","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3065","Primary","Unknown","No","Yes","No","No","1","0","0","0","2","0","0","1","3","2","Rent","Occupant","Unknown",NA,"3",NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3066","Primary","2017","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3067","Primary","2022","No","Yes","No","No","1","0","0","0","2","0","0","2","3","2","Rent","Occupant","Unknown",NA,"1",NA,"High School graduate/GED",NA,"Refused","Hispanic, Latino or Spanish"
"SITE_3068","Primary","2004","No","No","No","Yes","0","0","0","0","0","0","1","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3069","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Unknown","Occupant","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3070","Primary","2017","No","No","No","No","0","0","0","1","0","1","0","1","2","1","Own","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3071","Primary","Unknown","No","Yes","Unknown","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"Some college, no degree",NA,"Less than $15,000 per year","Native American or Alaska Native"
"SITE_3072","Primary","2018","No","No","No","No","0","0","2","0","2","0","0","2","4","2","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3073","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","2","0","1","0","0","1","3","1","Rent","Occupant","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3074","Primary","2022","No","Yes","Yes","No","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Occupant","1","2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3075","Primary","Unknown","No","Yes","Unknown","No","0","0","0","0","2","0","0","0","2","2","Rent","Occupant","Unknown","0","2",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","Asian Indian"
"SITE_3076","Primary","2019","No","Unknown","Unknown","No","0","0","1","1","1","0","1","0","4","2","Rent","Occupant","Occupant","0","0",NA,"Less than High School",NA,"$25,000 to less than $34,999","Black or African American"
"SITE_3077","Primary","2022","No","Yes","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Landlord","Landlord",NA,"1",NA,"Some college, no degree",NA,"Less than $15,000 per year","Black or African American"
"SITE_3078","Primary","Unknown","No","Yes","Unknown","No","0","0","0","0","1","0","0","1","1","1","Rent","Landlord","Landlord","0","1",NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3079","Primary","2018","No","No","No","No","0","0","0","0","0","1","1","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Don’t know","Some other race, ethnicity or origin"
"SITE_3081","Primary","2022","No","Yes","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Unknown","Unknown",NA,"1",NA,"High School graduate/GED",NA,"Don’t know","Hispanic, Latino or Spanish"
"SITE_3082","Primary","Unknown","No","No","No","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$35,000 to less than $49,999","Other Asian, Asian Indian"
"SITE_3083","Primary","2018","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Landlord","Unknown",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","Native Hawaiian or Other Pacific Islander, Hispanic, Latino or Spanish, White or Caucasian"
"SITE_3084","Primary","2013","No","No","No","Unknown","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Less than High School",NA,"Don’t know","Unknown"
"SITE_3086","Primary","2018","No","No","No","Yes","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3087","Primary","2022","No","No","No","No","0","0","0","1","1","0","0","0","2","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian, Black or African American, Native American or Alaska Native"
"SITE_3088","Primary","2020","No","No","No","No","0","0","0","0","1","1","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$200,000 and over","White or Caucasian"
"SITE_3089","Primary","2019","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3090","Primary","2017","No","No","Unknown","No","0","0","0","0","0","0","1","0","1","1","Rent","Landlord","Unknown","0",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3091","Primary","2018","No","No","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Landlord",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian, Black or African American"
"SITE_3092","Primary","2022","No","Unknown","Yes","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown","1","0",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","Some other race, ethnicity or origin"
"SITE_3093","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Unknown","Occupant","Landlord",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3094","Primary","2022","No","Yes","No","Yes","1","1","0","0","2","0","0","1","4","2","Rent","Occupant","Unknown",NA,"1",NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3095","Primary","2012","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3096","Primary","2020","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Refused","Hispanic, Latino or Spanish"
"SITE_3097","Primary","2020","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","Black or African American"
"SITE_3098","Primary","2020","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3099","Primary","2017","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","Black or African American"
"SITE_3100","Primary","2021","No","No","No","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"$200,000 and over","Asian Indian"
"SITE_3101","Primary","2021","No","No","No","Unknown","0","0","0","0","0","2","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3102","Primary","2022","No","Yes","Unknown","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,"1",NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3103","Primary","2018","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Less than High School",NA,"Less than $15,000 per year","Hispanic, Latino or Spanish"
"SITE_3104","Primary","2018","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3105","Primary","2022","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","Asian Indian"
"SITE_3106","Primary","2015","No","No","No","Yes","0","0","0","0","1","0","2","0","3","3","Rent","Unknown","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","Native American or Alaska Native, White or Caucasian"
"SITE_3107","Primary","2022","No","No","No","No","0","0","0","0","2","0","0","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3108","Primary","2016","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3109","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3110","Primary","2021","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_3111","Primary","2022","No","Yes","No","No","1","0","1","1","1","0","0","1","4","1","Rent","Landlord","Unknown",NA,"4",NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","Black or African American"
"SITE_3112","Primary","2009","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","Hispanic, Latino or Spanish"
"SITE_3113","Primary","2020","No","Yes","No","No","1","1","0","0","2","0","0","1","4","2","Rent","Occupant","Unknown",NA,"1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","Hispanic, Latino or Spanish"
"SITE_3114","Primary","2015","No","No","No","Yes","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3115","Primary","2017","No","No","No","No","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","Hispanic, Latino or Spanish"
"SITE_3116","Primary","2022","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3117","Primary","Unknown","No","Yes","Unknown","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"Unknown",NA,"Unknown","White or Caucasian"
"SITE_3118","Primary","2013","No","No","No","No","0","0","0","0","0","0","1","0","2","1","Rent","Occupant","Unknown",NA,NA,NA,"Less than High School",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3119","Primary","2022","No","Yes","No","Yes","0","0","0","0","3","0","0","2","3","3","Rent","Occupant","Unknown",NA,"3",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","Black or African American"
"SITE_3120","Primary","2018","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3121","Primary","2009","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3122","Primary","2020","No","No","No","Yes","0","1","2","0","1","0","0","0","4","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","Hispanic, Latino or Spanish"
"SITE_3123","Primary","2020","No","Yes","Yes","No","0","0","0","0","2","0","0","2","2","2","Rent","Landlord","Unknown","1","1",NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","Hispanic, Latino or Spanish, White or Caucasian"
"SITE_3124","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Don’t know","Vietnamese"
"SITE_3125","Primary","2021","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Unknown","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3126","Primary","2014","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Unknown","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3127","Primary","2014","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Refused","Unknown"
"SITE_3128","Primary","1989","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3129","Primary","2021","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3130","Primary","2021","No","Yes","Yes","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown","0","2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3131","Primary","2015","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Landlord",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3132","Primary","2014","No","No","No","No","0","1","1","0","2","0","0","1","4","2","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3133","Primary","2020","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3134","Primary","2011","No","No","No","No","0","0","0","1","0","2","0","1","3","2","Rent","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"Unknown","White or Caucasian"
"SITE_3135","Primary","2014","No","No","No","No","0","0","1","1","0","1","0","0","3","1","Rent","Landlord","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","Black or African American, Hispanic, Latino or Spanish"
"SITE_3136","Primary","2020","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3137","Primary","2010","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","Hispanic, Latino or Spanish"
"SITE_3138","Primary","2019","No","No","No","Unknown","0","0","Unknown","0","0","0","1","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3139","Primary","2013","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","Some other race, ethnicity or origin, White or Caucasian"
"SITE_3140","Primary","2002","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3141","Primary","2020","No","No","No","Yes","0","0","0","0","1","1","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Don’t know","Black or African American, White or Caucasian"
"SITE_3142","Primary","2007","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3144","Primary","2019","No","No","No","No","0","0","0","0","1","1","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian, Black or African American, Native American or Alaska Native"
