"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_1629","Primary","1977","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_163","Primary","2018","No","Yes","No","No","1","0","0","0","1","2","0","1","4","3","Own","Occupant","Occupant",NA,"2",NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","Native American or Alaska Native"
"SITE_1630","Primary","2016","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1631","Primary","1966","No","No","No","No","0","0","0","0","0","2","1","0","3","3","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1632","Primary","2011","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1633","Primary","2011","No","No","No","No","0","0","1","1","1","1","0","0","4","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"Refused","White or Caucasian"
"SITE_1634","Primary","2004","Yes","No","No","No","0","1","1","0","1","0","2","1","5","3","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1635","Primary","2019","No","No","Unknown","No","0","0","0","0","1","1","0","1","2","2","Own","Occupant","Occupant","0",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1636","Primary","2006","Yes","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1637","Primary","1997","Yes","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1638","Primary","1968","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1639","Primary","1982","Yes","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_164","Primary","2004","No","No","Yes","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1640","Primary","2007","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1641","Primary","2015","No","Yes","No","No","0","0","1","0","5","2","0","5","8","7","Own","Occupant","Occupant",NA,"1",NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1642","Primary","2018","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1643","Primary","2007","No","No","Yes","No","0","0","0","0","2","2","0","0","4","4","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian, Hispanic, Latino or Spanish, Black or African American"
"SITE_1644","Primary","2020","Yes","No","No","No","1","1","0","0","2","0","0","0","4","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1645","Primary","2021","No","No","No","No","0","1","0","1","1","0","1","0","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1646","Primary","2022","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$200,000 and over","White or Caucasian"
"SITE_1647","Primary","2022","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_165","Primary","2019","No","No","No","No","0","0","0","0","1","1","0","1","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian"
"SITE_166","Primary","2015","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_167","Primary","2000","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_168","Primary","2021","Yes","Yes","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Occupant",NA,"2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_169","Primary","2017","No","No","Yes","No","0","0","0","0","2","0","0","1","2","2","Own","Occupant","Occupant","1",NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_17","Primary","2018","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_170","Primary","2011","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_171","Primary","2016","No","No","No","Yes","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_172","Primary","1991","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1727","Primary","2014","No","No","Yes","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Occupant","1",NA,NA,"Some college, no degree",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1728","Primary","2018","Yes","No","No","No","0","0","0","0","0","0","1","1","1","1","Rent","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_173","Primary","1997","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1730","Primary","2015","No","No","No","Yes","0","0","0","0","0","2","1","2","3","3","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1731","Primary","2016","Yes","No","No","No","0","1","0","0","0","2","0","0","3","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1732","Primary","2018","Yes","No","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1733","Primary","2009","No","No","No","No","0","0","0","0","1","2","0","1","3","3","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1734","Primary","1991","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$25,000 to less than $34,999","Native American or Alaska Native, Other Asian, White or Caucasian"
"SITE_1735","Primary","2019","No","No","No","No","0","0","0","2","0","2","0","2","4","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","Hispanic, Latino or Spanish"
"SITE_1736","Primary","2005","No","No","No","No","0","0","0","0","0","1","2","2","3","3","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1737","Primary","1973","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$200,000 and over","White or Caucasian"
"SITE_1738","Primary","2016","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$75,000 to less than $99,999","White or Caucasian, Japanese"
"SITE_1739","Primary","2004","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$200,000 and over","White or Caucasian"
"SITE_174","Primary","2008","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian, Asian Indian"
"SITE_1740","Primary","2011","No","No","Yes","No","0","0","1","0","2","0","0","0","3","2","Rent","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$15,000 to less than $24,999","Some other race, ethnicity or origin"
"SITE_1741","Primary","1994","No","No","Yes","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown","1",NA,NA,"Refused",NA,"Refused","White or Caucasian"
"SITE_1742","Primary","2017","No","No","No","No","0","0","1","1","1","0","0","0","3","1","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1743","Primary","2005","No","Yes","Unknown","No","0","0","0","3","2","1","0","4","6","3","Own","Occupant","Unknown",NA,"6",NA,"High School graduate/GED",NA,"$100,000 to less than $149,999","White or Caucasian, Vietnamese"
"SITE_1744","Primary","2019","No","No","No","No","0","1","0","0","1","0","0","0","2","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1745","Primary","2012","No","No","No","No","0","0","0","0","1","1","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1746","Primary","2007","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1747","Primary","2000","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1749","Primary","1969","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_175","Primary","2021","No","Yes","No","Yes","0","1","0","0","1","0","0","1","2","1","Rent","Occupant","Occupant",NA,"Unknown",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","Some other race, ethnicity or origin"
"SITE_1750","Primary","2007","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","Black or African American"
"SITE_1751","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","16","0","Unknown","Unknown","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_1752","Primary","2008","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1753","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1754","Primary","2006","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1755","Primary","2018","No","No","No","No","0","1","1","0","1","1","0","2","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1756","Primary","2019","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1757","Primary","1995","No","Yes","No","No","0","0","0","0","2","1","1","0","4","4","Own","Occupant","Occupant",NA,"2",NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$200,000 and over","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1758","Primary","2017","No","No","Yes","No","0","0","0","0","0","1","0","0","1","1","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1759","Primary","2008","No","No","No","No","0","0","0","2","2","0","0","1","4","2","Own","Occupant","Occupant",NA,NA,NA,"Refused",NA,"Refused","Korean"
"SITE_176","Primary","1977","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1760","Primary","2013","No","No","No","No","0","0","1","2","1","1","0","0","5","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian"
"SITE_1761","Primary","2022","No","No","No","No","0","0","0","0","4","0","0","0","4","4","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","Some other race, ethnicity or origin"
"SITE_1762","Primary","2021","No","No","No","Yes","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown","0","0",NA,"Some college, no degree",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1763","Primary","2018","No","No","Yes","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1764","Primary","2021","No","No","No","No","0","0","0","0","1","2","1","3","4","4","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1765","Primary","2005","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","Some other race, ethnicity or origin"
"SITE_1766","Primary","1969","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1767","Primary","2019","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1768","Primary","2002","No","No","No","No","0","0","0","1","3","0","0","3","4","3","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1769","Primary","2020","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_177","Primary","2000","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1770","Primary","2017","No","No","No","No","0","0","0","1","2","0","0","1","3","2","Rent","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1771","Primary","2017","No","No","No","No","Unknown","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1772","Primary","2020","No","No","No","No","0","0","0","0","2","0","1","1","3","3","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Don’t know","White or Caucasian"
"SITE_1773","Primary","2007","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1774","Primary","1997","No","No","No","No","1","0","0","0","0","0","1","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1775","Primary","2018","Unknown","Yes","No","Unknown","1","0","0","0","2","0","0","2","3","2","Own","Occupant","Occupant",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1776","Primary","2019","No","Yes","No","No","1","2","1","0","2","0","0","1","6","2","Own","Occupant","Occupant",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian, Japanese"
"SITE_1777","Primary","1983","No","No","No","No","0","0","0","0","1","2","1","2","4","4","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
