"SiteID","Wall_Type","Wall_Sub_Type","Wall_Area","Wall_Area_is_Estimated","Wall_Framing_Spacing","Wall_Framing_Spacing_Other","Wall_Framing_Size","Wall_Framing_Material","Wall_Thickness","Furred_Wall","Furred_Wall_Insulated","Furred_Wall_Insulation_Type","Furred_Wall_Insulation_Thickness","Furred_Wall_Insulation_Condition","Furred_Wall_Insulation_Source","Furred_Wall_Insulation_Source_Other","Wall_Cavity_Insulated","Wall_Cavity_Insulation_Type","Wall_Cavity_Depth","Wall_Cavity_Insulation_Thickness","Wall_Cavity_Insulation_Condition","Wall_Cavity_Insulation_Source","Wall_Cavity_Source_Other","Wall_Exterior_Insulated","Wall_Exterior_Insulation_Type","Wall_Exterior_Insulation_Thickness","Wall_Exterior_Insulation_Condition","Basement_Wall_Area_Sq_Ft_Is_Estimated","Basement_Walls_-_Depth_Below_Grade","Wall_Exterior_Insulation_Source","Wall_Exterior_Insulation_Source_Other","Basement_Walls_-_Height_Above_Grade","Basement_Walls_-_Percent_Below_Grade","Wall_Insulation_R-Value","Wall_Insulation_U-Value","Basement_Walls_-_Additional_U-Value_from_Soil","Wall_U-Value_for_Heat_Loss_without_Soil","Wall_U-Value_for_Heat_Loss_including_Soil","Wall_U-Value_for_Heat_Loss","Wall_Heat_Loss_Rate_UA"
"SITE_1224","Framed",NA,"1983","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.95","0.0589970501474926",NA,NA,"Unknown","0.069834948532338","138.482702939626"
"SITE_1225","Framed",NA,"1620","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.5","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.189828528689261","307.522216476603"
"SITE_1225","Masonry (Basement)","Stone","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"5",NA,NA,"3","0.625","0",NA,"0.28","0.99009900990099","0.546287128712871","0.99009900990099","Unknown"
"SITE_1226","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.5375","0.0643604183427192",NA,NA,"Unknown","0.0730473812709892","Unknown"
"SITE_1227","Framed",NA,"456","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","132.64311250837"
"SITE_1227","Framed",NA,"832","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.0887730387198152","73.8591682148863"
"SITE_1228","Framed",NA,"1503","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"4","0.75","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.668","0.0731635937957272",NA,NA,"Unknown","0.13923620671259","209.272018689022"
"SITE_1229","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.5375","0.0643604183427192",NA,NA,"Unknown","0.0730473812709892","Unknown"
"SITE_123","Framed",NA,"750","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","218.16301399403"
"SITE_123","Framed",NA,"240","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","69.8121644780896"
"SITE_123","Framed",NA,"750","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","218.16301399403"
"SITE_123","Framed",NA,"240","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","69.8121644780896"
"SITE_1230","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.5","0.0606060606060606",NA,NA,"Unknown","0.0708056172488479","Unknown"
"SITE_1231","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.119865131375274","Unknown"
"SITE_1232","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)",NA,"1","0.9","Unknown",NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.75",NA,NA,"Other","home owner",NA,NA,"10.7","0.0934579439252337",NA,NA,"Unknown","0.0980723345083394","Unknown"
"SITE_1233","Framed",NA,"1900","Estimated","Other","10 inches","2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","207.069859756038"
"SITE_1234","Framed",NA,"2042","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","193.296245060997"
"SITE_1235","Framed",NA,"743","Measured or Known","Unknown",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","216.126825863419"
"SITE_1235","Framed",NA,"578","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.0887730387198152","51.3108163800532"
"SITE_1236","Framed",NA,"1188","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"6",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.280377314252698","333.088249332206"
"SITE_1237","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","Unknown"
"SITE_1238","Framed",NA,"1260","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"6",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.280377314252698","353.2754159584"
"SITE_1239","Framed",NA,"2124","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","201.058386145719"
"SITE_124","Framed",NA,"1652","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Other","IR + visual inspection","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","144.983971809252"
"SITE_124","Knee Wall",NA,"97.3","Unknown","24 inches on center",NA,NA,"Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose","60",NA,"1","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1240","Framed",NA,"1368","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","156.338642331894"
"SITE_1241","Framed",NA,"1536","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.12089819620238","185.699629366856"
"SITE_1242","Adiabatic (Framed)","Wall to other living space","437","Measured or Known","16 inches on center",NA,"Unknown","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1242","Framed",NA,"313","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.0944098416687363","29.5502804423145"
"SITE_1243","Framed",NA,"2000","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.75","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.139300783704538","278.601567409076"
"SITE_1244","Framed",NA,"3076","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","350.840129815148"
"SITE_1245","Framed",NA,"1136","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","129.569046641745"
"SITE_1246","Framed",NA,"2024","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","180.140802126849"
"SITE_1248","Framed",NA,"2314","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","205.95149017862"
"SITE_1249","Framed",NA,"1000","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.143528385916229","143.528385916229"
"SITE_1249","Framed",NA,"280","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","0.5","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.171982962976467","48.1552296334109"
"SITE_1249","Framed",NA,"440","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5","0.9","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.05","0.0586510263929619",NA,NA,"Unknown","0.0907006066971187","39.9082669467322"
"SITE_1249","Framed",NA,"900","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.143528385916229","129.175547324606"
"SITE_125","Framed",NA,"2664","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","774.915025706795"
"SITE_1250","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","No",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Unknown","0.75","0.75","Measured or Known","5.2","Other","Only below grade","1.9","0.732394366197183","2.25","0.444444444444444","0.28","0.216438589454065","0.262990608445454","0.216438589454065","Unknown"
"SITE_1250","Framed",NA,"939","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","107.311392653252"
"SITE_1251","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.2",NA,NA,"1.8","0.742857142857143","0",NA,"0.28","0.709219858156028","0.390370820668693","0.709219858156028","Unknown"
"SITE_1251","Framed",NA,"1599","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","182.377557729006"
"SITE_1251","Framed",NA,"237","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","1","IR Camera",NA,"Yes","Foil-faced polyisocyanurate foam board","0.5","0.9",NA,NA,"Visual inspection",NA,NA,NA,"15.1","0.0662251655629139",NA,NA,"Unknown","0.0692214073866453","16.4054735506349"
"SITE_1252","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","Unknown"
"SITE_1253","Framed",NA,"2983","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)","0.5","1",NA,NA,"Visual inspection",NA,NA,NA,"20.675","0.0483675937122128",NA,NA,"Unknown","0.0529684791446957","158.004973288627"
"SITE_1253","Knee Wall",NA,"574","Unknown","24 inches on center",NA,NA,"Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass","135",NA,"0.9","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1254","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","3.5","1","Visual inspection",NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"No",NA,NA,NA,"Measured or Known","2.8",NA,NA,"5.3","0.345679012345679","11.935","0.0837871805613741","0.04","0.0897714583652544","0.0725665097945491","0.0897714583652544","Unknown"
"SITE_1254","Framed",NA,"1435","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","91.2496577898392"
"SITE_1255","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Estimated","5.3",NA,NA,"1.5","0.779411764705882","0",NA,"0.19","0.709219858156028","0.3045337922403","0.709219858156028","Unknown"
"SITE_1255","Framed",NA,"1093","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","124.664584488933"
"SITE_1255","Framed",NA,"1093","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","124.664584488933"
"SITE_1256","Framed",NA,"1910","Measured or Known","Unknown",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.0887730387198152","169.556503954847"
"SITE_1256","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,"Measured or Known","5.25",NA,NA,"2.5","0.67741935483871","0",NA,"0.28","0.320177066768749","0.292960344118951","0.320177066768749","Unknown"
"SITE_1256","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,"Measured or Known","5.25",NA,NA,"2.5","0.67741935483871","0",NA,"0.28","0.709219858156028","0.418458018760009","0.709219858156028","Unknown"
"SITE_1256","Framed",NA,"210","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"2.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.525","0.117302052785924",NA,NA,"Unknown","0.119441049170991","25.0826203259081"
"SITE_1257","Framed",NA,"1700","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","112.813819707426"
"SITE_1257","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"6",NA,NA,"1.5","0.8","11.935","0.0837871805613741","0.05","0.0897714583652544","0.0579542916730509","0.0897714583652544","Unknown"
"SITE_1258","Framed",NA,"1984","Measured or Known","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.074092344469931","146.999211428343"
"SITE_1259","Framed",NA,"1339","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","152.722670293395"
"SITE_126","Framed",NA,"1270","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mixed",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.6726282051282","0.0483731429829485",NA,NA,"Unknown","0.0849824303556881","107.927686551724"
"SITE_1260","Adiabatic (Framed)","Wall to other living space","1213","Measured or Known","24 inches on center",NA,"Unknown","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1260","Framed",NA,"1077","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","72.9543539298992"
"SITE_1261","Framed",NA,"2200","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0852674819554826","187.588460302062"
"SITE_1261","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","3.5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Estimated",NA,NA,NA,NA,NA,"11.935","0.0837871805613741","0.04","0.106182202569941","Unknown","0.106182202569941","Unknown"
"SITE_1262","Framed",NA,"1323","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","89.6180225155586"
"SITE_1263","Framed",NA,"2373","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0852674819554826","202.33973468036"
"SITE_1264","Framed",NA,"983","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","285.938990341509"
"SITE_1264","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","No",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","2.4",NA,NA,"1","0.705882352941177","0",NA,"0.35","0.320177066768749","0.341228549049632","0.320177066768749","Unknown"
"SITE_1264","Adiabatic (Framed)","Wall to other living space","367","Measured or Known","16 inches on center",NA,"Unknown","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1265","Framed",NA,"1430","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.9",NA,NA,"Visual inspection",NA,NA,NA,"24.105","0.0414851690520639",NA,NA,"Unknown","0.0541612555326462","77.4505954116841"
"SITE_1266","Framed",NA,"1872","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7935","0.0532098863968925",NA,NA,"Unknown","0.0662934897924861","124.101412891534"
"SITE_1266","Framed",NA,"1008","Measured or Known","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.6275","0.0390205833577212",NA,NA,"Unknown","0.051733770590279","52.1476407550012"
"SITE_1267","Framed",NA,"2000","Measured or Known",NA,NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.085","0.0585308750365818",NA,NA,"Unknown","0.0695525950926511","139.105190185302"
"SITE_1268","Framed",NA,"960","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","109.711327952206"
"SITE_1268","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Open-cell spray foam","3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"3",NA,NA,"4","0.428571428571429","12.1683333333333","0.0821805232159978","0.04","0.0889401508299335","0.0679658004742477","0.0889401508299335","Unknown"
"SITE_1269","Log",NA,"555","Measured or Known",NA,NA,NA,NA,"6 to 9",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","86.8544600938967"
