"SiteID","Wall_Type","Wall_Sub_Type","Wall_Area","Wall_Area_is_Estimated","Wall_Framing_Spacing","Wall_Framing_Spacing_Other","Wall_Framing_Size","Wall_Framing_Material","Wall_Thickness","Furred_Wall","Furred_Wall_Insulated","Furred_Wall_Insulation_Type","Furred_Wall_Insulation_Thickness","Furred_Wall_Insulation_Condition","Furred_Wall_Insulation_Source","Furred_Wall_Insulation_Source_Other","Wall_Cavity_Insulated","Wall_Cavity_Insulation_Type","Wall_Cavity_Depth","Wall_Cavity_Insulation_Thickness","Wall_Cavity_Insulation_Condition","Wall_Cavity_Insulation_Source","Wall_Cavity_Source_Other","Wall_Exterior_Insulated","Wall_Exterior_Insulation_Type","Wall_Exterior_Insulation_Thickness","Wall_Exterior_Insulation_Condition","Basement_Wall_Area_Sq_Ft_Is_Estimated","Basement_Walls_-_Depth_Below_Grade","Wall_Exterior_Insulation_Source","Wall_Exterior_Insulation_Source_Other","Basement_Walls_-_Height_Above_Grade","Basement_Walls_-_Percent_Below_Grade","Wall_Insulation_R-Value","Wall_Insulation_U-Value","Basement_Walls_-_Additional_U-Value_from_Soil","Wall_U-Value_for_Heat_Loss_without_Soil","Wall_U-Value_for_Heat_Loss_including_Soil","Wall_U-Value_for_Heat_Loss","Wall_Heat_Loss_Rate_UA"
"SITE_1846","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Other","HOME OWNER","Yes","Unknown","6","1",NA,NA,"Other","HOME OWNER",NA,NA,"31.64","0.0316055625790139",NA,NA,"Unknown","0.0329051620728436","Unknown"
"SITE_1847","Framed",NA,"1246.4","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.23","0.0977517106549365",NA,NA,"Unknown","0.102166460604698","127.340276497696"
"SITE_1848","Framed",NA,"1875","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","124.427007030249"
"SITE_1849","Masonry","Brick","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.75187969924812","Unknown"
"SITE_185","Framed",NA,"1848","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"3.5","0.5","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.5","0.0952380952380952",NA,NA,"Unknown","0.19586359286642","361.955919617144"
"SITE_1850","Framed",NA,"925","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","269.067717259304"
"SITE_1850","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"3",NA,NA,"7","0.3","0",NA,"0.28","0.709219858156028","0.58045390070922","0.709219858156028","Unknown"
"SITE_1851","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.75",NA,NA,"Other","Home Owners",NA,NA,"5.35","0.186915887850467",NA,NA,"Unknown","0.149784516960169","Unknown"
"SITE_1852","Framed",NA,"1116","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","74.0589545844045"
"SITE_1853","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","1",NA,NA,NA,"Other","Home Owner",NA,NA,"5.35","0.186915887850467",NA,NA,"Unknown","0.290884018658707","Unknown"
"SITE_1854","Masonry","Concrete Block","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.332225913621262","Unknown"
"SITE_1855","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.25",NA,NA,"Other","Home Owner",NA,NA,"5.35","0.186915887850467",NA,NA,"Unknown","0.243850851425861","Unknown"
"SITE_186","Framed",NA,"1561.5","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"3.5","1","Other","Conversation with homeowner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8875","0.101137800252845",NA,NA,"Unknown","0.103930354045402","162.287247841896"
"SITE_1860","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)","1","0.9",NA,NA,"Other","HOME OWNER",NA,NA,"5.35","0.186915887850467",NA,NA,"Unknown","0.121564616620462","Unknown"
"SITE_1861","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","8.8",NA,NA,"0","1","0",NA,"0.19","0.709219858156028","0.19","0.709219858156028","Unknown"
"SITE_1861","Alternative Framing",NA,"141","Measured or Known","Unknown",NA,NA,"Wood","10",NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","8",NA,"1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.394908396088569","55.6820838484883"
"SITE_1861","Other",NA,"729","Measured or Known",NA,NA,NA,"Other","Unknown",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","1.0752688172043","783.870967741935"
"SITE_1861","Framed",NA,"1084","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","315.318276226038"
"SITE_1862","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","Unknown"
"SITE_1863","Framed",NA,"1104","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","126.168027145037"
"SITE_1864","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown mineral wool",NA,"7.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6225","0.0462481211700775",NA,NA,"Unknown","0.0782416967316584","Unknown"
"SITE_1865","Framed",NA,"1659","Unknown","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","189.22099329107"
"SITE_1866","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mineral wool batts",NA,"4","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.4","0.0694444444444444",NA,NA,"Unknown","0.13762541189911","Unknown"
"SITE_1867","Framed",NA,"2825","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","Other","HOME OWNER","Yes","Extruded polystyrene foam board (pink or blue)","1","1",NA,NA,"Other","HOME OWNER",NA,NA,"18.99","0.0526592943654555",NA,NA,"Unknown","0.0543755235366791","153.610853991119"
"SITE_1869","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.75","Other","HOME OWNER","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.139300783704538","Unknown"
"SITE_187","Framed",NA,"813.75","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"6",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.280377314252698","228.157039473133"
"SITE_1870","Framed",NA,"2808","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","249.918662239225"
"SITE_1870","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Estimated",NA,NA,NA,NA,NA,"0",NA,"0.35","0.709219858156028","Unknown","0.709219858156028","Unknown"
"SITE_1871","Log",NA,"1520","Estimated",NA,NA,NA,NA,"10 to 14",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","237.871674491393"
"SITE_1872","Framed",NA,"Unknown","Unknown",NA,NA,"2x6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.356805115657695","Unknown"
"SITE_1873","Framed",NA,"2344","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","267.350215957967"
"SITE_1874","Other",NA,"1041","Unknown","Other","18 inches",NA,"Wood","4",NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,NA,"0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","1.0752688172043","1119.35483870968"
"SITE_1875","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"5","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","0.0666666666666667",NA,NA,"Unknown","0.12590081084455","Unknown"
"SITE_1876","Framed",NA,"2400","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"6","1","Other","Homeowner built house and showed me plans","Yes","Extruded polystyrene foam board (pink or blue)","2","1",NA,NA,"Visual inspection",NA,NA,NA,"31.202","0.0320492276136145",NA,NA,"Unknown","0.0344497522319688","82.6794053567251"
"SITE_1877","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Closed-cell spray foam","4","0.9",NA,NA,"Other","HOME OWNER",NA,NA,"23.0036363636364","0.043471387922858",NA,NA,"Unknown","0.0618703788320179","Unknown"
"SITE_1878","Framed",NA,"1308","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","86.800280104302"
"SITE_1879","SIP",NA,"Unknown","Unknown",NA,NA,NA,NA,"9.5",NA,NA,NA,NA,NA,NA,NA,"Yes","Expanded polystyrene foam board (white)",NA,NA,"0.9","Other","Homeowner  interview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_188","Framed",NA,"1550","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","450.870228920996"
"SITE_188","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"No",NA,NA,NA,NA,"6",NA,NA,"2","0.75","0",NA,"0.19","0.320177066768749","0.222544266692187","0.320177066768749","Unknown"
"SITE_1880","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Closed-cell spray foam","9","0.75",NA,NA,"Other","Home Owner",NA,NA,"51.7581818181818","0.0193206168546036",NA,NA,"Unknown","0.0860589858590252","Unknown"
"SITE_1882","Framed",NA,"665","Measured or Known","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","193.43787240804"
"SITE_1883","Framed",NA,"208","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"4","1","Other","Home owner identified access holes in siding prior to covering siding new siding.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.668","0.0731635937957272",NA,NA,"Unknown","0.0886869360638838","18.4468827012878"
"SITE_1883","Framed",NA,"225","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"4","1","Other","Home owner identified access holes in siding prior to covering siding new siding.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.668","0.0731635937957272",NA,NA,"Unknown","0.0886869360638838","19.9545606143738"
"SITE_1883","Framed",NA,"234","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"4","1","Other","Home owner identified access holes in siding prior to covering siding new siding.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.668","0.0731635937957272",NA,NA,"Unknown","0.0886869360638838","20.7527430389488"
"SITE_1884","Framed",NA,"215","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","18.8689793819548"
"SITE_1884","Framed",NA,"245","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","21.5018602259484"
"SITE_1884","Framed",NA,"215","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","18.8689793819548"
"SITE_1885","Framed",NA,"Unknown","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","Unknown"
"SITE_1886","Framed",NA,"1375.5","Unknown","16 inches on center",NA,"2x4","Metal",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.20963729451173","288.356098600884"
"SITE_1887","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown mineral wool",NA,"4","0.75","Other","home owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.532","0.0867152271938953",NA,NA,"Unknown","0.144920401278615","Unknown"
"SITE_1888","Framed",NA,"1256","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","83.3495044426631"
"SITE_1889","Framed",NA,"1822.5","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.05","0.0586510263929619",NA,NA,"Unknown","0.069625416968721","126.892322425494"
"SITE_1889","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","4",NA,NA,"4","0.5","0",NA,"0.28","0.709219858156028","0.494609929078014","0.709219858156028","Unknown"
"SITE_189","Framed",NA,"1206","Unknown","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.0517861860694679","62.4541403997783"
"SITE_189","Framed",NA,"1206","Unknown","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.0517861860694679","62.4541403997783"
"SITE_189","Framed",NA,"900","Unknown","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.0517861860694679","46.6075674625211"
"SITE_189","Framed",NA,"900","Unknown","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.0517861860694679","46.6075674625211"
"SITE_1890","Framed",NA,"1653","Unknown","24 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7935","0.0532098863968925",NA,NA,"Unknown","0.0662934897924861","109.583138626979"
"SITE_1891","Framed",NA,"2619.5","Measured or Known","24 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.074092344469931","194.084896338984"
"SITE_1892","Framed",NA,"1911","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","217.963422651738"
"SITE_1893","Framed",NA,"1745","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","199.029917596695"
"SITE_1894","Framed",NA,"2360","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.117785787338352","277.97445811851"
"SITE_1895","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"3.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8875","0.101137800252845",NA,NA,"Unknown","0.122625720506733","Unknown"
"SITE_1896","Framed",NA,"915","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","266.158877072717"
"SITE_1897","Framed",NA,"1917","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","127.214171987727"
"SITE_1898","Adiabatic (Framed)","Wall to other living space","720","Measured or Known","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"8","8",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1898","Framed",NA,"720","Measured or Known","16 inches on center",NA,"2x8","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"7.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.575","0.0391006842619746",NA,NA,"Unknown","0.0517861860694679","37.2860539700169"
"SITE_1899","Framed",NA,"1278","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","84.809447991818"
"SITE_19","Framed",NA,"272","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","31.0848762531251"
"SITE_19","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","3.5",NA,NA,"4.25","0.451612903225806","0",NA,"0.28","0.709219858156028","0.515378631892015","0.709219858156028","Unknown"
"SITE_19","Framed",NA,"272","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","31.0848762531251"
"SITE_19","Framed",NA,"298","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","34.0562247184974"
"SITE_19","Framed",NA,"258","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","29.4849193871554"
"SITE_19","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"7.75",NA,NA,"0","1","0",NA,"0.19","0.709219858156028","0.19","0.709219858156028","Unknown"
"SITE_190","Framed",NA,"990","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","112.916686774056"
"SITE_1900","Framed",NA,"1350","Unknown","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","392.693425189254"
"SITE_1901","Framed",NA,"1104","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","321.135956599212"
"SITE_1902","Log",NA,"1450","Estimated",NA,NA,NA,NA,"6 to 9",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","226.917057902973"
