"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_1047","Yes",NA,"Boiler","71","70","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Hallway","1",NA,"5","5",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1048","Yes",NA,"Furnace","72","72","No","No","0","Yes","Unknown","75",NA,"95","Yes","Yes",NA,"No","Yes","No, no air quality problems","None","4","Sons bedroom,  extra room","5","6","2","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","Unknown","0","FRONT","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1049","Yes",NA,"Furnace","68","68","No","Yes","25","No",NA,"74","74","78",NA,"No",NA,"No","No","No, no air quality problems","Laundry","4","Primary and secondary","6","3","0","10","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","5","7","90","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_105","Yes",NA,"Furnace","70","69","No","No","Unknown","No",NA,"72","74","88",NA,"No",NA,"No","No","No, no air quality problems","Laundry Room","3","Family Room","6","10","3","6","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","12","5","0","MASTERS BATH","Yes","Yes","Pool - heated","Outdoor","6","260","Measured or Known","No","Natural Gas",NA,"No","Yes","16","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1050","Yes",NA,"Fireplace or Stove","68","Unknown","No","Yes","20","Yes","Yes","74",NA,"85",NA,"No",NA,"No","Yes","Drafty","Downstairs","1",NA,"4","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2.5","0","MASTER BED","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","33","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1051","Yes",NA,"Fireplace or Stove","68","62","No","No","0","Yes","Unknown","74",NA,"90",NA,"No",NA,"No","No","No, no air quality problems","WAX ROOM","1",NA,"0","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","7","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1052","Yes",NA,"Furnace","68","55","No","No","0","Yes","Unknown","72","72","80",NA,"No",NA,"No","No","No, no air quality problems","STORAGE","2","Unknown","3","2","0.5","8","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Thermostat","0","4","0","4","5","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1053","Yes",NA,"Furnace","70","62","No","No","0","No",NA,"73","74","80",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","1",NA,"1.5","9",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","2","0","HALLWAY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","25","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1054","Yes",NA,"Ductless Mini-split Heat Pump","70","65","Yes","No","0","Yes","Yes","72",NA,"80","No","Yes",NA,"No","Yes","No, no air quality problems","Laundry","3","Unknown","2","0.5","0","5","Yes","Alexa Echo","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","6","5","0","EQUAL FOR BOTH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1055","Yes",NA,"Furnace","Unknown","65","Yes","No","0","No",NA,"70",NA,"90",NA,"No",NA,"No","Yes","No, no air quality problems","Bathroom","2","Unknown","2","3","0.5","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,"Other",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1056","Yes",NA,"Central Air Source Heat Pump","68","Unknown","No","No","0","Yes","Yes","68",NA,"100",NA,"No",NA,"No","Yes","No, no air quality problems","Kitchen","2","Unknown","2","13","0","11","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Washer","0","0","0","3","0","25","MASTER BEDROOM","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","20","Measured or Known","No",NA,NA,NA,"Other",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1057","Yes",NA,"Furnace","74","68","No","No","0","No",NA,"74","74","80",NA,"No",NA,"No","No","No, no air quality problems","CLOSET","2","Unknown","3","Unknown","14","20","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","3","50","MASTER","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1058","Yes",NA,"Furnace","72","72","No","No","0","No",NA,"75","75","83",NA,"No",NA,"No","No","No, no air quality problems","Garage","8","Primary","12","8","4","8","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","5","0","ALL SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","49","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1059","Yes",NA,"Furnace","71","68","No","No","0","Yes","Yes","60",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","Pantry","1",NA,"10","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","0","33","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_106","Yes",NA,"Furnace","72","72","No","No","Unknown","No",NA,"74","74","80",NA,"No",NA,"No","No","No, no air quality problems","Utility room","2","Unknown","2","3","1","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","4","3","0","PRIMARY","No","Yes","Pool - unheated","Outdoor","4","512","Measured or Known","Yes","Wood",NA,"No","Yes","25","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1060","Yes",NA,"Fireplace or Stove","Unknown","60","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry room","1",NA,"1","12",NA,NA,"Yes","Unknown","Unknown",NA,NA,NA,"0","2","0","4","7","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1061","Yes",NA,"Furnace","71","63","No","No","0","Yes","Unknown","75","68","90",NA,"No",NA,"No","No","No, no air quality problems","Laundry","3","Living and den","4","5","1","1","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","4","2.5","25","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1062","Yes",NA,"Furnace","69","63","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Cabnit","1",NA,"3","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","0","0","SINGLE SHOWER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1063","Yes",NA,"Furnace","69","62","No","Yes","5","Yes","Yes","68","72","75",NA,"No",NA,"No","No","Unknown","Over the washing machine","4","Unknown","1","4","0","Unknown","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Refrigerator / Freezer, Stove / Oven","Unknown","0","0","3","6","10","MASTER BEDROOM","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1064","Yes",NA,"Furnace","70","68","No","No","0","No",NA,"68",NA,"97",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","4","2","2","5","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","14","6","50","MAIN LEVEL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1065","Yes",NA,"Baseboard","Unknown","62","No","Yes","50","No",NA,"58",NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Unknown","Unknown","Unknown","1","Unknown","1","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","1","0","DOWNSTAIRS BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1066","Yes",NA,"Boiler","Unknown","66","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Pantry","1",NA,"0.25","1",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Thermostat, Vacuum or Mop","0","0","0","1","1","0","MAIN FLOOR","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"4","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1067","Yes",NA,"Boiler","68","Unknown","No","Yes","25","Yes","Yes","70",NA,"80","Yes","Yes",NA,"No","No","Drafty","DOWNSTAIRS","1",NA,"1.5","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","1","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1068","Yes",NA,"Furnace","Unknown","66","Yes","Yes","10","Yes","Unknown","70",NA,"95","Yes","Yes",NA,"No","No","No, no air quality problems","BASEMENT","1",NA,"6","Unknown",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","10","5","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1069","Yes",NA,"Furnace","68","68","No","No","0","Yes","Unknown","74","74","87",NA,"No",NA,"No","No","No, no air quality problems","Closet","4","Living and front upstairs room","4.5","6","2.5","13","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","0","0","HALLWAY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_107","Yes",NA,"Furnace","70","67","No","No","0","No",NA,"72",NA,"75",NA,"No",NA,"No","No","No, no air quality problems","Hall cupboard","2","Unknown","10","3","9","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","7","20","GROUND FLOOR","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1070","Yes",NA,"Furnace","68","68","No","No","0","No",NA,"73",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","Don’t keep spares","2","Unknown","3","3","0.5","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","3.5","10","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1071","Yes",NA,"Fireplace or Stove","68","Unknown","No","No","0","No",NA,"70",NA,"90",NA,"No",NA,"No","Yes","No, no air quality problems","none","3","primary","5","12","0","4","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","0","0","4","0","1","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1072","Yes",NA,"Furnace","70","62","Yes","No","0","Yes","Unknown","73",NA,"77",NA,"No",NA,"No","No","No, no air quality problems","Above dryer","3","Living and downstairs","2.5","4","1","8","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","6.5","7","50","ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1073","Yes",NA,"Geothermal Heat Pump","Unknown","67","No","Yes","20","Yes","Unknown","78","78","85",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry,  basement","1",NA,"2","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","STANDING SHOWER","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1074","Yes",NA,"Ductless Mini-split Heat Pump","Unknown","54","Yes","No","0","No",NA,"72","72","90","No","Yes",NA,"No","Yes","No, no air quality problems","Bathroom","2","Unknown","2","3","0","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","2","50","MASTER & FIRST FLOOR","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,"Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1075","Yes",NA,"Furnace","72","70","No","No","0","No",NA,"67","67","80","Yes","Yes",NA,"No","No","No, no air quality problems","NONE","2","Unknown","12","Unknown","0","Unknown","Yes","Alexa Echo, Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"Unknown","Unknown","Unknown","5","3","75","BATH 2","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1076","Yes",NA,"Furnace","68","71","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","None","7","Master and living","24","6","5","4","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Vacuum or Mop","0","0","0","3","1","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1077","Yes",NA,"Furnace","70","65","No","Yes","20","No",NA,"78","78","90",NA,"No",NA,"No","Yes","No, no air quality problems","Basement","3","Living room and basement","10","1","0.5","13","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","36","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1078","Yes",NA,"Fireplace or Stove","70","70","Yes","No","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","Drafty","Laundry","2","Unknown","4","Unknown","0","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1079","Yes",NA,"Fireplace or Stove","76","76","No","No","0","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","Yes","Drafty","Mudroom","3","Living and back TV","1","9","1","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","Unknown","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_108","Yes",NA,"Furnace","70","62","No","Yes","8","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","Drafty","furnace room","1",NA,"3","11",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","2","Unknown","Unknown","Unknown","Unknown","BASEMENT","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1080","Yes",NA,"Ductless Mini-split Heat Pump","75","75","No","No","0","No",NA,"80","80","95",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","1",NA,"2","14",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1081","Yes",NA,"Portable Heater","72","72","No","Yes","30","Yes","Yes","65",NA,"70","No","Yes",NA,"No","No","No, no air quality problems","Cabinet","2","Unknown","24","7","0","7","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","Unknown","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1082","Yes",NA,"Fireplace or Stove","68","66","No","No","0","No",NA,"75","73","80",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry","1",NA,"2","1",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","4","5","10","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1083","Yes",NA,"Furnace","Unknown","64","No","No","0","Yes","Unknown","78","78","80",NA,"No",NA,"No","No","No, no air quality problems","Kitchen cabinets","2","Unknown","3","Unknown","1","7","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","4","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1084","Yes",NA,"Fireplace or Stove","Unknown","55","No","Yes","10","Yes","Unknown","70",NA,"85","Yes","Yes",NA,"No","Yes","Mildew","GARAGE AND UTILITY","1",NA,"2","12",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3","5","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1085","Yes",NA,"Fireplace or Stove","70","64","No","Yes","5","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Back hallway","1",NA,"2","8",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","MAIN BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","18","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1086","Yes",NA,"Furnace","72","72","No","Yes","10","Yes","Yes","75",NA,"95","No","Yes",NA,"No","No","No, no air quality problems","Living room cabinet","4","Living and gaming","9","5","3","13","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","Unknown","80","EQUAL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1087","Yes",NA,"Furnace","69","60","No","No","0","No",NA,"78",NA,"78",NA,"No",NA,"No","No","No, no air quality problems","Under bed in master bedroom","4","Living room and patio","4","10","2","5","Yes","Google Home / Nest, Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines), Desktop (using a desktop to program automated routines/schedules)",NA,NA,NA,"0","0","0","9","4","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1088","Yes",NA,"Central Air Source Heat Pump","74","74","No","No","0","No",NA,"74","72","76",NA,"No",NA,"No","No","No, no air quality problems","GARAGE","4","PRYMARY, SECONDARY","5","8","1","6","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","0","0","4","5","50","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1089","Yes",NA,"Fireplace or Stove","68","65","No","Yes","10","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","Yes","Drafty","CUPBOARD","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","29","0","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"Yes","Battery",NA,"30","Unknown",NA
"SITE_109","Yes",NA,"Furnace","Unknown","63","Yes","No","Unknown","Yes",NA,NA,NA,"Unknown","Yes","Yes",NA,"No","Yes","Mildew","Above laundry","5","Downstairs and primary bedroom","2","6","1","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","20","4","40","BATH OFF GARAGE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1090","Yes",NA,"Furnace","70","60","No","No","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Kitchen","1",NA,"2","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1091","Yes",NA,"Furnace","Unknown","50","No","No","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","Yes","Unknown","Closet","1",NA,"0","Unknown",NA,NA,"Yes","Google Home / Nest","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","1","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1092","Yes",NA,"Furnace","72","69","No","No","0","Yes","Unknown","71","69","90",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","1",NA,"6","12",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","3","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1093","Yes",NA,"Boiler","Unknown","60","No","No","0","Yes","Unknown","68",NA,"73","No","Yes",NA,"No","No","No, no air quality problems","Small bathroom","6","Kitchen and master","3","20","2","10","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","5","3.5","0","MASTER","No","Yes","Pool - unheated","Outdoor","3","200","Estimated","Yes","None",NA,"No","Yes","20","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1094","Yes",NA,"Fireplace or Stove","70","66","No","Yes","10","Yes","Yes","70",NA,"80",NA,"No",NA,"No","Yes","No, no air quality problems","Closet upstairs","2","Unknown","2","4","0","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","5","0","FIRST FLOOR","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","64","Estimated","No",NA,NA,NA,"Other",NA,NA,NA,"No",NA,NA,NA,NA,NA
