"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_3183","Yes",NA,"Furnace","72","72","No","No","0","No",NA,"78","78","88",NA,"No",NA,"No","No","No, no air quality problems","None","1",NA,"8","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3.5","7","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3184","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","Unknown","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3186","Yes",NA,"Ductless Mini-split Heat Pump","72","72","Yes","No","0","No",NA,"69","69","80",NA,"No",NA,"No","No","Stuffy","One in kitchen","2","Unknown","3.5","3","0.25","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3187","Unknown",NA,"Baseboard","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"SITE_3188","Yes",NA,"Wall Heater","70","70","No","No","0","Yes","Unknown",NA,NA,"Unknown","Unknown","Unknown",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","1","Unknown","1","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3189","Yes",NA,"Boiler","68","64","No","No","0","No",NA,"70",NA,"90",NA,"No",NA,"No","No","Mildew","None","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","0","10","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3190","Yes",NA,"Fireplace or Stove","69","65","No","No","0","No",NA,"75","75","82",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"0.75","7",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1.5","50","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3191","Yes",NA,"Ductless Mini-split Heat Pump","71","71","Yes","No","0","No",NA,"68","68","75",NA,"No",NA,"No","No","No, no air quality problems","PANTRY IN KITCHEN","3","LIVING ROOM AND BEDROOM","4","Unknown","4","Unknown","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines), Desktop (using a desktop to program automated routines/schedules)",NA,NA,NA,"Unknown","0","0","3","2","30","SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3192","Yes",NA,"Wall Heater","Unknown","63","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"1","3",NA,NA,"Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","2","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3193","Yes",NA,"Wall Heater","Unknown","Unknown","Unknown","Unknown","0","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","2","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3194","Yes",NA,"Wall Heater","72","Unknown","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","24","0","15","0","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3195","Yes",NA,"Unknown","71","71","No","No","0","Yes","Unknown","71","71","75",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"3.5","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4.5","9","0","ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3196","Yes",NA,"Wall Heater","72","72","Yes","No","0","Yes","No",NA,NA,"Unknown","Yes","Yes",NA,"No","No","No, no air quality problems","Kitchen","1",NA,"3","2",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","1","1","0","ONLY ONE","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA
"SITE_3197","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","72","Unknown","No","No","0","No",NA,"70",NA,"80",NA,"No",NA,"No","No","No, no air quality problems","Na","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0","0","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3198","Yes",NA,"Furnace","72","72","No","No","0","Yes","Yes","75","75","95","Yes","Yes",NA,"No","No","No, no air quality problems","KITCHEN DRAWER","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3199","Yes",NA,"Wall Heater","Unknown","63","No","No","0","No",NA,NA,NA,"85","No","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"0.5","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","4","1","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3200","Yes",NA,"Wall Heater","70","Unknown","Unknown","Unknown","0","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","3","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","Unknown","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3201","Yes",NA,"Fireplace or Stove","Unknown","Unknown","No","Yes","20","No",NA,"65","65","70","No","Yes",NA,"No","No","Stuffy","Laundry","3","Kitchen and living room","4","11","3","3","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","0","0","10","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3202","Yes",NA,"Baseboard","70","Unknown","No","No","Unknown","No",NA,"60",NA,"80","Yes","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"1","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3203","Yes",NA,"Wall Heater","70","70","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Mildew, Stuffy, Persistent Odor","None","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","Unknown","25","NONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3204","Yes",NA,"Wall Heater","71","71","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3205","Yes",NA,"Wall Heater","72","72","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Apple Homekit","Phone App (using a phone application to start and stop devices and routines), Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","0","0","1","2","75","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3207","Yes",NA,"Baseboard","Unknown","Unknown","Unknown","Unknown","0","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","1",NA,"Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3208","Yes",NA,"Portable Heater","70","Unknown","No","No","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Bedroom closet","2","Unknown","2","3","1","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3209","Yes",NA,"Baseboard","70","70","No","No","0","No",NA,"70","70","80","No","Yes",NA,"No","No","No, no air quality problems","Unknown","3","Living room and second bedroom","4","15","1","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3210","Yes",NA,"Boiler","Unknown","65","No","No","0","Yes","No",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"4","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.25","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3211","Yes",NA,"Wall Heater","68","Unknown","No","No","0","No",NA,"65","65","78",NA,"No",NA,"No","No","Stuffy","None","1",NA,"18","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1.5","5","10","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3212","Yes",NA,"Wall Heater","Unknown","64","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","KITCHEN COUNTER","1",NA,"1","Unknown",NA,NA,"Yes","Alexa Echo, Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"Unknown","23","Unknown","1.5","2.5","0","ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3213","Yes",NA,"Baseboard","Unknown","68","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Drafty","none","2","Unknown","12","Unknown","Unknown","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3214","Yes",NA,"Boiler","71","68","Yes","No","0","No",NA,"65",NA,"78","No","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"4","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3215","Yes",NA,"Baseboard","Unknown","55","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","None","1",NA,"12","15",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3216","Yes",NA,"Baseboard","70","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","3.5","5","3.5","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","4","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3217","Yes",NA,"Wall Heater","75","Unknown","No","No","Unknown","No",NA,"70","70","70","No","Yes",NA,"No","No","No, no air quality problems","Under kitchen sink","2","Unknown","16","0","1.5","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2.5","0","0","LIVING ROOM","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3218","Yes",NA,"Baseboard","Unknown","Unknown","Yes","No","0","Yes","Yes","68",NA,"85","Yes","Yes",NA,"No","No","No, no air quality problems","LAUNDRY","2","Unknown","3","4","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3219","Yes",NA,"Ductless Mini-split Heat Pump","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","Unknown","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3220","Yes",NA,"Baseboard","75","75","No","No","0","Yes","No",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"1","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","Unknown","50","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3221","Yes",NA,"Wall Heater","72","65","No","No","0","No",NA,"70",NA,"80",NA,"No",NA,"No","No","No, no air quality problems","None","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","Unknown","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3222","Yes",NA,"Baseboard","70","Unknown","Yes","No","0","No",NA,"70",NA,"80",NA,"No",NA,"No","No","No, no air quality problems","Na","1",NA,"0.25","4",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","100","1","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3223","Yes",NA,"Wall Heater","70","Unknown","No","No","0","No",NA,"70",NA,"78","Yes","Yes",NA,"No","No","No, no air quality problems","bathroom cabinet","1",NA,"1","3",NA,NA,"Yes","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","0.5","0","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3224","Yes",NA,"Baseboard","68","60","No","No","0","No",NA,NA,NA,"98","Yes","Yes",NA,"No","No","Drafty, Mildew, Persistent Odor","Unknown","1",NA,"0","20",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","100","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3225","Yes",NA,"Wall Heater","68","68","Yes","No","0","No",NA,NA,"66","80","No","Yes",NA,"No","No","No, no air quality problems","Washer closet if there are any","1",NA,"10","8",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","BEDROOM","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3226","Yes",NA,"Furnace","Unknown","52","No","No","0","Yes","Yes","78",NA,"90","Yes","Yes",NA,"No","No","No, no air quality problems","BROOM CLOSET IN KITCHEN","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","0","0","ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3227","Yes",NA,"Wall Heater","Unknown","65","Unknown","No","0","No",NA,"65",NA,"90","No","Yes",NA,"No","No","Stuffy","Unknown","1",NA,"24","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3228","Yes",NA,"Baseboard","Unknown","Unknown","No","No","0","No",NA,"75",NA,"90",NA,"No",NA,"No","No","No, no air quality problems","None","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","5","33","EVEN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3229","Yes",NA,"Wall Heater","70","70","Yes","Yes","15","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","Stuffy","None","1",NA,"3","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","2","0","EQUAL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3230","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","72","68","No","No","0","No",NA,"72","68","83",NA,"No",NA,"No","No","Drafty","None","1",NA,"8","12",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","Unknown","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3231","Unknown",NA,"Wall Heater","Unknown","Unknown","Unknown","Unknown","0","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","UNKNOWN","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Unknown",NA,"Unknown","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3232","Yes",NA,"Baseboard","75","Unknown","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","2","5","2","15","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.25","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3233","Yes","Property owner / manager","PTHP ""Packaged Terminal Heat Pump""","68","Unknown","No","No","0","No",NA,"72",NA,"70",NA,"No",NA,"No","No","No, no air quality problems","Na","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","0","0","1","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"SITE_3234","Yes",NA,"Baseboard","70","Unknown","No","No","0","No",NA,"78","78","75","No","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"3","7",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","0.8","Unknown","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3235","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","70","Unknown","No","No","0","No",NA,"70",NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","3","3","1","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","7","75","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3236","Yes",NA,"Wall Heater","72","72","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","None","1",NA,"10","4",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2.5","0","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_3237","Yes",NA,"Wall Heater","Unknown","65","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"2","1",NA,NA,"Yes","Apple Homekit","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"4","0","0","2","3","100","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
