"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_212","ROOM_38824","APPL_157351","Stove / Oven combo","General Electric",NA,"J BS16 001WH 106",NA,NA,"Unknown","LZ156295G","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_213","ROOM_5323","APPL_128637","Stove / Oven combo","Ikea",NA,"TES350X41",NA,NA,"Unknown","R20813881","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_214","ROOM_13662","APPL_123843","Stove / Oven combo","LG",NA,"LRG3061BD/01",NA,NA,"2016","#605MMWD0E777","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_215","ROOM_5983","APPL_141937","Stovetop","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_215","ROOM_5983","APPL_4618","Oven (standalone / wall)","Frigidaire",NA,"FFEW3025PWC",NA,NA,"Unknown","F72402067","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_216","ROOM_16065","APPL_60628","Stovetop","Jenn-Air",NA,"G",NA,NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_216","ROOM_16065","APPL_74949","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_217","ROOM_34959","APPL_64","Stove / Oven combo","Frigidaire",NA,"FFEF3018LSD",NA,NA,"Unknown","VF63533500","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_218","ROOM_19420","APPL_17468","Stove / Oven combo","Frigidaire",NA,"LFEF3011LBD",NA,NA,"Unknown","VF11277240","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_219","ROOM_35081","APPL_120994","Stove / Oven combo","Frigidaire",NA,"FFGF3056TSA",NA,NA,"Unknown","VF80308976","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_22","ROOM_19924","APPL_58484","Stove / Oven combo","Kenmore",NA,"#79094032702",NA,NA,"Unknown","VF94457131","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_220","ROOM_904","APPL_116593","Stove / Oven combo","Other","Unknown","#THOR-HRE3001",NA,NA,"2021","#HRE3001211342","No","Yes","Electric","Glass Top",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_221","ROOM_20603","APPL_90534","Stove / Oven combo","Whirlpool",NA,"WFC310S0ES0",NA,NA,"Unknown","R61743081","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_222","ROOM_45192","APPL_47468","Stove / Oven combo","Maytag",NA,"MER5775QAB",NA,NA,"2004","16386460ER","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_223","ROOM_44205","APPL_12517","Stove / Oven combo","General Electric",NA,"J BP24W0B4WW",NA,NA,"Unknown","RA221336Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_224","ROOM_22159","APPL_60802","Stove / Oven combo","Whirlpool",NA,"WFE361LVS 0",NA,NA,"Unknown","RY2346639","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_225","ROOM_13358","APPL_19914","Oven (standalone / wall)","KitchenAid",NA,"KEBK101BSS01",NA,NA,"Unknown","D43109304","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_225","ROOM_13358","APPL_133320","Stovetop","KitchenAid",NA,"KGCU467VSS01",NA,NA,"Unknown","D51101574","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_226","ROOM_17210","APPL_123335","Stove / Oven combo","Bertazzoni",NA,"PROFESSIONAL SERIES",NA,NA,"2019","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_227","ROOM_33246","APPL_89546","Stovetop","Whirlpool",NA,"JGD3430WS00",NA,NA,"1995","D01705646","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_228","ROOM_31856","APPL_153389","Stove / Oven combo","General Electric",NA,"J BP90A W1AA",NA,NA,"Unknown","FS236418G","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_229","ROOM_42940","APPL_37071","Stove / Oven combo","LG",NA,"LRE30451SW",NA,NA,"2006","612KMVP00183","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_23","ROOM_2568","APPL_150989","Stove / Oven combo","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_230","ROOM_26392","APPL_103849","Stove / Oven combo","Whirlpool",NA,"WFE320M0EB2",NA,NA,"Unknown","R90318469","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_231","ROOM_16764","APPL_95612","Stove / Oven combo","General Electric",NA,"PGS930FEL2DS",NA,NA,"Unknown","SM196820P","Yes","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_232","ROOM_11235","APPL_108373","Stove / Oven combo","General Electric",NA,"JB258DM1WW",NA,NA,"Unknown","GR081461Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_233","ROOM_31174","APPL_36420","Stove / Oven combo","Whirlpool",NA,"JES9800CAS02",NA,NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_233","ROOM_31174","APPL_70781","Oven (standalone / wall)","General Electric",NA,"JKP0760H1B0",NA,NA,"Unknown","Unknown","No","No",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_234","ROOM_44775","APPL_57152","Stove / Oven combo","General Electric",NA,"JGSP42SET1SS",NA,NA,"Unknown","GA246198Q","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_235","ROOM_14365","APPL_67708","Stovetop","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_235","ROOM_14365","APPL_48832","Oven (standalone / wall)","Whirlpool",NA,"WOS51EC0AS0R",NA,NA,"Unknown","D81706545","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_236","ROOM_13365","APPL_69548","Stove / Oven combo","KitchenAid",NA,"KSGB900ESS2",NA,NA,"Unknown","R83518358","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_236","ROOM_13365","APPL_31911","Mini-oven (standalone / wall)","KitchenAid",NA,"KOCE507ESS08",NA,NA,"Unknown","D92115384","No","No",NA,NA,NA,NA,"Electric",NA,"Both","Unknown","Kitchen"
"SITE_237","ROOM_18923","APPL_114091","Stove / Oven combo","Kenmore",NA,"#6286648312",NA,NA,"Unknown","#4E21201","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_238","ROOM_474","APPL_152107","Stovetop","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_238","ROOM_474","APPL_69543","Oven (standalone / wall)","Frigidaire",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_239","ROOM_11004","APPL_126021","Stove / Oven combo","General Electric",NA,"DP36G-H3-BG",NA,NA,"Unknown","RV4  19362E","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_24","ROOM_9298","APPL_64436","Stove / Oven combo","Frigidaire",NA,"LFEF3054TFH",NA,NA,"Unknown","VF94380631","No","Yes","Electric","Glass Top",NA,"4","Unknown","Unknown","Radiant","Single Oven","Kitchen"
"SITE_240","ROOM_3315","APPL_17531","Stove / Oven combo","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_241","ROOM_1506","APPL_102132","Stove / Oven combo","General Electric",NA,"RGBS400DM1BB",NA,NA,"Unknown","ML154717R","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_242","ROOM_18307","APPL_17436","Stove / Oven combo","KitchenAid",NA,"KERI201PWH",NA,NA,"Unknown","RR1710332","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_243","ROOM_42013","APPL_118238","Stovetop","Kenmore",NA,"#79041229903",NA,NA,"Unknown","3F23703336","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_243","ROOM_42013","APPL_137696","Oven (standalone / wall)","General Electric",NA,"JK5000SF3SS",NA,NA,"Unknown","SF605451Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_244","ROOM_14058","APPL_44657","Stove / Oven combo","Frigidaire",NA,"EGGE3054MEG",NA,NA,"Unknown","VF42476339","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_245","ROOM_44315","APPL_93072","Stove / Oven combo","General Electric",NA,"JBP23DN1WW",NA,NA,"Unknown","GS210099Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Unknown","Single Oven","Kitchen"
"SITE_246","ROOM_20136","APPL_134269","Stove / Oven combo","Maytag",NA,"CGR3765ADC",NA,NA,"Unknown","12190364UF","No","No","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_247","ROOM_26201","APPL_94139","Stovetop","Jenn-Air",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_247","ROOM_26201","APPL_24104","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_248","ROOM_8463","APPL_84279","Stove / Oven combo","Samsung",NA,"NE58F9710WS",NA,NA,"2013","J1927DDD700070N","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_249","ROOM_3692","APPL_103635","Stove / Oven combo","Whirlpool",NA,"WEC310SAGS0",NA,NA,"Unknown","R82210253","No","Yes","Electric","Unknown","Unknown","4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_25","ROOM_7337","APPL_118347","Oven (standalone / wall)","Jenn-Air",NA,"JMW9530DAS",NA,NA,"2021","30210613NP","Unknown","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_25","ROOM_7337","APPL_100871","Stovetop","Kenmore",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_250","ROOM_25379","APPL_82589","Stove / Oven combo","Frigidaire",NA,"FGDS3065KFG",NA,NA,"2013","NF31127412","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_251","ROOM_38348","APPL_82515","Stove / Oven combo","Thermador",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_252","ROOM_16092","APPL_30305","Stove / Oven combo","Kenmore",NA,"ELITE",NA,NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Unknown","Single Oven","Kitchen"
"SITE_253","ROOM_17518","APPL_49135","Stove / Oven combo","General Electric",NA,"JB250DF7WW",NA,NA,"2018","GL088862Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_254","ROOM_12638","APPL_17494","Stove / Oven combo","Kenmore",NA,"#79072903015",NA,NA,"2012","VF31766373","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_255","ROOM_38001","APPL_35523","Stove / Oven combo","General Electric",NA,"JGSS66SEL1SS",NA,NA,"Unknown","MM286540P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_256","ROOM_27733","APPL_41849","Stovetop","Frigidaire",NA,"FGIC3066TBA",NA,NA,"Unknown","3F81303804","No","Yes","Electric","Induction",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_256","ROOM_27733","APPL_70165","Oven (standalone / wall)","KitchenAid",NA,"KEMC378KSS03",NA,NA,"Unknown","XS4512833","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Double Oven","Kitchen"
"SITE_259","ROOM_41234","APPL_72573","Stove / Oven combo","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"2","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_26","ROOM_12613","APPL_65971","Stove / Oven combo","Frigidaire",NA,"LFEF3054TFE",NA,NA,"Unknown","VF7433582S","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_260","ROOM_32427","APPL_17835","Stove / Oven combo","Maytag",NA,"MER6600FZ2",NA,NA,"Unknown","RA1389594","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_261","ROOM_7776","APPL_6826","Stove / Oven combo","General Electric",NA,"JGSP42SET1SS",NA,NA,"Unknown","TV206677Q","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_262","ROOM_45156","APPL_144334","Stovetop","Fisher & Paykel",NA,"DCS",NA,NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_262","ROOM_45156","APPL_152010","Oven (standalone / wall)","Electrolux",NA,"Unknown","NO NAMEPLATE",NA,"2010","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_263","ROOM_26986","APPL_174871","Stove / Oven combo","General Electric",NA,"J2B918SEL2SS",NA,NA,"2007","FM202541P","No","Yes","Natural Gas","Combustion",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_264","ROOM_46793","APPL_24970","Stove / Oven combo","General Electric",NA,"JB400SP5SS",NA,NA,"Unknown","AZ264525Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_265","ROOM_43747","APPL_34977","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_266","ROOM_21956","APPL_145922","Stove / Oven combo","Samsung",NA,"NE59J7750WS/AA",NA,NA,"2016","0C8V7DCH500103X","Unknown","Unknown","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_267","ROOM_27194","APPL_111510","Stovetop","General Electric",NA,"JGSS66SEL1SS",NA,NA,"Unknown","DL190272P","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_268","ROOM_39792","APPL_117731","Oven (standalone / wall)","Amana",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_268","ROOM_39792","APPL_37929","Stovetop","Amana",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_269","ROOM_19322","APPL_44344","Stove / Oven combo","Frigidaire",NA,"GLEF379DSD",NA,NA,"Unknown","F51459196","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_27","ROOM_16910","APPL_157872","Stove / Oven combo","Frigidaire",NA,"GLED388ASB",NA,NA,"2002","NF20406102","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_270","ROOM_46599","APPL_171032","Stove / Oven combo","Whirlpool",NA,"RF361PKB",NA,NA,"2004","RP3310224","No","Yes","Electric","Glass Top",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_271","ROOM_34260","APPL_71344","Stove / Oven combo","General Electric",NA,"J BP62D M2WW",NA,NA,"Unknown","AS2 02201Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_272","ROOM_27815","APPL_89614","Stove / Oven combo","General Electric",NA,"JB645RK4SS",NA,NA,"Unknown","RL059331Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_273","ROOM_31064","APPL_86846","Stove / Oven combo","Amana",NA,"ACS3350AS",NA,NA,"1999","12148210CV","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_274","ROOM_19116","APPL_87175","Stove / Oven combo","Kenmore",NA,"#79036693501",NA,NA,"Unknown","NF63926687","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_275","ROOM_5894","APPL_2483","Stove / Oven combo","Kenmore",NA,"#95781000",NA,NA,"Unknown","RK4227697","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_276","ROOM_34606","APPL_106640","Oven (standalone / wall)","KitchenAid",NA,"KEMS309BSS01",NA,NA,"Unknown","D44520117","Unknown","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_276","ROOM_34606","APPL_160404","Stovetop","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_277","ROOM_3863","APPL_118845","Stove / Oven combo","Amana",NA,"ACR4303MEW0",NA,NA,"Unknown","R53914474","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_278","ROOM_13490","APPL_140004","Stove / Oven combo","Frigidaire",NA,"FEF354GSA",NA,NA,"Unknown","VF72542404","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_279","ROOM_43309","APPL_72368","Stove / Oven combo","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_28","ROOM_33307","APPL_44730","Stove / Oven combo","General Electric",NA,"JBP35DM1BB",NA,NA,"Unknown","FT240448Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_280","ROOM_29151","APPL_13367","Stove / Oven combo","Whirlpool",NA,"WFG320MOBW2",NA,NA,"Unknown","#VE90479912","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_281","ROOM_35824","APPL_24188","Stove / Oven combo","Frigidaire",NA,"FGGF3032MFD",NA,NA,"Unknown","BF31950224","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_282","ROOM_41715","APPL_134868","Stove / Oven combo","Kenmore",NA,"#79036709506",NA,NA,"Unknown","NF83102996","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_283","ROOM_16568","APPL_172489","Stove / Oven combo","Frigidaire",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_284","ROOM_37848","APPL_1820","Stove / Oven combo","Kenmore",NA,"#79096599601",NA,NA,"Unknown","VF64005710","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_284","ROOM_6660","APPL_73354","Stove / Oven combo","Ikea",NA,"IES505DS0",NA,NA,"Unknown","R51111743","No","No","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Garage"
"SITE_285","ROOM_17756","APPL_19082","Stovetop","General Electric",NA,"BP26G0J4AD",NA,NA,"Unknown","AZ2230706","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_286","ROOM_28761","APPL_53711","Stove / Oven combo","Bertazzoni",NA,"X304GGVX",NA,NA,"Unknown","Unknown","No","Yes","Unknown","Unknown","Unknown","4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_287","ROOM_20579","APPL_108822","Stove / Oven combo","Whirlpool",NA,"RS675PX8Q1",NA,NA,"Unknown","XF091171","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_288","ROOM_17324","APPL_160452","Stove / Oven combo","General Electric",NA,"PGS930YP1FS",NA,NA,"Unknown","VR939660P","Yes","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_289","ROOM_34916","APPL_172151","Stove / Oven combo","Whirlpool",NA,"WFE320M0AS0",NA,NA,"Unknown","R32048717","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_29","ROOM_38409","APPL_156867","Stove / Oven combo","General Electric",NA,"JB250DF3WW",NA,NA,"Unknown","DF238156Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_290","ROOM_36837","APPL_119141","Stove / Oven combo","Electrolux",NA,"FFEF3015LWA",NA,NA,"Unknown","VF03553197","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_291","ROOM_41611","APPL_34283","Stove / Oven combo","Whirlpool",NA,"WFC150MOEW1",NA,NA,"Unknown","R80866537","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
