"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_92","ROOM_29068","APPL_16313","Stove / Oven combo","Whirlpool",NA,"WFE715H0ES0",NA,NA,"Unknown","R51511716","No","Yes","Electric","Glass Top",NA,"4","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_920","ROOM_35992","APPL_93384","Stove / Oven combo","General Electric",NA,"JS760SL4SS",NA,NA,"Unknown","TM006186Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_921","ROOM_12082","APPL_143852","Stovetop","Thermador",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_922","ROOM_10188","APPL_13658","Stove / Oven combo","Frigidaire",NA,"FGF354BGDC",NA,NA,"Unknown","VF84203249","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_923","ROOM_21006","APPL_117935","Stovetop","Wolf",NA,"SRT486G-LP",NA,NA,"Unknown","#18555217","No","Yes","Propane","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_923","ROOM_21006","APPL_124395","Oven (standalone / wall)","Wolf",NA,"D030TE/S/TH",NA,NA,"Unknown","#22527159","Unknown","Yes",NA,NA,NA,NA,"Propane",NA,"Both","Double Oven","Kitchen"
"SITE_924","ROOM_36895","APPL_127524","Stove / Oven combo","General Electric",NA,"JB750EJ8ES",NA,NA,"Unknown","FR112934Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_925","ROOM_26579","APPL_53351","Stove / Oven combo","General Electric",NA,"JB250DF4WW",NA,NA,"Unknown","MF269268Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_926","ROOM_41837","APPL_462","Oven (standalone / wall)","General Electric",NA,"JRP20W0J1WW",NA,NA,"Unknown","DM626161Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_926","ROOM_41837","APPL_92666","Stovetop","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_927","ROOM_8630","APPL_173309","Stove / Oven combo","Frigidaire",NA,"FFEF3015LSM",NA,NA,"Unknown","VF65012512","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_928","ROOM_19138","APPL_44289","Stove / Oven combo","Jenn-Air",NA,"JDS986OBDS",NA,NA,"Unknown","15543668LN","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_929","ROOM_36436","APPL_125025","Stovetop","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_929","ROOM_36436","APPL_32880","Oven (standalone / wall)","Whirlpool",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_93","ROOM_25112","APPL_111251","Stove / Oven combo","Kenmore",NA,"#79095741991",NA,NA,"Unknown","VF2929650","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_930","ROOM_28125","APPL_121179","Stove / Oven combo","Kenmore",NA,"#9119218010",NA,NA,"Unknown","0J61960","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_931","ROOM_19342","APPL_169947","Stove / Oven combo","General Electric",NA,"JBP23DR2WW",NA,NA,"Unknown","FZ231241Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_932","ROOM_41269","APPL_156538","Stove / Oven combo","Samsung",NA,"NE58H9970WS",NA,NA,"2016","0BSF7DCH100099X","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_933","ROOM_8863","APPL_79033","Stove / Oven combo","HotPoint",NA,"RB754DY2WH",NA,NA,"Unknown","FT2Y5225Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_934","ROOM_41470","APPL_77692","Stove / Oven combo","Whirlpool",NA,"RF365PXXW0",NA,NA,"Unknown","FA2017905","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_935","ROOM_32196","APPL_94350","Stove / Oven combo","Whirlpool",NA,"AER5630BAS0",NA,NA,"Unknown","R44522693","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_936","ROOM_20483","APPL_39317","Stove / Oven combo","Jenn-Air",NA,"JES9800AAB",NA,NA,"Unknown","22159470EL","No","Yes","Electric","Glass Top",NA,"4","Unknown","Unknown","Radiant","Single Oven","Kitchen"
"SITE_937","ROOM_16220","APPL_64650","Stove / Oven combo","Whirlpool",NA,"RDF6300N2",NA,NA,"Unknown","M83717291","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_938","ROOM_31625","APPL_104175","Stove / Oven combo","HotPoint",NA,"R B790 K1WW",NA,NA,"Unknown","LH286689R","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_939","ROOM_17322","APPL_150343","Stove / Oven combo","Whirlpool",NA,"GR673LXSO1",NA,NA,"Unknown","RU2312357","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_94","ROOM_42167","APPL_73474","Stove / Oven combo","Frigidaire",NA,"GLGF388AQE",NA,NA,"Unknown","VF30509122","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_940","ROOM_37058","APPL_76944","Stove / Oven combo","Frigidaire",NA,"FEF450BWC",NA,NA,"2004","NF44212977","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_941","ROOM_1038","APPL_160900","Stove / Oven combo","Bosch",NA,"HDI8054U/08",NA,NA,"Unknown","#981100243","No","Yes","Natural Gas","Combustion",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_942","ROOM_21717","APPL_72499","Stove / Oven combo","Electrolux",NA,"EI30ES55JSB",NA,NA,"Unknown","NF13417604","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_943","ROOM_29919","APPL_48217","Stove / Oven combo","LG",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_944","ROOM_5596","APPL_12792","Stove / Oven combo","Samsung",NA,"NE63A6511SS/AA",NA,NA,"2021","0J4D7DARB01043H","Yes","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_945","ROOM_8503","APPL_1261","Stove / Oven combo","Frigidaire",NA,"FFEF3054TBR",NA,NA,"Unknown","VF13382732","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_946","ROOM_18203","APPL_34235","Stove / Oven combo","General Electric",NA,"JBP230N1WW",NA,NA,"Unknown","RS250315Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_947","ROOM_9045","APPL_134606","Stove / Oven combo","LG",NA,"LRE3194ST/00",NA,NA,"2018","810MMAZ0M160","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_948","ROOM_27424","APPL_8266","Stove / Oven combo","General Electric",NA,"JGSP31GER3WG",NA,NA,"Unknown","ML209163Q","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_949","ROOM_4741","APPL_47300","Stove / Oven combo","Frigidaire",NA,"FFGF3015LWD",NA,NA,"Unknown","VF20872622","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_95","ROOM_14163","APPL_44498","Stove / Oven combo","Samsung",NA,"NX58M6630SS/AA",NA,NA,"2018","0F8P7DDK303585X","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_950","ROOM_19864","APPL_101474","Stove / Oven combo","Frigidaire",NA,"FEF352ASC",NA,NA,"Unknown","VF22317147","No","Yes","Electric","Coils",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_951","ROOM_37586","APPL_51019","Stove / Oven combo","Amana",NA,"ART6002L",NA,NA,"Unknown","#9807289292","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_952","ROOM_36458","APPL_68881","Stove / Oven combo","Kenmore",NA,"7909622240A",NA,NA,"Unknown","VF64034840","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_953","ROOM_2905","APPL_120830","Stovetop","General Electric",NA,"PROFILE",NA,NA,"1995","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_953","ROOM_2905","APPL_79874","Oven (standalone / wall)","General Electric",NA,"JKP14WOT1WW",NA,NA,"1995","AM6072630","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_954","ROOM_7799","APPL_35959","Stove / Oven combo","LG",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_955","ROOM_27529","APPL_68600","Stove / Oven combo","Frigidaire",NA,"DGGF3046RFA",NA,NA,"Unknown","#VE62400621","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_956","ROOM_33793","APPL_99043","Oven (standalone / wall)","White-Westinghouse",NA,"OK25HXO",NA,NA,"Unknown","KNB81532","No","No",NA,NA,NA,NA,"Unknown","Unknown","Radiant","Single Oven","Kitchen"
"SITE_956","ROOM_33793","APPL_146975","Stove / Oven combo","Electrolux",NA,"EW3LDF65GSH",NA,NA,"Unknown","VF01859864","No","Yes","Propane","Combustion",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_956","ROOM_9556","APPL_154352","Stovetop","Wedgewood",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Propane","Combustion",NA,"2",NA,NA,NA,NA,"Outbuilding / Addition"
"SITE_956","ROOM_8691","APPL_147087","Stove / Oven combo","Other","ATWOOD","Unknown","Unknown","Unknown","Unknown","Unknown","No","No","Propane","Combustion",NA,"3","Propane",NA,"Radiant","Single Oven","Outbuilding / Addition"
"SITE_957","ROOM_29599","APPL_66449","Stove / Oven combo","General Electric",NA,"JBS03 V1WH",NA,NA,"Unknown","FR119867G","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_958","ROOM_23346","APPL_99358","Stove / Oven combo","General Electric",NA,"JB250RF1SS",NA,NA,"Unknown","LD224329Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_959","ROOM_14601","APPL_87022","Stove / Oven combo","Kenmore",NA,"#79041103100",NA,NA,"2013","NF31720526","No","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_959","ROOM_14601","APPL_14617","Oven (standalone / wall)","Kenmore",NA,"#79048833901",NA,NA,"Unknown","NF32627187","No","No",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_96","ROOM_21108","APPL_23559","Stovetop","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_96","ROOM_21108","APPL_38851","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_960","ROOM_10430","APPL_117317","Stove / Oven combo","Frigidaire",NA,"FGGF3032MFE",NA,NA,"Unknown","VF33555616","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_961","ROOM_39431","APPL_79206","Stove / Oven combo","Frigidaire",NA,"FFGF3054TSD",NA,NA,"Unknown","VF93509032","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_962","ROOM_21527","APPL_108733","Stove / Oven combo","General Electric",NA,"JB625RK2SS",NA,NA,"Unknown","RH268452Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_963","ROOM_13914","APPL_160290","Stove / Oven combo","Frigidaire",NA,"FEF366EBE",NA,NA,"Unknown","F70840722","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_964","ROOM_7922","APPL_86517","Stovetop","Magic Chef",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_964","ROOM_7922","APPL_8063","Oven (standalone / wall)","Whirlpool",NA,"RBS245PDB14",NA,NA,"Unknown","XP1407271","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_965","ROOM_12385","APPL_129409","Stove / Oven combo","General Electric",NA,"JBP260W1AD",NA,NA,"Unknown","LD223109G","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_966","ROOM_41237","APPL_37215","Stove / Oven combo","Kenmore",NA,"#79078732402",NA,NA,"Unknown","VF51455559","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_967","ROOM_39854","APPL_157579","Stove / Oven combo","General Electric",NA,"JB645EK2ES",NA,NA,"Unknown","MH222637Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_968","ROOM_46709","APPL_1456","Stove / Oven combo","KitchenAid",NA,"KEBC177KSS0",NA,NA,"Unknown","ZP1805150","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_969","ROOM_14431","APPL_174222","Stove / Oven combo","Samsung",NA,"NE59R4321SS/AA",NA,NA,"2021","0GG67DAR109999T","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_97","ROOM_23041","APPL_18251","Stove / Oven combo","General Electric",NA,"J B3001R 2SS",NA,NA,"Unknown","ST2 56090Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_970","ROOM_43011","APPL_81141","Stove / Oven combo","Frigidaire",NA,"FFEF3015LSM",NA,NA,"Unknown","VF71828151","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_971","ROOM_23601","APPL_569","Stovetop","Kenmore",NA,"#79032243401",NA,NA,"Unknown","NF64925635","No","Yes","Natural Gas","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_971","ROOM_23601","APPL_138433","Oven (standalone / wall)","Kenmore",NA,"#79947833404",NA,NA,"Unknown","NF64711440","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_972","ROOM_33940","APPL_143549","Stove / Oven combo","Maytag",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_973","ROOM_35833","APPL_150390","Stovetop","Thermador",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_973","ROOM_35833","APPL_165116","Oven (standalone / wall)","Thermador",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_974","ROOM_46323","APPL_35038","Stove / Oven combo","Amana",NA,"ARG7800WW",NA,NA,"Unknown","#9904296227","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_975","ROOM_43495","APPL_65068","Oven (standalone / wall)","Bosch",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","No",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_975","ROOM_43495","APPL_118861","Stove / Oven combo","Unknown",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"6","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_976","ROOM_27518","APPL_44984","Stove / Oven combo","LG",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_977","ROOM_23235","APPL_151723","Stove / Oven combo","LG",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_978","ROOM_39934","APPL_66334","Stove / Oven combo","KitchenAid",NA,"KERS303BWH1",NA,NA,"Unknown","R42910030","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_979","ROOM_35961","APPL_4256","Stove / Oven combo","General Electric",NA,"JBS16002AD",NA,NA,"Unknown","ZD106553G","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_98","ROOM_12322","APPL_134493","Stove / Oven combo","General Electric",NA,"J BS55WOK1WW",NA,NA,"Unknown","SH241468Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_980","ROOM_7849","APPL_18545","Stove / Oven combo","Estate",NA,"TEDX640JQ-1",NA,NA,"2003","MP1598075","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_981","ROOM_38728","APPL_122479","Stovetop","Kenmore",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_981","ROOM_38728","APPL_160319","Oven (standalone / wall)","Kenmore",NA,"#79042003605",NA,NA,"2011","HF13319562","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_982","ROOM_4915","APPL_174592","Stove / Oven combo","Frigidaire",NA,"FFGF3054TWG",NA,NA,"Unknown","VF10785231","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_983","ROOM_42320","APPL_73841","Stove / Oven combo","Whirlpool",NA,"WFG520S0AW2",NA,NA,"Unknown","R44712017","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_984","ROOM_5602","APPL_96495","Stove / Oven combo","Café",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Yes","Yes","Natural Gas","Combustion",NA,"6","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_985","ROOM_738","APPL_61531","Stove / Oven combo","Jenn-Air",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_986","ROOM_27746","APPL_114153","Stove / Oven combo","Whirlpool",NA,"GR396LXGQ 1",NA,NA,"Unknown","RJ3013240","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_987","ROOM_42148","APPL_72182","Stove / Oven combo","Frigidaire",NA,"FGEF3055MFA",NA,NA,"Unknown","VF13566932","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_988","ROOM_25722","APPL_84657","Stove / Oven combo","Whirlpool",NA,"MFE361LVQ0",NA,NA,"Unknown","R14560644","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_989","ROOM_35904","APPL_97776","Stove / Oven combo","Kenmore",NA,"911 9269210",NA,NA,"Unknown","#2E64960","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_99","ROOM_72","APPL_109733","Stove / Oven combo","Jenn-Air",NA,"JDS1750FS1",NA,NA,"2016","RB0210358","Unknown","Yes","Natural Gas","Combustion",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_990","ROOM_6110","APPL_49374","Stove / Oven combo","Kenmore",NA,"#79070502013",NA,NA,"Unknown","VF11053193","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_991","ROOM_45459","APPL_140080","Stove / Oven combo","Whirlpool",NA,"GW395LEPQ02",NA,NA,"Unknown","XT2405841","No","Yes","Propane","Combustion",NA,"4","Propane",NA,"Radiant","Single Oven","Kitchen"
"SITE_992","ROOM_20979","APPL_154362","Stovetop","General Electric",NA,"JGP945SEK1SS",NA,NA,"Unknown","AL7 209980","No","Yes","Propane","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_992","ROOM_20979","APPL_121090","Oven (standalone / wall)","General Electric",NA,"J T915S0K4553",NA,NA,"Unknown","GL6 19477Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_993","ROOM_14087","APPL_56512","Stove / Oven combo","Frigidaire",NA,"FEF366EMC",NA,NA,"Unknown","VF60647208","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_994","ROOM_38133","APPL_61129","Stove / Oven combo","General Electric",NA,"JSP42DN WW",NA,NA,"Unknown","FA254615Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_995","ROOM_34531","APPL_95524","Stove / Oven combo","General Electric",NA,"J BP68H0H2CC",NA,NA,"Unknown","DG2586880","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_996","ROOM_12558","APPL_8647","Stove / Oven combo","Amana",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_997","ROOM_10340","APPL_112385","Stove / Oven combo","Whirlpool",NA,"RUE3165WO",NA,NA,"Unknown","F20201462","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_998","ROOM_28424","APPL_72050","Stove / Oven combo","Frigidaire",NA,"GLEF384HSB",NA,NA,"Unknown","VF91238435","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_999","ROOM_33712","APPL_7491","Stove / Oven combo","Samsung",NA,"NE59J7850WS/AA",NA,NA,"2019","OC8N7DCM300327T","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_3045","ROOM_5218","APPL_152693","Stove / Oven combo","Whirlpool",NA,"WFE515S0ES0",NA,NA,"Unknown","R61588124","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_3046","ROOM_38753","APPL_115327","Stove / Oven combo","HotPoint",NA,"R B525B H2CT",NA,NA,"Unknown","TF15458S7R","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_3047","ROOM_39779","APPL_30370","Stove / Oven combo","General Electric",NA,"J BS160D M3WW",NA,NA,"Unknown","ZR264989P","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
