"SiteID","RoomID","ApplianceID","Model","Vintage","Wifi_Enabled","Used_for_DVD_or_Bluray","Room_Type"
"SITE_3205","ROOM_19885","APPL_136999","MICROSOFT XBOX SERIES S","2020","Yes","No","Kitchen"
"SITE_3208","ROOM_36162","APPL_95850","MICROSOFT XBOX SERIES X","Unknown","Yes","Yes","Living Room"
"SITE_3213","ROOM_11086","APPL_157363","NINTENDO WII","Unknown","Yes","Yes","Living Room"
"SITE_3213","ROOM_11086","APPL_12637","SONY PLAYSTATION2","Unknown","No","Yes","Living Room"
"SITE_3215","ROOM_42029","APPL_174665","MICROSOFT XBOX SERIES S","Unknown","Yes","No","Living Room"
"SITE_3216","ROOM_30286","APPL_7666","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3229","ROOM_611","APPL_127568","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3235","ROOM_34616","APPL_109468","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3240","ROOM_41151","APPL_148881","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3245","ROOM_16090","APPL_74167","SONY PLAYSTATION5","Unknown","Yes","Yes","Living Room"
"SITE_3245","ROOM_16090","APPL_29200","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3252","ROOM_23210","APPL_81120","SONY PLAYSTATION5","2021","Yes","No","Bedroom"
"SITE_3254","ROOM_8736","APPL_139973","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Bedroom"
"SITE_3255","ROOM_39909","APPL_28976","NINTENDO WII","Unknown","Yes","Yes","Living Room"
"SITE_3259","ROOM_7957","APPL_104082","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3266","ROOM_21081","APPL_42661","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_3271","ROOM_8839","APPL_24484","NINTENDO SWITCH","Unknown","Yes","No","Kitchen"
"SITE_3271","ROOM_8839","APPL_35629","SONY PLAYSTATION4","Unknown","Yes","Unknown","Kitchen"
"SITE_3271","ROOM_8839","APPL_148247","NINTENDO WII","Unknown","Yes","Unknown","Kitchen"
"SITE_3272","ROOM_19831","APPL_157104","NINTENDO SWITCH","2019","Yes","No","Living Room"
"SITE_3272","ROOM_19831","APPL_167717","MICROSOFT XBOX ONE","2012","Yes","No","Living Room"
"SITE_3280","ROOM_40880","APPL_78414","NINTENDO WII","Unknown","Yes","Yes","Bedroom"
"SITE_3284","ROOM_31922","APPL_129872","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_3292","ROOM_32324","APPL_121949","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3296","ROOM_18551","APPL_34022","SONY PLAYSTATION5","Unknown","Yes","Yes","Living Room"
"SITE_3296","ROOM_18551","APPL_149660","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3299","ROOM_41358","APPL_97866","SONY PLAYSTATION3","Unknown","Yes","Yes","Living Room"
"SITE_3305","ROOM_28460","APPL_133215","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_3315","ROOM_29786","APPL_32187","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3320","ROOM_29803","APPL_130418","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Bedroom"
"SITE_3329","ROOM_33294","APPL_154155","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3331","ROOM_1689","APPL_161504","SONY PLAYSTATION5","Unknown","Yes","No","Living Room"
"SITE_3331","ROOM_1689","APPL_90202","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3331","ROOM_1689","APPL_39758","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3334","ROOM_37149","APPL_64503","Unknown","Unknown","Unknown","Unknown","Bedroom"
"SITE_3334","ROOM_30450","APPL_147893","Unknown","Unknown","Unknown","Unknown","Bedroom"
"SITE_3335","ROOM_12047","APPL_74727","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_3335","ROOM_12047","APPL_76271","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3335","ROOM_12047","APPL_114999","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3342","ROOM_27943","APPL_164237","SONY PLAYSTATION5","Unknown","Yes","Yes","Living Room"
"SITE_3348","ROOM_8888","APPL_49488","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3356","ROOM_38762","APPL_73617","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3356","ROOM_38762","APPL_92942","NINTENDO WII","Unknown","Yes","Unknown","Living Room"
"SITE_3356","ROOM_38762","APPL_163952","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3359","ROOM_21367","APPL_10801","MICROSOFT XBOX SERIES S","Unknown","Yes","Yes","Kitchen"
"SITE_3360","ROOM_41097","APPL_53761","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Other"
"SITE_3364","ROOM_34399","APPL_41630","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3364","ROOM_22649","APPL_144442","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_3366","ROOM_24559","APPL_48795","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3376","ROOM_27487","APPL_10233","MICROSOFT XBOX SERIES S","2021","Yes","No","Living Room"
"SITE_3381","ROOM_4702","APPL_121443","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_3381","ROOM_4702","APPL_68907","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3381","ROOM_3134","APPL_48333","PLAYSTATION OF SOME KIND","Unknown","Unknown","Unknown","Bedroom"
"SITE_3388","ROOM_26514","APPL_89863","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3388","ROOM_26514","APPL_68815","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_3396","ROOM_19852","APPL_60080","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3396","ROOM_19852","APPL_139844","MICROSOFT XBOX","Unknown","No","No","Living Room"
"SITE_3398","ROOM_33391","APPL_156349","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3400","ROOM_4911","APPL_118351","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3400","ROOM_4911","APPL_75066","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_3404","ROOM_44790","APPL_93582","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3405","ROOM_10131","APPL_29083","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3405","ROOM_10131","APPL_1959","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3405","ROOM_10131","APPL_3255","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3405","ROOM_10131","APPL_94151","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3407","ROOM_16912","APPL_60124","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_3424","ROOM_44089","APPL_78884","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3426","ROOM_44700","APPL_22303","MICROSOFT XBOX 360","Unknown","Yes","Unknown","Living Room"
"SITE_3427","ROOM_39144","APPL_24092","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3427","ROOM_39144","APPL_161087","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3427","ROOM_39144","APPL_70453","SONY PLAYSTATION3","Unknown","Yes","No","Living Room"
"SITE_3427","ROOM_39144","APPL_32002","SONY PLAYSTATION2","Unknown","No","No","Living Room"
"SITE_3427","ROOM_39144","APPL_152359","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3427","ROOM_39144","APPL_11907","NINTENDO WII-U","Unknown","Yes","No","Living Room"
"SITE_3427","ROOM_39144","APPL_78695","MICROSOFT XBOX","Unknown","No","No","Living Room"
