"SiteID","RoomID","WaterDetail_ID","Room_Type","Fixture_Type","Rated_GPM","Primary_Shower","Usage"
"SITE_1036","ROOM_23265","APPL_30543","Bathroom","Faucet","Unknown",NA,NA
"SITE_1036","ROOM_23265","APPL_100625","Bathroom","Faucet","Unknown",NA,NA
"SITE_1036","ROOM_23265","APPL_58405","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_1036","ROOM_23265","APPL_150504","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1037","ROOM_42931","APPL_69727","Kitchen","Faucet","Unknown",NA,NA
"SITE_1037","ROOM_17653","APPL_32957","Bathroom","Faucet","2.2",NA,NA
"SITE_1037","ROOM_17653","APPL_44142","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1038","ROOM_33895","APPL_128988","Kitchen","Faucet","Unknown",NA,NA
"SITE_1038","ROOM_27805","APPL_4255","Bathroom","Faucet","Unknown",NA,NA
"SITE_1038","ROOM_27805","APPL_156151","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1038","ROOM_17561","APPL_109363","Bathroom","Faucet","1.8",NA,NA
"SITE_1038","ROOM_17561","APPL_84422","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1039","ROOM_4195","APPL_49986","Bathroom","Faucet","1",NA,NA
"SITE_1039","ROOM_17569","APPL_27428","Kitchen","Faucet","2",NA,NA
"SITE_1039","ROOM_36926","APPL_87600","Bathroom","Faucet","1",NA,NA
"SITE_1039","ROOM_36926","APPL_28790","Bathroom","Shower / Bathtub combo with Diverter Valve","2","All used about the same","Daily / Almost Daily"
"SITE_1039","ROOM_10742","APPL_71526","Laundry","Faucet","1",NA,NA
"SITE_1039","ROOM_45703","APPL_135","Bathroom","Faucet","1",NA,NA
"SITE_1039","ROOM_45703","APPL_149041","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_1039","ROOM_45703","APPL_128291","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_104","ROOM_42246","APPL_128822","Kitchen","Faucet","Unknown",NA,NA
"SITE_104","ROOM_22835","APPL_75620","Bathroom","Faucet","Unknown",NA,NA
"SITE_104","ROOM_22835","APPL_36204","Bathroom","Shower","1.8","All used about the same","Daily / Almost Daily"
"SITE_104","ROOM_27297","APPL_146108","Laundry","Faucet","Unknown",NA,NA
"SITE_104","ROOM_36740","APPL_84309","Bathroom","Faucet","2.5",NA,NA
"SITE_104","ROOM_36740","APPL_146009","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","A few times per week"
"SITE_104","ROOM_13342","APPL_102059","Bathroom","Faucet","2.2",NA,NA
"SITE_104","ROOM_13342","APPL_125338","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_104","ROOM_23077","APPL_155865","Bathroom","Faucet","Unknown",NA,NA
"SITE_104","ROOM_23077","APPL_70180","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_104","ROOM_23077","APPL_36399","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1040","ROOM_3291","APPL_61760","Bathroom","Faucet","Unknown",NA,NA
"SITE_1040","ROOM_3291","APPL_87503","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1040","ROOM_45875","APPL_40540","Bathroom","Faucet","Unknown",NA,NA
"SITE_1040","ROOM_45875","APPL_118178","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1041","ROOM_26152","APPL_110787","Bedroom","Faucet","Unknown",NA,NA
"SITE_1041","ROOM_26152","APPL_161963","Bedroom","Faucet","Unknown",NA,NA
"SITE_1041","ROOM_26152","APPL_134014","Bedroom","Shower","2.2","Primary","Daily / Almost Daily"
"SITE_1041","ROOM_7801","APPL_108511","Bathroom","Faucet","Unknown",NA,NA
"SITE_1041","ROOM_7801","APPL_59143","Bathroom","Shower / Bathtub combo with Diverter Valve","2.2","Secondary","A few times per year or less"
"SITE_1041","ROOM_24279","APPL_108991","Kitchen","Faucet","2",NA,NA
"SITE_1041","ROOM_37311","APPL_15971","Bathroom","Faucet","2.2",NA,NA
"SITE_1041","ROOM_37311","APPL_111301","Bathroom","Shower","2","Secondary","A few times per year or less"
"SITE_1041","ROOM_4399","APPL_137582","Bathroom","Faucet","Unknown",NA,NA
"SITE_1041","ROOM_4399","APPL_67472","Bathroom","Shower","2.2","Secondary","Daily / Almost Daily"
"SITE_1042","ROOM_46195","APPL_121452","Bathroom","Faucet","1.5",NA,NA
"SITE_1042","ROOM_46211","APPL_90790","Kitchen","Faucet","Unknown",NA,NA
"SITE_1042","ROOM_19239","APPL_74610","Bathroom","Faucet","1.5",NA,NA
"SITE_1042","ROOM_19239","APPL_121896","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1042","ROOM_19794","APPL_67535","Bathroom","Faucet","1.5",NA,NA
"SITE_1042","ROOM_19794","APPL_28379","Bathroom","Faucet","1.5",NA,NA
"SITE_1042","ROOM_19794","APPL_143023","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1043","ROOM_30664","APPL_149812","Laundry","Faucet","1.5",NA,NA
"SITE_1043","ROOM_36997","APPL_124799","Kitchen","Faucet","1.5",NA,NA
"SITE_1043","ROOM_31771","APPL_62787","Bathroom","Bathtub","Unknown","Primary","A few times per year or less"
"SITE_1043","ROOM_31771","APPL_11676","Bathroom","Shower","1.75","All used about the same","Daily / Almost Daily"
"SITE_1043","ROOM_31771","APPL_140810","Bathroom","Faucet","Unknown",NA,NA
"SITE_1043","ROOM_31771","APPL_56772","Bathroom","Faucet","Unknown",NA,NA
"SITE_1043","ROOM_2988","APPL_27189","Bathroom","Faucet","Unknown",NA,NA
"SITE_1043","ROOM_9375","APPL_94893","Bathroom","Faucet","Unknown",NA,NA
"SITE_1043","ROOM_9375","APPL_144424","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","All used about the same","Daily / Almost Daily"
"SITE_1044","ROOM_31724","APPL_134800","Kitchen","Faucet","Unknown",NA,NA
"SITE_1044","ROOM_3030","APPL_155296","Family Room","Faucet","2.2",NA,NA
"SITE_1044","ROOM_13894","APPL_56294","Bathroom","Faucet","2.2",NA,NA
"SITE_1044","ROOM_13894","APPL_15487","Bathroom","Shower","Unknown","All used about the same","A few times per week"
"SITE_1044","ROOM_9707","APPL_45257","Bathroom","Faucet","2.2",NA,NA
"SITE_1044","ROOM_9707","APPL_133966","Bathroom","Faucet","2.2",NA,NA
"SITE_1044","ROOM_9707","APPL_32559","Bathroom","Shower","Unknown","All used about the same","A few times per week"
"SITE_1044","ROOM_15682","APPL_48770","Bathroom","Faucet","2.2",NA,NA
"SITE_1044","ROOM_15682","APPL_93206","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","A few times per week"
"SITE_1045","ROOM_11731","APPL_133236","Kitchen","Faucet","Unknown",NA,NA
"SITE_1045","ROOM_6849","APPL_119140","Bathroom","Faucet","Unknown",NA,NA
"SITE_1045","ROOM_6849","APPL_96504","Bathroom","Shower","Unknown","Primary","A few times per week"
"SITE_1045","ROOM_1349","APPL_41495","Bathroom","Faucet","Unknown",NA,NA
"SITE_1045","ROOM_1349","APPL_79449","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1046","ROOM_2757","APPL_168976","Living Room","Faucet","Unknown",NA,NA
"SITE_1046","ROOM_7077","APPL_167672","Bathroom","Faucet","Unknown",NA,NA
"SITE_1046","ROOM_7077","APPL_76033","Bathroom","Faucet","Unknown",NA,NA
"SITE_1046","ROOM_7077","APPL_12521","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1047","ROOM_10514","APPL_88313","Kitchen","Faucet","1.8",NA,NA
"SITE_1047","ROOM_28358","APPL_141010","Bathroom","Faucet","Unknown",NA,NA
"SITE_1047","ROOM_28358","APPL_45746","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1047","ROOM_5445","APPL_185","Bathroom","Faucet","1.5",NA,NA
"SITE_1047","ROOM_5445","APPL_42506","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1048","ROOM_8990","APPL_38323","Bathroom","Faucet","Unknown",NA,NA
"SITE_1048","ROOM_8990","APPL_95161","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1048","ROOM_719","APPL_145158","Bathroom","Faucet","Unknown",NA,NA
"SITE_1048","ROOM_719","APPL_14346","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_1048","ROOM_40271","APPL_112302","Kitchen","Faucet","2.2",NA,NA
"SITE_1049","ROOM_37503","APPL_15492","Laundry","Faucet","2.2",NA,NA
"SITE_1049","ROOM_41375","APPL_106928","Kitchen","Faucet","Unknown",NA,NA
"SITE_1049","ROOM_38071","APPL_36641","Bathroom","Faucet","Unknown",NA,NA
"SITE_1049","ROOM_38071","APPL_93762","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1049","ROOM_41786","APPL_166636","Bathroom","Faucet","Unknown",NA,NA
"SITE_1049","ROOM_41786","APPL_94576","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_105","ROOM_17615","APPL_103453","Bathroom","Faucet","2.2",NA,NA
"SITE_105","ROOM_32128","APPL_106063","Kitchen","Faucet","Unknown",NA,NA
"SITE_105","ROOM_32128","APPL_71628","Kitchen","Faucet","Unknown",NA,NA
"SITE_105","ROOM_35325","APPL_78049","Laundry","Faucet","Unknown",NA,NA
"SITE_105","ROOM_7163","APPL_2547","Bathroom","Faucet","Unknown",NA,NA
"SITE_105","ROOM_7163","APPL_102566","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","Daily / Almost Daily"
"SITE_105","ROOM_7163","APPL_115878","Bathroom","Faucet","Unknown",NA,NA
"SITE_105","ROOM_30363","APPL_7901","Bathroom","Faucet","2.2",NA,NA
"SITE_105","ROOM_30363","APPL_38059","Bathroom","Bathtub","Unknown","Unknown","A few times per year or less"
"SITE_105","ROOM_30363","APPL_20372","Bathroom","Faucet","2.2",NA,NA
"SITE_105","ROOM_30363","APPL_61586","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1050","ROOM_11694","APPL_24560","Bathroom","Faucet","1.5",NA,NA
"SITE_1050","ROOM_11694","APPL_86818","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_1050","ROOM_8785","APPL_15810","Kitchen","Faucet","2.2",NA,NA
"SITE_1050","ROOM_13543","APPL_150796","Bathroom","Faucet","Unknown",NA,NA
"SITE_1050","ROOM_13543","APPL_154892","Bathroom","Faucet","Unknown",NA,NA
"SITE_1050","ROOM_13543","APPL_4364","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1050","ROOM_32975","APPL_101904","Laundry","Faucet","Unknown",NA,NA
"SITE_1050","ROOM_15049","APPL_56457","Bathroom","Faucet","1.2",NA,NA
"SITE_1050","ROOM_29614","APPL_84573","Basement","Faucet","Unknown",NA,NA
"SITE_1050","ROOM_674","APPL_6940","Bathroom","Faucet","1.5",NA,NA
"SITE_1050","ROOM_674","APPL_5619","Bathroom","Shower","2.5","Secondary","A few times per month"
"SITE_1051","ROOM_7879","APPL_160611","Kitchen","Faucet","2",NA,NA
"SITE_1051","ROOM_37070","APPL_165923","Bathroom","Faucet","1.5",NA,NA
"SITE_1051","ROOM_37070","APPL_28382","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1052","ROOM_4289","APPL_154303","Bathroom","Faucet","1.8",NA,NA
"SITE_1052","ROOM_4289","APPL_34942","Bathroom","Faucet","1.8",NA,NA
"SITE_1052","ROOM_4289","APPL_136136","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1052","ROOM_2584","APPL_154952","Bathroom","Faucet","1.8",NA,NA
"SITE_1052","ROOM_2584","APPL_87810","Bathroom","Shower","2.5","Secondary","Daily / Almost Daily"
"SITE_1052","ROOM_16484","APPL_143018","Kitchen","Faucet","2",NA,NA
"SITE_1052","ROOM_12547","APPL_113276","Bathroom","Faucet","1.8",NA,NA
"SITE_1052","ROOM_12547","APPL_92426","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","Daily / Almost Daily"
"SITE_1052","ROOM_44666","APPL_72023","Laundry","Faucet","2",NA,NA
"SITE_1053","ROOM_17177","APPL_135337","Kitchen","Faucet","1",NA,NA
"SITE_1053","ROOM_26466","APPL_136894","Bathroom","Faucet","Unknown",NA,NA
"SITE_1053","ROOM_26466","APPL_46940","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1053","ROOM_39804","APPL_121413","Bathroom","Faucet","Unknown",NA,NA
"SITE_1053","ROOM_39804","APPL_91949","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1054","ROOM_38769","APPL_147400","Bathroom","Shower / Bathtub combo with Diverter Valve","2","All used about the same","Daily / Almost Daily"
"SITE_1054","ROOM_38769","APPL_131173","Bathroom","Faucet","Unknown",NA,NA
"SITE_1054","ROOM_34127","APPL_8835","Bathroom","Faucet","Unknown",NA,NA
"SITE_1054","ROOM_34127","APPL_78722","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1055","ROOM_37159","APPL_59256","Bathroom","Faucet","1.2",NA,NA
"SITE_1055","ROOM_6243","APPL_67203","Kitchen","Faucet","Unknown",NA,NA
"SITE_1055","ROOM_7633","APPL_24538","Bathroom","Faucet","1.2",NA,NA
"SITE_1055","ROOM_7633","APPL_24761","Bathroom","Faucet","1.2",NA,NA
"SITE_1055","ROOM_7633","APPL_42011","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_1055","ROOM_7633","APPL_67820","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_1055","ROOM_6477","APPL_136818","Bathroom","Faucet","1.2",NA,NA
"SITE_1055","ROOM_6477","APPL_31671","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per year or less"
"SITE_1056","ROOM_12097","APPL_128895","Living Room","Faucet","Unknown",NA,NA
"SITE_1056","ROOM_16960","APPL_169856","Bathroom","Faucet","2.2",NA,NA
"SITE_1056","ROOM_5754","APPL_143241","Laundry","Faucet","2.2",NA,NA
"SITE_1056","ROOM_43500","APPL_50860","Bathroom","Faucet","2.2",NA,NA
"SITE_1056","ROOM_43500","APPL_25960","Bathroom","Faucet","2.2",NA,NA
"SITE_1056","ROOM_43500","APPL_161856","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_1056","ROOM_43500","APPL_172125","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1056","ROOM_17196","APPL_18758","Kitchen","Faucet","Unknown",NA,NA
"SITE_1056","ROOM_7126","APPL_13681","Bathroom","Faucet","Unknown",NA,NA
"SITE_1056","ROOM_7126","APPL_98204","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Unknown","A few times per year or less"
"SITE_1056","ROOM_30858","APPL_121378","Bathroom","Faucet","Unknown",NA,NA
"SITE_1056","ROOM_30858","APPL_74105","Bathroom","Shower","Unknown","Unknown","A few times per year or less"
"SITE_1056","ROOM_36733","APPL_61849","Bathroom","Faucet","Unknown",NA,NA
"SITE_1056","ROOM_36733","APPL_28404","Bathroom","Shower","Unknown","Unknown","A few times per year or less"
"SITE_1057","ROOM_34468","APPL_33056","Bedroom","Faucet","1.5",NA,NA
"SITE_1057","ROOM_34468","APPL_27265","Bedroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1057","ROOM_22439","APPL_42471","Kitchen","Faucet","1.8",NA,NA
"SITE_1057","ROOM_17051","APPL_163788","Laundry","Faucet","1.5",NA,NA
"SITE_1057","ROOM_28678","APPL_117832","Bathroom","Faucet","1.8",NA,NA
"SITE_1057","ROOM_28678","APPL_45960","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1057","ROOM_28678","APPL_10981","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per year or less"
"SITE_1057","ROOM_28678","APPL_99269","Bathroom","Faucet","1.8",NA,NA
"SITE_1058","ROOM_5584","APPL_51623","Kitchen","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_41001","APPL_44066","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_13656","APPL_161778","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_13656","APPL_163812","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1058","ROOM_32115","APPL_60661","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_32115","APPL_145133","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_32115","APPL_35233","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_1058","ROOM_6137","APPL_51170","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_6137","APPL_75521","Bathroom","Faucet","Unknown",NA,NA
"SITE_1058","ROOM_6137","APPL_58694","Bathroom","Bathtub","Unknown","Unknown","A few times per year or less"
"SITE_1058","ROOM_6137","APPL_164708","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1059","ROOM_14052","APPL_117111","Laundry","Faucet","Unknown",NA,NA
"SITE_1059","ROOM_2932","APPL_40033","Bathroom","Faucet","1.2",NA,NA
"SITE_1059","ROOM_2932","APPL_126280","Bathroom","Faucet","1.2",NA,NA
"SITE_1059","ROOM_2932","APPL_140915","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_1059","ROOM_32373","APPL_15176","Kitchen","Faucet","Unknown",NA,NA
"SITE_1059","ROOM_44761","APPL_111689","Bathroom","Faucet","1.2",NA,NA
"SITE_1059","ROOM_44761","APPL_108458","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_106","ROOM_4848","APPL_22253","Kitchen","Faucet","1.5",NA,NA
"SITE_106","ROOM_43882","APPL_57798","Bathroom","Faucet","1.5",NA,NA
"SITE_106","ROOM_43882","APPL_118497","Bathroom","Shower","2.5","Secondary","A few times per month"
"SITE_106","ROOM_10423","APPL_118393","Laundry","Faucet","1.5",NA,NA
"SITE_106","ROOM_23478","APPL_17647","Bathroom","Faucet","1.5",NA,NA
"SITE_106","ROOM_23478","APPL_125784","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_106","ROOM_23478","APPL_107487","Bathroom","Bathtub","Unknown","Secondary","A few times per week"
"SITE_1060","ROOM_44473","APPL_44748","Bathroom","Faucet","Unknown",NA,NA
"SITE_1060","ROOM_28951","APPL_29015","Kitchen","Faucet","Unknown",NA,NA
"SITE_1060","ROOM_43545","APPL_43174","Bedroom","Faucet","1.5",NA,NA
"SITE_1060","ROOM_3050","APPL_79463","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_1060","ROOM_38203","APPL_154510","Bathroom","Faucet","1.5",NA,NA
"SITE_1060","ROOM_38203","APPL_43244","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_1061","ROOM_41560","APPL_53517","Laundry","Faucet","Unknown",NA,NA
"SITE_1061","ROOM_15032","APPL_82701","Kitchen","Faucet","Unknown",NA,NA
"SITE_1061","ROOM_25924","APPL_169315","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1061","ROOM_25924","APPL_95783","Bathroom","Faucet","2.2",NA,NA
"SITE_1061","ROOM_25924","APPL_168280","Bathroom","Faucet","2.2",NA,NA
"SITE_1061","ROOM_324","APPL_81426","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_1061","ROOM_324","APPL_56860","Bathroom","Faucet","2.2",NA,NA
"SITE_1062","ROOM_16504","APPL_172430","Bathroom","Faucet","1.5",NA,NA
"SITE_1062","ROOM_16504","APPL_106409","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1062","ROOM_786","APPL_108455","Bathroom","Faucet","1.5",NA,NA
"SITE_1062","ROOM_786","APPL_23143","Bathroom","Faucet","1.5",NA,NA
"SITE_1062","ROOM_786","APPL_151120","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","A few times per week"
"SITE_1062","ROOM_17880","APPL_135731","Kitchen","Faucet","1.8",NA,NA
"SITE_1063","ROOM_8610","APPL_170846","Bathroom","Faucet","2.2",NA,NA
"SITE_1063","ROOM_8610","APPL_166288","Bathroom","Shower","Unknown","Unknown","A few times per year or less"
"SITE_1063","ROOM_35178","APPL_43175","Bathroom","Faucet","Unknown",NA,NA
"SITE_1063","ROOM_35178","APPL_146555","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_1063","ROOM_35178","APPL_31323","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_1063","ROOM_15509","APPL_64225","Kitchen","Faucet","1.5",NA,NA
"SITE_1063","ROOM_4697","APPL_83825","Bathroom","Faucet","Unknown",NA,NA
"SITE_1063","ROOM_4697","APPL_9469","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_1064","ROOM_7206","APPL_85581","Bathroom","Faucet","1.8",NA,NA
"SITE_1064","ROOM_7206","APPL_14918","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_1064","ROOM_34023","APPL_66522","Bathroom","Faucet","1.8",NA,NA
"SITE_1064","ROOM_34023","APPL_103953","Bathroom","Shower","2.5","Secondary","A few times per week"
"SITE_1064","ROOM_35912","APPL_143021","Kitchen","Faucet","2.2",NA,NA
"SITE_1064","ROOM_34169","APPL_40041","Bathroom","Faucet","1.8",NA,NA
"SITE_1065","ROOM_42983","APPL_113065","Kitchen","Faucet","Unknown",NA,NA
"SITE_1065","ROOM_32215","APPL_71941","Bathroom","Faucet","Unknown",NA,NA
