"SiteID","Mechanical_ID","Technology_Description","Storage_Tankless","Fuel_Type","Make","Make_Other","Model","Water_Heater_Missing_Model_Reason","Size","Size_Is_Estimated","Year_Manufactured","Serial_Number","Wifi_Enabled","Serves_Whole_House","Location","Provided_by_Heating_System","Supplemental_Solar_Water_Heating","Capacity_BTUH","Capacity_BTUH_Is_Estimated","Capacity_kW","Capacity_kW_Is_Estimated","Water_Heater_Efficiency_Type","Water_Heater_Efficiency","Water_Heater_MEF","Tank_Wrap","Tank_Wrap_Thickness","Pipe_Wrap","Pipe_Wrap_Type","Pipe_Wrap_Type_Other","Pipe_Wrap_Length","Pipe_Wrap_Length_Is_Estimated","Pipe_Wrap_Thickness","Pipe_Wrap_Thickness_Is_Estimated","Circulator_Present","Space_Is_Conditioned","HPWH_Conditioned_Space_Size","Relation_to_Space_Heating_Unit","Air_Supply_From_Inside_House","HPWH_Ducting","Within_4_feet_of_a_drain","Drain_Type","Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior","In_A_Room_Greater_Than_1.000_Cubic_Feet","Eight_feet_of_Vertical_Space","HPWH_Current_Mode","HPWH_Port_Present","Indirect_Water_Heater_Fuel"
"SITE_796","MECH_8175","Fossil Fuel Non-Condensing","Storage","Natural Gas","American Standard",NA,"GR-50T1-3-6 NAT",NA,"50","Measured or Known","Unknown","E10-001630","No","No","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_796","MECH_84336","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"FSG 50 248",NA,"50","Measured or Known","Unknown","GL00-6070449-248","No","No","Laundry","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_797","MECH_126546","Electric Resistance","Storage","Electric","AO Smith",NA,"ENT-50 110",NA,"50","Measured or Known","Unknown","#1649104159793","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_798","MECH_106139","Electric Resistance","Storage","Electric","Rheem",NA,"71-52D B",NA,"50","Measured or Known","Unknown","R 0397105383","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_799","MECH_110415","Electric Resistance","Storage","Electric","Rheem",NA,"82SV50",NA,"47","Measured or Known","2005","RH 0505R08085","No","Yes","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.9","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"Same room","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_799","MECH_14053","Electric Resistance","Storage","Electric","Rheem",NA,"82SV50",NA,"47","Measured or Known","2005","RH 0505R08102","No","Yes","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes – captured with previous water heater","No",NA,"Same room","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_8","MECH_139304","Fossil Fuel Condensing","Storage","Natural Gas","Bradford White",NA,"RG250T6N",NA,"50","Measured or Known","Unknown","TL44348749","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_80","MECH_15940","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50 M2 RH95",NA,"50","Measured or Known","Unknown","M121613896","No","Yes","Entry/Entryway","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_800","MECH_109610","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T12EC55U1",NA,"50","Measured or Known","2016","M291602735","No","Yes","Laundry","No","No",NA,NA,"5.5","Measured or Known","Uniform Energy Factor (UEF)","0.95","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_801","MECH_43916","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","MC35823439","No","No","Outbuilding / Addition","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","No",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_801","MECH_74901","Electric Resistance","Tankless","Electric","Stiebel Eltron",NA,"TEMPRA24 PLUS",NA,NA,NA,"Unknown","Unknown","No","Yes","Entry/Entryway","No","No",NA,NA,"24","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_802","MECH_46331","Electric Resistance","Storage","Electric","Bradford White",NA,"M250S6DS-1NCWW",NA,"50","Measured or Known","Unknown","FM12753723","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_803","MECH_130764","Electric Resistance","Storage","Electric","Reliance",NA,"6-50-EORT-130",NA,"50","Measured or Known","Unknown","#2114123798972","No","Yes","Mechanical","No","No",NA,NA,"3.38","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_804","MECH_160880","Fossil Fuel Non-Condensing","Storage","Natural Gas","American Water Heaters",NA,"G51-40T34-3N",NA,"40","Measured or Known","1996","#9616352271","No","No","Mechanical","No","No","34000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_804","MECH_149300","Fossil Fuel Non-Condensing","Storage","Natural Gas","American Water Heaters",NA,"G51-40T34-3N",NA,"40","Measured or Known","1996","#9623353962","No","No","Mechanical","No","No","34000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","Yes",NA,NA,NA
"SITE_805","MECH_114037","Electric Resistance","Storage","Electric","American Water Heaters",NA,"E61-50R-045D",NA,"50","Measured or Known","Unknown","#0421107436","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.9","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"6","Estimated","0.5","Estimated","No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_806","MECH_140908","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"FSG 50 242",NA,"50","Measured or Known","1996","GD99-4875579-K32","No","Yes","Garage","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","Yes","1.0 inch","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_807","MECH_160648","Fossil Fuel Non-Condensing","Storage","Natural Gas","Ruud",NA,"PROG50-38N RU60",NA,"50","Measured or Known","2021","M042103236","No","Yes","Garage","No","No","38000","Measured or Known",NA,NA,"Unknown","0.66","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_808","MECH_63782","Electric Resistance","Storage","Electric","Rheem",NA,"MR50245B",NA,"50","Measured or Known","Unknown","0507 W 38127","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.92","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_809","MECH_40165","Electric Resistance","Storage","Electric","Rheem",NA,"XE40M06ST45U1",NA,"40","Measured or Known","2021","M092110961","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_81","MECH_27760","Electric Resistance","Storage","Electric","General Electric",NA,"SE40M12TAH",NA,"40","Measured or Known","Unknown","GE 0410R15207","No","Yes","Bedroom","No","No",NA,NA,"5.5","Measured or Known","Energy Factor (EF)","0.94","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"4","Measured or Known","1","Measured or Known","No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_810","MECH_127839","Fossil Fuel Condensing","Storage","Natural Gas","Rheem",NA,"22V50F1",NA,"50","Measured or Known","2009","RHLN1211Z06883","No","Yes","Mechanical","Yes","No","38000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_811","MECH_161188","Fossil Fuel Condensing","Storage","Natural Gas","Rheem",NA,"PROG4038NRH62",NA,"40","Measured or Known","2017","Q081718444","No","Yes","Basement","No","No","38000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_812","MECH_97797","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCR-40 400",NA,"40","Measured or Known","Unknown","#2050122252037","No","Yes","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_813","MECH_36049","Fossil Fuel Non-Condensing","Storage","Propane","Rheem",NA,"22V50PF1",NA,"50","Measured or Known","2012","RHLPM291207335","No","Yes","Closet","Yes","No","36000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_813","MECH_109354","Fossil Fuel Non-Condensing","Storage","Propane","Rheem",NA,"22V50PF1",NA,"50","Measured or Known","Unknown","RHLPM511209573","No","Yes","Closet","Yes","No","36000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","Yes","Yes","Yes",NA,NA,NA
"SITE_814","MECH_94143","Electric Resistance","Tankless","Electric","EcoSmart",NA,"ECO 27",NA,NA,NA,"Unknown","Unknown","Unknown","Yes","Mechanical","No","No",NA,NA,"27","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_815","MECH_164207","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036FBN",NA,"50","Measured or Known","Unknown","LC34138282","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_816","MECH_43565","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCG-50 400",NA,"50","Measured or Known","2017","#1728106802650","No","Yes","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_817","MECH_23369","Electric Resistance","Storage","Electric","AO Smith",NA,"Unknown","Unknown","50","Measured or Known","Unknown","Unknown","No","No","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_817","MECH_170985","Electric Resistance","Storage","Electric","AO Smith",NA,"ECRT 52 200",NA,"50","Measured or Known","Unknown","COGJG43321","No","No","Bathroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","No","No","No",NA,NA,NA
"SITE_817","MECH_124127","Electric Resistance","Tankless","Electric","InSinkErator",NA,"Unknown","NO NAMEPLATE",NA,NA,"Unknown","Unknown","No","No","Kitchen","No","No",NA,NA,"Unknown","Estimated","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","Yes","No",NA,NA,NA
"SITE_818","MECH_40108","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","JA16031748","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.78","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Unknown","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_819","MECH_86807","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"RG250T6N",NA,"50","Measured or Known","2014","SSL42490451","No","Yes","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"Yes","Floor drain","No","No","No",NA,NA,NA
"SITE_82","MECH_120623","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036FBN7",NA,"50","Measured or Known","Unknown","CD7622054","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_820","MECH_62385","Electric Heat Pump (Packaged)","Storage","Electric","American Water Heaters",NA,"HPHE10250H045DVN 120",NA,"50","Measured or Known","Unknown","#1714105684507","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Uniform Energy Factor (UEF)","3.45","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"4","Estimated","0.5","Estimated","No","No","Unknown","Adjacent rooms","Yes","None","No","Unknown","Yes","Yes","Yes","Hybrid Mode","Yes",NA
"SITE_821","MECH_150560","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCV 40 100",NA,"38","Measured or Known","Unknown","AO6J016889","No","Yes","Mechanical","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","Yes","1.5 inches","Yes","Polyethylene Foam",NA,"3","Estimated","0.5","Estimated","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_822","MECH_81548","Fossil Fuel Non-Condensing","Storage","Natural Gas","Reliance",NA,"640GORS 200",NA,"40","Measured or Known","2008","0833J010888","No","Yes","Mechanical","No","No","35500","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_823","MECH_37552","Fossil Fuel Condensing","Tankless","Propane","Rinnai",NA,"RUC90I",NA,NA,NA,"Unknown","JBBA-012329","No","Yes","Mechanical","No","No","180000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Unknown",NA,"None of the above","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_824","MECH_151132","Electric Resistance","Storage","Electric","Reliance",NA,"52 2ES ORTI W95",NA,"52","Measured or Known","Unknown","K94517848","No","Yes","Mechanical","Unknown","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_825","MECH_165961","Fossil Fuel Non-Condensing","Storage","Natural Gas","American Water Heaters",NA,"BFG6140T403N0",NA,"40","Measured or Known","Unknown","1143T470106","No","Yes","Garage","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","Yes","Unknown","Yes",NA,NA,NA
"SITE_826","MECH_157023","Electric Resistance","Storage","Electric","Reliance",NA,"Unknown","NO NAMEPLATE","60","Estimated","Unknown","Unknown","No","Yes","Basement","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_827","MECH_123854","Electric Resistance","Storage","Electric","Bradford White",NA,"MI50S6DS13",NA,"50","Measured or Known","Unknown","WB8727179","No","Yes","Kitchen","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"1","Measured or Known","1","Measured or Known","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_828","MECH_22440","Fossil Fuel Condensing","Storage","Natural Gas","Bradford White",NA,"MIITW65T6EN10",NA,"65","Measured or Known","Unknown","TK7170976","No","Yes","Mechanical","Yes","No","65000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"40","Estimated","0.5","Estimated","No","Unknown",NA,"Same room","Yes",NA,"Yes","Floor drain","No","Yes","No",NA,NA,NA
"SITE_829","MECH_68203","Electric Resistance","Storage","Electric","US Craftmaster",NA,"ES2J80HD045V",NA,"80","Measured or Known","Unknown","1407T462958","Unknown","Yes","Mechanical","Unknown","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Same room","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_83","MECH_95944","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Bathroom","No","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","Unknown","No","No",NA,NA,NA
"SITE_830","MECH_33277","Electric Resistance","Storage","Electric","Rheem",NA,"XE50T06ST45U0",NA,"50","Measured or Known","2015","M091513876","No","Yes","Outside","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Unknown","No",NA,NA,NA
"SITE_831","MECH_59797","Electric Heat Pump (Packaged)","Storage","Electric","Kenmore",NA,"Unknown","NAMEPLATE IS ILLEGIBLE","80","Measured or Known","Unknown","1341J010964","Unknown","Yes","Entry/Entryway","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes","232.6875","None of the above","Yes","None","Yes","Plumbed drain","Yes","Yes","Yes","Resistance Mode","No",NA
"SITE_832","MECH_80569","Fossil Fuel Non-Condensing","Storage","Natural Gas","General Electric",NA,"GG40T06AVG01",NA,"40","Measured or Known","2011","GELN0211V07305","No","Yes","Garage","No","No","36000","Measured or Known",NA,NA,"Unknown","0.59","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"8","Estimated","1","Estimated","No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_833","MECH_154946","Fossil Fuel Condensing","Storage","Natural Gas","AO Smith",NA,"GDP50102",NA,"50","Measured or Known","2015","1326A000062","No","Yes","Bathroom","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","No",NA,NA,NA
"SITE_834","MECH_122131","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"PROG50-38N RH58",NA,"50","Measured or Known","2014","RHLNM351403339","No","Yes","Garage","No","No","38000","Measured or Known",NA,NA,"Unknown","0.58","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_835","MECH_120481","Electric Resistance","Storage","Electric","Bradford White",NA,"RE350T6",NA,"50","Measured or Known","Unknown","NM3862116","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","No",NA,"No","Unknown","No","Yes","Yes",NA,NA,NA
"SITE_836","MECH_83193","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50 T2 RH95",NA,"50","Measured or Known","2022","M122203472","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.93","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_837","MECH_37559","Electric Resistance","Storage","Electric","Reliance",NA,"5 52 20RT0 J",NA,"52","Measured or Known","Unknown","K95365751","No","Yes","Crawlspace","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"1","Estimated","1","Estimated","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_838","MECH_87449","Electric Resistance","Storage","Electric","AO Smith",NA,"ECRT52200",NA,"50","Measured or Known","Unknown","G04J073212","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","No","No",NA,NA,NA
"SITE_839","MECH_169284","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036EN10",NA,"50","Measured or Known","Unknown","#YE1355850","No","Yes","Closet","Yes","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_84","MECH_123429","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","#GE13373413","No","No","Closet","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes – captured with previous water heater","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","Yes",NA,NA,NA
"SITE_84","MECH_39842","Electric Resistance","Storage","Electric","AO Smith",NA,"SUN-80 110",NA,"80","Measured or Known","Unknown","#1648104100377","No","Yes","Outbuilding / Addition","No","Yes",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_840","MECH_137145","Electric Heat Pump (Packaged)","Storage","Electric","General Electric",NA,"GEH50DFEJSRA",NA,"50","Measured or Known","2015","LF604559G","No","Yes","Laundry","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"80","Measured or Known","0.5","Estimated","No","Yes","157.9","Same room","Yes","None","Yes","Floor drain","Yes","Yes","No","Hybrid Mode","Yes",NA
"SITE_842","MECH_79721","Electric Resistance","Storage","Electric","State",NA,"CD5522ORT9610",NA,"52","Measured or Known","Unknown","A97413528","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.88","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_843","MECH_100551","Electric Resistance","Storage","Electric","Bradford White",NA,"RE350T6",NA,"50","Measured or Known","Unknown","NK38497539","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_844","MECH_16418","Fossil Fuel Condensing","Tankless","Propane","Navien",NA,"NOW-240A",NA,NA,NA,"Unknown","Unknown","Unknown","Yes","Garage","Yes","No","199900","Measured or Known",NA,NA,"Unknown","0.97","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_845","MECH_46871","Electric Resistance","Storage","Electric","General Electric",NA,"GE50T06TAG",NA,"50","Measured or Known","2005","GE0605R02616","No","No","Entry/Entryway","No","No",NA,NA,"4.6","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","No","No",NA,NA,NA
"SITE_845","MECH_79958","Electric Resistance","Storage","Electric","Rheem",NA,"666H-52D",NA,"52","Measured or Known","Unknown","#1278111316","No","No","Laundry","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","No","No",NA,NA,NA
