"SiteID","Ceiling_Type","Ceiling_Type_Other","Ceiling_Area","Ceiling_Accessible","Type_of_Area_Above_Ceiling","Ceiling_Framing_Size","Ceiling_Framing_Material","Ceiling_Framing_Material_Other","Ceiling_Framing_Spacing","Ceiling_Framing_Spacing_Other","Ceiling_Insulated","Ceiling_Insulation_Type_1","Ceiling_Insulation_Thickness_1","Ceiling_Insulation_Condition_1","Ceiling_Insulation_Type_2","Ceiling_Insulation_Thickness_2","Ceiling_Insulation_Condition_2","Ceiling_Insulation_Type_3","Ceiling_Insulation_Thickness_3","Ceiling_Insulation_Condition_3","Ceiling_Insulation_Source","Ceiling_Insulation_Source_Other","Ceiling_Insulation_U-Value","Ceiling_Insulation_R-Value","Ceiling_U-Value_for_Heat_Loss","Ceiling_Heat_Loss_Rate_UA"
"SITE_1080","Attic",NA,"1157","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","34.5655670085395"
"SITE_1081","Attic",NA,"915","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1082","Attic",NA,"1800","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.023598820058997","42.375","0.030860170193097","55.5483063475745"
"SITE_1083","Sloped / Vaulted (no Attic)",NA,"1700","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1084","Attic",NA,"1620","Yes",NA,"Scissor Truss","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","Unknown","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1085","Attic",NA,"1059","Yes",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1086","Attic",NA,"1010","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","39.827597683878"
"SITE_1087","Attic",NA,"702.63","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","392.969798657718"
"SITE_1087","Attic",NA,"1088","Yes",NA,"2x4","Wood",NA,"30 inches on center",NA,"Yes","Blown cellulose","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.096929013576164","105.458766770866"
"SITE_1088","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","1",NA,NA,NA,NA,NA,NA,"Other","HOME OWNER","0.0366568914956012","27.28","0.0396454688165335","Unknown"
"SITE_1089","Roof Deck",NA,"1200","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0366568914956012","27.28","0.0611786412544954","73.4143695053945"
"SITE_109","Attic",NA,"1111","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0589970501474926","16.95","0.104490576430526","116.089030414315"
"SITE_1090","Attic",NA,"784","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","6","Unknown","Blown fiberglass","6","1",NA,NA,NA,"Visual inspection",NA,"0.0259403372243839","38.55","0.0316533123920114","24.816196915337"
"SITE_1091","Sloped / Vaulted (no Attic)",NA,"1700","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1092","Attic",NA,"1546","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0442477876106195","22.6","0.0462718555019417","71.5362886060019"
"SITE_1092","Sloped / Vaulted (no Attic)",NA,"551","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1093","Attic",NA,"1800","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0243878645985757","41.004","0.0794667039912421","143.040067184236"
"SITE_1094","Sloped / Vaulted (no Attic)",NA,"1348.5","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","12","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0244379276637341","40.92","0.0260930000938635","35.1864106265749"
"SITE_1095","Attic",NA,"1175","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Other","Currently inaccessible","Unknown","Unknown",NA,NA
"SITE_1095","Attic",NA,"480","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0183284457478006","54.56","0.025955215853526","12.4585036096925"
"SITE_1095","Sloped / Vaulted (no Attic)",NA,"Unknown","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","24","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0121939322992879","82.008","0.0135781206983105","Unknown"
"SITE_1096","Attic",NA,"Unknown","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown"
"SITE_1097","Attic",NA,"1390","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0731635937957272","13.668","0.0704946767590117","97.9876006950263"
"SITE_1097","Sloped / Vaulted (no Attic)",NA,"560","No",NA,"Unknown","Wood",NA,"30 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1098","Attic",NA,"855.4","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0970046862347714","82.9778086052235"
"SITE_1099","Attic",NA,"Unknown","Yes",NA,"Unknown","Wood",NA,NA,NA,"Yes","Blown fiberglass","17","1",NA,NA,NA,NA,NA,NA,"Other","HOME INSPECTION","0.0208224882873503","48.025","0.0290324386106996","Unknown"
"SITE_11","Attic",NA,"455","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","8","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0442477876106195","22.6","0.165429625469115","75.2704795884474"
"SITE_110","Attic",NA,"850","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","4","1","Blown mineral wool","2","0.75",NA,NA,NA,"Visual inspection",NA,"0.0515304544986087","19.406","0.0518410302229722","44.0648756895264"
"SITE_1100","Sloped / Vaulted (no Attic)",NA,"1101","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Foil-faced polyiscyanurate foam board","3","0.9","Blown fiberglass","3","0.9",NA,NA,NA,"IR Camera",NA,"0.0365296803652968","27.375","0.0423972105333957","46.6793287972687"
"SITE_1101","Attic",NA,"1000","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","14","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0252844500632111","39.55","0.0320183626297002","32.0183626297002"
"SITE_1102","Attic",NA,"1645","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","4","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0867152271938953","11.532","0.125003017646271","205.629964028115"
"SITE_1103","Adiabatic",NA,"650","No","Residential occupancy","Unknown","Wood",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0"
"SITE_1104","Sloped / Vaulted (no Attic)",NA,"1750","No",NA,"Unknown","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","10","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0293255131964809","34.1","0.030818785901487","53.9328753276023"
"SITE_1105","Attic",NA,"908","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0196656833824975","50.85","0.02830799161259","25.7036563842318"
"SITE_1106","Attic",NA,"3707","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","24","0.9","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0121939322992879","82.008","0.0726258941784458","269.224189719498"
"SITE_1107","Attic",NA,"2007","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1108","Attic",NA,"102","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6.25","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0469208211143695","21.3125","0.048001222291971","4.89612467378104"
"SITE_1108","Sloped / Vaulted (no Attic)",NA,"373","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6.25","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0469208211143695","21.3125","0.0694707436556103","25.9125873835427"
"SITE_1109","Sloped / Vaulted (no Attic)",NA,"1000","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_111","Attic",NA,"1100","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0578101514625968","17.298","0.103629126441104","113.992039085214"
"SITE_1110","Sloped / Vaulted (no Attic)",NA,"512","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0488758553274682","20.46","0.0709944092305104","36.3491375260213"
"SITE_1110","Sloped / Vaulted (no Attic)",NA,"640","Yes",NA,"2x12","TJI",NA,"24 inches on center",NA,"Yes","Fiberglass batts","10","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0293255131964809","34.1","0.0549315997581549","35.1562238452192"
"SITE_1111","Attic",NA,"3543","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","105.847712974292"
"SITE_1112","Attic",NA,"1025","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","5","Unknown","Blown cellulose","3","Unknown","Blown fiberglass","2","Unknown","Other","Homeowner knowledge","0.0303480926223787","32.951","0.0836535101125579","85.7448478653718"
"SITE_1112","Sloped / Vaulted (no Attic)",NA,"325","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1113","Attic",NA,"1137","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","4","Unknown",NA,NA,NA,NA,NA,"0.75","Visual inspection",NA,"0.0867152271938953","11.532","0.125003017646271","142.12843106381"
"SITE_1114","Attic",NA,"518","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","289.709172259508"
"SITE_1114","Attic",NA,"1419","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.023598820058997","42.375","0.030860170193097","43.7905815040046"
"SITE_1115","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,"Other","HOME OWNER","0.0433576135969476","23.064","0.0455055896741838","Unknown"
"SITE_1116","Attic",NA,"1546","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1117","Attic",NA,"894","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","16","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0216788067984738","46.128","0.0787906464609364","70.4388379360771"
"SITE_1118","Attic",NA,"531","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0244379276637341","40.92","0.0302116572405691","16.0423899947422"
"SITE_1118","Attic",NA,"1128","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0589970501474926","16.95","0.0579552802946323","65.3735561723452"
"SITE_1119","Sloped / Vaulted (no Attic)",NA,"775","No",NA,"2x12","Wood",NA,"24 inches on center",NA,"Yes","Open-cell spray foam","Unknown","1",NA,NA,NA,NA,NA,NA,"Other","Homeowner knowledge","Unknown","Unknown",NA,NA
"SITE_112","Attic",NA,"144","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0462962962962963","21.6","0.0950447355083936","13.6864419132087"
"SITE_112","Attic",NA,"175","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Mineral wool batts","6","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0462962962962963","21.6","0.0950447355083936","16.6328287139689"
"SITE_112","Sloped / Vaulted (no Attic)",NA,"900","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1120","Attic",NA,"868","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","10","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0292654375182909","34.17","0.0338308066122656","29.3651401394465"
"SITE_1121","Attic",NA,"805","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1122","Attic",NA,"1974","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0578101514625968","17.298","0.103629126441104","204.563895594738"
"SITE_1123","Attic",NA,"1400","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","4","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0733137829912023","13.64","0.116122247890287","162.571147046401"
"SITE_1124","Attic",NA,"1242.5","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0293255131964809","34.1","0.0338863936501365","42.1038441102946"
"SITE_1124","Sloped / Vaulted (no Attic)",NA,"261","No",NA,"2x8","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1125","Attic",NA,"1400","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.023598820058997","42.375","0.030860170193097","43.2042382703358"
"SITE_1126","Attic",NA,"1001","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0196656833824975","50.85","0.02830799161259","28.3362996042026"
"SITE_1126","Sloped / Vaulted (no Attic)",NA,"1605","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1127","Attic",NA,"447","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","250"
"SITE_1127","Attic",NA,"1578","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0433576135969476","23.064","0.0932476995403166","147.14486987462"
"SITE_1128","Sloped / Vaulted (no Attic)",NA,"852","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1129","Attic",NA,"648","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.103629126441104","67.1516739338351"
"SITE_113","Sloped / Vaulted (no Attic)",NA,"8415","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","4","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0733137829912023","13.64","0.0887109133733384","746.502336036643"
"SITE_1130","Attic",NA,"1700","Yes",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","15","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0195102916788606","51.255","0.0267227969305362","45.4287547819116"
"SITE_1131","Attic",NA,"2100","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0791971007162918","166.313911504213"
"SITE_1132","Attic",NA,"438.78","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0589970501474926","16.95","0.104490576430526","45.8483751261864"
"SITE_1132","Sloped / Vaulted (no Attic)",NA,"1086.3","No",NA,"Unknown","Unknown",NA,"30 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1133","Attic",NA,"357","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0488758553274682","20.46","0.0970046862347714","34.6306729858134"
"SITE_1133","Attic",NA,"316","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1133","Attic",NA,"799","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","Unknown","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1134","Attic",NA,"1073","No",NA,"2x12","Wood",NA,"30 inches on center",NA,"Yes","Blown fiberglass","10","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0353982300884956","28.25","0.087775244279426","94.1828371118241"
"SITE_1135","Attic",NA,"1153","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","45.4665545836746"
"SITE_1136","Sloped / Vaulted (no Attic)",NA,"600","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1137","Attic",NA,"1576","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","47.0832615431792"
"SITE_1138","Attic",NA,"1647","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","12","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0244379276637341","40.92","0.0302116572405691","49.7585994752173"
"SITE_1139","Attic",NA,"1880","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0365817968978636","27.336","0.039578867938572","74.4082717245154"
"SITE_114","Attic",NA,"672","Yes",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Blown cellulose","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0487757291971515","20.502","0.096929013576164","65.1362971231822"
"SITE_1140","Attic",NA,"772","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1140","Attic",NA,"385","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1140","Attic",NA,"571","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","20","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0176991150442478","56.5","0.027142278270009","15.4982408921752"
"SITE_1140","Attic",NA,"866","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1140","Sloped / Vaulted (no Attic)",NA,"221","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1141","Attic",NA,"707","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","4","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.088495575221239","11.3","0.126145272426044","89.1847076052133"
"SITE_1141","Attic",NA,"491.8","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1141","Sloped / Vaulted (no Attic)",NA,"375.06","No",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Unknown","6","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0555555555555556","18","0.0753328461652311","28.2543372827316"
"SITE_1142","Sloped / Vaulted (no Attic)",NA,"2112","No",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","8","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0365817968978636","27.336","0.0375863063553196","79.3822790224351"
"SITE_1143","Attic",NA,"1440","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","16","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0791971007162918","114.04382503146"
"SITE_1144","Sloped / Vaulted (no Attic)",NA,"1568","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Unknown","7.5","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0444444444444444","22.5","0.043900454905545","68.8359132918945"
"SITE_1145","Attic",NA,"825","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1146","Attic",NA,"1653","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","1","Blown fiberglass","6","1","None","0","Unknown","Visual inspection",NA,"0.0267308206361935","37.41","0.0324080326334315","53.5704779430623"
"SITE_1147","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","Unknown","Blown fiberglass","8","Unknown",NA,NA,NA,NA,NA,"0.02322340919647","43.06","0.0793011709144702","Unknown"
