"SiteID","Quantity","Type","Skylight_Area_Inches","Skylight_Area_Inches_is_Estimated","Frame_Type","Glazing_Type","Opening_Type","Skylight_Direction","Shape","Shape_Other","Skylight_Height_Inches","Skylight_Width_Inches","Shade_Present","Shade_Reflective","Shade_Insulated","Area","U-Value","Skylight_UA"
"SITE_742","1","Fixed","1152","Measured or Known","Unknown","Double","Unknown","West","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_75","1","Open","864","Estimated","Wood - bare","Unknown","Manual","East","Rectangle / Square",NA,"48","18","No",NA,NA,"864","Unknown","Unknown"
"SITE_767","1","Fixed","576","Estimated","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"24","24","No",NA,NA,"576","0.38","1.52"
"SITE_793","1","Unknown","945","Measured or Known","Vinyl","Unknown","Unknown","North","Rectangle / Square",NA,"45","21","Yes","No","Yes","945","Unknown","Unknown"
"SITE_795","2","Fixed","1152","Estimated","Unknown","Unknown","Unknown","NE","Rectangle / Square",NA,"48","24","Yes","No","No","1152","Unknown","Unknown"
"SITE_804","1","Fixed","1728","Measured or Known","Unknown","Unknown","Unknown","West","Rectangle / Square",NA,"48","36","No",NA,NA,"1728","Unknown","Unknown"
"SITE_804","1","Fixed","Unknown","Unknown","Unknown","Unknown","Unknown","East","Rectangle / Square",NA,"40","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_813","1","Fixed","768","Estimated","Wood - bare","Unknown","Unknown","West","Rectangle / Square",NA,"48","16","No",NA,NA,"768","Unknown","Unknown"
"SITE_813","3","Fixed","768","Estimated","Wood - bare","Double","Unknown","West","Rectangle / Square",NA,"48","16","No",NA,NA,"768","0.38","6.09"
"SITE_813","2","Fixed","768","Estimated","Wood - bare","Unknown","Unknown","West","Rectangle / Square",NA,"48","16","No",NA,NA,"768","Unknown","Unknown"
"SITE_816","1","Fixed","452","Measured or Known","Vinyl","Unknown","Unknown","North","Circle",NA,"24","24","No",NA,NA,"452","Unknown","Unknown"
"SITE_817","1","Fixed","3364","Measured or Known","Unknown","Unknown","Unknown","West","Rectangle / Square",NA,"58","58","No",NA,NA,"3364","Unknown","Unknown"
"SITE_825","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_825","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_825","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","South","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_829","2","Fixed","480","Measured or Known","Wood aluminum clad","Double","Unknown","SE","Triangle",NA,"32","30","No",NA,NA,"480","0.7","4.66"
"SITE_829","2","Fixed","480","Measured or Known","Wood aluminum clad","Double","Unknown","NE","Triangle",NA,"32","30","No",NA,NA,"480","0.7","4.66"
"SITE_829","1","Fixed","Unknown","Unknown","Wood aluminum clad","Double","Unknown","SE","Other","Pentagon","54","33","No",NA,NA,"Unknown","0.7","Unknown"
"SITE_829","1","Fixed","Unknown","Unknown","Wood aluminum clad","Double","Unknown","NE","Other","Pentagon","54","33","No",NA,NA,"Unknown","0.7","Unknown"
"SITE_83","1","Fixed","Unknown","Unknown","Vinyl","Double","Unknown","South","Circle",NA,"Unknown","Unknown","Unknown",NA,NA,"Unknown","0.38","Unknown"
"SITE_831","1","Fixed","792","Estimated","Aluminum","Double","Unknown","South","Rectangle / Square",NA,"36","22","No",NA,NA,"792","0.7","3.85"
"SITE_831","1","Fixed","1012","Measured or Known","Aluminum","Double","Unknown","West","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_831","1","Fixed","2520","Measured or Known","Aluminum","Double","Unknown","South","Rectangle / Square",NA,"70","36","No",NA,NA,"2520","0.7","12.25"
"SITE_835","1","Fixed","520","Measured or Known","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"26","20","No",NA,NA,"520","0.38","1.37"
"SITE_835","1","Open","550","Measured or Known","Wood - bare","Double","Manual","East","Rectangle / Square",NA,"27.5","20","No",NA,NA,"550","0.38","1.45"
"SITE_835","2","Open","729","Measured or Known","Wood - bare","Double","Manual","North","Rectangle / Square",NA,"27","27","No",NA,NA,"729","0.38","3.84"
"SITE_835","2","Open","860","Measured or Known","Wood - bare","Double","Manual","West","Rectangle / Square",NA,"43","20","No",NA,NA,"860","0.38","4.54"
"SITE_835","4","Open","1050","Measured or Known","Wood - bare","Double","Manual","South","Rectangle / Square",NA,"42","25","No",NA,NA,"1050","0.38","11.08"
"SITE_84","1","Fixed","509","Estimated","Vinyl","Double","Unknown","East","Circle",NA,"36","18","No",NA,NA,"509","0.38","1.34"
"SITE_84","1","Fixed","1536","Measured or Known","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"48","32","No",NA,NA,"1536","0.38","4.05"
"SITE_84","2","Fixed","400","Measured or Known","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"20","20","No",NA,NA,"400","0.38","2.12"
"SITE_84","2","Fixed","400","Measured or Known","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"20","20","No",NA,NA,"400","0.38","2.12"
"SITE_841","1","Fixed","1200","Estimated","Vinyl","Unknown","Unknown","SE","Rectangle / Square",NA,"60","20","Yes","No","No","1200","Unknown","Unknown"
"SITE_850","2","Fixed","860","Measured or Known","Wood aluminum clad","Double","Unknown","NE","Rectangle / Square",NA,"43","20","Yes","Unknown","No","860","0.7","8.36"
"SITE_855","1","Fixed","1012","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_855","1","Fixed","1012","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"46","22","No",NA,NA,"1012","0.7","4.92"
"SITE_857","1","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","20","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_87","1","Fixed","1152","Imputed","Vinyl","Double","Unknown","East","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","0.38","3.04"
"SITE_870","3","Fixed","1036","Estimated","Vinyl","Single","Unknown","South","Rectangle / Square",NA,"37","28","No",NA,NA,"1036","0.81","17.49"
"SITE_886","2","Open","920","Measured or Known","Wood - bare","Double","Manual","East","Rectangle / Square",NA,"46","20","No",NA,NA,"920","0.38","4.86"
"SITE_886","1","Fixed","500","Measured or Known","Wood - bare","Double","Unknown","North","Rectangle / Square",NA,"25","20","No",NA,NA,"500","0.38","1.32"
"SITE_90","1","Open","Unknown","Unknown","Wood - bare","Double","Manual","West","Rectangle / Square",NA,"Unknown","Unknown","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_900","1","Fixed","840","Measured or Known","Unknown","Double","Unknown","South","Rectangle / Square",NA,"42","20","No",NA,NA,"840","Unknown","Unknown"
"SITE_900","1","Fixed","680","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"34","20","No",NA,NA,"680","Unknown","Unknown"
"SITE_903","2","Fixed","1800","Estimated","Unknown","Unknown","Unknown","South","Rectangle / Square",NA,"60","30","No",NA,NA,"1800","Unknown","Unknown"
"SITE_914","2","Fixed","864","Estimated","Wood aluminum clad","Double","Unknown","North","Rectangle / Square",NA,"36","24","No",NA,NA,"864","0.7","8.4"
"SITE_928","1","Fixed","1075","Measured or Known","Wood aluminum clad","Double","Unknown","East","Rectangle / Square",NA,"25","43","No",NA,NA,"1075","0.7","5.23"
"SITE_928","1","Fixed","1118","Measured or Known","Wood aluminum clad","Double","Unknown","South","Rectangle / Square",NA,"26","43","Yes","No","No","1118","0.7","5.43"
"SITE_932","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","SE","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_932","1","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","SE","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_932","2","Fixed","Unknown","Unknown","Vinyl","Unknown","Unknown","NW","Circle",NA,"Unknown","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_936","2","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_936","2","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_936","2","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_936","3","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_936","1","Fixed","Unknown","Unknown","Wood - bare","Double","Unknown","East","Rectangle / Square",NA,"Unknown","18","No",NA,NA,"Unknown","0.38","Unknown"
"SITE_94","2","Fixed","1440","Estimated","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"60","24","No",NA,NA,"1440","Unknown","Unknown"
"SITE_94","1","Fixed","432","Estimated","Wood - bare","Double","Unknown","South","Rectangle / Square",NA,"24","18","No",NA,NA,"432","0.38","1.14"
"SITE_957","1","Fixed","880","Measured or Known","Unknown","Double","Unknown","South","Rectangle / Square",NA,"44","20","No",NA,NA,"880","Unknown","Unknown"
"SITE_957","1","Fixed","880","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"44","20","No",NA,NA,"880","Unknown","Unknown"
"SITE_966","1","Fixed","441","Measured or Known","Wood aluminum clad","Double","Unknown","West","Rectangle / Square",NA,"21","21","No",NA,NA,"441","0.7","2.14"
"SITE_966","1","Fixed","441","Measured or Known","Wood aluminum clad","Double","Unknown","West","Rectangle / Square",NA,"21","21","No",NA,NA,"441","0.7","2.14"
"SITE_966","1","Unknown","1600","Measured or Known","Unknown","Unknown","Unknown","East","Rectangle / Square",NA,"40","40","Yes","No","No","1600","Unknown","Unknown"
"SITE_975","1","Fixed","945","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"45","21","No",NA,NA,"945","0.7","4.59"
"SITE_975","3","Fixed","945","Measured or Known","Aluminum","Double","Unknown","North","Rectangle / Square",NA,"21","45","No",NA,NA,"945","0.7","13.77"
"SITE_980","2","Fixed","864","Estimated","Unknown","Single","Unknown","South","Rectangle / Square",NA,"36","24","No",NA,NA,"864","Unknown","Unknown"
"SITE_980","1","Fixed","864","Estimated","Wood aluminum clad","Double","Unknown","South","Rectangle / Square",NA,"36","24","No",NA,NA,"864","0.7","4.2"
"SITE_980","1","Fixed","432","Estimated","Wood aluminum clad","Double","Unknown","East","Rectangle / Square",NA,"24","18","No",NA,NA,"432","0.7","2.1"
"SITE_985","3","Fixed","1152","Unknown","Unknown","Double","Unknown","South","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_987","1","Fixed","1100","Measured or Known","Unknown","Double","Unknown","North","Rectangle / Square",NA,"50","22","No",NA,NA,"1100","Unknown","Unknown"
"SITE_99","1","Fixed","1152","Measured or Known","Vinyl","Double","Unknown","SE","Rectangle / Square",NA,"24","48","No",NA,NA,"1152","0.38","3.04"
"SITE_3052","1","Fixed","1440","Unknown","Vinyl","Double","Unknown","West","Rectangle / Square",NA,"60","24","No",NA,NA,"1440","0.38","3.8"
"SITE_3168","2","Fixed","Unknown","Unknown","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"18","Unknown","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_3168","1","Fixed","756","Estimated","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"18","42","No",NA,NA,"756","Unknown","Unknown"
"SITE_3168","1","Fixed","540","Estimated","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"18","30","No",NA,NA,"540","Unknown","Unknown"
"SITE_3168","1","Fixed","540","Estimated","Wood - bare","Unknown","Unknown","South","Rectangle / Square",NA,"18","30","No",NA,NA,"540","Unknown","Unknown"
"SITE_3208","1","Unknown","829","Measured or Known","Aluminum","Unknown","Unknown","Unknown","Circle",NA,"33","32","No",NA,NA,"829","Unknown","Unknown"
"SITE_3208","1","Unknown","Unknown","Unknown","Aluminum","Unknown","Unknown","Unknown","Rectangle / Square",NA,"Unknown","24","No",NA,NA,"Unknown","Unknown","Unknown"
"SITE_3218","1","Fixed","1152","Estimated","Unknown","Unknown","Unknown","North","Rectangle / Square",NA,"48","24","No",NA,NA,"1152","Unknown","Unknown"
"SITE_3367","1","Fixed","1680","Estimated","Vinyl","Double","Unknown","North","Rectangle / Square",NA,"60","28","No",NA,NA,"1680","0.38","4.43"
