"SiteID","RoomID","Room_Type","Room_Type_Other","Area","Area_Is_Estimated","Space_Cooling","Space_Heating","Ceiling_Height","Ceiling_Height_Is_Estimated","Duct_Registers_Present"
"SITE_101","ROOM_44569","Hallway",NA,"30","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_101","ROOM_35734","Bathroom",NA,"90","Measured or Known","Directly Cooled","Directly Heated","7","Measured or Known","Yes"
"SITE_101","ROOM_44719","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_101","ROOM_43386","Closet",NA,"10","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1010","ROOM_42769","Mechanical",NA,"116.28","Measured or Known","Directly Cooled","Directly Heated","7.3","Measured or Known","Yes"
"SITE_1010","ROOM_44408","Kitchen",NA,"202.3","Measured or Known","Directly Cooled","Directly Heated","7.8","Measured or Known","Yes"
"SITE_1010","ROOM_19249","Living Room",NA,"458.16","Measured or Known","Directly Cooled","Directly Heated","7.75","Measured or Known","Yes"
"SITE_1010","ROOM_38099","Bedroom",NA,"112","Measured or Known","Directly Cooled","Directly Heated","7.6","Measured or Known","Yes"
"SITE_1010","ROOM_39413","Bathroom",NA,"54.675","Measured or Known","Directly Cooled","Directly Heated","7.8","Measured or Known","Yes"
"SITE_1010","ROOM_9547","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1010","ROOM_5502","Garage",NA,"1296.84","Measured or Known","Not Cooled","Unheated","10.4","Measured or Known","No"
"SITE_1010","ROOM_27824","Hallway",NA,"69.125","Estimated","Unknown","Unknown","7.8","Estimated","Unknown"
"SITE_1010","ROOM_20817","Bedroom",NA,"112","Estimated","Directly Cooled","Directly Heated","7.8","Estimated","Yes"
"SITE_1010","ROOM_38370","Bathroom",NA,"54","Estimated","Directly Cooled","Directly Heated","8","Estimated","Yes"
"SITE_1010","ROOM_13658","Closet",NA,"105","Estimated","Unknown","Unknown","7.8","Estimated","Unknown"
"SITE_1010","ROOM_30879","Outbuilding / Addition",NA,"25","Estimated","Not Cooled","Unheated","8","Estimated","No"
"SITE_1011","ROOM_44165","Entry/Entryway",NA,"165.75","Measured or Known","Directly Cooled","Directly Heated","17","Measured or Known","Yes"
"SITE_1011","ROOM_3585","Bathroom",NA,"31.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1011","ROOM_9690","Office",NA,"315.25","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1011","ROOM_35445","Kitchen",NA,"176","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1011","ROOM_20532","Living Room",NA,"268.125","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1011","ROOM_39377","Living Room",NA,"273","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_23355","Bedroom",NA,"165","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_7328","Bedroom",NA,"133.25","Measured or Known","Directly Cooled","Directly Heated","9",NA,"Yes"
"SITE_1011","ROOM_32579","Bedroom",NA,"162","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_37289","Bathroom",NA,"131.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_39583","Bedroom",NA,"352.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_15141","Bathroom",NA,"146.625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1011","ROOM_41492","Garage",NA,"650","Measured or Known","Not Cooled","Unheated","9.75","Measured or Known","No"
"SITE_1011","ROOM_12879","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1012","ROOM_28927","Bedroom",NA,"225.4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9.6","Measured or Known","No"
"SITE_1012","ROOM_36426","Outbuilding / Addition",NA,"219.48","Measured or Known","Directly Cooled","Directly Heated","10.7","Measured or Known","No"
"SITE_1012","ROOM_6567","Hallway",NA,"50.4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.1","Measured or Known","No"
"SITE_1012","ROOM_41750","Bathroom",NA,"67.34","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","7","Measured or Known","No"
"SITE_1012","ROOM_35760","Closet",NA,"134.1","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1012","ROOM_33849","Family Room",NA,"291","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.1","Measured or Known","No"
"SITE_1012","ROOM_23091","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1012","ROOM_23330","Living Room",NA,"316.6","Measured or Known","Directly Cooled","Directly Heated","12","Measured or Known","No"
"SITE_1013","ROOM_23628","Kitchen",NA,"216.72","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","11.75","Estimated","No"
"SITE_1013","ROOM_19029","Living Room",NA,"225.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","10.75","Estimated","No"
"SITE_1013","ROOM_44218","Entry/Entryway",NA,"162.25","Measured or Known","Directly Cooled","Directly Heated","12","Estimated","No"
"SITE_1013","ROOM_40606","Bedroom",NA,"213","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9.5","Estimated","No"
"SITE_1013","ROOM_27972","Bathroom",NA,"97.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1013","ROOM_27272","Family Room",NA,"267","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1013","ROOM_30927","Bedroom",NA,"125.5625","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1013","ROOM_35008","Bedroom",NA,"117","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1013","ROOM_23034","Bathroom",NA,"46.25","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1013","ROOM_40249","Mechanical",NA,"186.875","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1013","ROOM_11621","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1013","ROOM_5777","Outbuilding / Addition",NA,"742.5","Measured or Known","Not Cooled","Directly Heated","10","Measured or Known","No"
"SITE_1013","ROOM_41816","Outbuilding / Addition",NA,"1728","Measured or Known","Not Cooled","Directly Heated","16","Measured or Known","No"
"SITE_1014","ROOM_20233","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1014","ROOM_36478","Garage",NA,"500.55","Measured or Known","Not Cooled","Unheated","8.6","Measured or Known","No"
"SITE_1014","ROOM_21710","Laundry",NA,"37.82","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","8","Measured or Known","No"
"SITE_1014","ROOM_15334","Dining Room",NA,"349.6","Measured or Known","Directly Cooled","Directly Heated","10.6","Measured or Known","Yes"
"SITE_1014","ROOM_28602","Bathroom",NA,"18.9","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1014","ROOM_28994","Bedroom",NA,"172.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1014","ROOM_35067","Bathroom",NA,"95.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1014","ROOM_20343","Closet",NA,"38.07","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1014","ROOM_21794","Kitchen",NA,"221.85","Measured or Known","Directly Cooled","Directly Heated","12.5","Measured or Known","Yes"
"SITE_1014","ROOM_27296","Living Room",NA,"197.1","Measured or Known","Directly Cooled","Directly Heated","12.6","Measured or Known","Yes"
"SITE_1014","ROOM_6215","Bedroom",NA,"102.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1014","ROOM_21724","Hallway",NA,"44.1","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_1014","ROOM_31484","Bathroom",NA,"63","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1014","ROOM_13782","Office",NA,"144.16","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1014","ROOM_34215","Bedroom",NA,"130","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1015","ROOM_24733","Hallway",NA,"15","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","No"
"SITE_1015","ROOM_13081","Garage",NA,"458.25","Measured or Known","Not Cooled","Unheated","9","Measured or Known","No"
"SITE_1015","ROOM_12031","Laundry",NA,"52.5","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_31790","Entry/Entryway",NA,"180","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_18624","Bedroom",NA,"140.625","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_43020","Hallway",NA,"17.5","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","No"
"SITE_1015","ROOM_44508","Bathroom",NA,"45","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_14053","Bedroom",NA,"118.75","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_41236","Kitchen",NA,"267","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_28053","Living Room",NA,"235.1875","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_44642","Bedroom",NA,"172.25","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_34370","Bathroom",NA,"93","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","Yes"
"SITE_1015","ROOM_35377","Closet",NA,"59.0625","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","No"
"SITE_1015","ROOM_16490","Attic",NA,"1887","Measured or Known","Not Cooled","Unheated","4","Measured or Known","No"
"SITE_1015","ROOM_39767","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1016","ROOM_14301","Garage",NA,"533.12","Measured or Known","Not Cooled","Unheated","8.2","Measured or Known","No"
"SITE_1016","ROOM_8156","Kitchen",NA,"141.86","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_15588","Laundry",NA,"48.75","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_37882","Bedroom",NA,"125.1","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_9739","Bathroom",NA,"61.6","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_16704","Living Room",NA,"236","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_24055","Bedroom",NA,"139.3","Measured or Known","Not Cooled","Directly Heated","7.7","Measured or Known","Yes"
"SITE_1016","ROOM_35022","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1016","ROOM_28965","Attic",NA,"1380","Measured or Known","Not Cooled","Unheated","7.7",NA,"No"
"SITE_1017","ROOM_44515","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1017","ROOM_39074","Bedroom",NA,"174","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_20843","Bathroom",NA,"177.625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_2309","Living Room",NA,"242.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_1365","Bedroom",NA,"168","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_14866","Bathroom",NA,"42","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1017","ROOM_13529","Bedroom",NA,"168","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_22219","Kitchen",NA,"359.8125","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_2058","Living Room",NA,"323","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_28018","Bedroom",NA,"199.375","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_8572","Closet",NA,"75.5625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1017","ROOM_39210","Closet",NA,"46.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1017","ROOM_15514","Bathroom",NA,"123.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1018","ROOM_20149","Closet",NA,"208.125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_1018","ROOM_2199","Bedroom",NA,"81","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1018","ROOM_10947","Bedroom",NA,"178.125","Measured or Known","Directly Cooled","Directly Heated","7.25","Measured or Known","Yes"
"SITE_1018","ROOM_37069","Closet",NA,"113.3125","Measured or Known","Not Cooled","Directly Heated","6.75","Measured or Known","Yes"
"SITE_1018","ROOM_44885","Mechanical",NA,"196","Measured or Known","Not Cooled","Directly Heated","6.75","Measured or Known","Yes"
"SITE_1018","ROOM_11265","Bathroom",NA,"50.3125","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.75","Measured or Known","No"
"SITE_1018","ROOM_17871","Family Room",NA,"189.875","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.75","Measured or Known","No"
"SITE_1018","ROOM_20019","Office",NA,"177.625","Measured or Known","Not Cooled","Directly Heated","6.75","Measured or Known","Yes"
"SITE_1018","ROOM_24298","Bedroom",NA,"143.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1018","ROOM_20161","Hallway",NA,"60","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1018","ROOM_37609","Bathroom",NA,"59.125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1018","ROOM_3755","Living Room",NA,"193.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1018","ROOM_7066","Dining Room",NA,"124.875","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1018","ROOM_10704","Kitchen",NA,"150.875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1018","ROOM_32954","Bathroom",NA,"18","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Estimated","No"
"SITE_1018","ROOM_3247","Closet",NA,"67.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6","Estimated","No"
"SITE_1018","ROOM_44563","Other","Front porch (enclosed)","110.625","Measured or Known","Not Cooled","Unheated","7.75","Measured or Known","No"
"SITE_1018","ROOM_3216","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1018","ROOM_17344","Garage",NA,"408.5","Measured or Known","Not Cooled","Unheated","8","Measured or Known","No"
"SITE_1019","ROOM_3273","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1019","ROOM_1863","Basement",NA,"78.375","Measured or Known","Directly Cooled","Directly Heated","8.75","Measured or Known","No"
"SITE_1019","ROOM_34004","Bedroom",NA,"239.625","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
