"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Insulation U-Value","Wall Insulation U-Value_notes","Wall Insulation R-Value","Wall Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Walls - Additional U-Value from Soil","Basement Walls - Additional U-Value from Soil_notes","Wall U-Value for Heat Loss without Soil","Wall U-Value for Heat Loss without Soil_notes","Wall U-Value for Heat Loss including Soil","Wall U-Value for Heat Loss including Soil_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00010558","SITE_00687","Knee Wall","N/A",252.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,13.4400,,"N/A"
"Envelope_00010559","SITE_00687","Framed 2x4","N/A",2916.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1068,,0.1068,,311.4300,,"Resident says there is some kind of blown wool but i could not find anything when i probed"
"Envelope_00002143","SITE_00692","Masonry","Brick",900.0000,,,"N/A","N/A","N/A","Unknown","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,75.4100,,"N/A"
"Envelope_00002144","SITE_00692","Adiabatic","Wall to heated non-residential occupancy",270.0000,,,"N/A","Unknown","N/A","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"N/A"
"Envelope_00010312","SITE_00693","Framed 2x6","N/A",1772.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,107.3900,,"N/A"
"Envelope_00010521","SITE_00694","Framed 2x6","N/A",1780.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,94.9100,,"N/A"
"Envelope_00010575","SITE_00695","Knee Wall","N/A",393.0000,,24.0000,,"2x6","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,20.9500,,"N/A"
"Envelope_00010576","SITE_00695","Knee Wall","N/A",40.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0694,,0.0694,,2.7800,,"N/A"
"Envelope_00010577","SITE_00695","Framed 2x6","N/A",1890.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,100.7700,,"N/A"
"Envelope_00010422","SITE_00696","Framed 2x4","N/A",1063.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,89.0700,,"N/A"
"Envelope_00010423","SITE_00696","Masonry (Basement)","Poured Concrete",893.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,5.0000,,2.5000,,0.6700,,0.2076,,0.4000,,0.2245,,200.4400,,"N/A"
"Envelope_00002097","SITE_00697","Masonry (Basement)","Unknown",734.5000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,0.0000,,0.0000,,,"Unknown",0.2170,,0.4000,,0.2100,,154.2200,,"N/A"
"Envelope_00002098","SITE_00697","Framed 2x4","N/A",,"Unknown",16.0000,,"2x4","Wood","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1068,,0.1068,,,"Exclude","N/A"
"Envelope_00002099","SITE_00697","Knee Wall","N/A",346.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude",,"Exclude","N/A"
"Envelope_00010734","SITE_00698","Masonry (Basement)","Unknown",783.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,0.0000,,0.0000,,,"Unknown",0.2170,,0.4000,,0.2100,,164.4100,,"N/A"
"Envelope_00010735","SITE_00698","Framed 2x4","N/A",992.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1068,,0.1068,,105.9500,,"Probed 2 points. Felt nothing. Home owner knows of no wall insulation."
"Envelope_00010502","SITE_00699","Masonry (Basement)","Poured Concrete",297.0000,,,"N/A","N/A","N/A","N/A","Yes","No","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.2500,,0.5000,,0.9300,,0.1821,,0.4000,,0.1455,,43.2200,,"N/A"
"Envelope_00010503","SITE_00699","Masonry (Basement)","Poured Concrete",527.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.2500,,0.5000,,0.9300,,0.1821,,0.4000,,0.1455,,76.6800,,"N/A"
"Envelope_00010504","SITE_00699","Framed 2x4","N/A",1328.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1857,,5.3846,,,"N/A",,"N/A",,"N/A",,"N/A",0.1857,,0.1857,,246.6300,,"Batts could be fiber or mineral wool"
"Envelope_00010505","SITE_00699","Knee Wall","N/A",54.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Mineral wool batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0794,,12.6000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0794,,0.0794,,4.2900,,"N/A"
"Envelope_00010552","SITE_00700","Masonry (Basement)","Poured Concrete",479.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,7.0000,,0.7300,,0.9100,,0.1700,,0.0838,,0.0587,,28.1400,,"The wall is not furred in the mech room"
"Envelope_00010553","SITE_00700","Framed 2x4","N/A",1073.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,89.9000,,"N/A"
"Envelope_00010554","SITE_00700","Adiabatic","Wall to other living space",692.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"N/A"
"Envelope_00010506","SITE_00701","Framed 2x4","N/A",1072.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,104.7900,,"N/A"
"Envelope_00010484","SITE_00702","Framed 2x4","N/A",1056.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Mineral wool batts",3.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1833,,5.4545,,,"N/A",,"N/A",,"N/A",,"N/A",0.1833,,0.1833,,193.6000,,"Insulation missing for roughly 10ft stretch of garage/house wall"
"Envelope_00010518","SITE_00703","ICF","Expanded polystyrene foam board (white)",1703.0000,,,"N/A","N/A","N/A","6-9 inches","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0482,,20.7500,,,"N/A",,"N/A",,"N/A",,"N/A",0.0482,,0.0482,,82.0700,,"upstairs"
"Envelope_00010519","SITE_00703","ICF","Expanded polystyrene foam board (white)",1360.0000,,,"N/A","N/A","N/A","6-9 inches","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0482,,20.7500,,,"N/A",,"N/A",,"N/A",,"N/A",0.0482,,0.0482,,65.5400,,"basement"
"Envelope_00010452","SITE_00704","Adiabatic","Wall to other living space",312.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"FLIR not useful in this situation"
"Envelope_00010453","SITE_00704","Framed 2x4","N/A",754.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1068,,0.1068,,80.5300,,"Unable yo probe wall, all exterior plugs are sealed"
"Envelope_00010530","SITE_00705","Framed 2x4","N/A",1832.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,153.5000,,"N/A"
"Envelope_00010531","SITE_00705","Masonry (Basement)","Poured Concrete",575.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,7.0000,,0.6600,,0.9100,,0.1700,,0.4000,,0.1435,,82.5100,,"N/A"
"Envelope_00010522","SITE_00706","Framed 2x6","N/A",1697.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Blown fiberglass",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0644,,15.5375,,,"N/A",,"N/A",,"N/A",,"N/A",0.0644,,0.0644,,109.2200,,"N/A"
"Envelope_00010493","SITE_00707","Masonry (Basement)","Poured Concrete",1209.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,5.0000,,2.7500,,0.6500,,0.2076,,0.0838,,0.0682,,82.5100,,"Above ground/below ground grades were estimated based on daylight bsmt"
"Envelope_00010494","SITE_00707","Framed 2x6","N/A",674.2500,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,40.8600,,"Bsmt"
"Envelope_00010495","SITE_00707","Framed 2x6","N/A",2007.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,121.6400,,"1st floor"
"Envelope_00010496","SITE_00707","Knee Wall","N/A",157.5000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0694,,0.0694,,10.9300,,"N/A"
"Envelope_00003628","SITE_00708","Framed 2x4","N/A",1200.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.3900,,0.3900,,468.0000,,"N/A"
"Envelope_00012004","SITE_00709","Masonry (Basement)","Poured Concrete",918.0000,,,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,5.4000,,1.3500,,0.8000,,0.1986,,0.4000,,0.1862,,170.9000,,"N/A"
"Envelope_00012005","SITE_00709","Framed 2x4","N/A",1050.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1068,,0.1068,,112.1400,,"N/A"
"Envelope_00010549","SITE_00710","Masonry (Basement)","Poured Concrete",968.0000,,,"N/A","N/A","N/A","Unknown","Yes","Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,7.5000,,0.5000,,0.9400,,0.1629,,0.4000,,0.1335,,129.2700,,"N/A"
"Envelope_00010550","SITE_00710","Framed 2x6","N/A",336.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,20.3600,,"Basement daylight wall. Insulation condition is unknown because indoor-outdoor temp difference is not very large. Also, only framed wall in daylight basement is west-facing."
"Envelope_00010551","SITE_00710","Framed 2x6","N/A",1416.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,85.8200,,"N/A"
"Envelope_00010448","SITE_00711","Framed 2x6","N/A",3020.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,161.0200,,"N/A"
"Envelope_00010449","SITE_00711","Knee Wall","N/A",492.0000,,16.0000,,"2x6","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,41.2200,,"N/A"
"Envelope_00010535","SITE_00712","Framed 2x6","N/A",1879.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,100.1900,,"N/A"
"Envelope_00010536","SITE_00712","Masonry (Basement)","Poured Concrete",1125.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,7.5000,,1.5000,,0.8300,,0.1629,,0.0533,,0.0424,,47.6600,,"N/A"
"Envelope_00010424","SITE_00713","Framed 2x6","N/A",1544.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,82.3200,,"N/A"
"Envelope_00011989","SITE_00714","Framed 2x4","N/A",1888.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.1111,,9.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.1111,,0.1111,,209.7800,,"Stucco exterior"
"Envelope_00002084","SITE_00715","Knee Wall","N/A",216.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,18.1000,,"N/A"
"Envelope_00002085","SITE_00715","Knee Wall","N/A",210.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,17.6000,,"N/A"
"Envelope_00002086","SITE_00715","Masonry (Basement)","Unknown",882.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,0.0000,,0.0000,,,"Unknown",0.2170,,0.4000,,0.2100,,185.2000,,"N/A"
