"PK_WindowDetail_ID","CK_SiteID","CK_RoomID","Type","Sub-Type","Area","Area_Notes","Quantity","Quantity_Notes","Frame / Body Type","Glazing Type","Window Direction","Window Frame Category","Glazing Frame Category","U-Value","U-Value_Notes","Window UA","Window UA_Notes","Notes"
"Window_00002110","SITE_00912","Room_00002398","Storm Window","Interior",5.1779,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002111","SITE_00912","Room_00002398","Window","Other",4.1074,,1,,"Aluminum","Single","South","Metal","Single",1.2300,,5.0400,,"Slats"
"Window_00002112","SITE_00912","Room_00002397","Window","Casement",5.8333,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,7.1600,,"N/A"
"Window_00002113","SITE_00912","Room_00002397","Storm Window","Interior",5.8333,,1,,"N/A","N/A","West","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002114","SITE_00912","Room_00002397","Window","Other",4.3333,,2,,"Aluminum","Single","South","Metal","Single",1.2300,,10.6300,,"N/A"
"Window_00002115","SITE_00912","Room_00002397","Storm Window","Exterior",4.3333,,2,,"N/A","N/A","South","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002116","SITE_00912","Room_00002399","Door","Single",14.7263,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,12.5700,,"N/A"
"Window_00002117","SITE_00912","Room_00002395","Window","Awning",1.3889,,1,,"Aluminum","Single","South","Metal","Single",1.2300,,1.7000,,"N/A"
"Window_00002118","SITE_00913","Room_00002402","Window","Single-hung",6.5000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.8700,,"N/A"
"Window_00002119","SITE_00913","Room_00002404","Window","Slider",16.6563,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3500,,"N/A"
"Window_00002120","SITE_00913","Room_00002407","Window","Slider",13.2188,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.8400,,"N/A"
"Window_00002121","SITE_00913","Room_00002407","Window","Slider",7.9406,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5100,,"N/A"
"Window_00002122","SITE_00913","Room_00002408","Window","Slider",13.0781,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7700,,"N/A"
"Window_00002123","SITE_00913","Room_00002408","Window","Slider",12.9167,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7000,,"N/A"
"Window_00002124","SITE_00913","Room_00002408","Door","Single",20.2017,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.7800,,"N/A"
"Window_00002125","SITE_00913","Room_00002409","Window","Slider",12.9167,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7000,,"N/A"
"Window_00002126","SITE_00913","Room_00002403","Window","Single-hung",6.4323,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.8400,,"N/A"
"Window_00002127","SITE_00913","Room_00002405","Window","Slider",13.0781,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.7700,,"N/A"
"Window_00002128","SITE_00915","Room_00002420","Window","Fixed (picture)",16.7931,,2,,"Aluminum","Double","West","Metal","Double",0.6600,,22.0000,,"Only 25 inch can be slid otherwise fixed"
"Window_00002129","SITE_00915","Room_00002420","Window","Fixed (picture)",18.0056,,2,,"Aluminum","Double","West","Metal","Double",0.6600,,23.5900,,"Only 25 inch can be slid otherwise fixed"
"Window_00002130","SITE_00915","Room_00002420","Window","Fixed (picture)",18.1875,,2,,"Aluminum","Double","West","Metal","Double",0.6600,,23.8300,,"Only 25 inch can be slid otherwise fixed"
"Window_00002131","SITE_00915","Room_00002420","Window","Slider",13.6333,,4,,"Aluminum","Single","North","Metal","Single",1.2300,,66.8900,,"N/A"
"Window_00002132","SITE_00915","Room_00002420","Door","Single",20.1363,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.7000,,"N/A"
"Window_00002133","SITE_00915","Room_00002418","Window","Slider",11.6033,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,7.6000,,"N/A"
"Window_00002134","SITE_00915","Room_00002419","Door","Single",17.9113,,1,,"Metal","Decorative window (arch, etc.)","N/A","N/A","N/A",1.2300,,21.9700,,"N/A"
"Window_00002135","SITE_00915","Room_00002413","Window","Slider",3.1000,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,2.0300,,"N/A"
"Window_00002136","SITE_00915","Room_00002415","Window","Slider",13.8575,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.0800,,"N/A"
"Window_00002137","SITE_00915","Room_00002416","Window","Fixed (picture)",13.9854,,2,,"Aluminum","Double","North","Metal","Double",0.6600,,18.3200,,"N/A"
"Window_00002138","SITE_00915","Room_00002414","Window","Slider",2.9375,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,1.9200,,"N/A"
"Window_00002139","SITE_00916","Room_00002429","Door","Single",17.7778,,1,,"Metal","Half window","N/A","N/A","N/A",1.2300,,21.8100,,"N/A"
"Window_00002140","SITE_00916","Room_00002429","Window","Slider",12.1649,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.7400,,"N/A"
"Window_00002141","SITE_00916","Room_00002429","Window","Slider",12.1649,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.7400,,"N/A"
"Window_00002142","SITE_00916","Room_00002434","Window","Slider",11.8750,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2400,,"N/A"
"Window_00002143","SITE_00916","Room_00002430","Window","Double-hung",16.5712,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.6300,,"N/A"
"Window_00002144","SITE_00916","Room_00002431","Door","Single",20.0000,,1,,"Metal","Decorative window (arch, etc.)","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00002145","SITE_00916","Room_00002432","Door","Single",17.7778,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00002146","SITE_00916","Room_00002435","Window","Double-hung",11.7795,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.4000,,"N/A"
"Window_00002147","SITE_00916","Room_00002435","Window","Fixed (picture)",16.5712,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3100,,"N/A"
"Window_00002148","SITE_00916","Room_00002425","Window","Double-hung",16.5712,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3100,,"N/A"
"Window_00002149","SITE_00916","Room_00002425","Window","Double-hung",16.5712,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3100,,"N/A"
"Window_00002150","SITE_00916","Room_00002426","Window","Double-hung",16.5712,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3100,,"N/A"
"Window_00002151","SITE_00916","Room_00002426","Window","Double-hung",16.5712,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3100,,"N/A"
"Window_00002152","SITE_00916","Room_00002427","Window","Slider",12.0833,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.6700,,"N/A"
"Window_00002153","SITE_00916","Room_00002424","Window","Slider",3.5208,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.5500,,"N/A"
"Window_00002154","SITE_00916","Room_00002424","Window","Slider",12.4583,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5000,,"N/A"
"Window_00002155","SITE_00917","Room_00002438","Window","Slider",5.3878,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3800,,"N/A"
"Window_00002156","SITE_00917","Room_00002440","Window","Slider",12.0000,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3000,,"N/A"
"Window_00002157","SITE_00917","Room_00002440","Window","Slider",12.0000,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3000,,"N/A"
"Window_00002158","SITE_00917","Room_00002444","Door","Single",17.5000,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,7.0000,,"N/A"
"Window_00002159","SITE_00917","Room_00002444","Window","Slider",5.4444,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.4000,,"N/A"
"Window_00002160","SITE_00917","Room_00002444","Window","Slider",11.8222,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2200,,"N/A"
"Window_00002161","SITE_00917","Room_00002445","Window","Slider",11.9422,,2,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.5400,,"N/A"
"Window_00002162","SITE_00917","Room_00002439","Window","Fixed (picture)",2.3333,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,2.8600,,"N/A"
"Window_00002163","SITE_00917","Room_00002439","Storm Window","Interior",2.3333,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002164","SITE_00917","Room_00002441","Window","Slider",11.8229,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2200,,"N/A"
"Window_00002165","SITE_00917","Room_00002446","Window","Slider",5.3832,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3800,,"N/A"
"Window_00002166","SITE_00917","Room_00002446","Window","Slider",11.1237,,3,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.7300,,"N/A"
"Window_00002167","SITE_00917","Room_00002446","Window","Slider",8.0278,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5400,,"N/A"
"Window_00002168","SITE_00918","Room_00002454","Door","Single",17.1111,,1,,"Wood Hollow","Decorative window (arch, etc.)","N/A","N/A","N/A",0.4500,,7.7000,,"N/A"
"Window_00002169","SITE_00918","Room_00002454","Window","Awning",7.5833,,2,,"Aluminum","Single","NW","Metal","Single",1.2300,,18.6000,,"N/A"
"Window_00002170","SITE_00918","Room_00002454","Window","Awning",1.8056,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,2.2100,,"N/A"
"Window_00002171","SITE_00918","Room_00002449","Window","Awning",5.9097,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.6100,,"N/A"
"Window_00002172","SITE_00918","Room_00002450","Window","Slider",5.5972,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,6.8700,,"N/A"
"Window_00002173","SITE_00918","Room_00002450","Window","Slider",12.1875,,1,,"Aluminum","Single","NW","Metal","Single",1.2300,,14.9500,,"N/A"
"Window_00002174","SITE_00918","Room_00002451","Window","Slider",12.1875,,2,,"Aluminum","Single","SE","Metal","Single",1.2300,,29.9000,,"N/A"
"Window_00002175","SITE_00918","Room_00002455","Window","Slider",12.1875,,1,,"Aluminum","Single","NW","Metal","Single",1.2300,,14.9500,,"N/A"
"Window_00002176","SITE_00918","Room_00002456","Window","Slider",5.4167,,3,,"Aluminum","Single","NW","Metal","Single",1.2300,,19.9300,,"N/A"
"Window_00002177","SITE_00918","Room_00002456","Window","Slider",16.5208,,1,,"Aluminum","Single","SE","Metal","Single",1.2300,,20.2700,,"N/A"
"Window_00002178","SITE_00918","Room_00002456","Window","Fixed (picture)",12.1875,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,14.9500,,"N/A"
"Window_00002179","SITE_00918","Room_00002452","Window","Fixed (picture)",6.0000,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,7.3600,,"N/A"
"Window_00002180","SITE_00918","Room_00002452","Window","Fixed (picture)",13.7222,,2,,"Wood - bare","Single","SE","Wood, Vinyl, or Fiberglass","Single",0.8500,,23.4200,,"N/A"
"Window_00002181","SITE_00918","Room_00002452","Door","Single",17.1111,,1,,"Wood Hollow","Half window","N/A","N/A","N/A",0.4500,,7.7000,,"N/A"
"Window_00002182","SITE_00919","Room_00002464","Window","Slider",14.3750,,2,,"Aluminum","Single","West","Metal","Single",1.2300,,35.2700,,"N/A"
"Window_00002183","SITE_00919","Room_00002464","Window","Slider",14.3750,,2,,"Aluminum","Single","South","Metal","Single",1.2300,,35.2700,,"N/A"
"Window_00002184","SITE_00919","Room_00002464","Window","Slider",14.3750,,2,,"Aluminum","Single","North","Metal","Single",1.2300,,35.2700,,"N/A"
"Window_00002185","SITE_00919","Room_00002464","Door","Single",17.7778,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00002186","SITE_00919","Room_00002463","Window","Slider",14.3750,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,17.6300,,"N/A"
"Window_00002187","SITE_00919","Room_00002462","Window","Slider",14.3750,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,17.6300,,"N/A"
"Window_00002188","SITE_00919","Room_00002459","Window","Awning",2.9028,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,3.5600,,"N/A"
"Window_00002189","SITE_00919","Room_00002460","Window","Slider",14.3750,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,17.6300,,"N/A"
"Window_00002190","SITE_00919","Room_00002462","Door","Single",16.8889,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,14.4100,,"N/A"
"Window_00002191","SITE_00919","Room_00002461","Window","Slider",13.3611,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,8.7500,,"N/A"
"Window_00002192","SITE_00919","Room_00002461","Storm Window","Interior",13.3611,,1,,"N/A","N/A","West","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002193","SITE_00919","Room_00002461","Window","Slider",13.3611,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,8.7500,,"N/A"
"Window_00002194","SITE_00919","Room_00002461","Storm Window","Interior",13.3611,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002195","SITE_00920","Room_00002475","Window","Slider",8.1250,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5900,,"N/A"
"Window_00002196","SITE_00920","Room_00002473","Window","Slider",11.5799,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.1100,,"N/A"
"Window_00002197","SITE_00920","Room_00002477","Door","Single",20.4045,,1,,"Metal","Decorative window (arch, etc.)","N/A","N/A","N/A",1.2300,,25.0300,,"N/A"
"Window_00002198","SITE_00920","Room_00002477","Door","Double",31.6181,,1,,"Other","Double","N/A","N/A","N/A",,"Unknown",25.7200,,"Full double glaze windows"
"Window_00002199","SITE_00920","Room_00002477","Window","Slider",21.2500,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.3800,,"N/A"
"Window_00002200","SITE_00920","Room_00002470","Window","Slider",11.5799,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.1100,,"N/A"
"Window_00002201","SITE_00920","Room_00002469","Window","Slider",11.8819,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2500,,"N/A"
"Window_00002202","SITE_00920","Room_00002471","Window","Slider",11.9792,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.5800,,"N/A"
"Window_00002203","SITE_00920","Room_00002474","Door","Single",20.0000,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00002204","SITE_00920","Room_00002474","Window","Fixed (picture)",3.3333,,1,,"Wood - bare","Single","East","Wood, Vinyl, or Fiberglass","Single",0.8500,,2.8400,,"N/A"
"Window_00002205","SITE_00921","Room_00002489","Window","Slider",12.0533,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3200,,"N/A"
"Window_00002206","SITE_00921","Room_00002487","Window","Slider",11.4792,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.1300,,"N/A"
"Window_00002207","SITE_00921","Room_00002487","Window","Slider",11.4792,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0700,,"N/A"
"Window_00002208","SITE_00921","Room_00002487","Window","Slider",11.4792,,2,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.1300,,"N/A"
"Window_00002209","SITE_00921","Room_00002487","Door","Single",15.0000,,1,,"Fiberglass","French door","N/A","N/A","N/A",0.8500,,12.8000,,"N/A"
"Window_00002210","SITE_00921","Room_00002492","Window","Slider",18.2083,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0400,,"N/A"
"Window_00002211","SITE_00921","Room_00002492","Window","Slider",11.2778,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.9800,,"N/A"
"Window_00002212","SITE_00921","Room_00002483","Window","Slider",18.1250,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.0000,,"N/A"
"Window_00002213","SITE_00921","Room_00002483","Window","Slider",5.6250,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.9700,,"N/A"
"Window_00002214","SITE_00921","Room_00002490","Door","Single",20.0000,,1,,"Fiberglass","Half window","N/A","N/A","N/A",0.8500,,17.0700,,"And pet door"
"Window_00002215","SITE_00921","Room_00002488","Window","Slider",30.7465,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.5700,,"N/A"
"Window_00002216","SITE_00921","Room_00002488","Door","Single",20.0000,,1,,"Metal","Decorative window (arch, etc.)","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00002217","SITE_00921","Room_00002484","Window","Slider",19.0000,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3900,,"N/A"
"Window_00002218","SITE_00921","Room_00002485","Window","Slider",17.8125,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.8600,,"N/A"
"Window_00002219","SITE_00921","Room_00002485","Window","Slider",17.8125,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.8600,,"N/A"
"Window_00002220","SITE_00921","Room_00002482","Window","Slider",3.4306,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.5100,,"N/A"
"Window_00002221","SITE_00921","Room_00002486","Window","Slider",17.8125,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.8600,,"N/A"
"Window_00002222","SITE_00922","Room_00002505","Window","Slider",11.8594,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2400,,"N/A"
"Window_00002223","SITE_00922","Room_00002505","Door","Single",19.1156,,1,,"Wood Hollow","Decorative window (arch, etc.)","N/A","N/A","N/A",0.4500,,8.6000,,"N/A"
"Window_00002224","SITE_00922","Room_00002506","Window","Fixed (picture)",12.8089,,1,,"Wood - bare","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.6500,,"N/A"
"Window_00002225","SITE_00922","Room_00002506","Window","Fixed (picture)",2.0300,,1,,"Wood - bare","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,0.9000,,"N/A"
"Window_00002226","SITE_00922","Room_00002507","Window","Fixed (picture)",8.3646,,1,,"Wood - bare","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6900,,"N/A"
"Window_00002227","SITE_00922","Room_00002507","Window","Fixed (picture)",8.3646,,2,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3800,,"N/A"
"Window_00002228","SITE_00922","Room_00002507","Window","Fixed (picture)",8.3646,,2,,"Wood - bare","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.3800,,"N/A"
"Window_00002229","SITE_00922","Room_00002507","Window","Fixed (picture)",4.2049,,1,,"Wood - bare","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8600,,"N/A"
"Window_00002230","SITE_00922","Room_00002507","Window","Slider",4.2049,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8600,,"N/A"
"Window_00002231","SITE_00922","Room_00002507","Window","Fixed (picture)",4.1316,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8200,,"N/A"
"Window_00002232","SITE_00922","Room_00002507","Window","Fixed (picture)",13.6184,,1,,"Wood - bare","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0100,,"N/A"
"Window_00002233","SITE_00922","Room_00002507","Window","Fixed (picture)",13.6184,,1,,"Wood - bare","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0100,,"N/A"
