CK_SiteID,Building Size,Region,County,City,State,Zip,Zip_notes,Heating Zone,Heating Zone_notes,Cooling Zone,Cooling Zone_notes,Electric Utility,Gas Utility,BPA Utility,Strata Territory,Strata Population Estimate,Strata Population Estimate_notes,Site Case Weight,Site Case Weight_Notes,Site Visit Date,Site Visit Date_notes,Vintage,Vintage_notes,N Floors,N Floors_notes,In MF Complex,Qty Buildings in Complex,Qty Buildings in Complex_notes,Qty Studio Units,Qty Studio Units_notes,Qty One-Bedroom Units,Qty One-Bedroom Units_notes,Qty Two-Bedroom Units,Qty Two-Bedroom Units_notes,Qty Three-Bedroom Units,Qty Three-Bedroom Units_notes,Qty Four-Bedroom Units,Qty Four-Bedroom Units_notes,Total Units in Building,Total Units in Building_notes,Limited to 55 or Older,Limited to Low Income,Construction,Framing Type,Foundation Type,Commercial Space in Building,Parking Provided,Parking Lot,Covered Lot,Open Garage,Enclosed Garage,Parking Area Directly Illuminated,Parking Area (sq ft),Parking Area (sq ft)_notes,Parking Stalls,Parking Stalls_notes,Parking Reserved for Commercial,Parking Reserved for Commercial_notes,Parking Notes,Interior Building Common Areas,Elevator Qty,Elevator Qty_notes,Pool Type,Pool Cover,Pool Solar Assist,Pool Location,Pool Heating Fuel,Pool Availability (months),Pool Availability (months)_notes,Qty Residential Floors,Qty Residential Floors_notes,Qty Non-Residential Floors,Qty Non-Residential Floors_notes,Qty Parking Floors,Qty Parking Floors_notes,Qty Storage/Mechanical Floors,Qty Storage/Mechanical Floors_notes,Residential Area (sq ft),Residential Area (sq ft)_notes,Interior Common Area (sq ft),Interior Common Area (sq ft)_notes,Total Enclosed Area (sq ft),Total Enclosed Area (sq ft)_notes,Commercial Area (sq ft),Commercial Area (sq ft)_notes,Grocery Area (sq ft),Grocery Area (sq ft)_notes,Office Area (sq ft),Office Area (sq ft)_notes,Retail Area (sq ft),Retail Area (sq ft)_notes,Other Commercial Area (sq ft),Other Commercial Area (sq ft)_notes,Vacant Area (sq ft),Vacant Area (sq ft)_notes,Total Ceiling Area,Total Ceiling Area_notes,Total Ceiling U-Value,Total Ceiling U-Value_notes,Ceiling UA,Ceiling UA-Notes,Total Wall Area,Total Wall Area_notes,Total Wall U-Value,Total Wall U-Value_notes,Wall UA,Wall UA_notes,Total Floor Area,Total Floor Area_notes,Total Floor U-Value,Total Floor U-Value_notes,Floor UA,Floor UA_notes,Total Window Area,Total Window Area_notes,Window UA,Window UA_notes,Whole House UA,Whole House UA_notes,Area of Conditioned Common Space,Area of Conditioned Common Space_notes,Total Residential Floor Area,Total Residential Floor Area_notes,Total Non-Residential Floor Area,Total Non-Residential Floor Area_notes,Total Conditioned Area,Total Conditioned Area_notes,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Electric Usage (kWh)_notes,Annual Non-Residential Electric Usage (kWh),Annual Non-Residential Electric Usage (kWh)_notes,Annual Electric Usage (kWh),Annual Electric Usage (kWh)_notes,Annual Residential Gas Usage (Therms),Annual Residential Gas Usage (Therms)_notes,Annual Non-Residential Gas Usage (Therms),Annual Non-Residential Gas Usage (Therms)_notes,Annual Gas Usage (Therms),Annual Gas Usage (Therms)_notes,Annual Residential Electric Usage (kBtu),Annual Residential Electric Usage (kBtu)_notes,Annual Non-Residential Electric Usage (kBtu),Annual Non-Residential Electric Usage (kBtu)_notes,Annual Electric Usage (kBtu),Annual Electric Usage (kBtu)_notes,Annual Residential Gas Usage (kBtu),Annual Residential Gas Usage (kBtu)_notes,Annual Non-Residential Gas Usage (kBtu),Annual Non-Residential Gas Usage (kBtu)_notes,Annual Gas Usage (kBtu),Annual Gas Usage (kBtu)_notes
BLDG_00131,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,Franklin PUD,,Y,BPA,1747,,40.63,,6/15/2017 0:00,,2006,,3,,Yes,19,,0,,0,,0,,12,,12,,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,11520,,64,,0,,NA,No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,27564,,0,,27564,,0,,0,,0,,0,,0,,0,,9516,,0.0253,,240.6,,18192,,0.0708,,1288.4,,9516,,0.0581,,553.3,,1671.2,,30.7,,2820,,0,,27564,,0,,27564,,Furnace,Electric,N/A,N/A,N/A,N/A,N/A,14069,,,N/A,337655.6,,,N/A,,N/A,,N/A,48003.4,,,N/A,1152080.9,,,N/A,,N/A,,N/A
BLDG_00132,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,6/15/2017 0:00,,1977,,3,,Yes,10,,0,,10,,9,,0,,0,,19,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,5000,,25,,20,,NA,No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,12636,,,NA,12636,,,NA,,NA,,NA,,NA,,NA,,NA,4212,,0.0446,,188,,11616,,0.0838,,973.3,,4212,,0.0839,,353.3,,1320.1,,30.7,,2097.4,,0,,12636,,0,,12636,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00133,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,5/22/2017 0:00,,1960,,2,,Yes,12,,0,,0,,6,,2,,0,,8,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,2720,,14,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,7432,,,NA,7432,,,NA,,NA,,NA,,NA,,NA,,NA,3716,,0.0446,,165.9,,6379,,0.1173,,748.3,,3716,,0.0821,,305.1,,934,,51.5,,1631.6,,0,,7432,,0,,7432,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00134,Apartment Building (3 or fewer floors),Eastern Washington,"Yakima, WA",SUNNYSIDE,WA,98944,,1,,2,,Pacific Power,,N,"Non-BPA, Non-PSE",3064,,113.47,,6/9/2017 0:00,,2003,,1,,Yes,12,,0,,0,,0,,2,,0,,2,,No,No,Frame,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,323,,2,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,2060,,,NA,2060,,,NA,,NA,,NA,,NA,,NA,,NA,2060,,0.0253,,52.1,,1456,,0.0533,,77.6,,2060,,0.0645,,132.9,,154.4,,34.1,,330.7,,0,,2060,,0,,2060,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,10292.9,,,N/A,20585.9,,,N/A,,N/A,,N/A,35119.5,,,N/A,70239,,,N/A,,N/A,,N/A
BLDG_00135,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE,WA,99206,,2,,2,,Vera Water and Power,,Y,BPA,1747,,40.63,,6/12/2017 0:00,,2012,,3,,Yes,11,,0,,0,,24,,0,,0,,24,,No,No,Frame,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,9800,,55,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,24672,,,NA,24672,,,NA,,NA,,NA,,NA,,NA,,NA,8224,,0.0253,,207.9,,9504,,0.0533,,506.7,,8224,,0.0352,,289.1,,1717.7,,31.6,,1762,,0,,24672,,0,,24672,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00136,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Avista,,N,"Non-BPA, Non-PSE",3064,,113.47,,6/2/2017 0:00,,1970,,2,,Yes,5,,0,,10,,4,,0,,0,,14,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,8640,,33,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,10672,,,NA,10672,,,NA,,NA,,NA,,NA,,NA,,NA,10672,,0.0253,,269.8,,9024,,0.0533,,481.2,,10672,,0.0386,,411.7,,1187.7,,55.6,,1940.6,,0,,10672,,0,,10672,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,9402.7,,7443.3,,139081.5,,,N/A,,N/A,,N/A,32082.1,,25396.5,,474546.2,,,N/A,,N/A,,N/A
BLDG_00137,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,franklin pud,,Y,BPA,1747,,40.63,,6/16/2017 0:00,,1961,,1.5,,Yes,12,,0,,2,,2,,0,,0,,4,,No,No,Solid masonry,Masonry,> 90% Slab,No,Yes,Yes,No,No,No,NA,1960,,12,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,4616,,,NA,4616,,,NA,,NA,,NA,,NA,,NA,,NA,3184,,0.0446,,142.1,,5179,,0.3841,,1989.4,,3256,,0.0754,,245.5,,240.5,,28.8,,2492.3,,0,,4616,,0,,4616,,Furnace,Electric,Packaged AC,N/A,N/A,N/A,N/A,10316.1,,,N/A,41264.4,,,N/A,,N/A,,N/A,35198.5,,,N/A,140794.1,,,N/A,,N/A,,N/A
BLDG_00138,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,6/7/2017 0:00,,2008,,3,,No,1,,0,,45,,0,,0,,0,,45,,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,No,No,NA,,NA,,NA,0,,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,27744,,,NA,27744,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,1945,,19.1,,,Exclude,0,,27744,,0,,27744,,Packaged HP,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00139,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,6/16/2017 0:00,,1970,,2,,Yes,12,,0,,0,,16,,0,,0,,16,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,3100,,16,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,14976,,,NA,14976,,,NA,,NA,,NA,,NA,,NA,,NA,7488,,0.0446,,334.3,,9120,,0.1333,,1216,,7488,,0.0585,,438,,1238.4,,50.7,,2799.5,,0,,14976,,0,,14976,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00140,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,6/15/2017 0:00,,1996,,2,,Yes,20,,2,,1,,8,,1,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,Yes,NA,5000,,30,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,8048,,,NA,8048,,,NA,,NA,,NA,,NA,,NA,,NA,4024,,0.0253,,101.7,,9563,,0.1074,,1027,,4024,,0.0751,,302.2,,1332.9,,49,,2019.3,,0,,8048,,0,,8048,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00141,Apartment Building (3 or fewer floors),Eastern Oregon,"Umatilla, OR",HERMISTON,OR,97838,,1,,3,,Umatilla Electric Cooperative,Cascade Natural Gas,Y,BPA,851,,94.6,,8/5/2017 0:00,,2002,,2,,Yes,5,,0,,0,,4,,4,,0,,8,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,Yes,NA,3536,,16,,0,,Parking made up of unit attached garages and a small lot,No,0,,N/A,NA,NA,NA,NA,,NA,0,,0,,0,,0,,9548,,,NA,9548,,,NA,,NA,,NA,,NA,,NA,,NA,4774,,0.0657,,313.7,,9088,,0.0533,,484.6,,4774,,0.0606,,289.1,,710.7,,39.2,,1401,,0,,9548,,0,,9548,,Furnace,Natural Gas,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,183.5,,,N/A,1468.2,,,N/A,,N/A,,N/A,18352.6,,,N/A,146821,
BLDG_00142,Apartment Building (3 or fewer floors),Eastern Washington,"Pend Oreille, WA",NEWPORT,WA,99156,,2,,1,,Pend Oreille PUD,,Y,BPA,1747,,40.63,,9/15/2017 0:00,,1973,,2,,Yes,2,,0,,21,,0,,0,,0,,21,,Yes,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,800,,6,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,12104,,2620,,14724,,,NA,,NA,,NA,,NA,,NA,,NA,7362,,0.0446,,328.7,,8800,,0.1074,,945,,7362,,0.0545,,401.5,,1006.3,,21.2,,2119.4,,2620,,12104,,0,,14724,,Electric Baseboard,Electric,N/A,N/A,Zonal Heat,Electric,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00143,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,Franklin PUD,,Y,BPA,1747,,40.63,,8/23/2017 0:00,,1976,,2,,Yes,4,,0,,22,,10,,0,,0,,32,,Yes,No,Unknown,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,4590,,34,,100,,first first serve parking,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,20000,,2000,,22000,,,NA,,NA,,NA,,NA,,NA,,NA,11036,,0.0446,,492.7,,8369,,0.1074,,898.7,,11036,,0.0834,,920.6,,2381.3,,32.8,,3363.2,,2000,,20000,,0,,22000,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,3783.4,,,N/A,121069.1,,,N/A,,N/A,,N/A,12909,,,N/A,413087.9,,,N/A,,N/A,,N/A
BLDG_00145,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,Franklin PUD,,Y,BPA,1747,,40.63,,9/13/2017 0:00,,1970,,2,,Yes,4,,0,,35,,0,,0,,0,,35,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,3392,,21,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,0,,0,,0,,0,,15440,,5872,,21312,,,NA,,NA,,NA,,NA,,NA,,NA,10736,,0.0446,,479.3,,7992,,0.0838,,669.6,,10736,,0.0831,,891.9,,1583.8,,20,,2739.9,,5872,,15440,,0,,21312,,Zonal Heat,Electric,Packaged AC,N/A,Zonal Heat,Electric,Packaged AC,3687.9,,,N/A,129077.4,,,N/A,,N/A,,N/A,12583.2,,,N/A,440411.9,,,N/A,,N/A,,N/A
BLDG_00146,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,9/13/2017 0:00,,1990,,2,,Yes,3,,0,,4,,4,,2,,0,,10,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,2880,,18,,0,,NA,Unknown,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,10858,,,NA,10858,,,NA,,NA,,NA,,NA,,NA,,NA,6048,,0.37,,2237.8,,8352,,0.0533,,445.3,,6048,,0.0606,,366.5,,1723.3,,106.8,,4117.8,,0,,10858,,0,,10858,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00147,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,9/14/2017 0:00,,1998,,2,,Yes,20,,0,,0,,24,,0,,0,,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,No,No,No,Yes,NA,7568,,16,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,10656,,,NA,10656,,,NA,,NA,,NA,,NA,,NA,,NA,5328,,0.0446,,237.9,,8500,,0.0838,,712.2,,5328,,0.0685,,365,,1811.7,,33.3,,2114.8,,0,,10656,,0,,10656,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00148,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,Cascade Natural Gas,Y,BPA,1747,,40.63,,8/25/2017 0:00,,2014,,2,,Yes,29,,0,,2,,8,,2,,0,,12,,No,No,Unknown,Wood,> 90% Slab,No,Yes,Yes,No,No,Yes,NA,3240,,18,,30,,"enclosed garages part of complex, did not include in squarefootage",No,0,,Pool - heated,No,No,Outdoor,Natural Gas,6,,2,,0,,0,,0,,14382,,,NA,14382,,,NA,,NA,,NA,,NA,,NA,,NA,8982,,0.0253,,227.1,,9677,,0.0533,,516,,8982,,0.0681,,611.9,,1008.8,,37.1,,1800.3,,0,,14382,,0,,14382,,Furnace,Natural Gas,Central AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,264.1,,,N/A,3169.1,,,N/A,,N/A,,N/A,26409.5,,,N/A,316914.3,
BLDG_00149,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,8/25/2017 0:00,,2007,,3,,Yes,5,,0,,4,,20,,0,,0,,24,,No,No,Unknown,Wood,> 90% Slab,No,Yes,Yes,Yes,No,Yes,NA,4104,,24,,0,,"open is free, car ports or garages are charged extra",No,0,,Pool - heated,No,No,Outdoor,Natural Gas,5,,3,,0,,0,,0,,22020,,,NA,22020,,,NA,,NA,,NA,,NA,,NA,,NA,7568,,0.0253,,191.4,,16956,,0.0606,,1027.6,,7568,,0.0621,,470.1,,2054.7,,37.8,,2596.1,,0,,22020,,0,,22020,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00150,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,8/23/2017 0:00,,1975,,2,,Yes,3,,0,,0,,16,,0,,0,,16,,No,No,Unknown,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,3600,,16,,20,,NA,No,0,,Pool - unheated,No,No,Outdoor,NA,5,,2,,0,,0,,0,,17082,,,NA,17082,,,NA,,NA,,NA,,NA,,NA,,NA,8590,,0.0446,,383.5,,10746,,0.1667,,1791,,8590,,0.0601,,516.7,,1380.4,,38.1,,3300.5,,0,,17082,,0,,17082,,Furnace,Electric,Central AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00151,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",KENNEWICK,WA,99336,,1,,3,,Benton PUD,,Y,BPA,1747,,40.63,,8/24/2017 0:00,,,Unknown,2,,Yes,9,,0,,4,,4,,4,,0,,12,,No,Yes,Unknown,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,Yes,NA,3040,,20,,0,,NA,No,0,,Pool - unheated,Yes,No,Outdoor,NA,5,,2,,0,,0,,0,,10160,,,NA,10160,,,NA,,NA,,NA,,NA,,NA,,NA,5080,,0.0253,,128.4,,8000,,0.0952,,761.9,,5080,,0.0326,,165.5,,1116.2,,47.1,,1621.4,,0,,10160,,0,,10160,,Stove/Fireplace,Unknown,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00152,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,Franklin PUD,Cascade Natural Gas,Y,BPA,1747,,40.63,,9/14/2017 0:00,,2012,,3,,Yes,13,,0,,8,,10,,4,,0,,24,,Unknown,No,Frame,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,6400,,20,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,11520,,,NA,11520,,,NA,,NA,,NA,,NA,,NA,,NA,3840,,0.0446,,171.4,,8816,,0.0533,,470.1,,3840,,0.0578,,221.9,,1582,,29.1,,1561.8,,0,,11520,,0,,11520,,Furnace,Natural Gas,N/A,N/A,N/A,N/A,N/A,3688.7,,,N/A,88529.5,,185.4,,,N/A,4448.4,,12585.9,,,N/A,302062.6,,18535.1,,,N/A,444843.2,
BLDG_00153,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",RICHLAND,WA,99352,,1,,3,,City of Richland,,Y,BPA,1747,,40.63,,8/3/2017 0:00,,2012,,3,,Yes,8,,0,,12,,12,,0,,0,,24,,No,No,Unknown,Wood,> 90% Slab,No,Yes,Yes,Yes,No,Yes,NA,7182,,42,,0,,open first come first serve,No,0,,Pool - heated,No,No,Outdoor,Natural Gas,5,,3,,0,,0,,0,,25800,,,NA,25800,,,NA,,NA,,NA,,NA,,NA,,NA,8600,,0.0253,,217.4,,40320,,0.0433,,1744.7,,8600,,0.1426,,1226.4,,1109.3,,20.4,,3678.2,,0,,25800,,0,,25800,,Furnace,Unknown,N/A,N/A,N/A,N/A,N/A,9087.4,,117271.6,,335369.8,,,N/A,,N/A,,N/A,31006.3,,400130.7,,1144281.7,,,N/A,,N/A,,N/A
BLDG_00155,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",RICHLAND,WA,99352,,1,,3,,City of Richland,,Y,BPA,1747,,40.63,,9/30/2017 0:00,,1972,,1.5,,Yes,8,,0,,0,,8,,4,,0,,12,,No,No,Unknown,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,4932,,18,,0,,NA,No,0,,Unknown,NA,NA,NA,NA,,NA,1.5,,0,,0,,0,,9272,,,NA,9272,,,NA,,NA,,NA,,NA,,NA,,NA,5892,,0.0253,,149,,6690,,0.0631,,422.1,,5892,,0.0326,,192,,801.8,,29.5,,1117,,0,,9272,,0,,9272,,Furnace,Electric,Central AC,N/A,N/A,N/A,N/A,10913.5,,33234.1,,164195.6,,,N/A,,N/A,,N/A,37236.7,,113394.7,,560235.5,,,N/A,,N/A,,N/A
BLDG_00156,Apartment Building (4 to 6 floors),Eastern Washington,"Benton, WA",RICHLAND,WA,99352,,1,,3,,City of Richland,,Y,BPA,1747,,40.63,,9/28/2017 0:00,,1974,,3.5,,No,1,,0,,36,,12,,6,,0,,54,,No,No,Unknown,Wood,> 90% Conditioned Basement,No,Yes,Yes,Yes,No,No,NA,22000,,95,,0,,NA,Yes,1,,Pool - unheated,Yes,No,Outdoor,NA,3,,3,,1,,0,,1,,47934,,7290,,55224,,,NA,,NA,,NA,,NA,,NA,,NA,18408,,0.0253,,465.4,,23637,,0.0861,,2035.4,,18408,,0.0683,,1256.9,,5985,,136,,11099.3,,7290,,47934,,0,,55224,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6798.2,,229372.7,,596475.9,,,N/A,,N/A,,N/A,23195.5,,782619.7,,2035175.8,,,N/A,,N/A,,N/A
BLDG_00157,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",RICHLAND,WA,99352,,1,,3,,City of RICHLAND,Cascade Natural Gas,Y,BPA,1747,,40.63,,9/14/2017 0:00,,1955,,1,,Yes,4,,0,,8,,0,,0,,0,,8,,No,No,Frame,Wood,> 90% Crawlspace,Yes,Yes,Yes,No,No,No,NA,7080,,27,,30,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,1,,0,,0,,3870,,,NA,5884,,2014,,0,,0,,0,,0,,0,,5884,,0.0253,,148.8,,4640,,0.1215,,563.8,,5884,,0.0834,,490.6,,625.3,,54.9,,1642.4,,0,,3870,,2014,,5884,,Furnace,Natural Gas,Packaged AC,N/A,N/A,N/A,N/A,5238.4,,5578.1,,47485.4,,,N/A,,N/A,,N/A,17873.5,,19032.6,,162020.3,,,N/A,,N/A,,N/A
BLDG_00158,Apartment Building (3 or fewer floors),Eastern Washington,"Benton, WA",WEST RICHLAND,WA,99353,,1,,3,,Benton REA,,Y,BPA,1747,,40.63,,8/25/2017 0:00,,2010,,3,,Yes,12,,0,,0,,6,,6,,0,,12,,No,No,Unknown,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,2052,,12,,0,,NA,No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,13278,,,NA,13278,,,NA,,NA,,NA,,NA,,NA,,NA,4426,,0.0253,,111.9,,11136,,0.0644,,716.7,,4426,,0.0765,,338.7,,1460,,53.7,,1811.8,,0,,13278,,0,,13278,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,9645.9,,59952.2,,175703.2,,,N/A,,N/A,,N/A,32911.9,,204556.8,,599499.3,,,N/A,,N/A,,N/A
BLDG_00159,Apartment Building (3 or fewer floors),Eastern Oregon,"Klamath, OR",KLAMATH FALLS,OR,97601,,2,,2,,Pacific Power,,N,Non-BPA,664,,82.98,,4/19/2017 0:00,,1971,,3,,Yes,2,,0,,24,,12,,0,,0,,36,,No,No,Frame,Wood,> 90% Unconditioned Basement,No,Yes,Yes,No,No,No,NA,10864,,37,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,1,,25344,,,NA,25344,,,NA,,NA,,NA,,NA,,NA,,NA,8448,,0.1115,,941.6,,10752,,0.0585,,629.5,,8448,,0.0367,,309.7,,2052,,25.2,,2786.6,,0,,25344,,0,,25344,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,4227.9,,,N/A,152203.5,,,N/A,,N/A,,N/A,14425.5,,,N/A,519318.5,,,N/A,,N/A,,N/A
