CK_SiteID,Building Size,Region,County,City,State,Zip,Zip_notes,Heating Zone,Heating Zone_notes,Cooling Zone,Cooling Zone_notes,Electric Utility,Gas Utility,BPA Utility,Strata Territory,Strata Population Estimate,Strata Population Estimate_notes,Site Case Weight,Site Case Weight_Notes,Site Visit Date,Site Visit Date_notes,Vintage,Vintage_notes,N Floors,N Floors_notes,In MF Complex,Qty Buildings in Complex,Qty Buildings in Complex_notes,Qty Studio Units,Qty Studio Units_notes,Qty One-Bedroom Units,Qty One-Bedroom Units_notes,Qty Two-Bedroom Units,Qty Two-Bedroom Units_notes,Qty Three-Bedroom Units,Qty Three-Bedroom Units_notes,Qty Four-Bedroom Units,Qty Four-Bedroom Units_notes,Total Units in Building,Total Units in Building_notes,Limited to 55 or Older,Limited to Low Income,Construction,Framing Type,Foundation Type,Commercial Space in Building,Parking Provided,Parking Lot,Covered Lot,Open Garage,Enclosed Garage,Parking Area Directly Illuminated,Parking Area (sq ft),Parking Area (sq ft)_notes,Parking Stalls,Parking Stalls_notes,Parking Reserved for Commercial,Parking Reserved for Commercial_notes,Parking Notes,Interior Building Common Areas,Elevator Qty,Elevator Qty_notes,Pool Type,Pool Cover,Pool Solar Assist,Pool Location,Pool Heating Fuel,Pool Availability (months),Pool Availability (months)_notes,Qty Residential Floors,Qty Residential Floors_notes,Qty Non-Residential Floors,Qty Non-Residential Floors_notes,Qty Parking Floors,Qty Parking Floors_notes,Qty Storage/Mechanical Floors,Qty Storage/Mechanical Floors_notes,Residential Area (sq ft),Residential Area (sq ft)_notes,Interior Common Area (sq ft),Interior Common Area (sq ft)_notes,Total Enclosed Area (sq ft),Total Enclosed Area (sq ft)_notes,Commercial Area (sq ft),Commercial Area (sq ft)_notes,Grocery Area (sq ft),Grocery Area (sq ft)_notes,Office Area (sq ft),Office Area (sq ft)_notes,Retail Area (sq ft),Retail Area (sq ft)_notes,Other Commercial Area (sq ft),Other Commercial Area (sq ft)_notes,Vacant Area (sq ft),Vacant Area (sq ft)_notes,Total Ceiling Area,Total Ceiling Area_notes,Total Ceiling U-Value,Total Ceiling U-Value_notes,Ceiling UA,Ceiling UA-Notes,Total Wall Area,Total Wall Area_notes,Total Wall U-Value,Total Wall U-Value_notes,Wall UA,Wall UA_notes,Total Floor Area,Total Floor Area_notes,Total Floor U-Value,Total Floor U-Value_notes,Floor UA,Floor UA_notes,Total Window Area,Total Window Area_notes,Window UA,Window UA_notes,Whole House UA,Whole House UA_notes,Area of Conditioned Common Space,Area of Conditioned Common Space_notes,Total Residential Floor Area,Total Residential Floor Area_notes,Total Non-Residential Floor Area,Total Non-Residential Floor Area_notes,Total Conditioned Area,Total Conditioned Area_notes,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Electric Usage (kWh)_notes,Annual Non-Residential Electric Usage (kWh),Annual Non-Residential Electric Usage (kWh)_notes,Annual Electric Usage (kWh),Annual Electric Usage (kWh)_notes,Annual Residential Gas Usage (Therms),Annual Residential Gas Usage (Therms)_notes,Annual Non-Residential Gas Usage (Therms),Annual Non-Residential Gas Usage (Therms)_notes,Annual Gas Usage (Therms),Annual Gas Usage (Therms)_notes,Annual Residential Electric Usage (kBtu),Annual Residential Electric Usage (kBtu)_notes,Annual Non-Residential Electric Usage (kBtu),Annual Non-Residential Electric Usage (kBtu)_notes,Annual Electric Usage (kBtu),Annual Electric Usage (kBtu)_notes,Annual Residential Gas Usage (kBtu),Annual Residential Gas Usage (kBtu)_notes,Annual Non-Residential Gas Usage (kBtu),Annual Non-Residential Gas Usage (kBtu)_notes,Annual Gas Usage (kBtu),Annual Gas Usage (kBtu)_notes
BLDG_00405,Apartment Building (3 or fewer floors),Western Oregon,"Clackamas, OR",LAKE OSWEGO,OR,97035,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/18/2016 0:00,,1980,,2,,Yes,28,,0,,0,,4,,4,,0,,8,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,8944,,0,,8944,,0,,0,,0,,0,,0,,0,,4472,,0.0657,,293.8,,7236,,0.0585,,423.6,,4472,,0.1255,,561.3,,1127.7,,62.2,,1776.5,,0,,8944,,0,,8944,,Stove/Fireplace,Wood (cord),N/A,N/A,N/A,N/A,N/A,9937.6,,1788.1,,81289,,,N/A,,N/A,,N/A,33907.2,,6100.8,,277358.1,,,N/A,,N/A,,N/A
BLDG_00406,Apartment Building (3 or fewer floors),Western Oregon,"Jackson, OR",MEDFORD,OR,97504,,1,,3,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/21/2016 0:00,,1982,,2,,Yes,7,,0,,0,,4,,0,,0,,4,,No,No,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,3848,,0,,3848,,0,,0,,0,,0,,0,,0,,1924,,0.0293,,56.3,,3026,,0.1021,,309.1,,1924,,0.1255,,241.5,,326.7,,45.2,,787.6,,0,,3848,,0,,3848,,Air Source Heat Pump,Electric,Air Source Heat Pump,N/A,N/A,N/A,N/A,13874.5,,,N/A,55498.1,,,N/A,,N/A,,N/A,47339.9,,,N/A,189359.6,,,N/A,,N/A,,N/A
BLDG_00407,Apartment Building (3 or fewer floors),Western Oregon,"Jackson, OR",MEDFORD,OR,97504,,1,,3,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/21/2016 0:00,,1982,,2,,Yes,7,,0,,0,,4,,0,,0,,4,,No,No,Frame over concrete slab,Wood,> 90% Slab,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,3848,,0,,3848,,0,,0,,0,,0,,0,,0,,1924,,0.272,,523.2,,3026,,0.1021,,309.1,,1924,,0.1255,,241.5,,503.1,,74.1,,1370.1,,0,,3848,,0,,3848,,Air Source Heat Pump,Electric,Air Source Heat Pump,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00408,Apartment Building (3 or fewer floors),Western Oregon,"Clatsop, OR",WARRENTON,OR,97146,,1,,1,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/20/2016 0:00,,1979,,2,,Yes,5,,0,,8,,0,,0,,0,,8,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,320,,4,,0,,"Unsure, parking is shared in complex",No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,10006,,,NA,10006,,,NA,,NA,,NA,,NA,,NA,,NA,5739,,0.0657,,377.1,,9286.4,,0.1021,,948.5,,5739,,0.5419,,3109.9,,477.9,,26.4,,4646.5,,0,,10006,,0,,10006,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,6586.5,,,N/A,52692.1,,,N/A,,N/A,,N/A,22473.2,,,N/A,179785.6,,,N/A,,N/A,,N/A
BLDG_00409,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",TIGARD,OR,97223,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/25/2016 0:00,,,Unknown,3,,Yes,6,,0,,1,,6,,0,,0,,7,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,,NA,12,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,7416,,,NA,7416,,,NA,,NA,,NA,,NA,,NA,,NA,2568,,0.1115,,286.2,,6096,,0.1021,,622.6,,2568,,0.1255,,322.3,,805.2,,141.1,,2218.9,,0,,7416,,0,,7416,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,8678.6,,13372.7,,74122.8,,,N/A,,N/A,,N/A,29611.3,,45627.8,,252907,,,N/A,,N/A,,N/A
BLDG_00410,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97203,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/18/2016 0:00,,2006,,3,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,36,,No,Yes,Frame,Wood,Other,Yes,Yes,Yes,No,Yes,No,NA,17920,,48,,0,,NA,Yes,2,,N/A,NA,NA,NA,NA,,NA,2,,1,,0,,0,,23796,,3852,,46296,,6864,,0,,4864,,2000,,4920,,0,,13824,,0.0253,,349.5,,13920,,0.0489,,680.4,,13824,,0.0445,,615.8,,1265,,15.5,,2204.1,,3852,,23796,,18648,,46296,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,4993.6,,70046.8,,249814.8,,,N/A,,N/A,,N/A,17038,,238999.7,,852368.2,,,N/A,,N/A,,N/A
BLDG_00411,Apartment Building (3 or fewer floors),Western Oregon,"Linn, OR",ALBANY,OR,97322,,1,,1,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/24/2016 0:00,,1996,,2,,Yes,10,,0,,0,,8,,0,,0,,8,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,6384,,0,,6384,,0,,0,,0,,0,,0,,0,,3192,,0.1263,,403.3,,5746,,0.0532,,305.8,,3192,,0.1255,,400.6,,781.7,,43.1,,1454.7,,0,,6384,,0,,6384,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7314.6,,,N/A,58516.5,,,N/A,,N/A,,N/A,24957.3,,,N/A,199658.1,,,N/A,,N/A,,N/A
BLDG_00412,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97236,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/23/2016 0:00,,1955,,2,,Yes,3,,0,,0,,2,,4,,0,,6,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,720,,6,,10,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,1,,0,,6788,,,NA,6788,,,NA,,NA,,NA,,NA,,NA,,NA,2028,,0.0657,,133.2,,4288,,0.3233,,1386.4,,2028,,0.1255,,254.5,,631.2,,60.6,,2137.7,,0,,6788,,0,,6788,,Electric Baseboard,Electric,N/A,N/A,Electric Baseboard,Electric,N/A,10442.9,,14209.7,,76867,,,N/A,,N/A,,N/A,35631.1,,48483.5,,262270.1,,,N/A,,N/A,,N/A
BLDG_00413,Apartment Building (3 or fewer floors),Western Oregon,"Washington, OR",TIGARD,OR,97224,,1,,1,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/17/2016 0:00,,1980,,2,,Yes,6,,0,,0,,6,,0,,0,,6,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,4992,,0,,4992,,0,,0,,0,,0,,0,,0,,2496,,0.2647,,660.6,,4609,,0.1021,,470.8,,2496,,0.1255,,313.3,,752.9,,82.2,,1937.7,,0,,4992,,0,,4992,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,8737.6,,,N/A,52425.4,,,N/A,,N/A,,N/A,29812.6,,,N/A,178875.6,,,N/A,,N/A,,N/A
BLDG_00414,Apartment Building (3 or fewer floors),Western Oregon,"Marion, OR",STAYTON,OR,97383,,1,,1,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/17/2016 0:00,,1989,,2,,Yes,4,,0,,0,,12,,0,,0,,12,,No,No,Unknown,Unknown,Unknown,No,Yes,Yes,No,No,No,NA,,NA,48,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,8640,,280,,8920,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,937.6,,34.5,,,Exclude,280,,8640,,0,,8920,,Unknown,Unknown,Unknown,N/A,N/A,N/A,N/A,6564.6,,,N/A,78775.7,,,N/A,,N/A,,N/A,22398.6,,,N/A,268782.6,,,N/A,,N/A,,N/A
BLDG_00415,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97239,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/17/2016 0:00,,1970,,2.5,,Yes,4,,0,,0,,12,,0,,0,,12,,No,No,Frame,Wood,> 90% Conditioned Basement,No,Yes,Yes,Yes,No,No,NA,,NA,22,,0,,This is for the building only,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,12438,,,NA,12438,,,NA,,NA,,NA,,NA,,NA,,NA,8898,,0.0657,,584.6,,15091,,0.0864,,1303.1,,8898,,0.0841,,748.4,,1929.3,,72.7,,3509,,0,,12438,,0,,12438,,Mini-split HP,Electric,Mini-split HP,N/A,N/A,N/A,N/A,7659.2,,3061.7,,94972.5,,,N/A,,N/A,,N/A,26133.3,,10446.6,,324046.2,,,N/A,,N/A,,N/A
BLDG_00416,Apartment Building (3 or fewer floors),Western Oregon,"Washington, OR",ALOHA,OR,97007,,1,,1,,Portland General Electric,NW Natural Gas,N,Non-BPA,12217,,239.56,,5/7/2016 0:00,,2002,,2,,Yes,10,,0,,0,,6,,0,,0,,6,,No,No,Frame over concrete slab,Wood,> 90% Slab,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,8068,,0,,8068,,0,,0,,0,,0,,0,,0,,4746,,0.0657,,311.8,,4480,,0.0838,,375.4,,4746,,0.0215,,102.2,,880,,64.7,,1177.9,,0,,8068,,0,,8068,,Stove/Fireplace,Natural Gas,N/A,N/A,N/A,N/A,N/A,6083.1,,,N/A,36498.3,,329.2,,,N/A,1974.9,,20755.4,,,N/A,124532.2,,32915.8,,,N/A,197494.5,
BLDG_00417,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97213,,1,,2,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/18/2016 0:00,,1972,,2,,Yes,2,,0,,3,,3,,0,,0,,6,,No,No,Frame,Wood,Mixed Crawlspace and Conditioned Basement,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,2840,,0,,2840,,0,,0,,0,,0,,0,,0,,2452,,0.0657,,161.1,,3392,,0.1021,,346.5,,2452,,0.062,,152.1,,755.5,,55.6,,993.1,,0,,4042,,0,,4042,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8588.9,,,N/A,51533.3,,,N/A,,N/A,,N/A,29305.3,,,N/A,175831.6,,,N/A,,N/A,,N/A
BLDG_00418,Apartment Building (3 or fewer floors),Western Oregon,"Lane, OR",EUGENE,OR,97401,,1,,1,,Eugene Water and Electric Board,,Y,BPA,2791,,47.3,,5/20/2016 0:00,,2007,,3,,No,1,,0,,0,,12,,0,,0,,12,,No,No,Frame,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,,NA,8,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,1,,0,,5812,,,NA,5812,,,NA,,NA,,NA,,NA,,NA,,NA,2657.5,,0.0253,,67.2,,2932.5,,0.0838,,245.7,,2729.3,,0.0607,,165.7,,900,,33.1,,875.9,,0,,5812,,0,,5812,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6248.1,,,N/A,74977.7,,,N/A,,N/A,,N/A,21318.7,,,N/A,255824,,,N/A,,N/A,,N/A
BLDG_00419,Apartment Building (3 or fewer floors),Western Oregon,"Washington, OR",HILLSBORO,OR,97124,,1,,1,,Portland General Electric,NW Natural Gas,N,Non-BPA,12217,,239.56,,5/20/2016 0:00,,,Unknown,3,,Yes,14,,0,,0,,14,,4,,0,,18,,Unknown,Unknown,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,Yes,No,No,NA,1800,,20,,0,,"Partially covered, no assigned parking",No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,21021,,,NA,21021,,,NA,,NA,,NA,,NA,,NA,,NA,7007,,0.0657,,460.4,,15528,,0.0585,,909.1,,7007,,0.1255,,879.4,,1917.3,,47,,3095.2,,0,,21021,,0,,21021,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00421,Apartment Building (3 or fewer floors),Western Oregon,"Jackson, OR",MEDFORD,OR,97504,,1,,3,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/18/2016 0:00,,,Unknown,2,,Yes,10,,0,,0,,4,,0,,0,,4,,No,No,Unknown,Unknown,Unknown,No,Yes,Yes,No,No,No,NA,2934,,19,,0,,19 stalls for two buildings.,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,1728,,0,,1728,,0,,0,,0,,0,,0,,0,,864,,0.0657,,56.8,,3180,,0.1754,,557.8,,864,,0.1791,,154.8,,415.6,,64.5,,1027.2,,0,,1728,,0,,1728,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,11718.2,,,N/A,46872.8,,,N/A,,N/A,,N/A,39982.5,,,N/A,159929.9,,,N/A,,N/A,,N/A
BLDG_00422,Apartment Building (4 to 6 floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97212,,1,,2,,Pacific Power,,N,Non-BPA,12217,,239.56,,5/20/2016 0:00,,1997,,4,,No,1,,0,,30,,15,,0,,0,,45,,No,No,Frame,Wood,Other,Yes,Yes,Yes,No,No,No,NA,0,,30,,40,,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,3,,1,,0,,0,,27321,,252,,53174,,12801,,0,,2000,,3000,,7800,,0,,9105,,0.1115,,1014.9,,18456,,0.0585,,1080.5,,9105,,0.0384,,349.7,,3067.1,,30.1,,3798.9,,252,,27321,,25601,,53174,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,5782.1,,,N/A,260194.2,,,N/A,,N/A,,N/A,19728.5,,,N/A,887782.7,,,N/A,,N/A,,N/A
BLDG_00423,Apartment Building (4 to 6 floors),Western Oregon,"Lane, OR",EUGENE,OR,97402,,1,,1,,Eugene Water and Electric Board,,Y,BPA,2791,,47.3,,5/21/2016 0:00,,1947,,4,,Yes,2,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,30,,No,No,Solid masonry,Concrete,> 90% Slab,No,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,Yes,1,,N/A,NA,NA,NA,NA,,NA,4,,0,,0,,0,,28976,,3916,,32892,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,2242.5,,91.7,,,Exclude,3916,,28976,,0,,32892,,Packaged HP,N/A,Packaged HP,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00424,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",GRESHAM,OR,97030,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/15/2016 0:00,,1969,,2,,No,1,,0,,0,,9,,0,,0,,9,,Unknown,Unknown,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,10080,,0,,10080,,0,,0,,0,,0,,0,,0,,5040,,0.0622,,313.7,,6112,,0.1021,,624.3,,5204,,0.0296,,154.2,,1635.2,,80.2,,1814,,0,,10080,,0,,10080,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6061.5,,,N/A,54553.5,,,N/A,,N/A,,N/A,20681.8,,,N/A,186136.4,,,N/A,,N/A,,N/A
BLDG_00425,Apartment Building (3 or fewer floors),Western Oregon,"Lane, OR",EUGENE,OR,97402,,1,,1,,Eugene Water and Electric Board,,Y,BPA,2791,,47.3,,5/16/2016 0:00,,,Unknown,2,,Yes,60,,0,,0,,4,,0,,0,,4,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,1848,,13,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,2322,,,NA,2322,,,NA,,NA,,NA,,NA,,NA,,NA,1161,,0.0657,,76.3,,2450,,0.1021,,250.2,,1161,,0.088,,102.2,,310.8,,34.3,,565.9,,0,,2322,,0,,2322,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7485.1,,,N/A,29940.3,,,N/A,,N/A,,N/A,25539,,,N/A,102156.2,,,N/A,,N/A,,N/A
BLDG_00426,Apartment Building (3 or fewer floors),Western Oregon,"Multnomah, OR",PORTLAND,OR,97233,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/15/2016 0:00,,1966,,2,,Yes,2,,0,,0,,4,,0,,0,,4,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,5676,,0,,5676,,0,,0,,0,,0,,0,,0,,2838,,0.0657,,186.5,,5580,,0.1021,,569.9,,2838,,0.1255,,356.2,,450.9,,58.6,,1346.8,,0,,2838,,0,,2838,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,8997.3,,,N/A,35989.3,,,N/A,,N/A,,N/A,30698.9,,,N/A,122795.6,,,N/A,,N/A,,N/A
BLDG_00427,Apartment Building (3 or fewer floors),Western Oregon,"Marion, OR",SALEM,OR,97301,,1,,1,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/26/2016 0:00,,1970,,2,,No,1,,0,,9,,8,,0,,0,,17,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,,NA,17,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,12495,,,NA,12495,,,NA,,NA,,NA,,NA,,NA,,NA,6380,,0.0657,,419.2,,10822,,0.1021,,1105.3,,6275,,0.1233,,773.7,,632.5,,16.4,,2577.5,,0,,12495,,0,,12495,,Unknown,Unknown,Unknown,N/A,N/A,N/A,N/A,7921.3,,,N/A,134662.2,,,N/A,,N/A,,N/A,27027.5,,,N/A,459467.4,,,N/A,,N/A,,N/A
BLDG_00428,Apartment Building (3 or fewer floors),Western Oregon,"Clackamas, OR",CLACKAMAS,OR,97015,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/3/2016 0:00,,1988,,2.5,,Yes,24,,0,,4,,0,,0,,0,,4,,No,No,Unknown,Unknown,Unknown,No,Yes,Yes,No,No,No,NA,,NA,12,,50,,"Parking is by zone, I characterized the area in front of the building but not the zone because it covered 5+ buildings",No,0,,Unknown,NA,NA,NA,NA,,NA,3,,0,,0,,0,,3160,,0,,3160,,0,,0,,0,,0,,0,,0,,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,493.4,,80.8,,,Exclude,0,,3160,,0,,3160,,Unknown,Unknown,Unknown,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00430,Apartment Building (3 or fewer floors),Western Oregon,"Marion, OR",SALEM,OR,97304,,1,,1,,Salem Electric,,Y,BPA,2791,,47.3,,5/6/2016 0:00,,1986,,2,,Yes,6,,0,,2,,8,,2,,0,,4,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,3552,,0,,3552,,0,,0,,0,,0,,0,,0,,1754,,0.0657,,115.2,,3038,,0.1021,,310.3,,1754,,0.0952,,167,,248.8,,39.6,,750.9,,0,,3552,,0,,3552,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00431,Apartment Building (3 or fewer floors),Western Oregon,"Clackamas, OR",MILWAUKIE,OR,97222,,1,,2,,Portland General Electric,,N,Non-BPA,12217,,239.56,,5/7/2016 0:00,,1991,,2,,Yes,3,,0,,0,,8,,0,,0,,8,,No,No,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,No,No,NA,,NA,8,,0,,NA,No,0,,Pool - heated,NA,No,Outdoor,Unknown,5,,2,,0,,0,,0,,5490,,,NA,5490,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,600.6,,33.1,,,Exclude,0,,5490,,0,,5490,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00435,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",BURIEN,WA,98146,,1,,1,,Seattle City Light,,Y,SCL,2633,,37.08,,10/5/2016 0:00,,1972,,2,,No,1,,0,,12,,0,,0,,0,,12,,No,No,Frame,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,0,,17,,30,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,7056,,,NA,7056,,,NA,,NA,,NA,,NA,,NA,,NA,3528,,0.0253,,89.2,,4805,,0.1074,,516,,3528,,0.0637,,224.8,,922.7,,94.3,,1961.9,,0,,7056,,0,,7056,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,7370.2,,,N/A,88442.8,,,N/A,,N/A,,N/A,25147.2,,,N/A,301766.9,,,N/A,,N/A,,N/A
BLDG_00436,Apartment Building (3 or fewer floors),Puget Sound,"King, WA",SEATTLE,WA,98126,,1,,1,,Seattle City Light,Puget Sound Energy,Y,SCL,2633,,37.08,,9/22/2016 0:00,,1930,,2,,No,1,,0,,0,,0,,4,,0,,4,,No,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,No,No,No,Yes,NA,640,,4,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,4318,,,NA,4318,,,NA,,NA,,NA,,NA,,NA,,NA,2590,,0.039,,101.1,,3352,,0.0978,,327.7,,2590,,0.0888,,230,,534.6,,59,,894.8,,0,,4318,,0,,4318,,Boiler,Natural Gas,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
